Module	Section	Sample Name	Source
FastQC	all_sections	PD_Extr_pos_plate1_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_Extr_pos_plate1_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_157S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_157S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_157S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_157S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_170S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_170S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_170S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_170S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_15P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_15P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_15P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_15P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_217P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_217P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_217P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_217P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_Extr_neg_plate2_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_Extr_neg_plate2_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_Extr_neg_plate2_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_Extr_neg_plate2_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_16P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_16P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_16P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_16P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_47P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_47P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_47P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_47P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_181P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_181P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_181P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_181P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_58P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_58P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_58P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_58P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_148P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_148P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_148P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_148P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_28P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_28P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_28P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_28P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_111P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_111P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_3P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_3P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_230S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_230S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_111P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_111P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_179P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_179P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_179P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_179P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_42P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_42P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_146S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_146S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_146S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_146S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_2P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_2P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_2P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_2P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_211P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_211P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_42P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_42P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_171P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_171P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_171P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_171P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_73P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_73P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_73P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_73P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_208S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_208S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_208S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_208S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_131P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_131P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_131P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_131P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_173P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_173P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_166_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_166_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_166_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_166_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_173P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_173P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_153S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_153S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_153S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_153S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_48P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_48P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_48P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_48P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_182S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_182S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_182S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_182S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_194S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_194S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_159S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_159S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_159S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_159S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_197_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_197_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_197_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_197_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_119P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_119P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_164P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_164P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_164P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_164P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_152P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_152P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_225P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_225P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_225P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_225P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_152P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_152P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_200S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_200S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_200S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_200S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_195_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_195_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_57P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_57P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_57P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_57P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_195_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_195_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_160P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_160P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_142S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_142S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_142S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_142S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_160P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_160P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_213S_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_213S_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_213S_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_213S_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_45P_cutadapt_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_45P_cutadapt_1_fastqc.zip
FastQC	all_sections	PD_45P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_45P_cutadapt_2_fastqc.zip
FastQC	all_sections	PD_64P_cutadapt_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel/fastqc_cutadapt/PD_64P_cutadapt_2_fastqc.zip
