Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_149S_cutadapt_2	2.75629025828	50.0	150.507069389	4166343.0	18.1818181818
PD_14P_cutadapt_1	2.30644879438	47.0	124.797598739	3259787.0	9.09090909091
PD_14P_cutadapt_2	2.743813974	48.0	150.356998479	3259787.0	18.1818181818
PD_150P_cutadapt_1	3.39297416369	45.0	129.826764412	4425384.0	9.09090909091
PD_150P_cutadapt_2	3.66546506636	46.0	149.45765746	4425384.0	18.1818181818
PD_151S_cutadapt_1	2.46180193529	46.0	128.643484464	4213721.0	9.09090909091
PD_151S_cutadapt_2	2.72851293138	47.0	150.392162651	4213721.0	18.1818181818
PD_152P_cutadapt_1	2.39095730792	49.0	134.690979631	4038449.0	9.09090909091
PD_152P_cutadapt_2	2.9087355743	50.0	149.539240931	4038449.0	18.1818181818
PD_153S_cutadapt_1	3.09366343253	50.0	127.461224486	5760607.0	9.09090909091
PD_153S_cutadapt_2	3.40691740959	51.0	149.437060018	5760607.0	18.1818181818
PD_156P_cutadapt_1	5.55782342652	44.0	127.95239841	3777857.0	9.09090909091
PD_156P_cutadapt_2	5.91628984519	46.0	150.347806971	3777857.0	18.1818181818
PD_157S_cutadapt_1	3.67852774581	47.0	126.738839729	5046047.0	9.09090909091
PD_157S_cutadapt_2	3.94822132446	48.0	150.343989265	5046047.0	18.1818181818
PD_158P_cutadapt_1	3.37320102108	45.0	133.067671191	5678443.0	9.09090909091
PD_158P_cutadapt_2	3.64424346474	46.0	149.466798557	5678443.0	18.1818181818
PD_159S_cutadapt_1	3.5495207018	46.0	132.057514165	5674150.0	9.09090909091
PD_159S_cutadapt_2	3.84209260992	47.0	149.455218491	5674150.0	18.1818181818
PD_15P_cutadapt_1	2.18804174918	47.0	125.625275571	3562602.0	9.09090909091
PD_15P_cutadapt_2	2.58618461189	48.0	149.454691262	3562602.0	18.1818181818
PD_160P_cutadapt_1	3.73364779763	49.0	129.172177791	5539402.0	9.09090909091
PD_160P_cutadapt_2	3.9332479545	50.0	149.445351682	5539402.0	18.1818181818
PD_161S_cutadapt_1	12.7370179056	55.0	136.694027289	139836.0	27.2727272727
PD_161S_cutadapt_2	46.7290254298	69.0	150.709481106	139836.0	45.4545454545
PD_162P_cutadapt_1	2.12495205127	47.0	133.799973055	4772767.0	9.09090909091
PD_162P_cutadapt_2	2.57259158927	47.0	150.455722645	4772767.0	18.1818181818
PD_163S_cutadapt_1	2.38843210013	47.0	129.834194844	5471205.0	9.09090909091
PD_163S_cutadapt_2	2.66283559586	48.0	150.45791375	5471205.0	18.1818181818
PD_164P_cutadapt_1	2.24354545321	48.0	131.339294265	3710941.0	9.09090909091
PD_164P_cutadapt_2	2.84213931798	49.0	150.432899095	3710941.0	18.1818181818
PD_165S_cutadapt_1	2.80762853642	48.0	129.360847576	6028393.0	9.09090909091
PD_165S_cutadapt_2	3.0800686896	49.0	150.430650258	6028393.0	18.1818181818
PD_166_cutadapt_1	2.31992805938	49.0	133.373565118	4286677.0	9.09090909091
PD_166_cutadapt_2	2.55079011056	50.0	149.470247933	4286677.0	18.1818181818
PD_167P_cutadapt_1	3.80965824599	47.0	137.58562821	4796591.0	9.09090909091
PD_167P_cutadapt_2	4.05197816156	48.0	150.471566369	4796591.0	18.1818181818
PD_169P_cutadapt_1	3.12972329878	50.0	127.127578082	5328525.0	9.09090909091
PD_169P_cutadapt_2	3.38677607823	51.0	150.36499932	5328525.0	18.1818181818
PD_16P_cutadapt_1	2.34096296053	47.0	123.811309671	4024308.0	9.09090909091
PD_16P_cutadapt_2	2.68759240921	48.0	150.37146784	4024308.0	18.1818181818
PD_170S_cutadapt_1	2.133975764	48.0	130.181756195	4440839.0	9.09090909091
PD_170S_cutadapt_2	2.60292915271	49.0	149.48508784	4440839.0	18.1818181818
PD_171P_cutadapt_1	2.55135403133	46.0	133.395034291	5469229.0	9.09090909091
PD_171P_cutadapt_2	2.85918355352	47.0	150.3989747	5469229.0	18.1818181818
PD_172S_cutadapt_1	2.30978617347	49.0	132.642205316	3273654.0	9.09090909091
PD_172S_cutadapt_2	2.99070577193	50.0	150.350958592	3273654.0	18.1818181818
PD_173P_cutadapt_1	2.62868102449	48.0	133.710608849	4805724.0	9.09090909091
PD_173P_cutadapt_2	2.87354944872	49.0	150.421020017	4805724.0	18.1818181818
PD_174S_cutadapt_1	3.89583367222	46.0	137.921110112	4790652.0	9.09090909091
PD_174S_cutadapt_2	4.47212327075	47.0	150.493833825	4790652.0	18.1818181818
PD_175P_cutadapt_1	3.209776038	48.0	128.268644869	3782019.0	9.09090909091
PD_175P_cutadapt_2	3.82067112496	48.0	149.483370655	3782019.0	18.1818181818
PD_176S_cutadapt_1	2.47243179089	47.0	135.197219149	5076287.0	9.09090909091
PD_176S_cutadapt_2	2.66858887254	48.0	150.439328391	5076287.0	18.1818181818
PD_177P_cutadapt_1	3.07667394268	47.0	134.707049525	3733911.0	9.09090909091
PD_177P_cutadapt_2	3.28992340234	48.0	150.436857226	3733911.0	18.1818181818
PD_178S_cutadapt_1	2.66092593376	48.0	132.67774917	5970011.0	9.09090909091
PD_178S_cutadapt_2	2.96940260004	49.0	149.444965512	5970011.0	18.1818181818
PD_179P_cutadapt_1	4.92890335636	46.0	134.410198194	5477323.0	9.09090909091
PD_179P_cutadapt_2	5.15004003274	47.0	150.461993386	5477323.0	18.1818181818
PD_180S_cutadapt_1	2.70051397871	45.0	134.205035482	4706600.0	9.09090909091
PD_180S_cutadapt_2	3.18039732046	46.0	150.434829813	4706600.0	18.1818181818
PD_181P_cutadapt_1	2.82603454365	46.0	130.54099947	4975857.0	9.09090909091
PD_181P_cutadapt_2	3.15142032031	47.0	149.470456647	4975857.0	18.1818181818
PD_182S_cutadapt_1	9.93980065962	54.0	136.367000449	124632.0	27.2727272727
PD_182S_cutadapt_2	46.4431285705	68.0	150.672804737	124632.0	45.4545454545
PD_183P_cutadapt_1	3.18567969447	48.0	135.715742763	6941037.0	9.09090909091
PD_183P_cutadapt_2	3.52867712612	49.0	150.446844902	6941037.0	18.1818181818
PD_184S_cutadapt_1	3.57589000512	45.0	134.373829326	7621248.0	9.09090909091
PD_184S_cutadapt_2	3.85097295339	46.0	150.42391338	7621248.0	18.1818181818
PD_188S_cutadapt_1	2.14401886126	47.0	129.049042206	3908878.0	9.09090909091
PD_188S_cutadapt_2	2.37265565463	48.0	150.415794251	3908878.0	18.1818181818
PD_189P_cutadapt_1	2.6968023627	46.0	130.092340778	4565307.0	9.09090909091
PD_189P_cutadapt_2	2.98431448459	47.0	150.412581235	4565307.0	18.1818181818
PD_190S_cutadapt_1	2.23593379714	48.0	135.645349528	4605199.0	9.09090909091
PD_190S_cutadapt_2	2.55751573595	49.0	150.462498363	4605199.0	18.1818181818
PD_191P_cutadapt_1	16.0461631049	56.0	140.402322316	84743.0	36.3636363636
PD_191P_cutadapt_2	47.8706205822	68.0	150.685838358	84743.0	45.4545454545
PD_192S_cutadapt_1	25.5809347769	76.0	144.634407182	15148.0	45.4545454545
PD_192S_cutadapt_2	79.9247425403	88.0	150.908568788	15148.0	54.5454545455
PD_193P_cutadapt_1	2.91500885185	46.0	130.451171983	5074433.0	9.09090909091
PD_193P_cutadapt_2	3.19511520688	48.0	150.414969909	5074433.0	18.1818181818
PD_194S_cutadapt_1	1.91924614112	48.0	130.312957836	3666021.0	9.09090909091
PD_194S_cutadapt_2	2.20638261123	49.0	149.412145757	3666021.0	18.1818181818
PD_195_cutadapt_1	3.02816736191	50.0	131.527451534	5560509.0	18.1818181818
PD_195_cutadapt_2	3.30259367547	50.0	150.379621902	5560509.0	27.2727272727
PD_196_cutadapt_1	3.02472896345	47.0	132.991854898	6559157.0	9.09090909091
PD_196_cutadapt_2	3.48194370636	48.0	150.45235005	6559157.0	18.1818181818
PD_197_cutadapt_1	2.7474255752	49.0	133.763153536	5494378.0	9.09090909091
PD_197_cutadapt_2	3.3313970063	49.0	150.46267785	5494378.0	18.1818181818
PD_198_cutadapt_1	2.9814148936	47.0	137.914797424	4018517.0	9.09090909091
PD_198_cutadapt_2	3.20542626467	47.0	150.407864643	4018517.0	18.1818181818
PD_199P_cutadapt_1	0.0	45.0	151.0	1.0	27.2727272727
PD_199P_cutadapt_2	0.0	47.0	151.0	1.0	36.3636363636
PD_1P_cutadapt_1	3.33013066076	52.0	126.237623525	3839098.0	9.09090909091
PD_1P_cutadapt_2	3.78996355274	52.0	150.38168028	3839098.0	18.1818181818
PD_200S_cutadapt_1	2.12451556814	48.0	133.597324945	5044981.0	9.09090909091
PD_200S_cutadapt_2	2.46954540399	49.0	150.449263139	5044981.0	18.1818181818
PD_203_cutadapt_1	1.54944327725	48.0	132.126861287	4355119.0	9.09090909091
PD_203_cutadapt_2	1.78520032961	49.0	149.437361872	4355119.0	18.1818181818
PD_204_cutadapt_1	2.52809863777	48.0	127.436571511	4193707.0	9.09090909091
PD_204_cutadapt_2	2.84185485489	49.0	150.391673286	4193707.0	18.1818181818
PD_205P_cutadapt_1	3.83851507181	45.0	137.531550437	3358543.0	9.09090909091
PD_205P_cutadapt_2	4.10873873106	46.0	150.398539486	3358543.0	18.1818181818
PD_206S_cutadapt_1	2.62136008039	48.0	133.471929486	5881385.0	9.09090909091
PD_206S_cutadapt_2	2.97700482027	49.0	149.512640305	5881385.0	18.1818181818
PD_207P_cutadapt_1	3.51516686763	48.0	131.504561597	5192480.0	9.09090909091
PD_207P_cutadapt_2	3.78227359068	49.0	150.397534704	5192480.0	18.1818181818
PD_208S_cutadapt_1	2.73376299903	48.0	133.539944283	4081723.0	9.09090909091
PD_208S_cutadapt_2	3.06392768366	49.0	150.429081052	4081723.0	18.1818181818
PD_209P_cutadapt_1	3.51011790038	46.0	133.266928987	5354278.0	9.09090909091
PD_209P_cutadapt_2	3.69720301092	47.0	150.400220721	5354278.0	18.1818181818
PD_210S_cutadapt_1	2.69410013891	46.0	134.524301507	4606525.0	9.09090909091
PD_210S_cutadapt_2	3.09684211213	47.0	149.5121164	4606525.0	18.1818181818
PD_211P_cutadapt_1	11.4384677236	55.0	135.683730903	97006.0	27.2727272727
PD_211P_cutadapt_2	48.5877162237	70.0	150.710492135	97006.0	45.4545454545
PD_212S_cutadapt_1	17.0118238875	59.0	136.958181519	42541.0	36.3636363636
PD_212S_cutadapt_2	54.121905926	72.0	150.697797419	42541.0	54.5454545455
PD_213S_cutadapt_1	2.45353838102	46.0	133.427091294	5874950.0	9.09090909091
PD_213S_cutadapt_2	2.83716074334	47.0	149.460882901	5874950.0	18.1818181818
PD_214S_cutadapt_1	4.02553873681	46.0	136.562759778	4624140.0	9.09090909091
PD_214S_cutadapt_2	4.30785924326	47.0	150.429219055	4624140.0	18.1818181818
PD_215S_cutadapt_1	3.26700244898	46.0	134.042273095	6766053.0	9.09090909091
PD_215S_cutadapt_2	3.4837874134	47.0	150.465155978	6766053.0	18.1818181818
PD_216S_cutadapt_1	77.4101000425	79.0	147.840043523	430117.0	54.5454545455
PD_216S_cutadapt_2	90.2103381173	93.0	150.939097966	430117.0	54.5454545455
PD_217P_cutadapt_1	9.78261906352	51.0	137.571686109	104839.0	36.3636363636
PD_217P_cutadapt_2	40.6137029159	64.0	150.633781322	104839.0	45.4545454545
PD_218S_cutadapt_1	4.77099236641	47.0	136.719465649	1048.0	9.09090909091
PD_218S_cutadapt_2	5.0572519084	48.0	150.183206107	1048.0	18.1818181818
PD_221P_cutadapt_1	2.33776788651	48.0	134.837099005	4868454.0	9.09090909091
PD_221P_cutadapt_2	2.62033708023	49.0	150.426850906	4868454.0	18.1818181818
PD_222S_cutadapt_1	2.14019473065	47.0	131.185943991	4654778.0	9.09090909091
PD_222S_cutadapt_2	2.49363257065	48.0	150.438475047	4654778.0	18.1818181818
PD_223P_cutadapt_1	3.28494159086	49.0	133.715114849	6728529.0	9.09090909091
PD_223P_cutadapt_2	3.51953389186	50.0	150.443242944	6728529.0	18.1818181818
PD_224S_cutadapt_1	6.87248301743	45.0	135.150454475	7216894.0	9.09090909091
PD_224S_cutadapt_2	7.11295621041	46.0	150.46415882	7216894.0	18.1818181818
PD_225P_cutadapt_1	3.9759529983	46.0	132.7773296	6133972.0	9.09090909091
PD_225P_cutadapt_2	4.21345127537	47.0	149.458246304	6133972.0	18.1818181818
PD_226S_cutadapt_1	2.53781492606	47.0	133.916758548	4663638.0	9.09090909091
PD_226S_cutadapt_2	2.97354191708	48.0	150.449590427	4663638.0	18.1818181818
PD_227P_cutadapt_1	1.95991909207	47.0	125.478743437	4097111.0	9.09090909091
PD_227P_cutadapt_2	2.28472511931	48.0	150.355950083	4097111.0	18.1818181818
PD_228S_cutadapt_1	1.94788944265	47.0	135.404127487	5157036.0	9.09090909091
PD_228S_cutadapt_2	2.23126022298	47.0	150.45072053	5157036.0	18.1818181818
PD_229P_cutadapt_1	3.15048040488	48.0	133.235161165	5015488.0	9.09090909091
PD_229P_cutadapt_2	3.39463777446	48.0	150.420377638	5015488.0	18.1818181818
PD_230S_cutadapt_1	3.97121459188	46.0	135.759502058	5022596.0	9.09090909091
PD_230S_cutadapt_2	4.25881971767	46.0	150.413332269	5022596.0	18.1818181818
PD_231P_cutadapt_1	3.62545799124	47.0	130.89361232	5937445.0	9.09090909091
PD_231P_cutadapt_2	3.94070434512	48.0	150.430555736	5937445.0	18.1818181818
PD_232S_cutadapt_1	3.09717597101	48.0	132.363831501	4863713.0	9.09090909091
PD_232S_cutadapt_2	3.57621168346	49.0	150.49066053	4863713.0	18.1818181818
PD_25P_cutadapt_1	2.35882263232	47.0	122.95476298	3648273.0	9.09090909091
PD_25P_cutadapt_2	2.7227035224	48.0	149.418830225	3648273.0	18.1818181818
PD_26P_cutadapt_1	4.13223140496	49.0	124.736570248	3872.0	18.1818181818
PD_26P_cutadapt_2	4.54545454545	50.0	150.3125	3872.0	18.1818181818
PD_27P_cutadapt_1	2.44517766842	47.0	126.778969798	4682713.0	9.09090909091
PD_27P_cutadapt_2	2.91204958604	48.0	150.385675142	4682713.0	18.1818181818
PD_28P_cutadapt_1	4.82546885081	51.0	127.186406837	348587.0	9.09090909091
PD_28P_cutadapt_2	8.83724412423	52.0	150.4229016	348587.0	36.3636363636
PD_29P_cutadapt_1	2.85278408701	48.0	128.106913418	3235216.0	9.09090909091
PD_29P_cutadapt_2	3.49022854924	49.0	150.441826759	3235216.0	18.1818181818
PD_2P_cutadapt_1	2.01633807052	48.0	126.936411526	2786527.0	9.09090909091
PD_2P_cutadapt_2	2.64743503316	49.0	150.436897256	2786527.0	18.1818181818
PD_30P_cutadapt_1	2.23579663124	47.0	128.163541779	2730018.0	9.09090909091
PD_30P_cutadapt_2	2.8904219319	48.0	150.45775559	2730018.0	18.1818181818
PD_31P_cutadapt_1	2.70920267311	50.0	126.376562085	3615441.0	18.1818181818
PD_31P_cutadapt_2	3.00041550732	50.0	150.349846672	3615441.0	18.1818181818
PD_32P_cutadapt_1	2.04801775146	48.0	121.803261541	4120384.0	9.09090909091
PD_32P_cutadapt_2	2.49551307023	49.0	149.438419817	4120384.0	18.1818181818
PD_33P_cutadapt_1	2.43214364675	50.0	126.693982809	4314372.0	9.09090909091
PD_33P_cutadapt_2	2.79702054321	50.0	150.372088684	4314372.0	18.1818181818
PD_34P_cutadapt_1	2.69809544764	48.0	123.675885751	4563866.0	9.09090909091
PD_34P_cutadapt_2	3.07860295012	49.0	149.415939469	4563866.0	18.1818181818
PD_35P_cutadapt_1	3.04434201765	46.0	126.369606753	4332594.0	9.09090909091
PD_35P_cutadapt_2	3.36989108404	47.0	150.39693957	4332594.0	18.1818181818
PD_36P_cutadapt_1	24.9009340504	76.0	144.077696009	14132.0	45.4545454545
PD_36P_cutadapt_2	78.177186527	87.0	150.897679026	14132.0	54.5454545455
PD_38P_cutadapt_1	3.58490193086	44.0	124.919381745	3653118.0	9.09090909091
PD_38P_cutadapt_2	3.88132677394	46.0	150.375085064	3653118.0	18.1818181818
PD_39P_cutadapt_1	1.75587093743	48.0	125.683441342	2291013.0	9.09090909091
PD_39P_cutadapt_2	2.25158862418	49.0	150.384922303	2291013.0	18.1818181818
PD_3P_cutadapt_1	2.02978935344	47.0	123.925970728	3720069.0	9.09090909091
PD_3P_cutadapt_2	2.33309984203	48.0	150.36830419	3720069.0	18.1818181818
PD_40P_cutadapt_1	5.75877509257	45.0	127.842634263	3229928.0	9.09090909091
PD_40P_cutadapt_2	6.18892114676	46.0	150.424302337	3229928.0	18.1818181818
PD_41P_cutadapt_1	2.69647594722	47.0	133.347190476	3221684.0	9.09090909091
PD_41P_cutadapt_2	3.35257300071	48.0	150.448101986	3221684.0	18.1818181818
PD_42P_cutadapt_1	3.39865079507	48.0	128.680698868	4227467.0	18.1818181818
PD_42P_cutadapt_2	3.70741977329	50.0	149.429408674	4227467.0	18.1818181818
PD_43P_cutadapt_1	2.16403840878	49.0	124.440013672	2527876.0	9.09090909091
PD_43P_cutadapt_2	2.76310870802	50.0	150.417174339	2527876.0	18.1818181818
PD_44P_cutadapt_1	2.40889171948	47.0	127.103458831	3593468.0	9.09090909091
PD_44P_cutadapt_2	2.88132648929	48.0	150.399594486	3593468.0	18.1818181818
PD_45P_cutadapt_1	2.28615381545	47.0	128.057302373	4531924.0	9.09090909091
PD_45P_cutadapt_2	2.56170538365	48.0	150.389491527	4531924.0	18.1818181818
PD_46P_cutadapt_1	2.79946984582	50.0	126.640378519	3861157.0	9.09090909091
PD_46P_cutadapt_2	3.1729378679	51.0	150.384227577	3861157.0	18.1818181818
PD_47P_cutadapt_1	2.51957729822	48.0	128.674414323	3464962.0	9.09090909091
PD_47P_cutadapt_2	3.08382139605	49.0	150.444623635	3464962.0	18.1818181818
PD_48P_cutadapt_1	2.72144352052	47.0	127.976490474	3326056.0	9.09090909091
PD_48P_cutadapt_2	3.27018577706	48.0	150.443480507	3326056.0	18.1818181818
PD_4P_cutadapt_1	1.85862959182	48.0	122.814713526	3475224.0	9.09090909091
PD_4P_cutadapt_2	2.29601467602	49.0	150.396061376	3475224.0	18.1818181818
PD_50P_cutadapt_1	4.56998341364	49.0	128.380401881	241166.0	9.09090909091
PD_50P_cutadapt_2	7.72421044722	51.0	150.410916132	241166.0	36.3636363636
PD_51P_cutadapt_1	2.68263097008	46.0	130.091779729	3587546.0	9.09090909091
PD_51P_cutadapt_2	3.15153297255	47.0	150.432710549	3587546.0	18.1818181818
PD_52P_cutadapt_1	2.10169026984	50.0	126.362799584	2676712.0	9.09090909091
PD_52P_cutadapt_2	2.74364808327	51.0	150.443791861	2676712.0	18.1818181818
PD_53P_cutadapt_1	2.22523984548	48.0	130.249060978	3416320.0	9.09090909091
PD_53P_cutadapt_2	2.83635058665	48.0	150.474257095	3416320.0	18.1818181818
PD_54P_cutadapt_1	3.23445020846	48.0	127.343453055	4003799.0	9.09090909091
PD_54P_cutadapt_2	3.61342755486	49.0	150.424084476	4003799.0	18.1818181818
PD_55P_cutadapt_1	3.88045320932	47.0	132.200480178	3774847.0	9.09090909091
PD_55P_cutadapt_2	4.10504779589	48.0	150.351562328	3774847.0	18.1818181818
PD_56P_cutadapt_1	2.95694303756	48.0	127.327258898	6622509.0	9.09090909091
PD_56P_cutadapt_2	3.1865991053	49.0	150.366580551	6622509.0	18.1818181818
PD_57P_cutadapt_1	4.05404389542	45.0	124.136591813	4289935.0	9.09090909091
PD_57P_cutadapt_2	4.33000579657	47.0	150.375551145	4289935.0	18.1818181818
PD_58P_cutadapt_1	2.39570973439	48.0	127.736314485	3614442.0	9.09090909091
PD_58P_cutadapt_2	2.97938363337	49.0	150.443025507	3614442.0	18.1818181818
PD_59P_cutadapt_1	2.04959491906	51.0	126.232393331	2700525.0	9.09090909091
PD_59P_cutadapt_2	2.65530727338	52.0	150.410783459	2700525.0	18.1818181818
PD_5P_cutadapt_1	2.05634288296	49.0	126.461748814	3421371.0	9.09090909091
PD_5P_cutadapt_2	2.36698833955	50.0	150.376154764	3421371.0	18.1818181818
PD_60P_cutadapt_1	2.3088355356	47.0	126.839846451	3789788.0	9.09090909091
PD_60P_cutadapt_2	2.62013194486	48.0	150.37570624	3789788.0	18.1818181818
PD_63P_cutadapt_1	2.73711643861	47.0	137.673100686	3206290.0	9.09090909091
PD_63P_cutadapt_2	3.28849577908	48.0	150.434255791	3206290.0	18.1818181818
PD_64P_cutadapt_1	1.87502548562	48.0	123.753573489	4178130.0	9.09090909091
PD_64P_cutadapt_2	2.26582613592	50.0	150.428611125	4178130.0	18.1818181818
