feature	metadata	value	coef	abs coef	stderr	N	N.not.0	pval	qval
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.cellulosilyticus	Group	PD	-0.331628465	0.331628465	0.441141951	65	27	0.455000746	0.823668018
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia_D.s__Roseburia_D.yibonii	Group	PD	-0.33143322	0.33143322	0.168743088	65	7	0.053930559	0.335714516
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__SFEL01.s__SFEL01.sp004557245	Group	PD	0.330372432	0.330372432	0.317615396	65	17	0.302238765	0.707102373
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Fimivicinus.s__Fimivicinus.sp900544375	Group	PD	-0.323866209	0.323866209	0.36864473	65	12	0.382993497	0.795274733
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella.porci	Group	PD	0.323547135	0.323547135	0.19309301	65	11	0.098772906	0.441352353
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster.sp900541315	Group	PD	-0.321935307	0.321935307	0.214223696	65	12	0.137887092	0.49720599
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Emergencia.s__Emergencia.timonensis	Group	PD	0.318884633	0.318884633	0.139694726	65	10	0.025832228	0.301448434
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Hominicoprocola.s__Hominicoprocola.sp900317525	Group	PD	0.309261046	0.309261046	0.299837296	65	25	0.306282914	0.711301768
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp905215475	Group	PD	-0.308379345	0.308379345	0.387763	65	16	0.429438003	0.810650348
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Enterenecus.s__Enterenecus.sp900549885	Group	PD	0.306824457	0.306824457	0.204327455	65	16	0.138188254	0.49720599
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__UMGS973.s__UMGS973.sp900547295	Group	PD	0.30639834	0.30639834	0.183718562	65	10	0.100327227	0.442693889
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp003474435	Group	PD	-0.306260519	0.306260519	0.176420167	65	7	0.087457366	0.428784029
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Flavonifractor.s__Flavonifractor.plautii	Group	PD	0.30338935	0.30338935	0.300557684	65	35	0.316633893	0.718236192
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Alangreenwoodia.s__Alangreenwoodia.sp905206455	Group	PD	-0.302417744	0.302417744	0.173452037	65	21	0.086120416	0.428784029
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Negativibacillus.s__Negativibacillus.massiliensis	Group	PD	-0.301756556	0.301756556	0.2531558	65	11	0.237740004	0.60375699
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540595	Group	PD	0.301163185	0.301163185	0.276729179	65	9	0.280610424	0.678462191
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Ventrisoma.s__Ventrisoma.faecale	Group	PD	0.300655939	0.300655939	0.238088843	65	13	0.211319105	0.573812646
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Anaerotardibacter.s__Anaerotardibacter.sp000435675	Group	PD	-0.298830106	0.298830106	0.372907364	65	22	0.425939944	0.810123977
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium_AQ.s__Clostridium_AQ.innocuum	Group	PD	0.29777915	0.29777915	0.188056943	65	14	0.118326023	0.474648707
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__CAG.217.s__	Group	PD	0.294286648	0.294286648	0.475481777	65	20	0.538198672	0.885125161
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.pectinoschiza_A	Group	PD	-0.293405086	0.293405086	0.289848622	65	24	0.315280988	0.718236192
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__UMGS1623.s__UMGS1623.sp934647945	Group	PD	0.291077243	0.291077243	0.195876482	65	18	0.142260071	0.49720599
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.communis	Group	PD	0.290388891	0.290388891	0.379882042	65	38	0.447471624	0.823668018
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Hominicoprocola.s__Hominicoprocola.sp934835795	Group	PD	-0.289241144	0.289241144	0.352168134	65	39	0.414563857	0.810123977
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp001556435	Group	PD	0.28765932	0.28765932	0.392817508	65	53	0.46670263	0.823730143
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus_A.s__Coprococcus_A.catus	Group	PD	-0.280625262	0.280625262	0.235307107	65	23	0.237501884	0.60375699
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.sp934393555	Group	PD	-0.280555136	0.280555136	0.207877021	65	17	0.181967567	0.526512716
d__Bacteria.p__Bacillota.c__Bacilli.o__MOL361.f__Turicibacteraceae.g__Turicibacter.s__Turicibacter.sanguinis	Group	PD	0.270105999	0.270105999	0.199948587	65	9	0.181566775	0.526512716
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Lawsonibacter.s__Lawsonibacter.asaccharolyticus	Group	PD	-0.269807236	0.269807236	0.25951486	65	36	0.302471553	0.707102373
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus_A.s__Coprococcus_A.catus_A	Group	PD	0.254896037	0.254896037	0.315825173	65	42	0.422657243	0.810123977
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.stercoris	Group	PD	0.254637334	0.254637334	0.444874025	65	18	0.569101083	0.904921992
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp003525905	Group	PD	0.252841241	0.252841241	0.435601863	65	38	0.563687665	0.900369891
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Ruminococcus_E.s__Ruminococcus_E.intestinalis	Group	PD	0.249603516	0.249603516	0.471676861	65	8	0.598538026	0.90832349
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.faecis	Group	PD	0.246861742	0.246861742	0.236811953	65	9	0.30119255	0.707102373
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900548245	Group	PD	-0.243336147	0.243336147	0.323247909	65	21	0.454382964	0.823668018
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Muricoprocola.s__Muricoprocola.aceti	Group	PD	-0.237288711	0.237288711	0.158633816	65	8	0.13969174	0.49720599
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900120195	Group	PD	0.237089382	0.237089382	0.255244156	65	17	0.356500346	0.763802355
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__UMGS124.g__JAHZGC01.s__JAHZGC01.sp019421015	Group	PD	0.236928057	0.236928057	0.168554809	65	11	0.164742514	0.517283177
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Anaerotardibacter.s__Anaerotardibacter.sp000436075	Group	PD	0.236091421	0.236091421	0.312763253	65	15	0.453147691	0.823668018
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UBA738.s__UBA738.sp003522945	Group	PD	0.235879056	0.235879056	0.211829122	65	14	0.269709443	0.665786247
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp902463925	Group	PD	0.235376939	0.235376939	0.287690212	65	9	0.416349049	0.810123977
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Jutongia.s__Jutongia.sp003524945	Group	PD	-0.235036461	0.235036461	0.187112805	65	8	0.213710085	0.575875268
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.thetaiotaomicron	Group	PD	-0.232963458	0.232963458	0.372673673	65	44	0.534154132	0.885125161
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.hydrogenotrophica	Group	PD	0.231658381	0.231658381	0.231450179	65	17	0.320704328	0.721074061
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.cirricatena	Group	PD	0.230108943	0.230108943	0.348727086	65	18	0.511752755	0.868503474
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__JAGTTR01.s__JAGTTR01.sp018223385	Group	PD	-0.228194578	0.228194578	0.134963179	65	9	0.095818858	0.441352353
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.prausnitzii_D	Group	PD	-0.22814922	0.22814922	0.372336814	65	46	0.542247589	0.885125161
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Oliverpabstia.s__Oliverpabstia.intestinalis	Group	PD	-0.225270588	0.225270588	0.41260393	65	45	0.587012749	0.90832349
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Avimonas_A.s__Avimonas_A.narfia	Group	PD	0.224866749	0.224866749	0.162540405	65	9	0.171409338	0.517283177
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Longicatena.s__Longicatena.caecimuris	Group	PD	0.22294563	0.22294563	0.160433511	65	11	0.169528249	0.517283177
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Coprobacteraceae.g__Coprobacter.s__Coprobacter.fastidiosus	Group	PD	-0.219710294	0.219710294	0.157536432	65	8	0.168015759	0.517283177
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp003539495	Group	PD	-0.217381213	0.217381213	0.166214674	65	8	0.195681884	0.54390319
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.caccae	Group	PD	0.214642947	0.214642947	0.473492385	65	38	0.651876844	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Pseudoflavonifractor.s__Pseudoflavonifractor.faecis	Group	PD	0.213388094	0.213388094	0.130901529	65	10	0.108061607	0.456368061
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Senegalimassilia.s__Senegalimassilia.anaerobia	Group	PD	-0.212864426	0.212864426	0.211217744	65	7	0.317407496	0.718236192
d__Bacteria.p__Bacillota.c__Bacilli.o__MOL361.f__Turicibacteraceae.g__Turicibacter.s__Turicibacter.bilis	Group	PD	0.212243619	0.212243619	0.223185283	65	15	0.345251257	0.75230675
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.269.s__CAG.269.sp003525075	Group	PD	-0.208007225	0.208007225	0.250344104	65	15	0.409176391	0.806923273
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Ventricola.s__Ventricola.sp900542395	Group	PD	0.20581822	0.20581822	0.253602382	65	12	0.420089365	0.810123977
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Alectryocaccomicrobium.s__Alectryocaccomicrobium.faecavium	Group	PD	-0.205481903	0.205481903	0.169611554	65	9	0.230234085	0.602019497
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__RF32.f__CAG.239.g__Scatacola_A.s__Scatacola_A.faecigallinarum	Group	PD	0.205274731	0.205274731	0.336564467	65	11	0.544113768	0.885125161
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Allocoprobacillus.s__Allocoprobacillus.merdigallinarum	Group	PD	0.204054193	0.204054193	0.12764211	65	7	0.114903685	0.466218401
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Acutalibacter.s__Acutalibacter.sp900548545	Group	PD	0.201289002	0.201289002	0.152976117	65	9	0.193002679	0.540713855
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium.sp900540255	Group	PD	0.198890414	0.198890414	0.138169724	65	9	0.154969452	0.516077516
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Egerieenecus.s__Egerieenecus.sp900553315	Group	PD	0.19660113	0.19660113	0.135647917	65	7	0.152200042	0.516016318
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp934394595	Group	PD	0.195099768	0.195099768	0.215299637	65	20	0.368294544	0.773337405
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp900545925	Group	PD	0.193111861	0.193111861	0.165316126	65	10	0.247153222	0.623179195
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.faecihominis	Group	PD	-0.192686379	0.192686379	0.253635974	65	38	0.450269474	0.823668018
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.269.s__CAG.269.sp001916005	Group	PD	-0.191768132	0.191768132	0.137006221	65	8	0.166507082	0.517283177
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__UBA3818.s__UBA3818.sp900557155	Group	PD	-0.186740636	0.186740636	0.205347158	65	15	0.366610353	0.773337405
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominifimenecus.s__Hominifimenecus.microfluidus	Group	PD	-0.186335398	0.186335398	0.132542274	65	7	0.164679703	0.517283177
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Frisingicoccus.s__Frisingicoccus.sp900549105	Group	PD	0.184861953	0.184861953	0.214124745	65	7	0.391226762	0.8009668
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas.s__Intestinimonas.massiliensis	Group	PD	0.183710383	0.183710383	0.201723862	65	14	0.365923648	0.773337405
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__PeH17.s__PeH17.sp000435055	Group	PD	-0.182467138	0.182467138	0.436385219	65	24	0.677271602	0.915297303
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Pseudolachnospira.s__Pseudolachnospira.sp022867805	Group	PD	-0.182327663	0.182327663	0.219425924	65	12	0.409151099	0.806923273
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Lentihominibacter.s__Lentihominibacter.faecis	Group	PD	0.181751581	0.181751581	0.245851551	65	32	0.462486516	0.823730143
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.segnis	Group	PD	0.177079981	0.177079981	0.221420742	65	13	0.426864192	0.810123977
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.parasanguinis_G	Group	PD	0.175997405	0.175997405	0.360027126	65	25	0.626649041	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__Phil1.s__Phil1.sp001940855	Group	PD	0.168382602	0.168382602	0.289723429	65	10	0.563190079	0.900369891
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__QAND01.g__QAND01.s__QAND01.sp003150225	Group	PD	0.166517966	0.166517966	0.225154764	65	13	0.462307224	0.823730143
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_F.s__Eubacterium_F.sp900539115	Group	PD	-0.166439793	0.166439793	0.172976355	65	11	0.339622254	0.75230675
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.eligens	Group	PD	-0.165787994	0.165787994	0.365687125	65	41	0.651847108	0.909535676
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp004166885	Group	PD	-0.163566383	0.163566383	0.112905287	65	7	0.152379386	0.516016318
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.caecimuris	Group	PD	0.162920262	0.162920262	0.368147011	65	16	0.65961323	0.909877399
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.hominis	Group	PD	-0.162458511	0.162458511	0.268650888	65	19	0.547537099	0.886608238
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella.tayi	Group	PD	0.162052241	0.162052241	0.239041775	65	19	0.500302007	0.857313633
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominiventricola.s__Hominiventricola.filiformis	Group	PD	-0.160968197	0.160968197	0.203499248	65	19	0.431910983	0.810981792
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Anaeromassilibacillus.s__Anaeromassilibacillus.stercoravium	Group	PD	0.156214014	0.156214014	0.185648198	65	14	0.403277572	0.806923273
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__UMGS856.s__UMGS856.sp900546265	Group	PD	0.155341752	0.155341752	0.183404142	65	9	0.400205965	0.806923273
d__Bacteria.p__Bacillota_G.c__DTU025.o__DTUO25.f__HGM14224.g__HGM14224.s__HGM14224.sp900761905	Group	PD	0.154217238	0.154217238	0.144884653	65	8	0.29120396	0.69653967
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp000432375	Group	PD	0.149886076	0.149886076	0.457950121	65	16	0.744527726	0.945389523
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Gordonibacter.s__Gordonibacter.pamelaeae	Group	PD	0.147393411	0.147393411	0.216531483	65	18	0.498554312	0.857313633
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Peptostreptococcaceae.g__Romboutsia.s__Romboutsia.timonensis	Group	PD	0.143782706	0.143782706	0.310521482	65	39	0.644933935	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Otoolea.s__Otoolea.symbiosa	Group	PD	0.143633585	0.143633585	0.14676423	65	9	0.331486902	0.740600484
d__Bacteria.p__Cyanobacteriota.c__Vampirovibrionia.o__Gastranaerophilales.f__Gastranaerophilaceae.g__CAG.196.s__CAG.196.sp002102975	Group	PD	0.143185905	0.143185905	0.207540709	65	11	0.492779951	0.852702563
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Fimisoma.s__Fimisoma.sp000435715	Group	PD	0.137330039	0.137330039	0.302124455	65	15	0.650996879	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.245.s__CAG.245.sp000435175	Group	PD	0.137277966	0.137277966	0.205111656	65	15	0.505759705	0.86247911
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerobutyricum.s__Anaerobutyricum.hallii	Group	PD	-0.13611102	0.13611102	0.399812946	65	51	0.734660236	0.943036594
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Porcipelethomonas.s__Porcipelethomonas.ammoniilytica	Group	PD	-0.133877571	0.133877571	0.280920908	65	10	0.635319462	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Brotaphodocola.s__	Group	PD	-0.130820278	0.130820278	0.204482085	65	10	0.524645807	0.881904619
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Peptostreptococcaceae.g__Terrisporobacter.s__Terrisporobacter.sp900557165	Group	PD	0.1303934	0.1303934	0.207726512	65	10	0.532458306	0.885125161
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Scatomonas.s__Scatomonas.hejianensis	Group	PD	0.130025078	0.130025078	0.200833532	65	15	0.519707844	0.877784062
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter.s__Odoribacter.laneus	Group	PD	0.128969661	0.128969661	0.271553381	65	11	0.636477093	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster.sp001517625	Group	PD	-0.128278569	0.128278569	0.233435823	65	11	0.584588735	0.90832349
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Massilistercora.s__Massilistercora.sp902406105	Group	PD	0.126072298	0.126072298	0.1138286	65	8	0.272261579	0.66741901
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Thomasclavelia.s__Thomasclavelia.spiroformis	Group	PD	0.125624987	0.125624987	0.165290743	65	7	0.450074942	0.823668018
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Tidjanibacter.s__Tidjanibacter.inops	Group	PD	0.125096061	0.125096061	0.328249433	65	9	0.704410777	0.931299642
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__UMGS1071.s__UMGS1071.sp934476545	Group	PD	0.124874464	0.124874464	0.130918704	65	7	0.343814184	0.75230675
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.senegalensis	Group	PD	-0.123692759	0.123692759	0.143673544	65	10	0.392541803	0.8009668
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Butyricimonas.s__Butyricimonas.sp019423345	Group	PD	-0.122937431	0.122937431	0.170135774	65	13	0.472609274	0.830005341
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia.s__Akkermansia.muciniphila_F	Group	PD	0.121883484	0.121883484	0.462959792	65	11	0.793201533	0.947065471
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Massilistercora.s__Massilistercora.timonensis	Group	PD	-0.120934193	0.120934193	0.214240391	65	9	0.57443256	0.905244169
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Negativibacillus.s__Negativibacillus.sp000435195	Group	PD	-0.119966065	0.119966065	0.269402374	65	17	0.657626182	0.909877399
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Lawsonibacter.s__Lawsonibacter.sp900066825	Group	PD	0.119362287	0.119362287	0.146666262	65	9	0.418804312	0.810123977
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus_C.s__Ruminococcus_C.callidus	Group	PD	0.117600717	0.117600717	0.248811809	65	9	0.638096786	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus.aceti	Group	PD	-0.116062946	0.116062946	0.508009011	65	17	0.820023708	0.947065471
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter.s__Odoribacter.splanchnicus	Group	PD	-0.113311046	0.113311046	0.28661915	65	44	0.693929968	0.925841662
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Limiplasma.s__Limiplasma.sp900548145	Group	PD	0.111918972	0.111918972	0.18336882	65	8	0.543826205	0.885125161
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Lawsonibacter_A.s__Lawsonibacter_A.hominis	Group	PD	0.111313459	0.111313459	0.196684782	65	16	0.573439202	0.905244169
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.314.g__CAG.314.s__CAG.314.sp000437915	Group	PD	0.111200719	0.111200719	0.230191839	65	10	0.630714617	0.909535676
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Merdibacter.s__Merdibacter.merdipullorum	Group	PD	0.110779903	0.110779903	0.217071206	65	11	0.611597493	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__V9D3004.s__V9D3004.sp900760345	Group	PD	-0.110452678	0.110452678	0.238100009	65	13	0.644324073	0.909535676
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Limiplasma.s__Limiplasma.merdipullorum	Group	PD	0.110427359	0.110427359	0.376336214	65	19	0.770159922	0.947065471
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__F23.B02.s__F23.B02.sp001916715	Group	PD	0.108303757	0.108303757	0.374390466	65	13	0.773316793	0.947065471
