Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_162P_bmtagged_2	fail	0.0	pass	145.223707853	Sanger / Illumina 1.9	pass	660.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4518992.0	pass	warn	pass	47.0	98.4851815001	PD_162P_bmtagged_2.fastq	fail	pass
PD_163S_bmtagged_1	pass	0.0	pass	128.967309155	Sanger / Illumina 1.9	pass	676.8 Mbp	60-151	Conventional base calls	pass	pass	warn	5217577.0	pass	warn	pass	47.0	98.115390521	PD_163S_bmtagged_1.fastq	fail	pass
PD_163S_bmtagged_2	fail	0.0	pass	144.569069129	Sanger / Illumina 1.9	pass	759.2 Mbp	60-151	Conventional base calls	pass	pass	warn	5217577.0	pass	warn	pass	48.0	98.1712827056	PD_163S_bmtagged_2.fastq	fail	pass
PD_164P_bmtagged_1	pass	0.0	pass	130.398561882	Sanger / Illumina 1.9	pass	461.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3516819.0	pass	pass	pass	48.0	98.3555767904	PD_164P_bmtagged_1.fastq	fail	pass
PD_164P_bmtagged_2	fail	0.0	pass	144.835891185	Sanger / Illumina 1.9	pass	512.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3516819.0	pass	pass	pass	49.0	98.3986146505	PD_164P_bmtagged_2.fastq	fail	pass
PD_165S_bmtagged_1	pass	0.0	pass	128.516826677	Sanger / Illumina 1.9	pass	746 Mbp	60-151	Conventional base calls	pass	pass	warn	5771401.0	pass	warn	pass	48.0	97.5979413401	PD_165S_bmtagged_1.fastq	fail	pass
PD_165S_bmtagged_2	fail	0.0	pass	144.599163704	Sanger / Illumina 1.9	pass	840 Mbp	60-151	Conventional base calls	pass	pass	warn	5771401.0	pass	warn	pass	49.0	97.6177225538	PD_165S_bmtagged_2.fastq	fail	pass
PD_166_bmtagged_1	pass	0.0	pass	132.613570874	Sanger / Illumina 1.9	pass	547.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4107532.0	pass	pass	pass	49.0	98.1734451047	PD_166_bmtagged_1.fastq	fail	pass
PD_166_bmtagged_2	fail	0.0	pass	146.011470148	Sanger / Illumina 1.9	pass	603.6 Mbp	60-151	Conventional base calls	pass	warn	warn	4107532.0	pass	pass	pass	49.0	98.1847027618	PD_166_bmtagged_2.fastq	fail	pass
PD_167P_bmtagged_1	pass	0.0	pass	136.884200948	Sanger / Illumina 1.9	pass	617.2 Mbp	60-151	Conventional base calls	pass	pass	warn	4481807.0	pass	pass	pass	47.0	96.8517265027	PD_167P_bmtagged_1.fastq	fail	pass
PD_167P_bmtagged_2	fail	0.0	pass	146.962708568	Sanger / Illumina 1.9	pass	662.9 Mbp	60-151	Conventional base calls	pass	pass	warn	4481807.0	pass	pass	pass	47.0	96.9178685027	PD_167P_bmtagged_2.fastq	fail	pass
PD_169P_bmtagged_1	pass	0.0	pass	126.291265486	Sanger / Illumina 1.9	pass	638.3 Mbp	60-151	Conventional base calls	pass	pass	warn	5025580.0	pass	pass	pass	50.0	97.2862806683	PD_169P_bmtagged_1.fastq	fail	pass
PD_169P_bmtagged_2	fail	0.0	pass	144.139918577	Sanger / Illumina 1.9	pass	729.1 Mbp	60-151	Conventional base calls	pass	pass	warn	5025580.0	pass	pass	pass	50.0	97.3414029372	PD_169P_bmtagged_2.fastq	fail	pass
PD_16P_bmtagged_1	pass	0.0	pass	122.840934568	Sanger / Illumina 1.9	pass	475.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3850164.0	pass	pass	pass	47.0	98.2180542676	PD_16P_bmtagged_1.fastq	fail	pass
PD_16P_bmtagged_2	fail	0.0	pass	142.817592705	Sanger / Illumina 1.9	pass	553.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3850164.0	pass	pass	pass	48.0	98.221229196	PD_16P_bmtagged_2.fastq	fail	pass
PD_170S_bmtagged_1	pass	0.0	pass	129.255692193	Sanger / Illumina 1.9	pass	549.6 Mbp	60-151	Conventional base calls	pass	pass	warn	4227501.0	pass	warn	pass	48.0	98.3385481921	PD_170S_bmtagged_1.fastq	fail	pass
PD_170S_bmtagged_2	fail	0.0	pass	144.726613193	Sanger / Illumina 1.9	pass	615.8 Mbp	60-151	Conventional base calls	pass	pass	warn	4227501.0	pass	pass	pass	48.0	98.291262332	PD_170S_bmtagged_2.fastq	fail	pass
PD_171P_bmtagged_1	pass	0.0	pass	132.634710069	Sanger / Illumina 1.9	pass	690.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5177126.0	pass	warn	pass	46.0	98.0287302825	PD_171P_bmtagged_1.fastq	fail	pass
PD_171P_bmtagged_2	fail	0.0	pass	146.177966308	Sanger / Illumina 1.9	pass	761.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5177126.0	pass	pass	pass	46.0	97.9505100884	PD_171P_bmtagged_2.fastq	fail	pass
PD_172S_bmtagged_1	pass	0.0	pass	131.797851559	Sanger / Illumina 1.9	pass	411.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3103274.0	pass	pass	pass	49.0	98.6641000809	PD_172S_bmtagged_1.fastq	fail	pass
PD_172S_bmtagged_2	fail	0.0	pass	146.112532119	Sanger / Illumina 1.9	pass	456.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3103274.0	pass	pass	pass	49.0	98.6440251197	PD_172S_bmtagged_2.fastq	fail	pass
PD_173P_bmtagged_1	pass	0.0	pass	132.805848694	Sanger / Illumina 1.9	pass	610.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4566763.0	pass	pass	pass	48.0	97.9544251753	PD_173P_bmtagged_1.fastq	fail	pass
PD_173P_bmtagged_2	fail	0.0	pass	145.850384178	Sanger / Illumina 1.9	pass	670.4 Mbp	60-151	Conventional base calls	pass	pass	warn	4566763.0	pass	pass	pass	49.0	97.9960065333	PD_173P_bmtagged_2.fastq	fail	pass
PD_174S_bmtagged_1	pass	0.0	pass	137.045110622	Sanger / Illumina 1.9	pass	617.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4476418.0	pass	warn	pass	46.0	96.996109914	PD_174S_bmtagged_1.fastq	fail	pass
PD_174S_bmtagged_2	fail	0.0	pass	146.751926652	Sanger / Illumina 1.9	pass	661.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4476418.0	pass	warn	pass	47.0	97.0657275663	PD_174S_bmtagged_2.fastq	fail	pass
PD_175P_bmtagged_1	pass	0.0	pass	127.136554974	Sanger / Illumina 1.9	pass	457.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3580536.0	pass	warn	pass	48.0	97.4075604653	PD_175P_bmtagged_1.fastq	fail	pass
PD_175P_bmtagged_2	fail	0.0	pass	143.796873988	Sanger / Illumina 1.9	pass	518.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3580536.0	pass	warn	pass	48.0	97.413408613	PD_175P_bmtagged_2.fastq	fail	pass
PD_176S_bmtagged_1	pass	0.0	pass	134.447415028	Sanger / Illumina 1.9	pass	654.5 Mbp	60-151	Conventional base calls	pass	warn	warn	4839453.0	pass	warn	pass	47.0	98.1502580139	PD_176S_bmtagged_1.fastq	fail	pass
PD_176S_bmtagged_2	fail	0.0	pass	146.247993317	Sanger / Illumina 1.9	pass	712.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4839453.0	pass	warn	pass	48.0	98.2131727029	PD_176S_bmtagged_2.fastq	fail	pass
PD_177P_bmtagged_1	pass	0.0	pass	133.894332057	Sanger / Illumina 1.9	pass	478.1 Mbp	60-151	Conventional base calls	pass	warn	warn	3550159.0	pass	warn	pass	47.0	97.6733434279	PD_177P_bmtagged_1.fastq	fail	pass
PD_177P_bmtagged_2	fail	0.0	pass	145.485700781	Sanger / Illumina 1.9	pass	519.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3550159.0	pass	warn	pass	48.0	97.7006064223	PD_177P_bmtagged_2.fastq	fail	pass
PD_178S_bmtagged_1	pass	0.0	pass	131.785152861	Sanger / Illumina 1.9	pass	753.8 Mbp	60-151	Conventional base calls	pass	warn	warn	5686806.0	pass	warn	pass	48.0	97.8250780135	PD_178S_bmtagged_1.fastq	fail	pass
PD_178S_bmtagged_2	fail	0.0	pass	145.057691084	Sanger / Illumina 1.9	pass	830.2 Mbp	60-151	Conventional base calls	pass	pass	warn	5686806.0	pass	warn	pass	49.0	97.8213543481	PD_178S_bmtagged_2.fastq	fail	pass
PD_179P_bmtagged_1	pass	0.0	pass	133.576652478	Sanger / Illumina 1.9	pass	698.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5199284.0	pass	pass	pass	46.0	95.6693060195	PD_179P_bmtagged_1.fastq	fail	pass
PD_179P_bmtagged_2	fail	0.0	pass	145.316730534	Sanger / Illumina 1.9	pass	760.4 Mbp	60-151	Conventional base calls	pass	pass	warn	5199284.0	pass	pass	pass	47.0	95.7134719648	PD_179P_bmtagged_2.fastq	fail	pass
PD_180S_bmtagged_1	pass	0.0	pass	133.310154892	Sanger / Illumina 1.9	pass	595.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4443612.0	pass	warn	pass	45.0	97.9437346152	PD_180S_bmtagged_1.fastq	fail	pass
PD_180S_bmtagged_2	fail	0.0	pass	145.780748184	Sanger / Illumina 1.9	pass	652 Mbp	60-151	Conventional base calls	pass	pass	warn	4443612.0	pass	warn	pass	46.0	97.914923837	PD_180S_bmtagged_2.fastq	fail	pass
PD_181P_bmtagged_1	pass	0.0	pass	129.606800815	Sanger / Illumina 1.9	pass	609.4 Mbp	60-151	Conventional base calls	pass	warn	warn	4674440.0	pass	pass	pass	46.0	97.7300066175	PD_181P_bmtagged_1.fastq	fail	pass
PD_181P_bmtagged_2	fail	0.0	pass	145.386853185	Sanger / Illumina 1.9	pass	684 Mbp	60-151	Conventional base calls	pass	pass	warn	4674440.0	pass	pass	pass	47.0	97.6831095801	PD_181P_bmtagged_2.fastq	fail	pass
PD_182S_bmtagged_1	pass	0.0	pass	134.849214696	Sanger / Illumina 1.9	pass	7.7 Mbp	60-151	Conventional base calls	pass	pass	warn	57048.0	pass	warn	pass	45.0	97.9578600477	PD_182S_bmtagged_1.fastq	fail	pass
PD_182S_bmtagged_2	fail	0.0	pass	145.02741551	Sanger / Illumina 1.9	pass	8.3 Mbp	60-151	Conventional base calls	pass	warn	warn	57048.0	pass	warn	pass	46.0	97.8123685318	PD_182S_bmtagged_2.fastq	fail	pass
PD_183P_bmtagged_1	pass	0.0	pass	134.752577573	Sanger / Illumina 1.9	pass	888.8 Mbp	60-151	Conventional base calls	pass	warn	warn	6557041.0	pass	pass	pass	48.0	97.4169169343	PD_183P_bmtagged_1.fastq	fail	pass
PD_183P_bmtagged_2	fail	0.0	pass	145.653171606	Sanger / Illumina 1.9	pass	961.2 Mbp	60-151	Conventional base calls	pass	warn	warn	6557041.0	pass	pass	pass	49.0	97.4106290462	PD_183P_bmtagged_2.fastq	fail	pass
PD_184S_bmtagged_1	pass	0.0	pass	133.494507235	Sanger / Illumina 1.9	pass	969.7 Mbp	60-151	Conventional base calls	pass	pass	warn	7221500.0	pass	warn	pass	45.0	97.0529238021	PD_184S_bmtagged_1.fastq	fail	pass
PD_184S_bmtagged_2	fail	0.0	pass	145.524215745	Sanger / Illumina 1.9	pass	1 Gbp	60-151	Conventional base calls	pass	pass	warn	7221500.0	pass	warn	pass	46.0	97.0287279091	PD_184S_bmtagged_2.fastq	fail	pass
PD_188S_bmtagged_1	pass	0.0	pass	128.221595005	Sanger / Illumina 1.9	pass	483 Mbp	60-151	Conventional base calls	pass	pass	warn	3745292.0	pass	warn	pass	47.0	98.3863709484	PD_188S_bmtagged_1.fastq	fail	pass
PD_188S_bmtagged_2	fail	0.0	pass	145.222122601	Sanger / Illumina 1.9	pass	547.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3745292.0	pass	warn	pass	48.0	98.4198720501	PD_188S_bmtagged_2.fastq	fail	pass
PD_189P_bmtagged_1	pass	0.0	pass	129.288471442	Sanger / Illumina 1.9	pass	567.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4361326.0	pass	warn	pass	46.0	97.7641789024	PD_189P_bmtagged_1.fastq	fail	pass
PD_189P_bmtagged_2	fail	0.0	pass	143.137876875	Sanger / Illumina 1.9	pass	628.4 Mbp	60-151	Conventional base calls	pass	warn	warn	4361326.0	pass	warn	pass	47.0	97.7084786994	PD_189P_bmtagged_2.fastq	fail	pass
PD_190S_bmtagged_1	pass	0.0	pass	134.842283897	Sanger / Illumina 1.9	pass	594 Mbp	60-151	Conventional base calls	pass	pass	warn	4379445.0	pass	pass	pass	48.0	98.3931141517	PD_190S_bmtagged_1.fastq	fail	pass
PD_190S_bmtagged_2	fail	0.0	pass	146.286869227	Sanger / Illumina 1.9	pass	644.8 Mbp	60-151	Conventional base calls	pass	warn	warn	4379445.0	pass	pass	pass	48.0	98.457370277	PD_190S_bmtagged_2.fastq	fail	pass
PD_191P_bmtagged_1	pass	0.0	pass	138.032198279	Sanger / Illumina 1.9	pass	5 Mbp	60-151	Conventional base calls	pass	pass	warn	36151.0	pass	fail	pass	41.0	97.900473016	PD_191P_bmtagged_1.fastq	fail	pass
PD_191P_bmtagged_2	fail	0.0	pass	146.102071865	Sanger / Illumina 1.9	pass	5.3 Mbp	61-151	Conventional base calls	pass	pass	warn	36151.0	pass	warn	pass	42.0	97.6653481232	PD_191P_bmtagged_2.fastq	fail	pass
PD_192S_bmtagged_1	pass	0.0	pass	126.696209913	Sanger / Illumina 1.9	pass	218.5 kbp	60-151	Conventional base calls	pass	warn	warn	1715.0	pass	warn	warn	43.0	98.6588921283	PD_192S_bmtagged_1.fastq	fail	pass
PD_192S_bmtagged_2	fail	0.0	pass	142.636734694	Sanger / Illumina 1.9	pass	246.2 kbp	61-151	Conventional base calls	pass	warn	warn	1715.0	pass	warn	warn	45.0	98.3673469388	PD_192S_bmtagged_2.fastq	fail	pass
PD_193P_bmtagged_1	pass	0.0	pass	129.671650498	Sanger / Illumina 1.9	pass	633.2 Mbp	60-151	Conventional base calls	pass	pass	warn	4854699.0	pass	warn	pass	46.0	97.5470902563	PD_193P_bmtagged_1.fastq	fail	pass
PD_193P_bmtagged_2	fail	0.0	pass	145.581495784	Sanger / Illumina 1.9	pass	711.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4854699.0	pass	warn	pass	47.0	97.5750532965	PD_193P_bmtagged_2.fastq	fail	pass
PD_194S_bmtagged_1	pass	0.0	pass	129.633076766	Sanger / Illumina 1.9	pass	460.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3529801.0	pass	warn	pass	48.0	98.5374091006	PD_194S_bmtagged_1.fastq	fail	pass
PD_194S_bmtagged_2	fail	0.0	pass	145.527782444	Sanger / Illumina 1.9	pass	517 Mbp	60-151	Conventional base calls	pass	pass	warn	3529801.0	pass	pass	pass	49.0	98.5521490553	PD_194S_bmtagged_2.fastq	fail	pass
PD_195_bmtagged_1	pass	0.0	pass	130.678246418	Sanger / Illumina 1.9	pass	692.8 Mbp	60-151	Conventional base calls	pass	fail	warn	5270925.0	pass	pass	pass	50.0	97.4503660216	PD_195_bmtagged_1.fastq	fail	pass
PD_195_bmtagged_2	fail	0.0	pass	144.748429925	Sanger / Illumina 1.9	pass	767.9 Mbp	60-151	Conventional base calls	pass	fail	warn	5270925.0	pass	pass	pass	50.0	97.3893913385	PD_195_bmtagged_2.fastq	fail	pass
PD_196_bmtagged_1	pass	0.0	pass	132.053520237	Sanger / Illumina 1.9	pass	826 Mbp	60-151	Conventional base calls	pass	warn	warn	6218246.0	pass	warn	pass	47.0	97.5113129267	PD_196_bmtagged_1.fastq	fail	pass
PD_196_bmtagged_2	fail	0.0	pass	145.614542429	Sanger / Illumina 1.9	pass	911.3 Mbp	60-151	Conventional base calls	pass	pass	warn	6218246.0	pass	warn	pass	47.0	97.4825601371	PD_196_bmtagged_2.fastq	fail	pass
PD_197_bmtagged_1	pass	0.0	pass	132.899224743	Sanger / Illumina 1.9	pass	685.2 Mbp	60-151	Conventional base calls	pass	pass	warn	5125653.0	pass	warn	pass	49.0	97.8227332258	PD_197_bmtagged_1.fastq	fail	pass
PD_197_bmtagged_2	fail	0.0	pass	144.936899942	Sanger / Illumina 1.9	pass	747.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5125653.0	pass	warn	pass	49.0	97.793243066	PD_197_bmtagged_2.fastq	fail	pass
PD_198_bmtagged_1	pass	0.0	pass	137.066335547	Sanger / Illumina 1.9	pass	522.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3790773.0	pass	pass	pass	47.0	97.8608978748	PD_198_bmtagged_1.fastq	fail	pass
PD_198_bmtagged_2	fail	0.0	pass	146.783386924	Sanger / Illumina 1.9	pass	560 Mbp	60-151	Conventional base calls	pass	pass	warn	3790773.0	pass	pass	pass	47.0	97.9433635757	PD_198_bmtagged_2.fastq	fail	pass
PD_199P_bmtagged_1	pass	0.0	pass	151.0	Sanger / Illumina 1.9	pass	151 bp	151.0	Conventional base calls	pass	fail	pass	1.0	pass	fail	fail	45.0	100.0	PD_199P_bmtagged_1.fastq	pass	pass
PD_199P_bmtagged_2	pass	0.0	pass	151.0	Illumina 1.5	pass	151 bp	151.0	Conventional base calls	pass	fail	pass	1.0	pass	fail	fail	47.0	100.0	PD_199P_bmtagged_2.fastq	pass	fail
PD_1P_bmtagged_1	pass	0.0	pass	125.247993057	Sanger / Illumina 1.9	pass	462.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3671131.0	pass	pass	pass	52.0	97.1904148944	PD_1P_bmtagged_1.fastq	fail	pass
PD_1P_bmtagged_2	fail	0.0	pass	143.791939868	Sanger / Illumina 1.9	pass	531.3 Mbp	60-151	Conventional base calls	pass	pass	warn	3671131.0	pass	pass	pass	52.0	97.1163093753	PD_1P_bmtagged_2.fastq	fail	pass
PD_200S_bmtagged_1	pass	0.0	pass	132.718726404	Sanger / Illumina 1.9	pass	640.4 Mbp	60-151	Conventional base calls	pass	warn	warn	4796938.0	pass	warn	pass	48.0	98.3997268931	PD_200S_bmtagged_1.fastq	fail	pass
PD_200S_bmtagged_2	fail	0.0	pass	145.145475301	Sanger / Illumina 1.9	pass	700.8 Mbp	60-151	Conventional base calls	pass	warn	warn	4796938.0	pass	pass	pass	49.0	98.3697065376	PD_200S_bmtagged_2.fastq	fail	pass
PD_203_bmtagged_1	pass	0.0	pass	131.373747075	Sanger / Illumina 1.9	pass	551.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4175032.0	pass	pass	pass	48.0	98.9152420958	PD_203_bmtagged_1.fastq	fail	pass
PD_203_bmtagged_2	fail	0.0	pass	145.274103767	Sanger / Illumina 1.9	pass	610.4 Mbp	60-151	Conventional base calls	pass	pass	warn	4175032.0	pass	pass	pass	49.0	98.9187924309	PD_203_bmtagged_2.fastq	fail	pass
PD_204_bmtagged_1	pass	0.0	pass	126.63786765	Sanger / Illumina 1.9	pass	513.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4028494.0	pass	warn	pass	48.0	97.8706156812	PD_204_bmtagged_1.fastq	fail	pass
PD_204_bmtagged_2	fail	0.0	pass	144.475023172	Sanger / Illumina 1.9	pass	585.8 Mbp	60-151	Conventional base calls	pass	pass	warn	4028494.0	pass	warn	pass	48.0	97.8908529997	PD_204_bmtagged_2.fastq	fail	pass
PD_205P_bmtagged_1	pass	0.0	pass	136.862912666	Sanger / Illumina 1.9	pass	438.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3184656.0	pass	warn	pass	45.0	97.0700918716	PD_205P_bmtagged_1.fastq	fail	pass
PD_205P_bmtagged_2	fail	0.0	pass	146.793484759	Sanger / Illumina 1.9	pass	470.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3184656.0	pass	pass	pass	46.0	97.0552918575	PD_205P_bmtagged_2.fastq	fail	pass
PD_206S_bmtagged_1	pass	0.0	pass	132.460809549	Sanger / Illumina 1.9	pass	739.3 Mbp	60-151	Conventional base calls	pass	warn	warn	5548622.0	pass	warn	pass	48.0	97.9894825943	PD_206S_bmtagged_1.fastq	fail	pass
PD_206S_bmtagged_2	fail	0.0	pass	145.413372906	Sanger / Illumina 1.9	pass	812.1 Mbp	60-151	Conventional base calls	pass	warn	warn	5548622.0	pass	warn	pass	48.0	98.0616674908	PD_206S_bmtagged_2.fastq	fail	pass
PD_207P_bmtagged_1	pass	0.0	pass	130.566493329	Sanger / Illumina 1.9	pass	648.3 Mbp	60-151	Conventional base calls	pass	warn	warn	4936217.0	pass	pass	pass	48.0	97.0011407303	PD_207P_bmtagged_1.fastq	fail	pass
PD_207P_bmtagged_2	fail	0.0	pass	144.86139487	Sanger / Illumina 1.9	pass	719.7 Mbp	60-151	Conventional base calls	pass	warn	warn	4936217.0	pass	pass	pass	48.0	97.0122098541	PD_207P_bmtagged_2.fastq	fail	pass
PD_208S_bmtagged_1	pass	0.0	pass	132.785015464	Sanger / Illumina 1.9	pass	520.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3895536.0	pass	warn	pass	48.0	97.7931654666	PD_208S_bmtagged_1.fastq	fail	pass
PD_208S_bmtagged_2	fail	0.0	pass	146.502793967	Sanger / Illumina 1.9	pass	574.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3895536.0	pass	warn	pass	48.0	97.7672323158	PD_208S_bmtagged_2.fastq	fail	pass
PD_209P_bmtagged_1	pass	0.0	pass	132.469273653	Sanger / Illumina 1.9	pass	675.1 Mbp	60-151	Conventional base calls	pass	warn	warn	5066336.0	pass	warn	pass	46.0	97.0886588481	PD_209P_bmtagged_1.fastq	fail	pass
PD_209P_bmtagged_2	fail	0.0	pass	145.38166833	Sanger / Illumina 1.9	pass	741.3 Mbp	60-151	Conventional base calls	pass	warn	warn	5066336.0	pass	warn	pass	46.0	97.1647031427	PD_209P_bmtagged_2.fastq	fail	pass
PD_210S_bmtagged_1	pass	0.0	pass	133.639975807	Sanger / Illumina 1.9	pass	584.8 Mbp	60-151	Conventional base calls	pass	pass	warn	4349991.0	pass	warn	pass	46.0	97.9712951914	PD_210S_bmtagged_1.fastq	fail	pass
PD_210S_bmtagged_2	fail	0.0	pass	146.278547703	Sanger / Illumina 1.9	pass	640.4 Mbp	60-151	Conventional base calls	pass	pass	warn	4349991.0	pass	pass	pass	47.0	98.0209895884	PD_210S_bmtagged_2.fastq	fail	pass
PD_211P_bmtagged_1	pass	0.0	pass	134.010850913	Sanger / Illumina 1.9	pass	5.3 Mbp	60-151	Conventional base calls	pass	warn	warn	39628.0	pass	warn	pass	44.0	98.01907742	PD_211P_bmtagged_1.fastq	fail	pass
PD_211P_bmtagged_2	fail	0.0	pass	143.82906026	Sanger / Illumina 1.9	pass	5.7 Mbp	61-151	Conventional base calls	pass	warn	warn	39628.0	pass	warn	pass	45.0	98.0316947613	PD_211P_bmtagged_2.fastq	fail	pass
PD_212S_bmtagged_1	pass	0.0	pass	131.099284272	Sanger / Illumina 1.9	pass	2.1 Mbp	60-151	Conventional base calls	pass	pass	warn	16347.0	pass	fail	pass	42.0	98.1892702025	PD_212S_bmtagged_1.fastq	fail	pass
PD_212S_bmtagged_2	fail	0.0	pass	142.78375237	Sanger / Illumina 1.9	pass	2.3 Mbp	61-151	Conventional base calls	pass	pass	warn	16347.0	pass	warn	pass	43.0	98.1892702025	PD_212S_bmtagged_2.fastq	fail	pass
PD_213S_bmtagged_1	pass	0.0	pass	132.612238673	Sanger / Illumina 1.9	pass	739.9 Mbp	60-151	Conventional base calls	pass	pass	warn	5547170.0	pass	warn	pass	46.0	98.0755837123	PD_213S_bmtagged_1.fastq	fail	pass
PD_213S_bmtagged_2	fail	0.0	pass	145.235440053	Sanger / Illumina 1.9	pass	810.9 Mbp	60-151	Conventional base calls	pass	pass	warn	5547170.0	pass	warn	pass	47.0	98.0279720926	PD_213S_bmtagged_2.fastq	fail	pass
PD_214S_bmtagged_1	pass	0.0	pass	135.79449615	Sanger / Illumina 1.9	pass	598.8 Mbp	60-151	Conventional base calls	pass	pass	warn	4383441.0	pass	warn	pass	46.0	96.6639061586	PD_214S_bmtagged_1.fastq	fail	pass
PD_214S_bmtagged_2	fail	0.0	pass	146.673555319	Sanger / Illumina 1.9	pass	647 Mbp	60-151	Conventional base calls	pass	pass	warn	4383441.0	pass	pass	pass	47.0	96.6932581583	PD_214S_bmtagged_2.fastq	fail	pass
PD_215S_bmtagged_1	pass	0.0	pass	133.172507127	Sanger / Illumina 1.9	pass	858.9 Mbp	60-151	Conventional base calls	pass	pass	warn	6411509.0	pass	warn	pass	46.0	97.3309853153	PD_215S_bmtagged_1.fastq	fail	pass
PD_215S_bmtagged_2	fail	0.0	pass	145.443824535	Sanger / Illumina 1.9	pass	938.6 Mbp	60-151	Conventional base calls	pass	pass	warn	6411509.0	pass	pass	pass	46.0	97.4140562212	PD_215S_bmtagged_2.fastq	fail	pass
PD_216S_bmtagged_1	pass	0.0	pass	132.984580094	Sanger / Illumina 1.9	pass	4.1 Mbp	60-151	Conventional base calls	pass	warn	warn	31388.0	pass	fail	pass	44.0	98.1744615777	PD_216S_bmtagged_1.fastq	fail	pass
PD_216S_bmtagged_2	fail	0.0	pass	144.407353129	Sanger / Illumina 1.9	pass	4.5 Mbp	61-151	Conventional base calls	pass	pass	warn	31388.0	pass	warn	pass	45.0	98.117114821	PD_216S_bmtagged_2.fastq	fail	pass
PD_217P_bmtagged_1	pass	0.0	pass	135.205046033	Sanger / Illumina 1.9	pass	7.3 Mbp	60-151	Conventional base calls	pass	pass	warn	53983.0	pass	fail	pass	42.0	97.8345034548	PD_217P_bmtagged_1.fastq	fail	pass
PD_217P_bmtagged_2	fail	0.0	pass	145.019469092	Sanger / Illumina 1.9	pass	7.8 Mbp	61-151	Conventional base calls	pass	pass	warn	53983.0	pass	warn	pass	43.0	97.7529963137	PD_217P_bmtagged_2.fastq	fail	pass
PD_218S_bmtagged_1	pass	0.0	pass	135.641129032	Sanger / Illumina 1.9	pass	135.3 kbp	60-151	Conventional base calls	pass	warn	warn	992.0	pass	warn	warn	47.0	98.689516129	PD_218S_bmtagged_1.fastq	fail	pass
PD_218S_bmtagged_2	fail	0.0	pass	146.316532258	Sanger / Illumina 1.9	pass	146 kbp	63-151	Conventional base calls	pass	warn	warn	992.0	pass	warn	warn	47.0	98.689516129	PD_218S_bmtagged_2.fastq	fail	pass
PD_221P_bmtagged_1	pass	0.0	pass	134.020840065	Sanger / Illumina 1.9	pass	624.5 Mbp	60-151	Conventional base calls	pass	warn	warn	4632711.0	pass	pass	pass	48.0	98.2837242023	PD_221P_bmtagged_1.fastq	fail	pass
PD_221P_bmtagged_2	fail	0.0	pass	145.601511512	Sanger / Illumina 1.9	pass	678.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4632711.0	pass	pass	pass	48.0	98.2937921357	PD_221P_bmtagged_2.fastq	fail	pass
PD_222S_bmtagged_1	pass	0.0	pass	130.289690447	Sanger / Illumina 1.9	pass	580.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4426739.0	pass	warn	pass	47.0	98.4205168617	PD_222S_bmtagged_1.fastq	fail	pass
PD_222S_bmtagged_2	fail	0.0	pass	145.705529059	Sanger / Illumina 1.9	pass	649.2 Mbp	60-151	Conventional base calls	pass	pass	warn	4426739.0	pass	warn	pass	48.0	98.4619257262	PD_222S_bmtagged_2.fastq	fail	pass
