Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
PD_100P_bmtagged_1	38.7538681228	39.2842787649	39.2382393519	39.2076670246	39.2108167851	39.1268867641	39.064839725	39.047970414	39.1144804088	39.0091971354	39.3734853502	39.4507910172	39.3646225232	39.3452211939	39.3759100236	39.428292328	39.2978725285	39.3238739193	39.1038419384	39.0222572737	39.0655379991	39.163528251	39.3703290406	39.3534852952	39.3511212745	39.3206394453	39.3257070615	39.3120740354	39.2993056653	39.3141879926	39.2964976178	39.2709172161	39.2479316772	39.2010492822	39.2040375614	39.2152614615	39.1815868862	38.654336991
PD_100P_bmtagged_2	37.4865343445	38.7153612988	39.0668836035	39.0719443332	39.241891497	39.2103239395	39.3298984643	39.3390901942	39.4582532724	39.3707311381	39.3890377777	39.3779594983	39.2672256702	39.2066926529	39.2643599159	39.2573345446	39.2790727888	39.3018987275	39.3448978872	39.3517418085	39.3733176281	39.362446528	39.3647400696	39.2674088559	39.2383138604	39.1272748654	39.0917813532	38.9655547814	38.8432767821	38.7208221716	38.6007413083	38.4421785432	38.3323566082	38.1936240604	38.1164642833	38.0710049782	38.0385087219	37.4407030626
PD_104P_bmtagged_1	38.6547826677	39.2309762225	39.1851917176	39.1999273349	39.1864957134	39.1203142279	39.0635187202	39.0468057497	39.1234936428	39.0302241515	39.3658779036	39.4362498554	39.3449698988	39.3271128126	39.3502209877	39.4064552231	39.2751834127	39.3030769943	39.0929612779	39.007176538	39.0412758576	39.1348305528	39.3463669305	39.329864592	39.332640451	39.3007598413	39.3103986756	39.3008626423	39.2894511889	39.301472122	39.2897623257	39.266230209	39.2437895338	39.1998599424	39.2082946129	39.2208688186	39.1928972159	38.6643528176
PD_104P_bmtagged_2	38.1382603478	39.2161547436	39.3560570349	39.2841291704	39.4300536127	39.375159325	39.4941575026	39.4892232132	39.566144582	39.4936708411	39.517136674	39.5137132093	39.4480444399	39.3771340559	39.424709218	39.4074651748	39.4149224402	39.4288645784	39.4602728155	39.4607698165	39.4745065934	39.4593097896	39.453459498	39.2777980607	39.1749085204	38.9805506792	38.8456657723	38.6065886893	38.3887714323	38.1811080277	37.981678956	37.7498119602	37.570194816	37.4013692583	37.2920025169	37.2417576777	37.2930718815	36.5853863892
PD_105P_bmtagged_1	38.837780945	39.3663311782	39.3225649079	39.3148622554	39.352510383	39.2840912268	39.2193110398	39.2001499064	39.248354312	39.166591347	39.4804147495	39.5436418405	39.4785913696	39.4584557815	39.4738457566	39.5188813939	39.4042701972	39.4174796808	39.2090339674	39.1459468097	39.192045138	39.3004127664	39.4486894855	39.4257360288	39.4207241712	39.3895099235	39.3910529028	39.3790267275	39.3623244325	39.3733824694	39.3554325431	39.3287834742	39.3007859914	39.2556947069	39.2591577823	39.2632080602	39.2291494685	38.6494583748
PD_105P_bmtagged_2	38.5374396974	39.2195139727	39.4708403399	39.4094195398	39.5416657897	39.4953713404	39.5869204437	39.588556472	39.645721965	39.5963918162	39.6108263105	39.6036593254	39.5608837192	39.4902862076	39.5288852924	39.5089805326	39.509731447	39.5177517553	39.5443423672	39.5410640502	39.5540389239	39.5386587192	39.5397269297	39.3436097239	39.2073937881	38.9809584502	38.8505149129	38.6447550388	38.4154264713	38.232591425	38.0569648628	37.8689340202	37.7052913723	37.5593055515	37.4532810874	37.3974083655	37.4259220434	36.8322168925
PD_107P_bmtagged_1	38.1318373072	39.2819074334	38.8948106592	39.079943899	39.3155680224	39.1528751753	38.6760168303	39.04628331	38.8723702665	38.8684431978	39.2235624123	39.2471248247	39.0575035063	38.8998597475	38.8499298738	38.9957924264	38.8140252454	38.947545582	38.7702664797	38.732601732	38.6064011683	38.8238903716	39.025274199	39.0525369354	39.0356507248	38.9418554229	39.1650438789	39.0792658495	39.2612177749	39.1856981419	39.1727537697	39.0862621137	38.9359102468	38.8184028323	39.1173643587	39.0810506118	39.0989110302	38.6956521739
PD_107P_bmtagged_2	38.221598878	39.0014025245	39.1248246844	39.1528751753	39.3043478261	39.1977559607	39.0631136045	39.2931276297	39.3548387097	39.359887798	39.1427769986	39.2230014025	39.1298737728	38.9570827489	38.8914446003	38.972230014	38.9166900421	38.9610098177	39.1102384292	39.0453714604	39.0528301999	38.9312809133	39.074228384	38.9974606322	38.9549858837	38.4638781815	38.6393012302	38.3040822446	38.1585933332	38.2399478139	38.082439414	37.80965703	37.7611533576	37.7099373415	37.5380106797	37.6216325445	37.4054045753	36.9732360097
PD_108S_bmtagged_1	38.7365048026	39.2868010916	39.2484916178	39.2464603336	39.2516527422	39.1815457413	39.1242023681	39.1067201969	39.1795212862	39.0872134188	39.4134511686	39.4784450546	39.3968347781	39.3785398656	39.4010323355	39.4537099012	39.3273939959	39.3569658366	39.1514464648	39.0747313093	39.1139343548	39.2056915176	39.4017900506	39.3846490741	39.3849230241	39.3533836782	39.3594322892	39.3487976248	39.3374551906	39.3491309975	39.3340474465	39.3095455372	39.2892336513	39.242190189	39.2505261083	39.2584611519	39.2274141672	38.689896021
