Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_100P_bmtagged_1	2.26629170642	49.0	138.306555069	3145001.0	18.1818181818
PD_100P_bmtagged_2	2.3364640872	50.0	147.191901052	3145001.0	27.2727272727
PD_104P_bmtagged_1	2.32562875658	46.0	126.252395717	4728543.0	9.09090909091
PD_104P_bmtagged_2	2.27636608618	47.0	144.350688574	4728543.0	18.1818181818
PD_105P_bmtagged_1	5.4454165808	53.0	125.587579504	3183319.0	18.1818181818
PD_105P_bmtagged_2	5.44104878023	53.0	143.02137863	3183319.0	27.2727272727
PD_107P_bmtagged_1	1.68302945302	45.0	124.589060309	713.0	18.1818181818
PD_107P_bmtagged_2	1.68302945302	46.0	139.035063114	713.0	18.1818181818
PD_108S_bmtagged_1	2.2601812915	48.0	130.26324897	5271542.0	9.09090909091
PD_108S_bmtagged_2	2.32440531842	48.0	145.020628499	5271542.0	18.1818181818
PD_109S_bmtagged_1	2.7650285205	46.0	129.078547001	4875654.0	9.09090909091
PD_109S_bmtagged_2	2.82098597907	47.0	144.565940487	4875654.0	18.1818181818
PD_10P_bmtagged_1	1.30277555407	50.0	125.119370543	2590170.0	18.1818181818
PD_10P_bmtagged_2	1.30156262869	51.0	143.822764529	2590170.0	27.2727272727
PD_110S_bmtagged_1	2.02090870432	46.0	127.082067769	3952124.0	9.09090909091
PD_110S_bmtagged_2	2.01518171665	47.0	143.479669666	3952124.0	18.1818181818
PD_111P_bmtagged_1	2.74177207841	49.0	129.912273889	4040439.0	9.09090909091
PD_111P_bmtagged_2	2.67195559592	49.0	145.098031179	4040439.0	18.1818181818
PD_112S_bmtagged_1	1.65275027976	45.0	126.295945597	11617.0	18.1818181818
PD_112S_bmtagged_2	1.5408453129	45.0	141.664457261	11617.0	18.1818181818
PD_113P_bmtagged_1	5.632999724	51.0	134.193188651	4942692.0	18.1818181818
PD_113P_bmtagged_2	5.55775578372	51.0	145.782533486	4942692.0	27.2727272727
PD_114P_bmtagged_1	2.85664170794	47.0	122.734487484	3399497.0	9.09090909091
PD_114P_bmtagged_2	2.92580272279	48.0	143.583971982	3399497.0	18.1818181818
PD_115S_bmtagged_1	3.93713703892	47.0	135.907579056	3702018.0	9.09090909091
PD_115S_bmtagged_2	3.85868257154	47.0	146.1225564	3702018.0	18.1818181818
PD_116P_bmtagged_1	2.25390015993	46.0	129.281126155	5668633.0	9.09090909091
PD_116P_bmtagged_2	2.29467315355	47.0	144.914902411	5668633.0	18.1818181818
PD_117_bmtagged_1	2.47716449267	46.0	132.080366934	4069833.0	9.09090909091
PD_117_bmtagged_2	2.52198937685	47.0	144.042943285	4069833.0	18.1818181818
PD_118_bmtagged_1	1.88243847628	47.0	132.984014701	4100455.0	9.09090909091
PD_118_bmtagged_2	1.82161381729	48.0	145.589580668	4100455.0	18.1818181818
PD_119P_bmtagged_1	2.0825552996	48.0	125.907703874	4008879.0	9.09090909091
PD_119P_bmtagged_2	2.01546605393	49.0	143.807206453	4008879.0	18.1818181818
PD_11P_bmtagged_1	2.09080223179	48.0	126.275000715	3985866.0	9.09090909091
PD_11P_bmtagged_2	2.07805241449	48.0	143.918136234	3985866.0	18.1818181818
PD_120S_bmtagged_1	2.13551033789	48.0	126.204273534	3274854.0	9.09090909091
