	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_bmtagged_1	8516.0	9046.0	9706.0	10273.0	10898.0	11774.0	12330.0	13093.0	13972.0	14482.0	15276.0	16133.0	16609.0	17534.0	17844.0	18149.0	18656.0	19505.0	20064.0	20692.0	21404.0	22340.0	22395.0	23185.0	23323.0	23937.0	24613.0	25214.0	25734.0	25944.0	26388.0	27059.0	27647.0	28409.0	28596.0	28987.0	29501.0	29986.0	30394.0	31130.0	31780.0	32510.0	33799.0	46567.0	59681.0	2119926.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_bmtagged_2	721.0	731.0	738.0	722.0	603.0	670.0	626.0	664.0	658.0	651.0	647.0	744.0	1022.0	1383.0	1494.0	1813.0	2271.0	2583.0	2910.0	3352.0	3512.0	3978.0	4302.0	4879.0	5155.0	5291.0	5929.0	6608.0	7067.0	7540.0	8462.0	9124.0	10033.0	11090.0	11880.0	12594.0	14094.0	15803.0	31918.0	49409.0	53129.0	56595.0	62474.0	90619.0	124952.0	2503561.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_bmtagged_1	33785.0	36504.0	39289.0	41342.0	43455.0	45526.0	47783.0	50221.0	52063.0	54083.0	55484.0	57418.0	58511.0	59856.0	60277.0	61018.0	61615.0	61513.0	62402.0	62685.0	63504.0	63832.0	63048.0	63368.0	63349.0	62864.0	62499.0	62377.0	62539.0	61005.0	61501.0	61200.0	60667.0	60281.0	59361.0	59379.0	58351.0	58170.0	57848.0	57504.0	57138.0	56685.0	57625.0	70488.0	76380.0	2142750.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_bmtagged_2	631.0	646.0	658.0	652.0	680.0	719.0	756.0	795.0	858.0	953.0	1186.0	1723.0	2724.0	4336.0	4896.0	5946.0	8311.0	10689.0	12084.0	14187.0	15771.0	17026.0	18236.0	20134.0	20744.0	21909.0	23484.0	25526.0	26618.0	28354.0	31107.0	33367.0	35817.0	38080.0	40254.0	42014.0	44750.0	48531.0	78298.0	111248.0	117714.0	122358.0	132763.0	186419.0	241416.0	3133175.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_105P_bmtagged_1	28418.0	30573.0	31589.0	32421.0	33562.0	34735.0	35480.0	35905.0	37030.0	37900.0	39017.0	40388.0	40386.0	40776.0	40206.0	40027.0	39741.0	39521.0	40237.0	40586.0	41544.0	41817.0	41037.0	39870.0	40323.0	40082.0	40575.0	40893.0	40449.0	39334.0	39667.0	39844.0	39298.0	39958.0	39217.0	39139.0	38828.0	38515.0	38636.0	37978.0	37853.0	37062.0	37521.0	44391.0	43587.0	1447403.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_105P_bmtagged_2	458.0	427.0	430.0	466.0	500.0	477.0	481.0	522.0	521.0	616.0	700.0	1054.0	2014.0	4467.0	5785.0	6943.0	9420.0	11064.0	12002.0	13411.0	15669.0	16530.0	18455.0	19646.0	21349.0	21357.0	22342.0	23020.0	23628.0	24109.0	25744.0	27092.0	27767.0	29385.0	31000.0	31290.0	32097.0	33770.0	53413.0	73969.0	78618.0	80998.0	85989.0	112662.0	140503.0	2041159.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_107P_bmtagged_1	3.0	6.0	6.0	7.0	12.0	8.0	10.0	9.0	6.0	5.0	8.0	5.0	11.0	12.0	7.0	10.0	4.0	11.0	10.0	6.0	17.0	17.0	13.0	14.0	12.0	12.0	6.0	10.0	8.0	12.0	11.0	11.0	7.0	9.0	4.0	4.0	8.0	12.0	14.0	3.0	7.0	15.0	11.0	9.0	12.0	299.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_107P_bmtagged_2	2.0	1.0	4.0	3.0	1.0	0.0	1.0	1.0	3.0	2.0	1.0	1.0	0.0	3.0	1.0	3.0	4.0	6.0	4.0	5.0	0.0	2.0	2.0	8.0	6.0	6.0	8.0	8.0	7.0	7.0	15.0	2.0	13.0	9.0	9.0	10.0	8.0	12.0	9.0	9.0	24.0	23.0	12.0	16.0	31.0	411.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_108S_bmtagged_1	32193.0	34819.0	37226.0	38790.0	40444.0	42172.0	44223.0	45782.0	47698.0	48509.0	50118.0	51683.0	52934.0	53285.0	53831.0	54574.0	55207.0	55813.0	56352.0	57316.0	57563.0	57998.0	57702.0	58137.0	57863.0	58030.0	58245.0	58793.0	58403.0	58269.0	59179.0	58952.0	58427.0	58318.0	58881.0	59115.0	58389.0	58695.0	58670.0	59089.0	59499.0	59461.0	61017.0	79767.0	93104.0	2797007.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_108S_bmtagged_2	812.0	834.0	899.0	820.0	838.0	869.0	899.0	897.0	918.0	1017.0	1187.0	1563.0	2251.0	3896.0	4665.0	5582.0	7274.0	10051.0	11362.0	12856.0	14894.0	16969.0	18244.0	19700.0	21363.0	21767.0	22709.0	24983.0	26370.0	27302.0	30402.0	32893.0	34896.0	37473.0	39447.0	41728.0	43468.0	47350.0	78099.0	110298.0	118179.0	122824.0	132344.0	185103.0	248343.0	3684904.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_109S_bmtagged_1	32700.0	35370.0	37420.0	39216.0	42039.0	44183.0	45638.0	47314.0	49400.0	50547.0	51952.0	53526.0	54025.0	54897.0	54940.0	55271.0	55406.0	54989.0	55759.0	55448.0	55939.0	55654.0	55234.0	54447.0	54332.0	54494.0	54023.0	53847.0	53313.0	53123.0	51924.0	52476.0	51348.0	51809.0	51012.0	50664.0	50151.0	49802.0	49288.0	49853.0	49977.0	49583.0	51307.0	67414.0	83522.0	2551078.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_109S_bmtagged_2	811.0	810.0	782.0	836.0	755.0	806.0	763.0	791.0	899.0	948.0	1089.0	1526.0	2527.0	4417.0	5373.0	6694.0	7801.0	10313.0	11487.0	13526.0	15735.0	17787.0	19620.0	21104.0	22688.0	23028.0	24021.0	25552.0	27157.0	28612.0	31287.0	33901.0	35482.0	37978.0	40051.0	42113.0	43068.0	46677.0	73419.0	100658.0	109248.0	114529.0	122589.0	168930.0	236969.0	3340497.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_10P_bmtagged_1	28149.0	28814.0	29593.0	29736.0	30216.0	31018.0	31995.0	31939.0	32493.0	32637.0	32824.0	33351.0	33389.0	33434.0	33188.0	33244.0	32795.0	32894.0	32534.0	32579.0	32575.0	32311.0	32091.0	31389.0	31356.0	31028.0	30601.0	30262.0	30256.0	29423.0	29083.0	29168.0	28582.0	28109.0	28015.0	27609.0	27096.0	26388.0	26600.0	26396.0	26595.0	26055.0	27105.0	33830.0	37935.0	1213490.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
