#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	48.964204
d__Bacteria	51.035796
d__Bacteria;p__Bacillota_A	37.486427
d__Bacteria;p__Bacteroidota	13.549369
d__Bacteria;p__Bacillota_A;c__Clostridia	37.486427
d__Bacteria;p__Bacteroidota;c__Bacteroidia	13.549369
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	37.486427
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	13.549369
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	37.486427
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	13.549369
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	37.486427
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	13.549369
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	37.486427
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	13.549369
