#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	8.93416
d__Bacteria	91.065838
d__Bacteria;p__Bacillota_A	78.376935
d__Bacteria;p__Actinomycetota	6.0733999999999995
d__Bacteria;p__Bacillota_C	1.747957
d__Bacteria;p__Bacteroidota	3.2378489999999998
d__Bacteria;p__Bacillota	1.080335
d__Bacteria;p__Bacillota_I	0.502503
d__Bacteria;p__Verrucomicrobiota	0.046859
d__Bacteria;p__Bacillota_A;c__Clostridia	78.376935
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	4.720827
d__Bacteria;p__Bacillota_C;c__Negativicutes	1.747957
d__Bacteria;p__Bacteroidota;c__Bacteroidia	3.2378489999999998
d__Bacteria;p__Actinomycetota;c__Actinomycetes	1.352573
d__Bacteria;p__Bacillota;c__Bacilli	1.080335
d__Bacteria;p__Bacillota_I;c__Bacilli_A	0.502503
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.046859
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	24.188918
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	53.21903700000001
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	4.720827
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales	1.642867
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	3.2378489999999998
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	1.352573
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	1.080335
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	0.502503
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.434649
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.394972
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales	0.10509
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.139359
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	0.046859
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	7.4712000000000005
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	53.217043000000004
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	10.96096
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	4.745948
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	3.033064
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	1.642867
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	1.687763
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2.2769329999999997
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae	1.352573
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	1.01081
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	1.080335
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.81311
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae	0.502503
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381	0.434649
