#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	2.725844
d__Bacteria	96.72064800000001
d__Archaea	0.553504
d__Bacteria;p__Bacillota_A	91.68016000000001
d__Bacteria;p__Actinomycetota	2.9392009999999997
d__Bacteria;p__Bacillota_C	1.067819
d__Archaea;p__Methanobacteriota	0.553504
d__Bacteria;p__Bacillota_I	0.272466
d__Bacteria;p__Bacteroidota	0.376125
d__Bacteria;p__Bacillota	0.263187
d__Bacteria;p__Pseudomonadota	0.091508
d__Bacteria;p__Desulfobacterota	0.030182
d__Bacteria;p__Bacillota_A;c__Clostridia	91.68016000000001
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	2.0061519999999997
d__Bacteria;p__Bacillota_C;c__Negativicutes	1.067819
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.933049
d__Archaea;p__Methanobacteriota;c__Methanobacteria	0.553504
d__Bacteria;p__Bacillota_I;c__Bacilli_A	0.272466
d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.376125
d__Bacteria;p__Bacillota;c__Bacilli	0.263187
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.091508
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.030182
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	51.12217100000001
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	36.11860899999999
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	3.2696309999999995
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	2.0061519999999997
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales	1.067819
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	0.933049
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales	0.553504
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.436214
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77	0.276481
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	0.272466
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.376125
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales	0.13553
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	0.263187
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.29584
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.091508
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.030182
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales	0.025684
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	23.319749000000005
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	7.838283
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	19.258016000000005
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	36.11860899999999
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae	3.1877319999999996
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	1.297076
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	1.067819
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae	0.933049
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.553504
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381	0.436214
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272	0.35718099999999997
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01	0.308288
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.40078800000000003
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	0.276481
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	0.348942
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae	0.158339
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.270185
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.13553
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae	0.114127
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.204672
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae	0.224135
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.091508
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae	0.074388
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.058515
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.10593999999999999
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae	0.07170499999999999
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	0.030182
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae	0.025684
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01	0.007511
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	16.276792
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus	5.518569
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola	4.398292
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774	3.532665
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	3.244604
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524	2.762942
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	4.726115000000001
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	5.055951
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium	2.205843
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	4.358694
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	4.451778
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	6.885947
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	1.656006
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum	1.690603
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	1.336227
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1.297076
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	1.208901
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	1.544309
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	1.753098
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas	1.5934469999999998
