#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	0.482933
d__Bacteria	96.68506899999998
d__Archaea	2.831998
d__Bacteria;p__Bacteroidota	36.077027
d__Bacteria;p__Bacillota_A	52.55593099999999
d__Bacteria;p__Verrucomicrobiota	3.148045
d__Archaea;p__Methanobacteriota	2.831998
d__Bacteria;p__Bacillota_C	1.201675
d__Bacteria;p__Actinomycetota	1.819401
d__Bacteria;p__Bacillota_I	0.8274009999999999
d__Bacteria;p__Bacillota	0.513171
d__Bacteria;p__Desulfobacterota	0.372994
d__Bacteria;p__Pseudomonadota	0.137388
d__Bacteria;p__Bacillota_G	0.032036
d__Bacteria;p__Bacteroidota;c__Bacteroidia	36.077027
d__Bacteria;p__Bacillota_A;c__Clostridia	52.55593099999999
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	3.148045
d__Archaea;p__Methanobacteriota;c__Methanobacteria	2.831998
d__Bacteria;p__Bacillota_C;c__Negativicutes	1.201675
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	0.963978
d__Bacteria;p__Bacillota_I;c__Bacilli_A	0.8274009999999999
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.8554229999999999
d__Bacteria;p__Bacillota;c__Bacilli	0.513171
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.372994
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.137388
d__Bacteria;p__Bacillota_G;c__DTU025	0.032036
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	36.077027
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77	10.432993
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	28.434320999999994
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	3.148045
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales	2.831998
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	10.266064
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	2.3512589999999998
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales	1.201675
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	0.963978
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39	0.535251
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	0.8554229999999999
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.746746
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	0.436902
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.372994
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales	0.137388
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	0.190954
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28	0.101196
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.098658
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales	0.201201
d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361	0.076269
d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25	0.032036
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212	0.014306
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales	0.007047
d__Bacteria;p__Bacillota_A;c__Clostridia;o__RGIG6154	0.003336
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	11.993961
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	10.432993
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	17.628744
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	8.829362
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	9.960636999999998
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	3.162655
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	3.148045
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	2.831998
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	8.702820999999998
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	10.238527
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae	1.9480759999999997
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	2.587523
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	0.948149
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0.704144
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01	0.558817
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660	0.535251
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae	0.8441209999999999
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644	0.452294
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae	0.564203
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.258172
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	0.372994
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.237
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae	0.25352600000000003
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.168161
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	0.2477
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.17873
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138	0.24074800000000002
