#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	0.250915
d__Bacteria	99.749083
d__Bacteria;p__Bacillota_A	76.297561
d__Bacteria;p__Bacteroidota	11.198588
d__Bacteria;p__Verrucomicrobiota	2.236176
d__Bacteria;p__Bacillota_C	2.169873
d__Bacteria;p__Actinomycetota	2.808007
d__Bacteria;p__Pseudomonadota	1.7837380000000003
d__Bacteria;p__Bacillota_I	2.228096
d__Bacteria;p__Desulfobacterota	0.965894
d__Bacteria;p__Bacillota	0.052012
d__Bacteria;p__Bacillota_G	0.007745
d__Bacteria;p__Synergistota	0.001393
d__Bacteria;p__Bacillota_A;c__Clostridia	76.297561
d__Bacteria;p__Bacteroidota;c__Bacteroidia	11.198588
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	2.236176
d__Bacteria;p__Bacillota_C;c__Negativicutes	2.169873
d__Bacteria;p__Actinomycetota;c__Coriobacteriia	2.37199
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	1.1900510000000002
d__Bacteria;p__Bacillota_I;c__Bacilli_A	2.228096
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	0.5936870000000001
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	0.965894
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.436017
d__Bacteria;p__Bacillota;c__Bacilli	0.052012
d__Bacteria;p__Bacillota_G;c__DTU025	0.007745
d__Bacteria;p__Synergistota;c__Synergistia	0.001393
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales	30.743018
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	39.950569
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	11.198588
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	2.236176
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales	2.169873
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	3.718954
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales	2.37199
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	1.1900510000000002
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39	1.9495669999999998
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77	0.930184
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381	0.741876
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32	0.5936870000000001
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	0.965894
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	0.436017
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28	0.142733
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales	0.135796
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales	0.175377
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales	0.052012
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212	0.037583
d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25	0.007745
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales	0.001393
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	30.730657
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	10.706254000000003
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	19.087739
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	5.291391
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	2.236176
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	2.169873
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae	2.6547660000000004
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	1.876764
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	5.068746
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	9.397621000000001
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	1.1900510000000002
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660	1.9495669999999998
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138	1.044453
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	0.930184
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381	0.741876
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239	0.5936870000000001
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	0.6086429999999999
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	0.965894
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae	0.436017
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.355592
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.211681
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.405576
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313	0.142733
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae	0.135796
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae	0.175377
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471	0.101093
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01	0.08965
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0.12801099999999999
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.052012
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__UBA1255	0.037583
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272	0.063875
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382	0.036017
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae	0.022819
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1384	0.022209
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae	0.019735
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783	0.019559
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0.019255
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae	0.012361
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Feifaniaceae	0.008652
d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__HGM14224	0.007745
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae	0.001393
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	8.265424000000001
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	5.831462
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola	4.728148
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	5.114967
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas	4.40162
