Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_109S_1_bbduk_filt	pass	0.0	pass	145.329013	Sanger / Illumina 1.9	pass	483.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3308541.0	pass	pass	pass	46.0	96.8702374624	PD_109S_1_bbduk_filt.fastq.gz	fail	pass
PD_109S_2_bbduk_filt	pass	0.0	pass	144.515380647	Sanger / Illumina 1.9	pass	480.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3308541.0	pass	pass	warn	46.0	96.7158360778	PD_109S_2_bbduk_filt.fastq.gz	fail	pass
PD_10P_1_bbduk_filt	pass	0.0	pass	143.941691496	Sanger / Illumina 1.9	pass	237 Mbp	60-151	Conventional base calls	pass	fail	warn	1637840.0	pass	pass	fail	51.0	95.3896147833	PD_10P_1_bbduk_filt.fastq.gz	fail	pass
PD_10P_2_bbduk_filt	pass	0.0	pass	143.728660919	Sanger / Illumina 1.9	pass	236.7 Mbp	60-151	Conventional base calls	pass	fail	warn	1637840.0	pass	pass	fail	51.0	95.1871736803	PD_10P_2_bbduk_filt.fastq.gz	fail	pass
PD_110S_1_bbduk_filt	pass	0.0	pass	144.910736553	Sanger / Illumina 1.9	pass	373.8 Mbp	60-151	Conventional base calls	pass	warn	warn	2565451.0	pass	pass	warn	46.0	96.8722877784	PD_110S_1_bbduk_filt.fastq.gz	fail	pass
PD_110S_2_bbduk_filt	pass	0.0	pass	144.140317628	Sanger / Illumina 1.9	pass	371.8 Mbp	60-151	Conventional base calls	pass	warn	warn	2565451.0	pass	pass	warn	46.0	96.6605165231	PD_110S_2_bbduk_filt.fastq.gz	fail	pass
PD_111P_1_bbduk_filt	pass	0.0	pass	144.993681032	Sanger / Illumina 1.9	pass	405.4 Mbp	60-151	Conventional base calls	pass	pass	warn	2780359.0	pass	pass	warn	49.0	96.8163805933	PD_111P_1_bbduk_filt.fastq.gz	fail	pass
PD_111P_2_bbduk_filt	pass	0.0	pass	144.396566055	Sanger / Illumina 1.9	pass	403.7 Mbp	60-151	Conventional base calls	pass	pass	warn	2780359.0	pass	pass	warn	49.0	96.6646706199	PD_111P_2_bbduk_filt.fastq.gz	fail	pass
PD_112S_1_bbduk_filt	fail	0.0	fail	99.3545304282	Sanger / Illumina 1.9	warn	6.6 Mbp	60-151	Conventional base calls	pass	fail	warn	66550.0	pass	fail	fail	85.0	13.6063110443	PD_112S_1_bbduk_filt.fastq.gz	fail	pass
PD_112S_2_bbduk_filt	fail	0.0	fail	136.08486852	Sanger / Illumina 1.9	pass	9.1 Mbp	60-151	Conventional base calls	pass	fail	warn	66550.0	pass	fail	fail	93.0	10.1382419234	PD_112S_2_bbduk_filt.fastq.gz	fail	pass
PD_113P_1_bbduk_filt	pass	0.0	pass	145.512167129	Sanger / Illumina 1.9	pass	550.5 Mbp	60-151	Conventional base calls	pass	fail	warn	3762227.0	pass	pass	pass	51.0	94.5517459953	PD_113P_1_bbduk_filt.fastq.gz	fail	pass
PD_113P_2_bbduk_filt	pass	0.0	pass	144.743187479	Sanger / Illumina 1.9	pass	547.6 Mbp	60-151	Conventional base calls	pass	fail	warn	3762227.0	pass	pass	warn	51.0	94.4972781554	PD_113P_2_bbduk_filt.fastq.gz	fail	pass
PD_114P_1_bbduk_filt	pass	0.0	pass	144.487363977	Sanger / Illumina 1.9	pass	284.3 Mbp	60-151	Conventional base calls	pass	pass	warn	1957301.0	pass	pass	warn	47.0	96.5562795003	PD_114P_1_bbduk_filt.fastq.gz	fail	pass
PD_114P_2_bbduk_filt	pass	0.0	pass	143.833399155	Sanger / Illumina 1.9	pass	283 Mbp	60-151	Conventional base calls	pass	pass	warn	1957301.0	pass	pass	warn	47.0	96.3506737394	PD_114P_2_bbduk_filt.fastq.gz	fail	pass
PD_115S_1_bbduk_filt	pass	0.0	pass	145.670410316	Sanger / Illumina 1.9	pass	426.7 Mbp	60-151	Conventional base calls	pass	warn	warn	2912488.0	pass	pass	pass	47.0	95.9726462932	PD_115S_1_bbduk_filt.fastq.gz	fail	pass
PD_115S_2_bbduk_filt	pass	0.0	pass	144.959265068	Sanger / Illumina 1.9	pass	424.5 Mbp	60-151	Conventional base calls	pass	warn	warn	2912488.0	pass	pass	warn	47.0	95.8932377196	PD_115S_2_bbduk_filt.fastq.gz	fail	pass
PD_116P_1_bbduk_filt	pass	0.0	pass	145.044168563	Sanger / Illumina 1.9	pass	559.6 Mbp	60-151	Conventional base calls	pass	warn	warn	3836507.0	pass	pass	pass	46.0	97.5195157559	PD_116P_1_bbduk_filt.fastq.gz	fail	pass
PD_116P_2_bbduk_filt	pass	0.0	pass	144.47476259	Sanger / Illumina 1.9	pass	557.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3836507.0	pass	pass	warn	46.0	97.2894976837	PD_116P_2_bbduk_filt.fastq.gz	fail	pass
PD_117_1_bbduk_filt	pass	0.0	pass	145.365904776	Sanger / Illumina 1.9	pass	434.1 Mbp	60-151	Conventional base calls	pass	pass	warn	2969718.0	pass	pass	pass	46.0	96.8372066883	PD_117_1_bbduk_filt.fastq.gz	fail	pass
PD_117_2_bbduk_filt	pass	0.0	pass	144.656518902	Sanger / Illumina 1.9	pass	432 Mbp	60-151	Conventional base calls	pass	pass	warn	2969718.0	pass	pass	warn	46.0	96.7429849488	PD_117_2_bbduk_filt.fastq.gz	fail	pass
PD_118_1_bbduk_filt	pass	0.0	pass	145.958165829	Sanger / Illumina 1.9	pass	455.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3104400.0	pass	warn	pass	47.0	97.076736363	PD_118_1_bbduk_filt.fastq.gz	fail	pass
PD_118_2_bbduk_filt	pass	0.0	pass	144.915895503	Sanger / Illumina 1.9	pass	452.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3104400.0	pass	pass	warn	47.0	97.0538174155	PD_118_2_bbduk_filt.fastq.gz	fail	pass
PD_119P_1_bbduk_filt	pass	0.0	pass	144.675396878	Sanger / Illumina 1.9	pass	362.3 Mbp	60-151	Conventional base calls	pass	pass	warn	2490814.0	pass	pass	warn	48.0	97.4142094295	PD_119P_1_bbduk_filt.fastq.gz	fail	pass
PD_119P_2_bbduk_filt	pass	0.0	pass	143.858584382	Sanger / Illumina 1.9	pass	360.3 Mbp	60-151	Conventional base calls	pass	pass	warn	2490814.0	pass	pass	warn	48.0	97.2512499898	PD_119P_2_bbduk_filt.fastq.gz	fail	pass
PD_11P_1_bbduk_filt	pass	0.0	pass	144.907132457	Sanger / Illumina 1.9	pass	370.1 Mbp	60-151	Conventional base calls	pass	warn	warn	2539854.0	pass	pass	warn	48.0	96.7707895756	PD_11P_1_bbduk_filt.fastq.gz	fail	pass
PD_11P_2_bbduk_filt	pass	0.0	pass	144.022543816	Sanger / Illumina 1.9	pass	367.8 Mbp	60-151	Conventional base calls	pass	warn	warn	2539854.0	pass	pass	warn	48.0	96.6381599111	PD_11P_2_bbduk_filt.fastq.gz	fail	pass
PD_120S_1_bbduk_filt	pass	0.0	pass	144.793054147	Sanger / Illumina 1.9	pass	298.4 Mbp	60-151	Conventional base calls	pass	warn	warn	2049338.0	pass	pass	pass	48.0	97.20309753	PD_120S_1_bbduk_filt.fastq.gz	fail	pass
PD_120S_2_bbduk_filt	pass	0.0	pass	143.855182503	Sanger / Illumina 1.9	pass	296.4 Mbp	60-151	Conventional base calls	pass	warn	warn	2049338.0	pass	pass	warn	48.0	97.0873099076	PD_120S_2_bbduk_filt.fastq.gz	fail	pass
PD_121S_1_bbduk_filt	pass	0.0	pass	145.324400558	Sanger / Illumina 1.9	pass	598.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4098017.0	pass	pass	pass	50.0	96.960526617	PD_121S_1_bbduk_filt.fastq.gz	fail	pass
PD_121S_2_bbduk_filt	pass	0.0	pass	144.574466626	Sanger / Illumina 1.9	pass	595.8 Mbp	60-151	Conventional base calls	pass	warn	warn	4098017.0	pass	pass	warn	50.0	96.8444594241	PD_121S_2_bbduk_filt.fastq.gz	fail	pass
PD_122S_1_bbduk_filt	pass	0.0	pass	144.747985168	Sanger / Illumina 1.9	pass	416 Mbp	60-151	Conventional base calls	pass	warn	warn	2858054.0	pass	pass	pass	49.0	97.4894726663	PD_122S_1_bbduk_filt.fastq.gz	fail	pass
PD_122S_2_bbduk_filt	pass	0.0	pass	144.242561547	Sanger / Illumina 1.9	pass	414.5 Mbp	60-151	Conventional base calls	pass	warn	warn	2858054.0	pass	pass	warn	49.0	97.3306148876	PD_122S_2_bbduk_filt.fastq.gz	fail	pass
PD_123P_1_bbduk_filt	pass	0.0	pass	145.24189567	Sanger / Illumina 1.9	pass	544.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3728223.0	pass	pass	pass	46.0	95.6299871253	PD_123P_1_bbduk_filt.fastq.gz	fail	pass
PD_123P_2_bbduk_filt	pass	0.0	pass	144.423581422	Sanger / Illumina 1.9	pass	541.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3728223.0	pass	pass	warn	46.0	95.4097927657	PD_123P_2_bbduk_filt.fastq.gz	fail	pass
PD_126P_1_bbduk_filt	pass	0.0	pass	144.752908142	Sanger / Illumina 1.9	pass	477.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3279327.0	pass	pass	pass	50.0	97.2003102025	PD_126P_1_bbduk_filt.fastq.gz	fail	pass
PD_126P_2_bbduk_filt	pass	0.0	pass	143.933085661	Sanger / Illumina 1.9	pass	474.6 Mbp	60-151	Conventional base calls	pass	warn	warn	3279327.0	pass	pass	warn	50.0	97.032144851	PD_126P_2_bbduk_filt.fastq.gz	fail	pass
PD_127S_1_bbduk_filt	pass	0.0	pass	145.411720651	Sanger / Illumina 1.9	pass	576 Mbp	60-151	Conventional base calls	pass	pass	warn	3938945.0	pass	pass	pass	49.0	97.658557741	PD_127S_1_bbduk_filt.fastq.gz	fail	pass
PD_127S_2_bbduk_filt	pass	0.0	pass	144.701695505	Sanger / Illumina 1.9	pass	573.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3938945.0	pass	pass	warn	49.0	97.5081365551	PD_127S_2_bbduk_filt.fastq.gz	fail	pass
PD_128S_1_bbduk_filt	pass	0.0	pass	145.216324346	Sanger / Illumina 1.9	pass	484 Mbp	60-151	Conventional base calls	pass	pass	warn	3314583.0	pass	warn	pass	46.0	97.2741556491	PD_128S_1_bbduk_filt.fastq.gz	fail	pass
PD_128S_2_bbduk_filt	pass	0.0	pass	144.365107768	Sanger / Illumina 1.9	pass	481.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3314583.0	pass	pass	warn	46.0	97.173118873	PD_128S_2_bbduk_filt.fastq.gz	fail	pass
PD_129P_1_bbduk_filt	pass	0.0	pass	144.514407449	Sanger / Illumina 1.9	pass	256.2 Mbp	60-151	Conventional base calls	pass	fail	warn	1763081.0	pass	pass	warn	53.0	95.455989568	PD_129P_1_bbduk_filt.fastq.gz	fail	pass
PD_129P_2_bbduk_filt	pass	0.0	pass	143.705512112	Sanger / Illumina 1.9	pass	254.7 Mbp	60-151	Conventional base calls	pass	fail	warn	1763081.0	pass	pass	fail	54.0	95.176785123	PD_129P_2_bbduk_filt.fastq.gz	fail	pass
PD_12P_1_bbduk_filt	pass	0.0	pass	144.308360816	Sanger / Illumina 1.9	pass	265.6 Mbp	60-151	Conventional base calls	pass	pass	warn	1830252.0	pass	pass	warn	48.0	96.8420903825	PD_12P_1_bbduk_filt.fastq.gz	fail	pass
PD_12P_2_bbduk_filt	pass	0.0	pass	143.967200145	Sanger / Illumina 1.9	pass	264.9 Mbp	60-151	Conventional base calls	pass	pass	warn	1830252.0	pass	pass	fail	49.0	96.5862378995	PD_12P_2_bbduk_filt.fastq.gz	fail	pass
PD_130S_1_bbduk_filt	pass	0.0	pass	145.659015418	Sanger / Illumina 1.9	pass	399.7 Mbp	60-151	Conventional base calls	pass	pass	warn	2728792.0	pass	warn	pass	45.0	96.9358949719	PD_130S_1_bbduk_filt.fastq.gz	fail	pass
PD_130S_2_bbduk_filt	pass	0.0	pass	144.752200974	Sanger / Illumina 1.9	pass	397.2 Mbp	60-151	Conventional base calls	pass	pass	warn	2728792.0	pass	warn	warn	45.0	96.8455651974	PD_130S_2_bbduk_filt.fastq.gz	fail	pass
PD_131P_1_bbduk_filt	pass	0.0	pass	144.637577956	Sanger / Illumina 1.9	pass	343.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2363987.0	pass	warn	warn	46.0	94.3265609324	PD_131P_1_bbduk_filt.fastq.gz	fail	pass
PD_131P_2_bbduk_filt	pass	0.0	pass	143.900974921	Sanger / Illumina 1.9	pass	342 Mbp	60-151	Conventional base calls	pass	pass	warn	2363987.0	pass	pass	warn	46.0	94.1488740451	PD_131P_2_bbduk_filt.fastq.gz	fail	pass
PD_134S_1_bbduk_filt	pass	0.0	pass	145.238605109	Sanger / Illumina 1.9	pass	614 Mbp	60-151	Conventional base calls	pass	pass	warn	4204055.0	pass	warn	pass	45.0	96.6193208516	PD_134S_1_bbduk_filt.fastq.gz	fail	pass
PD_134S_2_bbduk_filt	pass	0.0	pass	144.33425871	Sanger / Illumina 1.9	pass	610.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4204055.0	pass	pass	warn	45.0	96.4158394791	PD_134S_2_bbduk_filt.fastq.gz	fail	pass
PD_137P_1_bbduk_filt	pass	0.0	pass	145.441738879	Sanger / Illumina 1.9	pass	514.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3517071.0	pass	pass	pass	45.0	97.6697614528	PD_137P_1_bbduk_filt.fastq.gz	fail	pass
PD_137P_2_bbduk_filt	pass	0.0	pass	144.716439333	Sanger / Illumina 1.9	pass	511.8 Mbp	60-151	Conventional base calls	pass	warn	warn	3517071.0	pass	pass	warn	45.0	97.4958148715	PD_137P_2_bbduk_filt.fastq.gz	fail	pass
PD_138S_1_bbduk_filt	pass	0.0	pass	145.149387853	Sanger / Illumina 1.9	pass	292.2 Mbp	60-151	Conventional base calls	pass	pass	warn	2001970.0	pass	warn	pass	44.0	96.4055253818	PD_138S_1_bbduk_filt.fastq.gz	fail	pass
PD_138S_2_bbduk_filt	pass	0.0	pass	144.510127524	Sanger / Illumina 1.9	pass	290.9 Mbp	60-151	Conventional base calls	pass	pass	warn	2001970.0	pass	pass	warn	44.0	96.3260756986	PD_138S_2_bbduk_filt.fastq.gz	fail	pass
PD_13P_1_bbduk_filt	pass	0.0	pass	144.956453187	Sanger / Illumina 1.9	pass	377.7 Mbp	60-151	Conventional base calls	pass	warn	warn	2591487.0	pass	pass	warn	47.0	95.8073670768	PD_13P_1_bbduk_filt.fastq.gz	fail	pass
PD_13P_2_bbduk_filt	pass	0.0	pass	144.190130994	Sanger / Illumina 1.9	pass	375.7 Mbp	60-151	Conventional base calls	pass	warn	warn	2591487.0	pass	pass	warn	48.0	95.6486896699	PD_13P_2_bbduk_filt.fastq.gz	fail	pass
PD_140S_1_bbduk_filt	pass	0.0	pass	145.308219594	Sanger / Illumina 1.9	pass	683.2 Mbp	60-151	Conventional base calls	pass	warn	warn	4675316.0	pass	pass	pass	47.0	97.0600350356	PD_140S_1_bbduk_filt.fastq.gz	fail	pass
PD_140S_2_bbduk_filt	pass	0.0	pass	144.666961976	Sanger / Illumina 1.9	pass	680.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4675316.0	pass	pass	warn	47.0	96.8984557178	PD_140S_2_bbduk_filt.fastq.gz	fail	pass
PD_141P_1_bbduk_filt	pass	0.0	pass	145.509355967	Sanger / Illumina 1.9	pass	659.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4509689.0	pass	pass	pass	45.0	93.6485422736	PD_141P_1_bbduk_filt.fastq.gz	fail	pass
PD_141P_2_bbduk_filt	pass	0.0	pass	144.81190122	Sanger / Illumina 1.9	pass	656.7 Mbp	60-151	Conventional base calls	pass	warn	warn	4509689.0	pass	pass	warn	46.0	93.4843041793	PD_141P_2_bbduk_filt.fastq.gz	fail	pass
PD_142S_1_bbduk_filt	pass	0.0	pass	146.049088098	Sanger / Illumina 1.9	pass	489.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3332376.0	pass	pass	pass	44.0	95.5880512681	PD_142S_1_bbduk_filt.fastq.gz	fail	pass
PD_142S_2_bbduk_filt	pass	0.0	pass	145.18791817	Sanger / Illumina 1.9	pass	486.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3332376.0	pass	pass	warn	44.0	95.4149301289	PD_142S_2_bbduk_filt.fastq.gz	fail	pass
PD_145P_1_bbduk_filt	pass	0.0	pass	145.361070268	Sanger / Illumina 1.9	pass	664.4 Mbp	60-151	Conventional base calls	pass	pass	warn	4545179.0	pass	pass	pass	47.0	97.5550877714	PD_145P_1_bbduk_filt.fastq.gz	fail	pass
PD_145P_2_bbduk_filt	pass	0.0	pass	144.525963444	Sanger / Illumina 1.9	pass	660.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4545179.0	pass	pass	warn	47.0	97.434759208	PD_145P_2_bbduk_filt.fastq.gz	fail	pass
PD_146S_1_bbduk_filt	pass	0.0	pass	145.506915685	Sanger / Illumina 1.9	pass	419.5 Mbp	60-151	Conventional base calls	pass	warn	warn	2866889.0	pass	pass	pass	47.0	97.3910486326	PD_146S_1_bbduk_filt.fastq.gz	fail	pass
PD_146S_2_bbduk_filt	pass	0.0	pass	144.680799989	Sanger / Illumina 1.9	pass	417.1 Mbp	60-151	Conventional base calls	pass	warn	warn	2866889.0	pass	pass	warn	47.0	97.2769805404	PD_146S_2_bbduk_filt.fastq.gz	fail	pass
PD_147_1_bbduk_filt	pass	0.0	pass	145.710665781	Sanger / Illumina 1.9	pass	536.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3661157.0	pass	pass	pass	46.0	97.1836048967	PD_147_1_bbduk_filt.fastq.gz	fail	pass
PD_147_2_bbduk_filt	pass	0.0	pass	144.907578124	Sanger / Illumina 1.9	pass	533.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3661157.0	pass	pass	warn	46.0	97.0868277764	PD_147_2_bbduk_filt.fastq.gz	fail	pass
PD_148P_1_bbduk_filt	pass	0.0	pass	145.612501914	Sanger / Illumina 1.9	pass	595.7 Mbp	60-151	Conventional base calls	pass	warn	warn	4067953.0	pass	pass	pass	47.0	96.8053334777	PD_148P_1_bbduk_filt.fastq.gz	fail	pass
PD_148P_2_bbduk_filt	pass	0.0	pass	144.459272268	Sanger / Illumina 1.9	pass	590.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4067953.0	pass	pass	warn	47.0	96.7604552584	PD_148P_2_bbduk_filt.fastq.gz	fail	pass
PD_149S_1_bbduk_filt	pass	0.0	pass	145.775978099	Sanger / Illumina 1.9	pass	433.6 Mbp	60-151	Conventional base calls	pass	pass	warn	2957318.0	pass	pass	pass	49.0	97.3246493649	PD_149S_1_bbduk_filt.fastq.gz	fail	pass
PD_149S_2_bbduk_filt	pass	0.0	pass	144.78126938	Sanger / Illumina 1.9	pass	430.5 Mbp	60-151	Conventional base calls	pass	pass	warn	2957318.0	pass	pass	warn	49.0	97.2575562415	PD_149S_2_bbduk_filt.fastq.gz	fail	pass
PD_14P_1_bbduk_filt	pass	0.0	pass	144.264486288	Sanger / Illumina 1.9	pass	270.2 Mbp	60-151	Conventional base calls	pass	warn	warn	1862796.0	pass	pass	warn	47.0	97.0451219938	PD_14P_1_bbduk_filt.fastq.gz	fail	pass
PD_14P_2_bbduk_filt	pass	0.0	pass	143.975632329	Sanger / Illumina 1.9	pass	269.6 Mbp	60-151	Conventional base calls	pass	warn	warn	1862796.0	pass	pass	warn	47.0	96.7774305054	PD_14P_2_bbduk_filt.fastq.gz	fail	pass
PD_150P_1_bbduk_filt	pass	0.0	pass	145.198680558	Sanger / Illumina 1.9	pass	417.2 Mbp	60-151	Conventional base calls	pass	warn	warn	2857572.0	pass	warn	pass	45.0	96.7283615022	PD_150P_1_bbduk_filt.fastq.gz	fail	pass
PD_150P_2_bbduk_filt	pass	0.0	pass	144.436600023	Sanger / Illumina 1.9	pass	415 Mbp	60-151	Conventional base calls	pass	warn	warn	2857572.0	pass	warn	warn	45.0	96.61412852	PD_150P_2_bbduk_filt.fastq.gz	fail	pass
PD_151S_1_bbduk_filt	pass	0.0	pass	145.177132446	Sanger / Illumina 1.9	pass	390.2 Mbp	60-151	Conventional base calls	pass	warn	warn	2673045.0	pass	pass	pass	46.0	97.1998496189	PD_151S_1_bbduk_filt.fastq.gz	fail	pass
PD_151S_2_bbduk_filt	pass	0.0	pass	144.489494191	Sanger / Illumina 1.9	pass	388.3 Mbp	60-151	Conventional base calls	pass	warn	warn	2673045.0	pass	pass	warn	46.0	97.0696106544	PD_151S_2_bbduk_filt.fastq.gz	fail	pass
PD_152P_1_bbduk_filt	pass	0.0	pass	145.843768414	Sanger / Illumina 1.9	pass	425.9 Mbp	60-151	Conventional base calls	pass	warn	warn	2903779.0	pass	pass	pass	48.0	97.4106783299	PD_152P_1_bbduk_filt.fastq.gz	fail	pass
PD_152P_2_bbduk_filt	pass	0.0	pass	144.721461241	Sanger / Illumina 1.9	pass	422.6 Mbp	60-151	Conventional base calls	pass	warn	warn	2903779.0	pass	pass	warn	49.0	97.2619744392	PD_152P_2_bbduk_filt.fastq.gz	fail	pass
PD_153S_1_bbduk_filt	pass	0.0	pass	144.612733937	Sanger / Illumina 1.9	pass	504.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3470694.0	pass	pass	pass	50.0	97.2373254954	PD_153S_1_bbduk_filt.fastq.gz	fail	pass
PD_153S_2_bbduk_filt	pass	0.0	pass	144.034247905	Sanger / Illumina 1.9	pass	502.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3470694.0	pass	pass	warn	50.0	97.1097147188	PD_153S_2_bbduk_filt.fastq.gz	fail	pass
PD_156P_1_bbduk_filt	pass	0.0	pass	144.828511149	Sanger / Illumina 1.9	pass	338.5 Mbp	60-151	Conventional base calls	pass	pass	warn	2324396.0	pass	pass	warn	44.0	94.7184000717	PD_156P_1_bbduk_filt.fastq.gz	fail	pass
PD_156P_2_bbduk_filt	pass	0.0	pass	144.284859379	Sanger / Illumina 1.9	pass	337.2 Mbp	60-151	Conventional base calls	pass	warn	warn	2324396.0	pass	pass	warn	44.0	94.4374749909	PD_156P_2_bbduk_filt.fastq.gz	fail	pass
PD_157S_1_bbduk_filt	pass	0.0	pass	144.640054865	Sanger / Illumina 1.9	pass	436 Mbp	60-151	Conventional base calls	pass	pass	warn	2997893.0	pass	pass	pass	46.0	96.9320277584	PD_157S_1_bbduk_filt.fastq.gz	fail	pass
PD_157S_2_bbduk_filt	pass	0.0	pass	144.141734211	Sanger / Illumina 1.9	pass	434.5 Mbp	60-151	Conventional base calls	pass	pass	warn	2997893.0	pass	pass	warn	46.0	96.7279248182	PD_157S_2_bbduk_filt.fastq.gz	fail	pass
PD_158P_1_bbduk_filt	pass	0.0	pass	145.467697159	Sanger / Illumina 1.9	pass	578.1 Mbp	60-151	Conventional base calls	pass	warn	warn	3951510.0	pass	pass	pass	45.0	96.6283189583	PD_158P_1_bbduk_filt.fastq.gz	fail	pass
PD_158P_2_bbduk_filt	pass	0.0	pass	144.839494775	Sanger / Illumina 1.9	pass	575.5 Mbp	60-151	Conventional base calls	pass	warn	warn	3951510.0	pass	pass	warn	45.0	96.4551661764	PD_158P_2_bbduk_filt.fastq.gz	fail	pass
PD_159S_1_bbduk_filt	pass	0.0	pass	145.429679379	Sanger / Illumina 1.9	pass	565.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3868403.0	pass	pass	pass	46.0	96.7265570259	PD_159S_1_bbduk_filt.fastq.gz	fail	pass
PD_159S_2_bbduk_filt	pass	0.0	pass	144.774552186	Sanger / Illumina 1.9	pass	563.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3868403.0	pass	pass	warn	46.0	96.5468656245	PD_159S_2_bbduk_filt.fastq.gz	fail	pass
PD_15P_1_bbduk_filt	pass	0.0	pass	144.701388215	Sanger / Illumina 1.9	pass	301.5 Mbp	60-151	Conventional base calls	pass	pass	warn	2072085.0	pass	pass	warn	47.0	97.3314838039	PD_15P_1_bbduk_filt.fastq.gz	fail	pass
PD_15P_2_bbduk_filt	pass	0.0	pass	144.036684789	Sanger / Illumina 1.9	pass	300.1 Mbp	60-151	Conventional base calls	pass	pass	warn	2072085.0	pass	pass	warn	47.0	97.1160753408	PD_15P_2_bbduk_filt.fastq.gz	fail	pass
