	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_1_bbduk_filt	1101.0	980.0	966.0	1267.0	1091.0	993.0	1076.0	1460.0	2888.0	3198.0	2673.0	1371.0	2976.0	3330.0	1567.0	1564.0	9672.0	4715.0	1397.0	1470.0	1707.0	9508.0	1568.0	3459.0	1787.0	3078.0	3615.0	5119.0	5631.0	4689.0	8340.0	3842.0	8970.0	20149.0	29887.0	32450.0	34043.0	32645.0	34504.0	41080.0	42959.0	43374.0	72433.0	89071.0	81979.0	1953249.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_2_bbduk_filt	1605.0	1621.0	3280.0	1605.0	1604.0	1841.0	2067.0	1990.0	3965.0	5373.0	8356.0	4163.0	2131.0	3483.0	2400.0	9782.0	9048.0	2368.0	2437.0	4393.0	4073.0	3611.0	6237.0	2727.0	10598.0	3994.0	2627.0	5785.0	3084.0	3561.0	11388.0	5469.0	7160.0	20467.0	28676.0	30976.0	34628.0	35868.0	38559.0	42683.0	46706.0	47014.0	81529.0	107232.0	115467.0	1841260.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_1_bbduk_filt	1333.0	1220.0	1231.0	1597.0	1362.0	1296.0	1621.0	1674.0	3395.0	3644.0	3417.0	1692.0	3309.0	3806.0	1815.0	1971.0	11081.0	5905.0	1866.0	1884.0	2094.0	10405.0	1996.0	4210.0	2323.0	3807.0	4286.0	6032.0	7235.0	5741.0	11217.0	6243.0	14839.0	39673.0	57958.0	61495.0	61710.0	59710.0	60513.0	65847.0	66770.0	66997.0	93350.0	107473.0	100601.0	1967597.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_2_bbduk_filt	1246.0	1292.0	2985.0	1279.0	1394.0	1535.0	1790.0	1770.0	4163.0	5964.0	9137.0	4400.0	2032.0	3783.0	2357.0	10956.0	10530.0	2274.0	2510.0	4753.0	4382.0	4031.0	6542.0	2971.0	12295.0	4348.0	3035.0	6289.0	3547.0	4128.0	13538.0	7557.0	12143.0	39472.0	55994.0	58864.0	61265.0	61993.0	63812.0	65695.0	68352.0	66649.0	97537.0	121224.0	119759.0	1903669.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_105P_1_bbduk_filt	855.0	817.0	692.0	1065.0	839.0	915.0	1122.0	1158.0	2435.0	2678.0	2368.0	1107.0	2045.0	2443.0	1176.0	1239.0	6847.0	3817.0	1154.0	1280.0	1311.0	6580.0	1254.0	2729.0	1389.0	2279.0	2753.0	3777.0	4410.0	3507.0	6824.0	3872.0	9431.0	26594.0	38686.0	40848.0	40938.0	39338.0	40307.0	43299.0	43331.0	43180.0	59727.0	69660.0	65456.0	1337579.0
