Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_100P_1_bbduk_filt	3.17410487418	49.0	145.834870364	2614891.0	18.1818181818
PD_100P_2_bbduk_filt	3.3672350461	49.0	144.822025851	2614891.0	18.1818181818
PD_104P_1_bbduk_filt	2.60212499801	46.0	144.54629757	2945241.0	9.09090909091
PD_104P_2_bbduk_filt	2.75803073739	46.0	143.956483018	2945241.0	9.09090909091
PD_105P_1_bbduk_filt	5.01411294065	53.0	144.693665318	1975111.0	18.1818181818
PD_105P_2_bbduk_filt	5.14800302032	53.0	144.148425076	1975111.0	18.1818181818
PD_107P_1_bbduk_filt	97.0178400443	91.0	105.456256614	79372.0	54.5454545455
PD_107P_2_bbduk_filt	99.3650153707	99.0	134.451796603	79372.0	54.5454545455
PD_108S_1_bbduk_filt	2.84700167411	47.0	145.189632416	3688304.0	9.09090909091
PD_108S_2_bbduk_filt	3.02459112156	47.0	144.523485049	3688304.0	9.09090909091
PD_109S_1_bbduk_filt	3.12976253759	46.0	145.329013	3308541.0	9.09090909091
PD_109S_2_bbduk_filt	3.28416392225	46.0	144.515380647	3308541.0	9.09090909091
PD_10P_1_bbduk_filt	4.61038521671	51.0	143.941691496	1637840.0	27.2727272727
PD_10P_2_bbduk_filt	4.81282631975	51.0	143.728660919	1637840.0	27.2727272727
PD_110S_1_bbduk_filt	3.12771222157	46.0	144.910736553	2565451.0	9.09090909091
PD_110S_2_bbduk_filt	3.33948347692	46.0	144.140317628	2565451.0	9.09090909091
PD_111P_1_bbduk_filt	3.18361940672	49.0	144.993681032	2780359.0	9.09090909091
PD_111P_2_bbduk_filt	3.33532938008	49.0	144.396566055	2780359.0	9.09090909091
PD_112S_1_bbduk_filt	86.3936889557	85.0	99.3545304282	66550.0	54.5454545455
PD_112S_2_bbduk_filt	89.8617580766	93.0	136.08486852	66550.0	54.5454545455
PD_113P_1_bbduk_filt	5.44825400472	51.0	145.512167129	3762227.0	18.1818181818
PD_113P_2_bbduk_filt	5.50272184459	51.0	144.743187479	3762227.0	18.1818181818
PD_114P_1_bbduk_filt	3.44372049965	47.0	144.487363977	1957301.0	9.09090909091
PD_114P_2_bbduk_filt	3.64932626064	47.0	143.833399155	1957301.0	9.09090909091
PD_115S_1_bbduk_filt	4.02735370682	47.0	145.670410316	2912488.0	9.09090909091
PD_115S_2_bbduk_filt	4.10676228035	47.0	144.959265068	2912488.0	9.09090909091
PD_116P_1_bbduk_filt	2.4804842441	46.0	145.044168563	3836507.0	9.09090909091
PD_116P_2_bbduk_filt	2.71050231633	46.0	144.47476259	3836507.0	9.09090909091
PD_117_1_bbduk_filt	3.16279331172	46.0	145.365904776	2969718.0	9.09090909091
PD_117_2_bbduk_filt	3.25701505119	46.0	144.656518902	2969718.0	9.09090909091
PD_118_1_bbduk_filt	2.92326363699	47.0	145.958165829	3104400.0	9.09090909091
PD_118_2_bbduk_filt	2.94618258451	47.0	144.915895503	3104400.0	9.09090909091
PD_119P_1_bbduk_filt	2.58579057049	48.0	144.675396878	2490814.0	9.09090909091
PD_119P_2_bbduk_filt	2.74875001021	48.0	143.858584382	2490814.0	9.09090909091
PD_11P_1_bbduk_filt	3.2292104244	48.0	144.907132457	2539854.0	9.09090909091
PD_11P_2_bbduk_filt	3.36184008892	48.0	144.022543816	2539854.0	9.09090909091
PD_120S_1_bbduk_filt	2.79690246996	48.0	144.793054147	2049338.0	9.09090909091
PD_120S_2_bbduk_filt	2.91269009237	48.0	143.855182503	2049338.0	9.09090909091
PD_121S_1_bbduk_filt	3.03947338301	50.0	145.324400558	4098017.0	9.09090909091
PD_121S_2_bbduk_filt	3.15554057595	50.0	144.574466626	4098017.0	9.09090909091
PD_122S_1_bbduk_filt	2.51052733371	49.0	144.747985168	2858054.0	9.09090909091
PD_122S_2_bbduk_filt	2.66938511241	49.0	144.242561547	2858054.0	9.09090909091
PD_123P_1_bbduk_filt	4.37001287466	46.0	145.24189567	3728223.0	9.09090909091
PD_123P_2_bbduk_filt	4.59020723432	46.0	144.423581422	3728223.0	9.09090909091
PD_126P_1_bbduk_filt	2.79968979752	50.0	144.752908142	3279327.0	9.09090909091
PD_126P_2_bbduk_filt	2.96785514904	50.0	143.933085661	3279327.0	9.09090909091
PD_127S_1_bbduk_filt	2.341442259	49.0	145.411720651	3938945.0	9.09090909091
PD_127S_2_bbduk_filt	2.49186344486	49.0	144.701695505	3938945.0	9.09090909091
PD_128S_1_bbduk_filt	2.72584435095	46.0	145.216324346	3314583.0	9.09090909091
PD_128S_2_bbduk_filt	2.82688112697	46.0	144.365107768	3314583.0	9.09090909091
PD_129P_1_bbduk_filt	4.54401043199	53.0	144.514407449	1763081.0	18.1818181818
PD_129P_2_bbduk_filt	4.82321487695	54.0	143.705512112	1763081.0	27.2727272727
PD_12P_1_bbduk_filt	3.15790961746	48.0	144.308360816	1830252.0	9.09090909091
PD_12P_2_bbduk_filt	3.41376210045	49.0	143.967200145	1830252.0	18.1818181818
PD_130S_1_bbduk_filt	3.06410502815	45.0	145.659015418	2728792.0	9.09090909091
PD_130S_2_bbduk_filt	3.15443480255	45.0	144.752200974	2728792.0	9.09090909091
PD_131P_1_bbduk_filt	5.67343906758	46.0	144.637577956	2363987.0	9.09090909091
PD_131P_2_bbduk_filt	5.85112595489	46.0	143.900974921	2363987.0	9.09090909091
PD_134S_1_bbduk_filt	3.38067914838	45.0	145.238605109	4204055.0	9.09090909091
PD_134S_2_bbduk_filt	3.5841605209	45.0	144.33425871	4204055.0	9.09090909091
PD_137P_1_bbduk_filt	2.33023854716	45.0	145.441738879	3517071.0	9.09090909091
PD_137P_2_bbduk_filt	2.5041851285	45.0	144.716439333	3517071.0	9.09090909091
PD_138S_1_bbduk_filt	3.59447461825	44.0	145.149387853	2001970.0	9.09090909091
PD_138S_2_bbduk_filt	3.67392430137	44.0	144.510127524	2001970.0	9.09090909091
PD_13P_1_bbduk_filt	4.19263292325	47.0	144.956453187	2591487.0	9.09090909091
PD_13P_2_bbduk_filt	4.35131033011	48.0	144.190130994	2591487.0	9.09090909091
PD_140S_1_bbduk_filt	2.93996496435	47.0	145.308219594	4675316.0	9.09090909091
PD_140S_2_bbduk_filt	3.10154428215	47.0	144.666961976	4675316.0	9.09090909091
PD_141P_1_bbduk_filt	6.35145772643	45.0	145.509355967	4509689.0	9.09090909091
PD_141P_2_bbduk_filt	6.51569582073	46.0	144.81190122	4509689.0	9.09090909091
PD_142S_1_bbduk_filt	4.4119487319	44.0	146.049088098	3332376.0	9.09090909091
PD_142S_2_bbduk_filt	4.58506987114	44.0	145.18791817	3332376.0	9.09090909091
PD_145P_1_bbduk_filt	2.44491222861	47.0	145.361070268	4545179.0	9.09090909091
PD_145P_2_bbduk_filt	2.56524079197	47.0	144.525963444	4545179.0	9.09090909091
PD_146S_1_bbduk_filt	2.60895136743	47.0	145.506915685	2866889.0	9.09090909091
PD_146S_2_bbduk_filt	2.72301945963	47.0	144.680799989	2866889.0	9.09090909091
PD_147_1_bbduk_filt	2.81639510325	46.0	145.710665781	3661157.0	9.09090909091
PD_147_2_bbduk_filt	2.9131722236	46.0	144.907578124	3661157.0	9.09090909091
PD_148P_1_bbduk_filt	3.19466652231	47.0	145.612501914	4067953.0	9.09090909091
PD_148P_2_bbduk_filt	3.23954474164	47.0	144.459272268	4067953.0	9.09090909091
PD_149S_1_bbduk_filt	2.67535063507	49.0	145.775978099	2957318.0	9.09090909091
PD_149S_2_bbduk_filt	2.74244375852	49.0	144.78126938	2957318.0	9.09090909091
PD_14P_1_bbduk_filt	2.95487800622	47.0	144.264486288	1862796.0	9.09090909091
PD_14P_2_bbduk_filt	3.2225694946	47.0	143.975632329	1862796.0	9.09090909091
PD_150P_1_bbduk_filt	3.27163849782	45.0	145.198680558	2857572.0	9.09090909091
PD_150P_2_bbduk_filt	3.38587147999	45.0	144.436600023	2857572.0	9.09090909091
PD_151S_1_bbduk_filt	2.80015038106	46.0	145.177132446	2673045.0	9.09090909091
PD_151S_2_bbduk_filt	2.93038934556	46.0	144.489494191	2673045.0	9.09090909091
PD_152P_1_bbduk_filt	2.58932167008	48.0	145.843768414	2903779.0	9.09090909091
PD_152P_2_bbduk_filt	2.73802556084	49.0	144.721461241	2903779.0	9.09090909091
