#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	PD_100P	PD_104P	PD_105P	PD_107P	PD_108S	PD_109S	PD_10P	PD_110S	PD_111P	PD_112S	PD_113P	PD_114P	PD_115S	PD_116P	PD_117	PD_118	PD_119P	PD_11P	PD_120S	PD_121S	PD_122S	PD_123P	PD_126P	PD_127S	PD_128S	PD_129P	PD_12P	PD_130S	PD_131P	PD_134S	PD_137P	PD_138S	PD_13P	PD_140S	PD_141P	PD_142S	PD_145P	PD_146S	PD_147	PD_148P	PD_149S	PD_14P	PD_150P	PD_151S	PD_152P	PD_153S	PD_156P	PD_157S	PD_158P	PD_159S	PD_15P	PD_160P	PD_161S	PD_162P	PD_163S	PD_164P	PD_165S	PD_166	PD_167P	PD_169P	PD_16P	PD_170S	PD_171P	PD_172S	PD_173P	PD_174S	PD_175P	PD_176S	PD_177P	PD_178S	PD_179P	PD_180S	PD_181P	PD_182S	PD_183P	PD_184S	PD_188S	PD_189P	PD_190S	PD_191P	PD_192S	PD_193P	PD_194S	PD_195	PD_196	PD_197	PD_198	PD_199P	PD_1P	PD_200S	PD_203	PD_204	PD_205P	PD_206S	PD_207P	PD_208S	PD_209P	PD_210S	PD_211P	PD_212S	PD_213S	PD_214S	PD_215S	PD_216S	PD_217P	PD_218S	PD_221P	PD_222S	PD_223P	PD_224S	PD_225P	PD_226S	PD_227P	PD_228S	PD_229P	PD_230S	PD_231P	PD_232S	PD_25P	PD_26P	PD_27P	PD_28P	PD_29P	PD_2P	PD_30P	PD_31P	PD_32P	PD_33P	PD_34P	PD_35P	PD_36P	PD_38P	PD_39P	PD_3P	PD_40P	PD_41P	PD_42P	PD_43P	PD_44P	PD_45P	PD_46P	PD_47P	PD_48P	PD_4P	PD_50P	PD_51P	PD_52P	PD_53P	PD_54P	PD_55P	PD_56P	PD_57P	PD_58P	PD_59P	PD_5P	PD_60P	PD_63P	PD_64P	PD_65P	PD_66P	PD_6P	PD_70P	PD_73P	PD_74P	PD_75P	PD_76P	PD_77P	PD_78P	PD_79S	PD_7P	PD_81P	PD_82P	PD_83P	PD_84P	PD_8P	PD_9P
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__UMGS1766 sp900554855	0.0	0.0	0.0	0.0	0.0	0.072017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14447	0.0	0.0	0.119419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061624	0.0	0.0	0.0	0.0	0.0	0.251791	0.0	0.0	0.0	0.0	0.0	0.08201	0.089253	0.0	0.0	0.241682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15156	0.0	0.0	0.0	0.0	0.012238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.009944	0.0	0.0	0.056776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138919	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia sp900553655	0.0	0.0	0.0	0.0	0.0	0.071456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018948	0.026991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.110332	0.0	0.0	0.0	0.0	0.16179	0.0	0.0	0.0	0.0	0.0	0.0	0.254642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas fastidiosa	0.0	0.0	0.0	0.0	0.0	0.059961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.371379	0.0	0.0	0.0	0.0	0.004304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116391	0.035796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella sp900552195	0.0	0.0	0.0	0.0	0.0	0.035235	0.0	0.599113	0.0	0.0	0.175445	0.0	0.0	0.034591	0.02434	0.0	0.0	0.0	0.0	0.023467	0.0	0.0	0.0	0.0	0.0	0.0	0.07695	0.0	0.205261	0.013852	0.0	0.0	1.149398	0.0	0.016565	0.0	0.017487	0.443647	0.286471	0.0	0.0	0.0	0.886776	0.046536	0.01239	0.0	0.0	0.443828	0.022379	0.0	0.0	0.021489	0.0	0.0	0.0	0.092344	0.0	0.0	0.010632	0.060748	0.0	0.15808	0.24069	0.02518	0.0	0.35927	0.510549	0.259155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09893	0.0	0.0	0.0	0.0	0.0	0.0	0.051318	0.398161	0.0	0.0	0.0	0.0	0.0	0.05027	0.0	0.0	0.0	0.036815	0.252179	0.0	0.75293	0.0	0.0	0.698102	0.0	0.352113	0.0	0.0	0.0	0.109399	0.070452	0.039759	0.664381	0.100482	0.0	0.335084	0.28505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01458	0.38161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02911	0.0	0.0	0.221323	0.02143	0.0	0.0	0.112404	0.0	0.104934	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp900761225	0.0	0.0	0.0	0.0	0.0	0.033922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	0.0	0.0	0.0	0.0	0.0	0.033443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002005	0.0	0.13214	0.169285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92122	0.0	0.699606	0.0	0.0	0.0	0.0	0.0	0.0	0.024216	0.05725	0.0	0.0	1.016851	0.0	0.0	0.0	0.0	0.50356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15518	0.0	0.197292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087721	0.059959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04406	0.013174	0.0	0.0	0.0	0.0	0.05552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QALW01;g__JAHAAN01;s__	0.0	0.0	0.0	0.0	0.0	0.031485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	0.0	0.0	0.0	0.0	0.0	0.020827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011268	0.0	0.0	0.0	0.0	0.0	0.098409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.482782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16632	0.0	0.454276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.014087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64087	0.0	0.0	0.0	0.285102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingibacterium;s__Flemingibacterium sp900546315	0.0	0.0	0.0	0.0	0.0	0.018232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009597	0.0	0.102005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.090893	0.0	0.06191	0.0	0.05474	0.071261	0.0	0.0	0.0	0.58702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.009541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp018223365	0.0	0.0	0.0	0.0	0.0	0.010957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.684986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051632	0.0	0.0	0.0	0.0	0.0	0.0	0.020617	0.0	0.0	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.022011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03177	0.00967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGTTR01;s__JAGTTR01 sp018223385	0.0	0.0	0.0	0.0	0.0	0.005029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14121	0.0	0.120851	0.0	0.0	0.0	0.042998	0.0	0.0	0.0	0.0	0.006835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004342	0.0	0.007939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022655	0.0	0.0	0.0	0.0	0.019745	0.0	0.02387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011266	0.020505	0.0	0.0	0.0	0.0	0.0	0.023278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02211	0.0	0.0	0.0	0.0	0.0	0.016276	0.0	0.02398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota	0.0	0.0	0.0	0.0	0.0	0.0	0.13184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1106409999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016113	0.0	0.0	0.0	0.0	0.078679	0.0	0.0	0.0	0.0	0.02699	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1307	0.001298	0.12582	0.0	0.0	0.4115	0.001393	0.09324	0.0	6.451015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104328	0.21591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01218	0.0	0.0	0.603213	0.0	0.0	0.0	0.0	0.02733	0.0	0.0	0.0	0.0	0.0	0.0	0.93993	0.0	0.061362	0.0	0.0	0.01556	0.0	0.0	0.02685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02412	0.0	0.0
d__Bacteria;p__Bacillota_G	0.0	0.0	0.0	0.0	0.0	0.0	0.06733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013583	0.009876	0.0	0.013868	0.0	0.043522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030561	0.0	0.01073	0.0	0.0	0.098002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.002708	0.0	0.0	0.0	0.0	0.006418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.007745	0.0	0.032036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.014514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064283	0.0	0.0	0.0	0.01657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01889	0.0	0.0
d__Bacteria;p__Synergistota;c__Synergistia	0.0	0.0	0.0	0.0	0.0	0.0	0.13184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1106409999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016113	0.0	0.0	0.0	0.0	0.078679	0.0	0.0	0.0	0.0	0.02699	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1307	0.001298	0.12582	0.0	0.0	0.4115	0.001393	0.09324	0.0	6.451015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104328	0.21591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01218	0.0	0.0	0.603213	0.0	0.0	0.0	0.0	0.02733	0.0	0.0	0.0	0.0	0.0	0.0	0.93993	0.0	0.061362	0.0	0.0	0.01556	0.0	0.0	0.02685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02412	0.0	0.0
d__Bacteria;p__Bacillota_B;c__Dehalobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.08675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141389	0.024051	0.166525	0.242193	0.075824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016578	0.0	0.020874	0.0	0.0	0.0	0.171118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01154	0.0	0.0	0.0	0.0	0.041521	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1753799999999999	0.0	0.027198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.225212	0.0	0.0	0.0	0.0	0.0	0.02428	0.0	0.0	0.0	0.100728	0.0	0.0	0.30611	0.0	0.0	0.0	0.0	0.54587	0.0	0.0	0.0	0.0	0.076421	0.0	0.0	0.05191	0.0	0.078321	0.0	0.0	0.0	0.0	0.00561	0.0	0.0
d__Bacteria;p__Bacillota_G;c__DTU025	0.0	0.0	0.0	0.0	0.0	0.0	0.06733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013583	0.009876	0.0	0.013868	0.0	0.043522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030561	0.0	0.01073	0.0	0.0	0.098002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.002708	0.0	0.0	0.0	0.0	0.006418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.007745	0.0	0.032036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.014514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064283	0.0	0.0	0.0	0.01657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01889	0.0	0.0
