#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_146S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_146S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_146S_bmtagged__merged.fastq
#7733826 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 7328839
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	5.236567	-	404987
k__Bacteria	2	93.140078	1.9334544336067365	7260848
k__Archaea	2157	1.623355	0.03369851632614126	67991
k__Bacteria|p__Firmicutes	2|1239	72.272056	1.5002642349322504	5181012
k__Bacteria|p__Bacteroidota	2|976	17.030786	0.3535346834850345	1765405
k__Bacteria|p__Verrucomicrobiota	2|74201	2.276265	0.047252005011543904	134583
k__Archaea|p__Methanobacteriota	2157|28890	1.623355	0.03369851632614126	67991
k__Bacteria|p__Actinomycetota	2|201174	0.666748	0.013840740955932391	60198
k__Bacteria|p__Pseudomonadota	2|1224	0.618644	0.012842153581862723	48951
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.232388	0.004824035885987281	53051
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.03937	0.0008172609577191371	9421
k__Bacteria|p__Bacteria_unclassified	2|	0.003821	7.931879640631137e-05	8227
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	60.239817	1.2504921997009495	4293244
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	16.889378	0.3505992667001786	1750791
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	2.276265	0.047252005011543904	134583
k__Bacteria|p__Firmicutes|c__CFGB1328	2|1239|	1.750991	0.036348055407390806	81077
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	1.74132	0.03614730615567587	118213
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	1.682584	0.034928038349555136	76503
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	1.623355	0.03369851632614126	67991
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	1.230788	0.025549390360325542	70157
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	1.15863	0.024051490424201214	79135
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.943214	0.019579761348197985	51862
k__Bacteria|p__Firmicutes|c__CFGB94532	2|1239|	0.553716	0.01149435368343148	45985
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.469737	0.009751061472876597	48076
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	0.447929	0.009298358461225018	18125
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.422838	0.008777511892461926	36350
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.320456	0.006652212067687237	18224
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.288421	0.005987212022168298	26642
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.235442	0.0048874337687501756	8219
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.232388	0.004824035885987281	53051
k__Bacteria|p__Firmicutes|c__CFGB9345	2|1239|	0.20847	0.004327540187563569	13187
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	0.197012	0.004089679483055794	12122
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	0.195806	0.004064641689400797	12601
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.170277	0.0035346997945660433	36779
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.160921	0.003340489483764289	11936
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.141407	0.0029354167848558753	14614
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.139655	0.0028990463732103382	16587
k__Bacteria|p__Firmicutes|c__CFGB2915	2|1239|	0.126581	0.0026276386174160504	15928
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.116705	0.0024226261638754815	13278
k__Bacteria|p__Firmicutes|c__CFGB2920	2|1239|	0.096469	0.0020025638966876176	7752
k__Bacteria|p__Firmicutes|c__CFGB9272	2|1239|	0.093481	0.001940540745639712	13428
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.092863	0.0019277013136458267	12915
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	0.069638	0.0014455925873012546	7528
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.0688	0.0014281878862812019	11732
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.03937	0.0008172609577191371	9421
k__Bacteria|p__Firmicutes|c__CFGB10309	2|1239|	0.039119	0.0008120577004567833	4415
k__Bacteria|p__Firmicutes|c__CFGB73178	2|1239|	0.033585	0.0006971713485941822	5253
k__Bacteria|p__Firmicutes|c__CFGB94730	2|1239|	0.032588	0.0006764791634634986	6940
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.029903	0.0006207500722371014	9218
k__Bacteria|p__Firmicutes|c__CFGB2893	2|1239|	0.029198	0.0006060988987546678	4876
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.027994	0.000581119348302558	11380
k__Bacteria|p__Firmicutes|c__CFGB88346	2|1239|	0.026827	0.0005568845813674181	9789
k__Bacteria|p__Firmicutes|c__CFGB92044	2|1239|	0.025541	0.0005301865217581517	11572
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.018056	0.0003748086349426613	7928
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.016711	0.0003468871747287243	9164
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.016351	0.00033943234400945577	5658
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.011481	0.00023831951076208873	11300
k__Bacteria|p__Firmicutes|c__CFGB8179	2|1239|	0.008989	0.0001865896361136095	4062
k__Bacteria|p__Firmicutes|c__CFGB2917	2|1239|	0.007234	0.00015017005128915113	8414
k__Bacteria|p__Firmicutes|c__CFGB94810	2|1239|	0.006146	0.00012757803211537873	8293
