#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_163S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_163S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_163S_bmtagged__merged.fastq
#9948195 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 9278843
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	6.728376	-	669352
k__Bacteria	2	93.271624	2.6419480709732492	9278843
k__Bacteria|p__Firmicutes	2|1239	67.177879	1.902834543661354	6464973
k__Bacteria|p__Bacteroidota	2|976	18.224941	0.5162271833894276	2101013
k__Bacteria|p__Verrucomicrobiota	2|74201	3.612329	0.10232034711257433	283888
k__Bacteria|p__Pseudomonadota	2|1224	2.812917	0.07967675094143256	263410
k__Bacteria|p__Actinomycetota	2|201174	1.062173	0.030086377506985257	110833
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.237361	0.006723313034270963	20476
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.129593	0.0036707608550725196	25115
k__Bacteria|p__Bacteria_unclassified	2|	0.014432	0.0004087944721317232	9135
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	61.235132	1.734504382501728	5926933
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	18.224941	0.5162271833894276	2101013
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	3.612329	0.10232034711257433	283888
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	2.02601	0.05738736467320873	113392
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.716739	0.048627174986423466	107692
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	1.25627	0.03558424175247991	78307
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.741035	0.020990043113280617	47680
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.676143	0.01915195952480812	95415
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.647525	0.01834134103157619	136144
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.635505	0.01800088832939379	78271
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.535257	0.015161317385465866	40105
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.418804	0.01186275003828194	72028
k__Bacteria|p__Firmicutes|c__CFGB88649	2|1239|	0.266521	0.007549296056658658	28605
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106	2|1798710|	0.237361	0.006723313034270963	20476
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.237192	0.006718548530687619	17240
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.189475	0.005366940646903846	15322
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.139382	0.003948045236647642	13874
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.129593	0.0036707608550725196	25115
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.112534	0.0031875703656273225	16642
k__Bacteria|p__Firmicutes|c__CFGB4529	2|1239|	0.074823	0.0021193755865857567	15883
k__Bacteria|p__Firmicutes|c__CFGB94833	2|1239|	0.058468	0.0016561240877924063	5789
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.035761	0.001012932058425829	10214
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.033131	0.0009384599032229503	11257
k__Bacteria|p__Firmicutes|c__CFGB79330	2|1239|	0.017261	0.0004889163005733612	8423
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.014432	0.0004087944721317232	9135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	34.30192	0.9716126808475722	3639385
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	26.917405	0.762443966796377	2277477
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	18.224941	0.5162271833894276	2101013
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	2|74201|203494|48461	3.612329	0.10232034711257433	283888
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404	2|1224||	2.02601	0.05738736467320873	113392
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	1.716739	0.048627174986423466	107692
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	1.25627	0.03558424175247991	78307
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.741035	0.020990043113280617	47680
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.676143	0.01915195952480812	95415
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.647525	0.01834134103157619	136144
