#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_66P_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_66P_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_66P_bmtagged__merged.fastq
#5109607 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 4538769
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	11.171857	-	570838
k__Bacteria	2	88.828143	1.2586927961222951	4538769
k__Bacteria|p__Firmicutes	2|1239	79.501539	1.1265350346386207	3993664
k__Bacteria|p__Actinomycetota	2|201174	6.197437	0.08781754220532528	242760
k__Bacteria|p__Bacteroidota	2|976	3.075285	0.04357672462455022	290339
k__Bacteria|p__Verrucomicrobiota	2|74201	0.053881	0.0007634946537988972	12006
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	74.97826	1.062440272090963	3768052
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	4.806828	0.06811264718708081	192189
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	3.075285	0.04357672462455022	290339
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.724959	0.02444262833168533	51846
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	1.390609	0.019704895018244482	50571
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.092068	0.015474580480962624	49331
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.523098	0.007412285163599021	22687
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.507504	0.007191325593409162	25599
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.326582	0.004627659581796575	19335
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.188024	0.002664293994681374	7387
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.055307	0.0007837013274730317	5776
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	0.053881	0.0007634946537988972	12006
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.050764	0.0007193253235953227	9114
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.026644	0.0003775413529778367	12214
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.014244	0.0002018410960931936	8171
k__Bacteria|p__Firmicutes|c__CFGB1374	2|1239|	0.013259	0.00018787833826996864	10628
k__Bacteria|p__Firmicutes|c__CFGB3034	2|1239|	0.000826	1.170196311423401e-05	3524
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	49.980687	0.708225211399262	2654637
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	24.732761	0.3504626736575066	1079832
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	3.081057	0.04365851497627308	99825
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	3.075285	0.04357672462455022	290339
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	1.725771	0.024454132210807732	92364
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.633134	0.023141476736025617	43573
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	1.390609	0.019704895018244482	50571
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.092068	0.015474580480962624	49331
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486	2|1239||	0.523098	0.007412285163599021	22687
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.507504	0.007191325593409162	25599
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.326582	0.004627659581796575	19335
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.223355	0.0031649380199248417	26826
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473	2|1239||	0.188024	0.002664293994681374	7387
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.091825	0.0013011515956597136	8273
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315	2|1239||	0.055307	0.0007837013274730317	5776
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	2|74201|203494|48461	0.053881	0.0007634946537988972	12006
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.050764	0.0007193253235953227	9114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales	2|1239|186801|3082768	0.041457	0.0005874490142695135	6757
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.026644	0.0003775413529778367	12214
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291	2|1239||	0.014244	0.0002018410960931936	8171
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374	2|1239||	0.013259	0.00018787833826996864	10628
