#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_Extr_pos_plate3_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_Extr_pos_plate3_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_Extr_pos_plate3_bmtagged__merged.fastq
#10195493 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 9974962
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	2.163024	-	220531
k__Bacteria	2	97.442006	2.278251609308141	9831561
k__Eukaryota	2759	0.39497	0.00923462298328885	143401
k__Bacteria|p__Pseudomonadota	2|1224	51.454771	1.2030429139539045	6403169
k__Bacteria|p__Firmicutes	2|1239	45.987235	1.0752086953542366	3428392
k__Eukaryota|p__Ascomycota	2759|4890	0.39497	0.00923462298328885	143401
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	51.454771	1.2030429139539045	6403169
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	45.987235	1.0752086953542366	3428392
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	2759|4890|4891	0.39497	0.00923462298328885	143401
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	38.178083	0.8926261241857649	4343099
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	24.797961	0.5797909713773921	2112232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	21.189274	0.49541772397684447	1316160
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	13.276688	0.3104167897681396	2060070
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	2759|4890|4891|4892	0.39497	0.00923462298328885	143401
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	38.178083	0.8926261241857649	4343099
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	13.276688	0.3104167897681396	2060070
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	11.687981	0.27327188343967296	789063
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2|1239|91061|1385|186817	11.458777	0.2679129795488941	1159280
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	9.501293	0.2221458405371715	527097
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	2|1239|91061|1385|90964	8.186268	0.19139977961133864	551698
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	2|1239|91061|1385|186820	5.152916	0.12047821221715943	401254
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	2759|4890|4891|4892|4893	0.39497	0.00923462298328885	143401
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	19.55657	0.4572441376394022	2173218
