#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_195_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_195_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_195_bmtagged__merged.fastq
#10178421 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 9679471
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	4.902037	-	498950
k__Bacteria	2	80.799183	2.602599826283308	8853849
k__Archaea	2157	14.29878	0.46057399483885625	825622
k__Bacteria|p__Firmicutes	2|1239	44.157177	1.4223344552849593	4772589
k__Bacteria|p__Bacteroidota	2|976	16.063055	0.5174025702453803	1921316
k__Archaea|p__Methanobacteriota	2157|28890	14.294706	0.4604427842982456	818450
k__Bacteria|p__Verrucomicrobiota	2|74201	10.856071	0.3496818649595668	1081643
k__Bacteria|p__Actinomycetota	2|201174	5.538743	0.17840688396235613	459053
k__Bacteria|p__Pseudomonadota	2|1224	2.378209	0.07660381019345266	401953
k__Bacteria|p__Synergistota	2|508458	1.140249	0.03672824097813432	117998
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.374851	0.012074216304110699	69405
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.290828	0.00936778435534784	29892
k__Archaea|p__Thermoplasmatota	2157|2283796	0.004074	0.00013121054061067576	7172
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	18.190289	0.5859222977617418	2440981
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	16.063055	0.5174025702453803	1921316
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	14.294706	0.4604427842982456	818450
