Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_120S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	569.4 Mbp	151.0	Conventional base calls	pass	warn	pass	3770955.0	pass	warn	fail	52.0	92.479936854	PD_120S_2.fastq.gz	fail	pass
PD_121S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	978 Mbp	151.0	Conventional base calls	pass	warn	pass	6477243.0	pass	warn	fail	52.0	92.828182378	PD_121S_1.fastq.gz	fail	pass
PD_121S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	978 Mbp	151.0	Conventional base calls	pass	warn	pass	6477243.0	pass	warn	fail	53.0	92.5424960306	PD_121S_2.fastq.gz	fail	pass
PD_122S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	751 Mbp	151.0	Conventional base calls	pass	pass	pass	4974129.0	pass	warn	fail	51.0	95.3243963377	PD_122S_1.fastq.gz	fail	pass
PD_122S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	751 Mbp	151.0	Conventional base calls	pass	pass	pass	4974129.0	pass	warn	fail	51.0	95.1484204027	PD_122S_2.fastq.gz	fail	pass
PD_123P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	878.8 Mbp	151.0	Conventional base calls	pass	warn	pass	5820044.0	pass	warn	fail	48.0	91.8371397431	PD_123P_1.fastq.gz	fail	pass
PD_123P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	878.8 Mbp	151.0	Conventional base calls	pass	warn	pass	5820044.0	pass	warn	fail	49.0	91.4485893023	PD_123P_2.fastq.gz	fail	pass
PD_126P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	894.3 Mbp	151.0	Conventional base calls	pass	fail	pass	5922689.0	pass	fail	fail	54.0	93.6675853917	PD_126P_1.fastq.gz	fail	pass
PD_126P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	894.3 Mbp	151.0	Conventional base calls	pass	fail	pass	5922689.0	pass	warn	fail	53.0	93.3799089333	PD_126P_2.fastq.gz	fail	pass
PD_127S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	911 Mbp	151.0	Conventional base calls	pass	pass	pass	6033221.0	pass	warn	fail	51.0	94.7839702131	PD_127S_1.fastq.gz	fail	pass
PD_127S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	911 Mbp	151.0	Conventional base calls	pass	warn	pass	6033221.0	pass	warn	fail	51.0	94.4982362656	PD_127S_2.fastq.gz	fail	pass
PD_128S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	847.2 Mbp	151.0	Conventional base calls	pass	warn	pass	5611234.0	pass	warn	fail	49.0	92.2058391481	PD_128S_1.fastq.gz	fail	pass
PD_128S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	847.2 Mbp	151.0	Conventional base calls	pass	warn	pass	5611234.0	pass	warn	fail	50.0	91.9673755834	PD_128S_2.fastq.gz	fail	pass
PD_129P_1	fail	0.0	warn	151.0	Sanger / Illumina 1.9	pass	688.6 Mbp	151.0	Conventional base calls	pass	fail	pass	4560309.0	pass	fail	fail	63.0	68.5240790352	PD_129P_1.fastq.gz	fail	pass
PD_129P_2	fail	0.0	warn	151.0	Sanger / Illumina 1.9	pass	688.6 Mbp	151.0	Conventional base calls	pass	fail	pass	4560309.0	pass	fail	fail	66.0	68.2039049297	PD_129P_2.fastq.gz	fail	pass
PD_12P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	677.8 Mbp	151.0	Conventional base calls	pass	fail	pass	4488969.0	pass	fail	fail	58.0	73.0485706929	PD_12P_1.fastq.gz	fail	pass
PD_12P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	677.8 Mbp	151.0	Conventional base calls	pass	fail	pass	4488969.0	pass	fail	fail	62.0	72.8064480151	PD_12P_2.fastq.gz	fail	pass
PD_130S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	642.6 Mbp	151.0	Conventional base calls	pass	fail	pass	4255963.0	pass	warn	fail	49.0	90.2133591454	PD_130S_1.fastq.gz	fail	pass
PD_130S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	642.6 Mbp	151.0	Conventional base calls	pass	fail	pass	4255963.0	pass	warn	fail	50.0	89.9063260358	PD_130S_2.fastq.gz	fail	pass
PD_131P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	737 Mbp	151.0	Conventional base calls	pass	warn	pass	4881122.0	pass	fail	fail	51.0	85.2358810578	PD_131P_1.fastq.gz	fail	pass
PD_131P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	737 Mbp	151.0	Conventional base calls	pass	fail	pass	4881122.0	pass	fail	fail	53.0	85.0576578237	PD_131P_2.fastq.gz	fail	pass
PD_134S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	warn	pass	7201844.0	pass	warn	fail	49.0	90.4365817802	PD_134S_1.fastq.gz	fail	pass
PD_134S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	fail	pass	7201844.0	pass	warn	fail	51.0	90.1543140102	PD_134S_2.fastq.gz	fail	pass
PD_137P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	804.4 Mbp	151.0	Conventional base calls	pass	warn	pass	5327613.0	pass	warn	fail	48.0	94.6505195959	PD_137P_1.fastq.gz	fail	pass
PD_137P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	804.4 Mbp	151.0	Conventional base calls	pass	warn	pass	5327613.0	pass	warn	fail	48.0	94.3462215786	PD_137P_2.fastq.gz	fail	pass
PD_138S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	564.9 Mbp	151.0	Conventional base calls	pass	warn	pass	3741220.0	pass	warn	fail	47.0	91.4074500809	PD_138S_1.fastq.gz	fail	pass
PD_138S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	564.9 Mbp	151.0	Conventional base calls	pass	fail	pass	3741220.0	pass	warn	fail	49.0	91.1604282701	PD_138S_2.fastq.gz	fail	pass
PD_13P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	816.3 Mbp	151.0	Conventional base calls	pass	fail	pass	5406327.0	pass	fail	fail	56.0	77.7874315518	PD_13P_1.fastq.gz	fail	pass
PD_13P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	816.3 Mbp	151.0	Conventional base calls	pass	fail	pass	5406327.0	pass	fail	fail	58.0	77.5483790866	PD_13P_2.fastq.gz	fail	pass
PD_140S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	warn	pass	7243591.0	pass	warn	fail	49.0	93.2077651831	PD_140S_1.fastq.gz	fail	pass
PD_140S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	warn	pass	7243591.0	pass	warn	fail	50.0	93.0279872124	PD_140S_2.fastq.gz	fail	pass
PD_141P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	warn	pass	6777945.0	pass	warn	fail	48.0	89.9548569155	PD_141P_1.fastq.gz	fail	pass
PD_141P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	warn	pass	6777945.0	pass	warn	fail	49.0	89.7811315181	PD_141P_2.fastq.gz	fail	pass
PD_142S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	703.7 Mbp	151.0	Conventional base calls	pass	warn	pass	4660420.0	pass	warn	fail	47.0	91.8537399258	PD_142S_1.fastq.gz	fail	pass
PD_142S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	703.7 Mbp	151.0	Conventional base calls	pass	fail	pass	4660420.0	pass	warn	fail	47.0	91.5657029426	PD_142S_2.fastq.gz	fail	pass
PD_145P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	pass	pass	6834266.0	pass	warn	fail	49.0	96.179093939	PD_145P_1.fastq.gz	fail	pass
PD_145P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	1 Gbp	151.0	Conventional base calls	pass	pass	pass	6834266.0	pass	warn	fail	49.0	95.8214227135	PD_145P_2.fastq.gz	fail	pass
PD_146S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	674.6 Mbp	151.0	Conventional base calls	pass	warn	pass	4468129.0	pass	warn	fail	49.0	95.2810221994	PD_146S_1.fastq.gz	fail	pass
PD_146S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	674.6 Mbp	151.0	Conventional base calls	pass	warn	pass	4468129.0	pass	warn	fail	50.0	94.9995572164	PD_146S_2.fastq.gz	fail	pass
PD_147_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	786.1 Mbp	151.0	Conventional base calls	pass	warn	pass	5206329.0	pass	warn	fail	48.0	93.839828926	PD_147_1.fastq.gz	fail	pass
PD_147_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	786.1 Mbp	151.0	Conventional base calls	pass	warn	pass	5206329.0	pass	pass	fail	49.0	93.6411055704	PD_147_2.fastq.gz	fail	pass
PD_148P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	973.5 Mbp	151.0	Conventional base calls	pass	warn	pass	6447106.0	pass	warn	fail	50.0	92.8175562385	PD_148P_1.fastq.gz	fail	pass
PD_148P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	973.5 Mbp	151.0	Conventional base calls	pass	warn	pass	6447106.0	pass	warn	fail	51.0	92.4696740055	PD_148P_2.fastq.gz	fail	pass
PD_149S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	691.8 Mbp	151.0	Conventional base calls	pass	pass	pass	4581963.0	pass	warn	fail	52.0	92.7413792283	PD_149S_1.fastq.gz	fail	pass
PD_149S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	691.8 Mbp	151.0	Conventional base calls	pass	warn	pass	4581963.0	pass	warn	fail	53.0	92.3671260238	PD_149S_2.fastq.gz	fail	pass
PD_14P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	715.8 Mbp	151.0	Conventional base calls	pass	fail	pass	4740691.0	pass	fail	fail	57.0	71.7190648953	PD_14P_1.fastq.gz	fail	pass
PD_14P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	715.8 Mbp	151.0	Conventional base calls	pass	fail	pass	4740691.0	pass	fail	fail	62.0	71.4427959425	PD_14P_2.fastq.gz	fail	pass
PD_150P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	732.9 Mbp	151.0	Conventional base calls	pass	warn	pass	4853715.0	pass	fail	fail	49.0	92.3086569931	PD_150P_1.fastq.gz	fail	pass
PD_150P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	732.9 Mbp	151.0	Conventional base calls	pass	fail	pass	4853715.0	pass	warn	fail	49.0	92.0733209243	PD_150P_2.fastq.gz	fail	pass
PD_151S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	716.6 Mbp	151.0	Conventional base calls	pass	warn	pass	4745890.0	pass	fail	fail	50.0	92.738571002	PD_151S_1.fastq.gz	fail	pass
PD_151S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	716.6 Mbp	151.0	Conventional base calls	pass	fail	pass	4745890.0	pass	fail	fail	50.0	92.4842126812	PD_151S_2.fastq.gz	fail	pass
PD_152P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	661.6 Mbp	151.0	Conventional base calls	pass	warn	pass	4381566.0	pass	warn	fail	52.0	92.736174036	PD_152P_1.fastq.gz	fail	pass
PD_152P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	661.6 Mbp	151.0	Conventional base calls	pass	fail	pass	4381566.0	pass	warn	fail	52.0	92.259386132	PD_152P_2.fastq.gz	fail	pass
PD_153S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	948.9 Mbp	151.0	Conventional base calls	pass	pass	pass	6284313.0	pass	fail	fail	52.0	93.5929692408	PD_153S_1.fastq.gz	fail	pass
PD_153S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	948.9 Mbp	151.0	Conventional base calls	pass	warn	pass	6284313.0	pass	warn	fail	53.0	93.3118561146	PD_153S_2.fastq.gz	fail	pass
PD_156P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	718.8 Mbp	151.0	Conventional base calls	pass	fail	pass	4760850.0	pass	fail	fail	53.0	78.0393749308	PD_156P_1.fastq.gz	fail	pass
PD_156P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	718.8 Mbp	151.0	Conventional base calls	pass	fail	pass	4760850.0	pass	fail	fail	55.0	77.7990283006	PD_156P_2.fastq.gz	fail	pass
PD_157S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	818.9 Mbp	151.0	Conventional base calls	pass	pass	pass	5423837.0	pass	warn	fail	48.0	93.5043455279	PD_157S_1.fastq.gz	fail	pass
PD_157S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	818.9 Mbp	151.0	Conventional base calls	pass	warn	pass	5423837.0	pass	warn	fail	49.0	93.2464902801	PD_157S_2.fastq.gz	fail	pass
PD_158P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	910.1 Mbp	151.0	Conventional base calls	pass	warn	pass	6027476.0	pass	warn	fail	47.0	94.0621670076	PD_158P_1.fastq.gz	fail	pass
PD_158P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	910.1 Mbp	151.0	Conventional base calls	pass	warn	pass	6027476.0	pass	warn	fail	48.0	93.8178406571	PD_158P_2.fastq.gz	fail	pass
PD_159S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	920.8 Mbp	151.0	Conventional base calls	pass	warn	pass	6098064.0	pass	warn	fail	48.0	93.310242507	PD_159S_1.fastq.gz	fail	pass
PD_159S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	920.8 Mbp	151.0	Conventional base calls	pass	warn	pass	6098064.0	pass	warn	fail	49.0	93.0517425931	PD_159S_2.fastq.gz	fail	pass
PD_15P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	633.9 Mbp	151.0	Conventional base calls	pass	warn	pass	4198231.0	pass	fail	fail	52.0	88.7005919816	PD_15P_1.fastq.gz	fail	pass
PD_15P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	633.9 Mbp	151.0	Conventional base calls	pass	fail	pass	4198231.0	pass	fail	fail	53.0	88.3500248038	PD_15P_2.fastq.gz	fail	pass
PD_160P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	889.5 Mbp	151.0	Conventional base calls	pass	pass	pass	5891112.0	pass	warn	fail	51.0	94.620799533	PD_160P_1.fastq.gz	fail	pass
PD_160P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	889.5 Mbp	151.0	Conventional base calls	pass	pass	pass	5891112.0	pass	warn	fail	51.0	94.4233616446	PD_160P_2.fastq.gz	fail	pass
PD_161S_1	fail	0.0	fail	151.0	Sanger / Illumina 1.9	pass	915.4 Mbp	151.0	Conventional base calls	pass	fail	pass	6062760.0	pass	fail	fail	83.0	2.62224377559	PD_161S_1.fastq.gz	fail	pass
PD_161S_2	fail	0.0	fail	151.0	Sanger / Illumina 1.9	pass	915.4 Mbp	151.0	Conventional base calls	pass	fail	pass	6062760.0	pass	fail	fail	98.0	1.79141205678	PD_161S_2.fastq.gz	fail	pass
PD_162P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	769.5 Mbp	151.0	Conventional base calls	pass	pass	pass	5096188.0	pass	warn	fail	49.0	94.4082279101	PD_162P_1.fastq.gz	fail	pass
PD_162P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	769.5 Mbp	151.0	Conventional base calls	pass	warn	pass	5096188.0	pass	warn	fail	49.0	93.9939803464	PD_162P_2.fastq.gz	fail	pass
PD_163S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	918 Mbp	151.0	Conventional base calls	pass	warn	pass	6080093.0	pass	warn	fail	50.0	92.7788146022	PD_163S_1.fastq.gz	fail	pass
PD_163S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	918 Mbp	151.0	Conventional base calls	pass	warn	pass	6080093.0	pass	warn	fail	51.0	92.5835505397	PD_163S_2.fastq.gz	fail	pass
PD_164P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	658.5 Mbp	151.0	Conventional base calls	pass	fail	pass	4361395.0	pass	fail	fail	54.0	85.8593510396	PD_164P_1.fastq.gz	fail	pass
PD_164P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	658.5 Mbp	151.0	Conventional base calls	pass	fail	pass	4361395.0	pass	fail	fail	55.0	85.4022445443	PD_164P_2.fastq.gz	fail	pass
PD_165S_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	989 Mbp	151.0	Conventional base calls	pass	warn	pass	6549793.0	pass	fail	fail	51.0	93.1645989265	PD_165S_1.fastq.gz	fail	pass
PD_165S_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	989 Mbp	151.0	Conventional base calls	pass	warn	pass	6549793.0	pass	warn	fail	51.0	92.9535770902	PD_165S_2.fastq.gz	fail	pass
PD_166_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	699.7 Mbp	151.0	Conventional base calls	pass	warn	pass	4633926.0	pass	warn	fail	51.0	93.5213534737	PD_166_1.fastq.gz	fail	pass
PD_166_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	699.7 Mbp	151.0	Conventional base calls	pass	warn	pass	4633926.0	pass	warn	fail	52.0	93.3383594798	PD_166_2.fastq.gz	fail	pass
PD_167P_1	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	769.4 Mbp	151.0	Conventional base calls	pass	pass	pass	5096011.0	pass	warn	fail	49.0	92.4178937109	PD_167P_1.fastq.gz	fail	pass
PD_167P_2	fail	0.0	pass	151.0	Sanger / Illumina 1.9	pass	769.4 Mbp	151.0	Conventional base calls	pass	warn	pass	5096011.0	pass	warn	fail	50.0	92.1810134058	PD_167P_2.fastq.gz	fail	pass
