feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	BMI	BMI	BMI	0.319175949	-0.012478422	0.083604485	0.001017787	0.720907378	0.002034539	0.990126363	NA	abundance	146	35
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia excrementipullorum	Age	Age	Age	0.340894207	-0.018330311	0.092344329	0.000890691	0.720907378	0.001780588	0.990126363	NA	abundance	146	33
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa	Age	Age	Age	-0.822510511	-0.018330311	0.133573327	0.001009789	0.720907378	0.002018558	0.990126363	NA	abundance	146	13
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Age	Age	Age	-0.619419845	0	0.193711423	0.00138556	0.720907378	0.002769201	0.990126363	NA	prevalence	146	67
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	Group	PD	GroupPD	-1.443650229	0	0.440042212	0.001035467	0.720907378	0.002069862	0.990126363	NA	prevalence	146	80
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa	Group	PD	GroupPD	-1.367153212	0	0.432057167	0.00155463	0.720907378	0.003106843	0.990126363	NA	prevalence	146	84
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp003478355	Group	PD	GroupPD	-1.624042621	0	0.507023478	0.001359608	0.720907378	0.002717366	0.990126363	NA	prevalence	146	29
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934514285	Group	PD	GroupPD	-1.770092773	0	0.514665893	0.000583211	0.720907378	0.001166081	0.990126363	NA	prevalence	146	96
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	Group	PD	GroupPD	-1.353470626	0	0.423962593	0.001410815	0.720907378	0.002819639	0.990126363	NA	prevalence	146	65
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	Group	PD	GroupPD	-1.44084088	0	0.445095921	0.001207312	0.720907378	0.002413167	0.990126363	NA	prevalence	146	87
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	1.649403713	0	0.524101828	0.001648955	0.720907378	0.003295191	0.990126363	NA	prevalence	146	27
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	1.18184099	0	0.380029857	0.001871738	0.747148998	0.003739973	1	NA	prevalence	146	64
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp003480725	Age	Age	Age	-0.681215639	0	0.218643666	0.001835442	0.747148998	0.003667516	1	NA	prevalence	146	40
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1623;s__UMGS1623 sp934647945	Age	Age	Age	0.762581167	0	0.247062221	0.002024628	0.77450465	0.004045157	1	NA	prevalence	146	36
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__Bianquea;s__Bianquea renquensis	Age	Age	Age	0.663317836	-0.018330311	0.096854794	0.00232313	0.820333101	0.004640864	1	NA	abundance	146	10
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Solibaculum;s__Solibaculum mannosilyticum	Group	PD	GroupPD	-2.639890057	0	0.86538747	0.002284382	0.820333101	0.004563545	1	NA	prevalence	146	12
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	Age	Age	Age	-0.826002691	-0.018330311	0.180230882	0.002970855	0.879852169	0.005932883	1	NA	abundance	146	13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	Group	PD	GroupPD	-0.592032755	0.242512267	0.267684245	0.002644436	0.879852169	0.005281879	1	NA	abundance	146	132
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Pullichristensenella;s__Pullichristensenella stercoripullorum	Age	Age	Age	0.633193913	0	0.212504292	0.002885535	0.879852169	0.005762744	1	NA	prevalence	146	49
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	Group	PD	GroupPD	-1.381530258	0	0.464750235	0.002952606	0.879852169	0.005896495	1	NA	prevalence	146	35
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	Age	Age	Age	-0.698766509	0	0.234140734	0.002841473	0.879852169	0.005674873	1	NA	prevalence	146	26
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885	BMI	BMI	BMI	-0.48959558	-0.012478422	0.148651635	0.003099096	0.889150011	0.006188588	1	NA	abundance	146	53
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	BMI	BMI	BMI	-1.018414924	-0.012478422	0.227699744	0.003274942	0.911128622	0.006539159	1	NA	abundance	146	13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	Age	Age	Age	-0.892796197	-0.018330311	0.263935869	0.004186902	0.937559663	0.008356274	1	NA	abundance	146	24
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	Group	PD	GroupPD	-1.336870419	0.242512267	0.492377128	0.003894832	0.937559663	0.007774495	1	NA	abundance	146	32
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas massiliensis	Age	Age	Age	-0.417506279	-0.018330311	0.120079164	0.003623041	0.937559663	0.007232955	1	NA	abundance	146	30
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916035	BMI	BMI	BMI	-0.415550737	-0.012478422	0.037777141	0.004099498	0.937559663	0.008182191	1	NA	abundance	146	9
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916035	Group	PD	GroupPD	0.786825155	0.242512267	0.050468713	0.004058535	0.937559663	0.008100597	1	NA	abundance	146	9
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	Group	PD	GroupPD	-1.192414515	0	0.409146535	0.00356379	0.937559663	0.007114878	1	NA	prevalence	146	65
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	Group	PD	GroupPD	-1.259283859	0	0.439630996	0.004177855	0.937559663	0.008338256	1	NA	prevalence	146	44
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	Group	PD	GroupPD	-1.52554634	0	0.526376488	0.003753066	0.937559663	0.007492047	1	NA	prevalence	146	20
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola filiformis	Group	PD	GroupPD	-0.308352931	0.242512267	0.174302793	0.004414396	0.964965961	0.008809305	1	NA	abundance	146	41
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	Age	Age	Age	-0.086139492	-0.018330311	0.190978944	0.725044961	1	0.291329143	1	NA	abundance	146	55
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	BMI	BMI	BMI	-0.389613834	-0.012478422	0.226804924	0.106905955	1	0.202383027	1	NA	abundance	146	55
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-0.355659675	-0.02244693	0.433003531	0.447424275	1	0.679677505	1	NA	abundance	146	55
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	Group	PD	GroupPD	0.294789336	0.242512267	0.395621883	0.8958466	1	0.725919923	1	NA	abundance	146	55
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	-0.194044503	0.083843141	0.358795351	0.443928461	1	0.558049033	1	NA	abundance	146	55
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	Age	Age	Age	1.668224057	-0.018330311	1.959517996	0.547557278	1	0.795295584	1	NA	abundance	146	8
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	BMI	BMI	BMI	1.938827635	-0.012478422	2.89882759	0.622795264	1	0.437374492	1	NA	abundance	146	8
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-2.896396222	-0.02244693	2.606265058	0.468899057	1	0.317381897	1	NA	abundance	146	8
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	Group	PD	GroupPD	3.53601551	0.242512267	3.990665282	0.560718344	1	0.807031627	1	NA	abundance	146	8
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	-1.496593459	0.083843141	1.017673743	0.364301076	1	0.595886878	1	NA	abundance	146	8
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265	Age	Age	Age	-0.155165993	-0.018330311	0.094505107	0.216321446	1	0.385847924	1	NA	abundance	146	11
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265	BMI	BMI	BMI	-0.091815797	-0.012478422	0.082427934	0.411942566	1	0.45146941	1	NA	abundance	146	11
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-0.203005622	-0.02244693	0.191395929	0.399230283	1	0.448444848	1	NA	abundance	146	11
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265	Group	PD	GroupPD	0.554316041	0.242512267	0.300310482	0.351089194	1	0.578914766	1	NA	abundance	146	11
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000466265	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	0.043308445	0.083843141	0.212774957	0.857919084	1	0.979813013	1	NA	abundance	146	11
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp900556405	Age	Age	Age	-0.215585953	-0.018330311	0.233565562	0.438008879	1	0.68416598	1	NA	abundance	146	10
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp900556405	BMI	BMI	BMI	-0.619762157	-0.012478422	0.399218692	0.189846273	1	0.343650939	1	NA	abundance	146	10
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp900556405	Group	PD	GroupPD	-0.089525655	0.242512267	0.431897945	0.478430554	1	0.727965313	1	NA	abundance	146	10
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp900556405	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	0.305687387	0.083843141	0.425111115	0.624731149	1	0.767561986	1	NA	abundance	146	10
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp905370305	Age	Age	Age	-0.071467655	-0.018330311	0.208294945	0.806553981	1	0.781317584	1	NA	abundance	146	13
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp905370305	BMI	BMI	BMI	0.344417611	-0.012478422	0.274155751	0.236991245	1	0.417817639	1	NA	abundance	146	13
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp905370305	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	0.155395428	-0.02244693	0.274164224	0.541973024	1	0.790211289	1	NA	abundance	146	13
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp905370305	Group	PD	GroupPD	0.43244125	0.242512267	0.308909053	0.560940981	1	0.768764574	1	NA	abundance	146	13
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp905370305	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	0.106484214	0.083843141	0.235782196	0.926824051	1	0.942455683	1	NA	abundance	146	13
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Age	Age	Age	-0.0614045	-0.018330311	0.202469724	0.832803804	1	0.002769201	0.990126363	NA	abundance	146	67
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	BMI	BMI	BMI	-0.155038713	-0.012478422	0.237223172	0.553508284	1	0.800645147	1	NA	abundance	146	67
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-0.473494922	-0.02244693	0.515093629	0.386009215	1	0.623015316	1	NA	abundance	146	67
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Group	PD	GroupPD	1.112741262	0.242512267	0.493556813	0.084005909	1	0.160954824	1	NA	abundance	146	67
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	0.350474097	0.083843141	0.447283656	0.554101995	1	0.043668495	1	NA	abundance	146	67
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis_B	Age	Age	Age	-0.30472345	-0.018330311	0.313921377	0.372323289	1	0.606021946	1	NA	abundance	146	27
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis_B	BMI	BMI	BMI	0.016451216	-0.012478422	0.234252402	0.90365387	1	0.211634819	1	NA	abundance	146	27
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis_B	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-0.58842994	-0.02244693	1.027178951	0.587472294	1	0.640473367	1	NA	abundance	146	27
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis_B	Group	PD	GroupPD	0.939285903	0.242512267	0.802626101	0.3954631	1	0.402924235	1	NA	abundance	146	27
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis_B	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	1.199375981	0.083843141	0.712530324	0.132765391	1	0.15096093	1	NA	abundance	146	27
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Age	Age	Age	0.14789473	-0.018330311	0.345927911	0.636737569	1	0.798888826	1	NA	abundance	146	25
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	BMI	BMI	BMI	0.675161351	-0.012478422	0.344427248	0.062296003	1	0.120711215	1	NA	abundance	146	25
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-0.210226129	-0.02244693	0.946963488	0.845077147	1	0.559866078	1	NA	abundance	146	25
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Group	PD	GroupPD	0.748831866	0.242512267	0.945210435	0.598870974	1	0.42141491	1	NA	abundance	146	25
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	-0.357611286	0.083843141	0.72908788	0.552269972	1	0.539260167	1	NA	abundance	146	25
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	Age	Age	Age	-0.584019775	-0.018330311	0.194404513	0.017815411	1	0.035313433	1	NA	abundance	146	15
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	BMI	BMI	BMI	0.597408654	-0.012478422	0.26080024	0.045399741	1	0.088738345	1	NA	abundance	146	15
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-1.331513059	-0.02244693	0.369769084	0.006590676	1	0.013137915	1	NA	abundance	146	15
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	Group	PD	GroupPD	1.238182884	0.242512267	0.533012796	0.0953506	1	0.181609463	1	NA	abundance	146	15
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	-0.035579349	0.083843141	0.338914386	0.733660854	1	0.801112976	1	NA	abundance	146	15
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	Age	Age	Age	-0.268508811	-0.018330311	0.22077266	0.262393207	1	0.009405377	1	NA	abundance	146	87
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	BMI	BMI	BMI	-0.137497438	-0.012478422	0.238077961	0.603902382	1	0.769314847	1	NA	abundance	146	87
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-0.557285296	-0.02244693	0.51810451	0.306852399	1	0.519546403	1	NA	abundance	146	87
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	Group	PD	GroupPD	1.137705723	0.242512267	0.499405109	0.077963586	1	0.05015571	1	NA	abundance	146	87
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	0.03808001	0.083843141	0.433051236	0.916191684	1	0.645533697	1	NA	abundance	146	87
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Age	Age	Age	-0.568137021	-0.018330311	0.287926941	0.071915616	1	0.011274421	1	NA	abundance	146	26
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	BMI	BMI	BMI	-0.412774411	-0.012478422	0.373531782	0.298976886	1	0.508566594	1	NA	abundance	146	26
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	-1.514815637	-0.02244693	0.821785714	0.085657774	1	0.163978293	1	NA	abundance	146	26
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Group	PD	GroupPD	1.556545075	0.242512267	0.959690876	0.187101973	1	0.177054587	1	NA	abundance	146	26
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Sex_Male1_Female2	Female	Sex_Male1_Female2Female	0.083843141	0.083843141	0.729701069	1	1	0.198544998	1	NA	abundance	146	26
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp023656745	Age	Age	Age	0.213926613	-0.018330311	0.099156691	0.023965303	1	0.047356271	1	NA	abundance	146	111
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp023656745	BMI	BMI	BMI	0.232412639	-0.012478422	0.092621303	0.014771654	1	0.029325106	1	NA	abundance	146	111
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp023656745	Constipation_No0_Yes1	Yes	Constipation_No0_Yes1Yes	0.257711294	-0.02244693	0.257317467	0.285322813	1	0.489236518	1	NA	abundance	146	111
