feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica	Group	PD	GroupPD	0.792749838	0.237902005	0.39345766	0.170773002	0.670085047	0.170773002	0.670085047	NA	abundance	146	29
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium sp900549945	Group	PD	GroupPD	1.197160285	0.237902005	0.662238081	0.171144732	0.670085047	0.171144732	0.670085047	NA	abundance	146	15
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	Group	PD	GroupPD	-0.117559579	0.237902005	0.257755278	0.172868381	0.670085047	0.172868381	0.670085047	NA	abundance	146	93
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	Group	PD	GroupPD	0.685531837	0.237902005	0.320973457	0.172896621	0.670085047	0.172896621	0.670085047	NA	abundance	146	37
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens	Group	PD	GroupPD	-0.132498722	0.237902005	0.267242647	0.172979348	0.670085047	0.172979348	0.670085047	NA	abundance	146	56
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	Group	PD	GroupPD	0.714708817	0.237902005	0.335477094	0.178139428	0.682534571	0.178139428	0.682534571	NA	abundance	146	16
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Group	PD	GroupPD	0.812219899	0.237902005	0.419865733	0.179614361	0.682534571	0.179614361	0.682534571	NA	abundance	146	41
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	Group	PD	GroupPD	0.797908414	0.237902005	0.404446242	0.184277411	0.687573972	0.184277411	0.687573972	NA	abundance	146	19
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735	Group	PD	GroupPD	-0.048705116	0.237902005	0.211087983	0.184387005	0.687573972	0.184387005	0.687573972	NA	abundance	146	39
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	Group	PD	GroupPD	0.914659149	0.237902005	0.497703776	0.187501375	0.692713412	0.187501375	0.692713412	NA	abundance	146	25
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp019423345	Group	PD	GroupPD	0.588542117	0.237902005	0.257506541	0.18968534	0.694352758	0.18968534	0.694352758	NA	abundance	146	23
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas paravirosa	Group	PD	GroupPD	-0.009024241	0.237902005	0.18395375	0.192303191	0.695389488	0.192303191	0.695389488	NA	abundance	146	40
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	Group	PD	GroupPD	0.793900587	0.237902005	0.42160914	0.197187299	0.695389488	0.197187299	0.695389488	NA	abundance	146	34
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	Group	PD	GroupPD	-0.071557128	0.237902005	0.237743702	0.197746424	0.695389488	0.197746424	0.695389488	NA	abundance	146	112
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Pullichristensenella;s__Pullichristensenella sp946496415	Group	PD	GroupPD	-0.014666233	0.237902005	0.191503256	0.200158148	0.695389488	0.200158148	0.695389488	NA	abundance	146	33
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	Group	PD	GroupPD	-0.451254229	0.237902005	0.529575607	0.200613915	0.695389488	0.200613915	0.695389488	NA	abundance	146	44
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	Group	PD	GroupPD	0.57404165	0.237902005	0.258403518	0.200886804	0.695389488	0.200886804	0.695389488	NA	abundance	146	49
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci	Group	PD	GroupPD	-0.7917754	0.237902005	0.771751332	0.202168372	0.695389488	0.202168372	0.695389488	NA	abundance	146	17
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	Group	PD	GroupPD	0.854075286	0.237902005	0.462689506	0.205982495	0.699957958	0.205982495	0.699957958	NA	abundance	146	15
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900542245	Group	PD	GroupPD	0.02313656	0.237902005	0.161907459	0.207309797	0.699957958	0.207309797	0.699957958	NA	abundance	146	19
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus;s__Faecivicinus avistercoris	Group	PD	GroupPD	-0.038207331	0.237902005	0.213002382	0.208759391	0.699957958	0.208759391	0.699957958	NA	abundance	146	28
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363135	Group	PD	GroupPD	0.3655384	0.237902005	0.098736925	0.213693174	0.705528574	0.213693174	0.705528574	NA	abundance	146	100
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	Group	PD	GroupPD	-0.118668964	0.237902005	0.283889526	0.214917631	0.705528574	0.214917631	0.705528574	NA	abundance	146	68
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia	Group	PD	GroupPD	-0.556085308	0.237902005	0.610322097	0.217806114	0.705528574	0.217806114	0.705528574	NA	abundance	146	14
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	Group	PD	GroupPD	-0.053701849	0.237902005	0.23221257	0.218157009	0.705528574	0.218157009	0.705528574	NA	abundance	146	42
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	Group	PD	GroupPD	-0.082862359	0.237902005	0.258573666	0.219262013	0.705528574	0.219262013	0.705528574	NA	abundance	146	105
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	Group	PD	GroupPD	0.431642776	0.237902005	0.156057978	0.221807618	0.708009918	0.221807618	0.708009918	NA	abundance	146	118
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus;s__Faecivicinus sp900553265	Group	PD	GroupPD	-0.005787586	0.237902005	0.191417795	0.227022524	0.717589783	0.227022524	0.717589783	NA	abundance	146	17
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Group	PD	GroupPD	0.526587186	0.237902005	0.236656662	0.228405771	0.717589783	0.228405771	0.717589783	NA	abundance	146	96
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	Group	PD	GroupPD	0.48290586	0.237902005	0.205573809	0.238307456	0.737941731	0.238307456	0.737941731	NA	abundance	146	111
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis	Group	PD	GroupPD	0.478213754	0.237902005	0.201961221	0.240362078	0.737941731	0.240362078	0.737941731	NA	abundance	146	80
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Massilistercora;s__Massilistercora timonensis	Group	PD	GroupPD	-0.285813966	0.237902005	0.433453362	0.240432143	0.737941731	0.240432143	0.737941731	NA	abundance	146	24
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp003478355	Group	PD	GroupPD	-0.033290565	0.237902005	0.227504066	0.245185875	0.746787513	0.245185875	0.746787513	NA	abundance	146	29
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hominibacterium;s__Hominibacterium hominis	Group	PD	GroupPD	0.408858512	0.237902005	0.144341732	0.249801022	0.751878871	0.249801022	0.751878871	NA	abundance	146	42
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus sp900757195	Group	PD	GroupPD	-0.931836834	0.237902005	0.978898687	0.25062629	0.751878871	0.25062629	0.751878871	NA	abundance	146	17
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900551715	Group	PD	GroupPD	0.406952758	0.237902005	0.142845493	0.258754984	0.763804518	0.258754984	0.763804518	NA	abundance	146	20
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A ammoniilytica	Group	PD	GroupPD	0.421475808	0.237902005	0.159963467	0.260564273	0.763804518	0.260564273	0.763804518	NA	abundance	146	56
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Group	PD	GroupPD	0.808014145	0.237902005	0.506273837	0.265527387	0.763804518	0.265527387	0.763804518	NA	abundance	146	54
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha intestinigallinarum	Group	PD	GroupPD	-0.427452223	0.237902005	0.582114699	0.265571828	0.763804518	0.265571828	0.763804518	NA	abundance	146	23
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	Group	PD	GroupPD	-0.002153604	0.237902005	0.210017822	0.266529293	0.763804518	0.266529293	0.763804518	NA	abundance	146	29
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	Group	PD	GroupPD	-0.417672818	0.237902005	0.578824023	0.266845418	0.763804518	0.266845418	0.763804518	NA	abundance	146	31
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma avicola	Group	PD	GroupPD	0.509136657	0.237902005	0.239367713	0.274852467	0.763804518	0.274852467	0.763804518	NA	abundance	146	20
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900548545	Group	PD	GroupPD	0.512303963	0.237902005	0.244814395	0.276250137	0.763804518	0.276250137	0.763804518	NA	abundance	146	24
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000435815	Group	PD	GroupPD	-0.022831191	0.237902005	0.232545081	0.277175384	0.763804518	0.277175384	0.763804518	NA	abundance	146	24
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp004166885	Group	PD	GroupPD	0.043231621	0.237902005	0.170213	0.278582279	0.763804518	0.278582279	0.763804518	NA	abundance	146	14
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp003480315	Group	PD	GroupPD	0.04782308	0.237902005	0.169411028	0.279621829	0.763804518	0.279621829	0.763804518	NA	abundance	146	21
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricoprocola;s__Muricoprocola shaoxingensis	Group	PD	GroupPD	0.66475998	0.237902005	0.376561418	0.279677187	0.763804518	0.279677187	0.763804518	NA	abundance	146	14
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__UMGS1766 sp959602365	Group	PD	GroupPD	0.781922837	0.237902005	0.488631241	0.280474298	0.763804518	0.280474298	0.763804518	NA	abundance	146	20
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_G	Group	PD	GroupPD	0.505126697	0.237902005	0.24460692	0.281401665	0.763804518	0.281401665	0.763804518	NA	abundance	146	57
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	Group	PD	GroupPD	0.698750469	0.237902005	0.423824821	0.284406582	0.766744771	0.284406582	0.766744771	NA	abundance	146	38
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Group	PD	GroupPD	0.39139955	0.237902005	0.14199956	0.289125435	0.769135413	0.289125435	0.769135413	NA	abundance	146	92
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	Group	PD	GroupPD	0.028856225	0.237902005	0.192938711	0.289148652	0.769135413	0.289148652	0.769135413	NA	abundance	146	34
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Group	PD	GroupPD	0.447645737	0.237902005	0.198299199	0.29574343	0.776565786	0.29574343	0.776565786	NA	abundance	146	117
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__Mediterraneibacter_A butyricigenes	Group	PD	GroupPD	0.419021673	0.237902005	0.168936589	0.296653651	0.776565786	0.296653651	0.776565786	NA	abundance	146	29
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	Group	PD	GroupPD	0.781256006	0.237902005	0.51355149	0.298665443	0.776565786	0.298665443	0.776565786	NA	abundance	146	32
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Pullichristensenella;s__Pullichristensenella excrementipullorum	Group	PD	GroupPD	-0.065415379	0.237902005	0.276512275	0.299727145	0.776565786	0.299727145	0.776565786	NA	abundance	146	12
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315	Group	PD	GroupPD	0.02249533	0.237902005	0.204299871	0.302932663	0.779807307	0.302932663	0.779807307	NA	abundance	146	33
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	Group	PD	GroupPD	0.987022408	0.237902005	0.707097106	0.307276303	0.781958095	0.307276303	0.781958095	NA	abundance	146	16
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma merdipullorum	Group	PD	GroupPD	-0.151617393	0.237902005	0.377430776	0.307687772	0.781958095	0.307687772	0.781958095	NA	abundance	146	51
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp934393555	Group	PD	GroupPD	0.0529476	0.237902005	0.17784608	0.309718713	0.782137763	0.309718713	0.782137763	NA	abundance	146	34
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900545225	Group	PD	GroupPD	0.558042723	0.237902005	0.310292753	0.31589762	0.784243832	0.31589762	0.784243832	NA	abundance	146	21
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	Group	PD	GroupPD	0.42867243	0.237902005	0.185993799	0.316594651	0.784243832	0.316594651	0.784243832	NA	abundance	146	32
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Group	PD	GroupPD	0.477455693	0.237902005	0.237373212	0.318046354	0.784243832	0.318046354	0.784243832	NA	abundance	146	83
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	Group	PD	GroupPD	-0.159867731	0.237902005	0.395553781	0.318414789	0.784243832	0.318414789	0.784243832	NA	abundance	146	70
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	Group	PD	GroupPD	0.543097473	0.237902005	0.304094389	0.322027905	0.786897609	0.322027905	0.786897609	NA	abundance	146	48
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas;s__Scatomonas merdavium	Group	PD	GroupPD	-0.108101078	0.237902005	0.340666693	0.324839993	0.786897609	0.324839993	0.786897609	NA	abundance	146	19
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Solibaculum;s__Solibaculum mannosilyticum	Group	PD	GroupPD	-0.004527611	0.237902005	0.232637962	0.325408786	0.786897609	0.325408786	0.786897609	NA	abundance	146	12
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A	Group	PD	GroupPD	0.507534492	0.237902005	0.273128808	0.330497652	0.794388935	0.330497652	0.794388935	NA	abundance	146	42
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	Group	PD	GroupPD	0.015150033	0.237902005	0.228508749	0.333284506	0.796290526	0.333284506	0.796290526	NA	abundance	146	107
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__RUG11247 sp902767315	Group	PD	GroupPD	0.388599496	0.237902005	0.149981122	0.336289516	0.797720358	0.336289516	0.797720358	NA	abundance	146	17
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	Group	PD	GroupPD	0.01286499	0.237902005	0.232143955	0.340539648	0.797720358	0.340539648	0.797720358	NA	abundance	146	53
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia celeris	Group	PD	GroupPD	0.691910383	0.237902005	0.469577961	0.343313703	0.797720358	0.343313703	0.797720358	NA	abundance	146	25
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas massiliensis	Group	PD	GroupPD	0.010074706	0.237902005	0.235119188	0.344300761	0.797720358	0.344300761	0.797720358	NA	abundance	146	30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	Group	PD	GroupPD	-0.264992542	0.237902005	0.519724556	0.346142703	0.797720358	0.346142703	0.797720358	NA	abundance	146	20
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	Group	PD	GroupPD	0.609215314	0.237902005	0.385275182	0.350637181	0.797720358	0.350637181	0.797720358	NA	abundance	146	17
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	Group	PD	GroupPD	-0.089245883	0.237902005	0.34131335	0.351421964	0.797720358	0.351421964	0.797720358	NA	abundance	146	19
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas aceti	Group	PD	GroupPD	0.368393323	0.237902005	0.136890531	0.351434037	0.797720358	0.351434037	0.797720358	NA	abundance	146	82
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	Group	PD	GroupPD	0.838908355	0.237902005	0.639107903	0.351876649	0.797720358	0.351876649	0.797720358	NA	abundance	146	49
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	Group	PD	GroupPD	-0.492342205	0.237902005	0.758305232	0.354342004	0.798770959	0.354342004	0.798770959	NA	abundance	146	14
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435	Group	PD	GroupPD	0.491093859	0.237902005	0.272985468	0.356664972	0.799490584	0.356664972	0.799490584	NA	abundance	146	113
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	Group	PD	GroupPD	-0.061682066	0.237902005	0.322103789	0.360819394	0.804284571	0.360819394	0.804284571	NA	abundance	146	31
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	Group	PD	GroupPD	0.677523967	0.237902005	0.480317794	0.374762551	0.822418497	0.374762551	0.822418497	NA	abundance	146	17
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Group	PD	GroupPD	0.439629059	0.237902005	0.225939134	0.376363256	0.822418497	0.376363256	0.822418497	NA	abundance	146	79
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__Fimadaptatus sp900553645	Group	PD	GroupPD	0.04795409	0.237902005	0.207989414	0.377568233	0.822418497	0.377568233	0.822418497	NA	abundance	146	17
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp902463925	Group	PD	GroupPD	0.875276338	0.237902005	0.707759718	0.377961562	0.822418497	0.377961562	0.822418497	NA	abundance	146	23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	Group	PD	GroupPD	0.415998784	0.237902005	0.199809418	0.37926066	0.822418497	0.37926066	0.822418497	NA	abundance	146	61
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus massiliensis	Group	PD	GroupPD	0.603512084	0.237902005	0.408032792	0.382503603	0.82496723	0.382503603	0.82496723	NA	abundance	146	20
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	Group	PD	GroupPD	0.750654528	0.237902005	0.580629215	0.391901465	0.839088087	0.391901465	0.839088087	NA	abundance	146	16
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066205	Group	PD	GroupPD	0.61982728	0.237902005	0.4423384	0.393256823	0.839088087	0.393256823	0.839088087	NA	abundance	146	44
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Pullichristensenella;s__Pullichristensenella stercorigallinarum	Group	PD	GroupPD	0.078803684	0.237902005	0.18242554	0.396653157	0.84183303	0.396653157	0.84183303	NA	abundance	146	23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900538575	Group	PD	GroupPD	-0.356023732	0.237902005	0.695950071	0.403543446	0.843391728	0.403543446	0.843391728	NA	abundance	146	22
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900545405	Group	PD	GroupPD	0.720140388	0.237902005	0.567808461	0.403635621	0.843391728	0.403635621	0.843391728	NA	abundance	146	27
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916005	Group	PD	GroupPD	0.011077493	0.237902005	0.260138996	0.404266198	0.843391728	0.404266198	0.843391728	NA	abundance	146	13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter aceti	Group	PD	GroupPD	0.409281778	0.237902005	0.198806128	0.405842636	0.843391728	0.405842636	0.843391728	NA	abundance	146	15
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B acetigenes	Group	PD	GroupPD	0.431772752	0.237902005	0.228923396	0.41075484	0.848561553	0.41075484	0.848561553	NA	abundance	146	19
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Group	PD	GroupPD	0.942316714	0.237902005	0.845076533	0.412583813	0.848561553	0.412583813	0.848561553	NA	abundance	146	26
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS911;s__UMGS911 sp003343545	Group	PD	GroupPD	0.408273249	0.237902005	0.204654231	0.419863252	0.85050807	0.419863252	0.85050807	NA	abundance	146	18
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp934476545	Group	PD	GroupPD	0.407311454	0.237902005	0.204894583	0.423190823	0.85050807	0.423190823	0.85050807	NA	abundance	146	19
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900548125	Group	PD	GroupPD	0.388243505	0.237902005	0.184219067	0.426327468	0.85050807	0.426327468	0.85050807	NA	abundance	146	24
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum ammoniilyticum	Group	PD	GroupPD	0.51017891	0.237902005	0.334473426	0.431976922	0.85050807	0.431976922	0.85050807	NA	abundance	146	14
