clade_name	PD_9P	PD_8P	PD_84P	PD_83P	PD_82P	PD_81P	PD_7P	PD_79S	PD_78P	PD_77P	PD_76P	PD_75P	PD_74P	PD_73P	PD_70P	PD_6P	PD_66P	PD_65P	PD_64P	PD_63P	PD_60P	PD_5P	PD_59P	PD_58P	PD_57P	PD_56P	PD_55P	PD_54P	PD_53P	PD_52P	PD_51P	PD_50P	PD_4P	PD_48P	PD_47P	PD_46P	PD_45P	PD_44P	PD_43P	PD_42P	PD_41P	PD_40P	PD_3P	PD_39P	PD_38P	PD_36P	PD_35P	PD_34P	PD_33P	PD_32P	PD_31P	PD_30P	PD_2P	PD_29P	PD_28P	PD_27P	PD_26P	PD_25P	PD_232S	PD_231P	PD_230S	PD_229P	PD_228S	PD_227P	PD_226S	PD_225P	PD_224S	PD_223P	PD_222S	PD_221P	PD_218S	PD_217P	PD_216S	PD_215S	PD_214S	PD_213S	PD_212S	PD_211P	PD_210S	PD_209P	PD_208S	PD_207P	PD_206S	PD_205P	PD_204	PD_203	PD_200S	PD_1P	PD_199P	PD_198	PD_197	PD_196	PD_195	PD_194S	PD_193P	PD_192S	PD_191P	PD_190S	PD_189P	PD_188S	PD_184S	PD_183P	PD_182S	PD_181P	PD_180S	PD_179P	PD_178S	PD_177P	PD_176S	PD_175P	PD_174S	PD_173P	PD_172S	PD_171P	PD_170S	PD_16P	PD_169P	PD_167P	PD_166	PD_165S	PD_164P	PD_163S	PD_162P	PD_161S	PD_160P	PD_15P	PD_159S	PD_158P	PD_157S	PD_156P	PD_153S	PD_152P	PD_151S	PD_150P	PD_14P	PD_149S	PD_148P	PD_147	PD_146S	PD_145P	PD_142S	PD_141P	PD_140S	PD_13P	PD_138S	PD_137P	PD_134S	PD_131P	PD_130S	PD_12P	PD_129P	PD_128S	PD_127S	PD_126P	PD_123P	PD_122S	PD_121S	PD_120S	PD_11P	PD_119P	PD_118	PD_117	PD_116P	PD_115S	PD_114P	PD_113P	PD_112S	PD_111P	PD_110S	PD_10P	PD_109S	PD_108S	PD_107P	PD_105P	PD_104P	PD_100P
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9439|s__GGB9439_SGB105286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002681572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000881459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_massiliensis_ex_Traore_et_al_2017	0	0.003853131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0.001340552	0	0	0	0.001926663	0	0.001841103	0	0	0	0	0	0.002078554	0	0	0.002008766	0.002600925	0	0	0.003422722	0	0	0.003029507	0	0	0	0	0.001644373	0	0	0	0	0	0.002366137	0	0	0	0	0	0	0	0	0	0	0.003220141	0	0	0	0.001824397	0.001755452	0	0	0.002490145	0	0	0	0	0.001547135	0.002287677	0.001223076	0	0	0	0	0.001462735	0	0.000864068	0.001484359	0	0	0	0	0	0	0	0	0	0	0	0.001236465	0	0.003308887	0	0	0	0	0	0	0	0	0.000888746	0	0	0	0	0	0	0.002353017	0.002298641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001468483	0	0	0.001221712	0	0	0	0	0.001178657	0	0	0.001744281	0.001095822	0.001732326	0	0.001763023	0	0	0	0.001206112	0	0.001207038	0.002349008	0	0	0.001214169	0.001420141	0.001260039	0	0.001878962	0	0	0	0	0	0.00348188	0	0	0	0.001668932	0.001324654	0	0.004752738	0	0	0.002182264	0	0.002205208	0	0	0	0	0	0	0	0	0	0	0	0	0.001075125	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens	0.003392808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001798875	0	0	0	0	0	0	0.001690158	0	0.001668442	0	0	0	0	0	0	0	0.0017524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002705144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001155822	0	0	0	0	0	0	0.001637107	0.003192849	0	0.001987657	0	0	0	0	0	0.001557309	0	0	0	0	0	0	0	0	0	0.001988158	0	0	0	0	0	0	0	0.00173807	0	0	0.002048155	0	0	0	0	0	0.001222194	0	0	0	0	0.001300162	0	0	0	0	0	0	0.001758459	0	0	0	0.002058417	0	0.002677239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002679271	0.002631316	0	0.002211801	0.002642495	0.002588478	0	0	0	0	0	0	0	0.001218993	0	0	0	0	0.001549879	0	0	0	0.001321598	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001487528	0.001137022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002811267	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001912139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Rubneribacter|s__Rubneribacter_badeniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001284145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002697025	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_SGB14778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003254222	0	0	0	0	0	0	0.002114679	0	0	0	0	0.001801112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001194866	0.001011202	0	0	0	0	0	0	0	0	0.001277627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002488333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001269619	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	0	0	0	0	0	0	0	0	0	0.001501749	0	0	0	0	0	0	0	0	0.002035979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002492749	0	0	0	0	0	0	0	0	0	0.00371362	0.007639502	0	0	0	0	0	0	0	0	0	0.001276276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001389443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002702485	0	0.001556565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001051674	0	0	0	0	0	0	0	0.000764017	0	0	0	0	0.002523209	0	0	0	0	0	0	0.000929365	0.001656005	0	0	0	0	0	0.000979002
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	0	0	0.001627435	0	0	0	0	0	0	0	0	0	0	0	0	0.001799172	0	0	0	0	0	0	0	0	0	0	0.001098442	0.001624455	0	0	0	0	0	0	0	0	0	0	0	0.002478295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002735953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001485375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001003878	0	0	0	0	0	0	0.000997116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002044224
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_210917_DFI_7_65	0	0	0	0	0.001700085	0	0	0	0	0.001338427	0	0	0	0	0	0	0	0	0	0	0	0	0.00182039	0	0.001425319	0	0	0	0	0	0	0	0	0	0	0	0.001168493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001297825	0	0	0.001321016	0.000847215	0	0	0	0	0	0.001213136	0.001056287	0	0	0	0	0	0	0	0	0.001094732	0	0	0	0	0	0	0	0.001019145	0	0	0	0	0.000964163	0	0.001417941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001091453	0	0	0	0	0	0	0	0	0	0	0.001122552	0	0	0	0.000726686	0	0	0.001035595	0	0	0.001218318	0	0	0	0	0	0.001028508	0	0	0	0	0	0	0	0	0	0	0	0	0.001215681	0.001222665	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_210917_SL_2_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001471599	0	0	0	0	0	0.001274915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001188902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001260508	0	0	0	0	0	0	0	0	0	0	0.000984498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930292	0	0.001911634	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79097|s__GGB79097_SGB105802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001006857	0	0	0	0	0	0	0	0	0	0	0	0	0.001002744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001145576	0	0	0	0	0	0	0	0	0.000735039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified|s__Bacteroidaceae_bacterium_AM72_11pH9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001203285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001216268	0	0	0	0	0	0	0	0	0	0	0.002566065	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001852479	0	0	0	0	0	0	0	0	0	0.003176907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0	0	0.004875894	0	0	0	0	0	0	0.003134065	0	0.004726524	0.013839895	0.00604927	0	0.006184187	0	0.008146146	0.002293546	0	0.012463779	0.007682709	0.004963618	0.014223951	0	0	0	0.036108338	0.00251433	0.018805548	0	0	0.009205391	0	0	0.003870514	0.004423056	0	0.004805463	0.050280344	0	0	0.017339555	0.040286342	0	0	0	0	0.018734078	0.003088298	0	0	0.006360913	0.021633512	0	0.006346712	0	0	0.002959362	0.003564796	0.002289875	0.010766645	0.00495926	0.003218467	0.016116772	0.018227182	0.001854213	0.019772452	0.002960086	0.009398448	0	0	0	0.011070013	0.005629951	0	0	0	0.00414015	0.015392378	0	0.022752539	0	0.040601087	0	0	0.001983137	0	0	0	0	0	0	0	0.001641858	0	0	0.002593023	0.002841376	0	0.004220912	0.00488843	0	0.002867402	0	0	0	0	0	0	0	0	0.004064696	0.01634898	0	0	0	0	0.001935886	0.00337254	0.041036921	0.002773298	0.003174304	0	0.002481613	0	0.002900988	0.004039967	0.007444528	0.004525206	0.00632379	0.003135364	0	0	0.00689526	0.010902019	0.00470755	0.004125639	0.012384499	0.002893398	0	0	0	0	0.008824002	0	0	0	0.012460448	0	0.004637556	0	0	0.001515629	0.043079778	0.008243513	0	0.014845047	0.002795757	0.023822078	0.003019006	0.135897658	0.003391711	0.067000963	0.019344471	0	0	0	0.022949769	0.006733591	0	0.002071667	0	0.003599943	0.005556389	0.002085112
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.002605724	0	0	0	0.005675132	0	0	0.006222617	0.014015925	0.006918112	0	0.003939084	0	0	0	0.0059434	0	0	0.005562314	0.003259386	0	0.011479929	0.008501076	0	0	0	0	0	0.013694825	0.003461674	0	0.037533567	0.008651692	0	0	0.006463653	0.003878373	0	0.00825222	0	0	0	0.007773587	0.004966128	0	0	0	0.11822557	0.024674056	0	0.010816945	0.006187436	0	0.003627799	0	0.003177289	0	0	0	0	0	0	0.004939334	0	0.014819273	0.00478813	0.0117173	0	0.012102625	0.007599442	0	0.341892459	0	0	0	0.012089304	0	0	0.030495018	0.01137725	0.067833196	0.002302101	0	0	0	0.002235099	0.004189018	0.002599065	0	0	0.002758768	0.061858813	0.005347193	0	0.002933757	0	0	0.00336502	0.003859935	0.003541488	0.00794931	0.012368944	0.24075119	0.010382968	0.02527512	0.003149905	0	0	0	0	0	0	0.004058419	0.12447291	0	0	0	0	0	0.054373617	0.006221751	0	0.030632271	0	0.01065677	0.003347175	0.002075263	0.060426851	0	0	0.001810434	0.032903785	0.004129974	0.038469242	0.00243447	0.002836562	0.02530785	0.006472509	0	0	0	0.001978016	0	0	0	0.038801128	0	0	0	0	0	0	0	0	0.246559187	0	0.007853141	0	0.003233052	0	0.003614312	0.002365685	0	0	0	0	0	0.00227127	0.022375885	0.004961271	0.052162062	0.004213728	0	0	0.00775749	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.004363355	0	0.002553373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001918991	0	0	0	0	0	0	0	0	0	0	0	0.005728584	0	0	0.011261805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013563801	0	0	0	0.003921695	0.002165494	0.001407648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001705582	0	0	0	0	0	0	0	0	0.014989919	0	0	0.0014543	0	0	0	0.001498184	0	0	0	0.007201293	0	0	0	0	0	0	0	0	0	0	0	0.002495104	0.005103404	0.008578212	0.003890628	0	0	0.002844354	0.004099301	0	0	0	0	0	0	0	0	0	0	0.00975329	0	0.001600872	0.003936653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001133142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002502675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_congonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003709723	0	0.002256732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007891541	0	0	0	0	0	0	0	0.003317793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003312791	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cutis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00160258	0.005778524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001083283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002407207	0.005949749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0.049303256	0.007527817	0	0.051202916	0	0	0	0	0.006005944	0	0.009634213	0	0	0	0	0	0	0.024018425	0	0	0	0.033347543	0	0	0	0	0	0	0	0	0	0.004031594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002520356	0	0	0	0	0.035819063	0.017020212	0	0	0.004267198	0.007358601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018780579	0	0.005642541	0	0	0	0	0	0	0	0.017502963	0	0	0	0	0	0	0	0	0	0.017764987	0.022420876	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010067233	0.024013952	0	0	0	0	0.00276153	0	0.078598624	0	0	0	0	0	0	0.129370732	0.017776942	0.030491081	0	0	0.134836711	0.020674347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007870525	0.009859885	0	0	0	0	0	0	0	0	0.042994115	0.00338927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0	0	0.003101982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02227249	0	0	0	0	0	0	0.004379063	0	0	0	0	0	0	0	0	0.006039874	0	0	0	0	0.003703572	0.0051633	0	0	0	0	0.007573066	0	0.005605754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002100643	0	0	0	0	0	0	0.00284691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009511089	0	0	0	0	0	0	0	0	0.008726643	0.012165468	0	0	0	0	0	0	0	0	0	0	0.003412195	0.003061981	0	0	0.006781538	0	0	0	0	0	0.0026561	0	0	0.017026339	0	0	0	0	0	0	0	0	0	0	0	0	0.014588395	0	0	0	0	0.042913897	0	0	0	0	0.017295209	0	0	0	0	0	0	0	0	0	0	0.002962803	0.003746905	0.002509087	0	0	0	0	0	0	0.011197375	0.003738635	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006605095	0	0	0	0	0.002435228	0	0	0	0	0	0	0	0	0.002156644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006472837	0	0	0.006883235	0	0.004734715	0.021681621	0.002078611	0	0.002978095	0	0	0	0	0	0	0	0	0	0.001761568	0	0	0	0	0	0	0	0	0	0	0	0	0.002815232	0	0	0	0	0	0.002051768	0	0	0.002295131	0	0	0	0.002622217	0.024216022	0	0	0	0	0.004670177	0	0	0	0	0	0	0	0	0	0	0.011076438	0	0.002459838	0	0	0	0	0	0	0	0	0.002236917	0.001851443	0	0	0	0	0	0	0	0	0	0	0	0	0.002256466	0.010448148	0.003091365	0	0	0	0	0	0	0	0	0	0	0.003743736	0	0.002918784	0.002116495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004897856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.053225368	0.049587082	0	0	0	0	0	0.008580695	0.066816853	0	0	0	0	0	0	0.004624306	0.003269168	0	0	0	0	0	0	0.0683445	0.002646306	0	0	0	0.004208625	0.005353293	0	0	0.004233199	0.005382319	0	0.010555267	0.002519161	0.002716711	0.008589757	0	0.008394169	0	0.007942724	0	0.002591045	0	0	0.018000784	0	0	0.009502592	0	0	0	0	0.002220706	0	0	0	0.003146654	0.002260281	0.00369423	0	0.003619053	0	0.001946457	0.001391373	0.007816296	0.00577787	0.009272637	0	0	0	0.001622284	0	0.001848386	0	0	0	0	0.007026889	0	0.010858205	0.003815006	0.024168534	0	0	0.00706634	0	0.002722536	0.037991646	0.008475302	0.004962048	0	0	0	0	0	0	0.003510059	0.001844524	0	0	0.003523139	0.006362223	0	0	0.004039794	0	0	0	0.002008174	0	0	0	0.005260235	0.013774191	0.055446235	0	0	0.003321578	0	0	0	0	0.00409907	0	0	0.002745315	0	0.002738707	0.004010565	0.00524372	0.013534416	0	0	0.008800486	0.002021322	0.006774334	0.001977446	0.002934959	0.002074896	0.001706166	0.008091607	0.004117789	0.018284975	0	0	0	0.004436895	0.005456778	0	0.023759309	0.007661186	0	0	0	0	0	0	0.013598662	0.018864497	0	0	0	0.004667218	0	0	0.003116468	0.019827093	0.006034773	0.00570179	0	0.004062933	0	0
