clade_name	PD_100P_GTDB	PD_100P_metaphlan4_GTDB	PD_104P_GTDB	PD_105P_GTDB	PD_107P_GTDB	PD_108S_GTDB	PD_109S_GTDB	PD_10P_GTDB	PD_110S_GTDB	PD_111P_GTDB	PD_112S_GTDB	PD_113P_GTDB	PD_114P_GTDB	PD_115S_GTDB	PD_116P_GTDB	PD_117_GTDB	PD_118_GTDB	PD_119P_GTDB	PD_11P_GTDB	PD_120S_GTDB	PD_121S_GTDB	PD_122S_GTDB	PD_123P_GTDB	PD_126P_GTDB	PD_127S_GTDB	PD_128S_GTDB	PD_129P_GTDB	PD_12P_GTDB	PD_130S_GTDB	PD_131P_GTDB	PD_134S_GTDB	PD_137P_GTDB	PD_138S_GTDB	PD_13P_GTDB	PD_140S_GTDB	PD_141P_GTDB	PD_142S_GTDB	PD_145P_GTDB	PD_146S_GTDB	PD_147_GTDB	PD_148P_GTDB	PD_149S_GTDB	PD_14P_GTDB	PD_150P_GTDB	PD_151S_GTDB	PD_152P_GTDB	PD_153S_GTDB	PD_156P_GTDB	PD_157S_GTDB	PD_158P_GTDB	PD_159S_GTDB	PD_15P_GTDB	PD_160P_GTDB	PD_161S_GTDB	PD_162P_GTDB	PD_163S_GTDB	PD_164P_GTDB	PD_165S_GTDB	PD_166_GTDB	PD_167P_GTDB	PD_169P_GTDB	PD_16P_GTDB	PD_170S_GTDB	PD_171P_GTDB	PD_172S_GTDB	PD_173P_GTDB	PD_174S_GTDB	PD_175P_GTDB	PD_176S_GTDB	PD_177P_GTDB	PD_178S_GTDB	PD_179P_GTDB	PD_180S_GTDB	PD_181P_GTDB	PD_182S_GTDB	PD_183P_GTDB	PD_184S_GTDB	PD_188S_GTDB	PD_189P_GTDB	PD_190S_GTDB	PD_191P_GTDB	PD_192S_GTDB	PD_193P_GTDB	PD_194S_GTDB	PD_195_GTDB	PD_196_GTDB	PD_197_GTDB	PD_198_GTDB	PD_199P_GTDB	PD_1P_GTDB	PD_200S_GTDB	PD_203_GTDB	PD_204_GTDB	PD_205P_GTDB	PD_206S_GTDB	PD_207P_GTDB	PD_208S_GTDB	PD_209P_GTDB	PD_210S_GTDB	PD_211P_GTDB	PD_212S_GTDB	PD_213S_GTDB	PD_214S_GTDB	PD_215S_GTDB	PD_216S_GTDB	PD_217P_GTDB	PD_218S_GTDB	PD_221P_GTDB	PD_222S_GTDB	PD_223P_GTDB	PD_224S_GTDB	PD_225P_GTDB	PD_226S_GTDB	PD_227P_GTDB	PD_228S_GTDB	PD_229P_GTDB	PD_230S_GTDB	PD_231P_GTDB	PD_232S_GTDB	PD_25P_GTDB	PD_26P_GTDB	PD_27P_GTDB	PD_28P_GTDB	PD_29P_GTDB	PD_2P_GTDB	PD_30P_GTDB	PD_31P_GTDB	PD_32P_GTDB	PD_33P_GTDB	PD_34P_GTDB	PD_35P_GTDB	PD_36P_GTDB	PD_38P_GTDB	PD_39P_GTDB	PD_3P_GTDB	PD_40P_GTDB	PD_41P_GTDB	PD_42P_GTDB	PD_43P_GTDB	PD_44P_GTDB	PD_45P_GTDB	PD_46P_GTDB	PD_47P_GTDB	PD_48P_GTDB	PD_4P_GTDB	PD_50P_GTDB	PD_51P_GTDB	PD_52P_GTDB	PD_53P_GTDB	PD_54P_GTDB	PD_55P_GTDB	PD_56P_GTDB	PD_57P_GTDB	PD_58P_GTDB	PD_59P_GTDB	PD_5P_GTDB	PD_60P_GTDB	PD_63P_GTDB	PD_64P_GTDB	PD_65P_GTDB	PD_66P_GTDB	PD_6P_GTDB	PD_70P_GTDB	PD_73P_GTDB	PD_74P_GTDB	PD_75P_GTDB	PD_76P_GTDB	PD_77P_GTDB	PD_78P_GTDB	PD_79S_GTDB	PD_7P_GTDB	PD_81P_GTDB	PD_82P_GTDB	PD_83P_GTDB	PD_84P_GTDB	PD_8P_GTDB	PD_9P_GTDB	PD_Extr_neg_plate1_GTDB	PD_Extr_neg_plate2_GTDB	PD_Extr_neg_plate3_GTDB	PD_Extr_pos_plate1_GTDB	PD_Extr_pos_plate2_GTDB	PD_Extr_pos_plate3_GTDB	PD_Lib_neg_plate1_GTDB	PD_Lib_neg_plate2_GTDB	PD_Lib_pos_plate1_GTDB	PD_Lib_pos_plate2_GTDB
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__Fimadaptatus sp900553645	0.0	0.0	0.0	0.0	0.0	0.012047	0.078788	0.019535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128653	0.0	0.072132	0.0	0.033907	0.0	0.113028	0.0	0.0	0.0	0.0	0.10826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025738	0.0	0.0	0.0	0.0	0.0	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	0.065643	0.0	0.0	0.0	0.0	0.0	0.006203	0.0	0.0	0.0	0.0	0.0	0.008887	0.0	0.0	0.0	0.110471	0.0	0.085119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017603	0.0	0.0	0.152446	0.0	0.0	0.0	0.019246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261858	0.0	0.004497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173863	0.041344	0.0	0.0	0.0	0.0	0.005605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	0.0	0.0	0.0	0.0	0.0	0.009481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014229	0.0	0.0	0.0	0.0	0.0	0.030558	0.0	0.0	0.0	0.000892	0.0	0.0	0.0	0.0	0.0	0.09022	0.0	0.091854	0.0	0.0	0.0	0.0	0.002475	0.0	0.0	0.042939	0.117977	0.002126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.182663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010082	0.0	0.010202	0.028687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01426	0.016668	0.006805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007741	0.0	0.005003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018808	0.0	0.009155	0.0	0.0	0.0	0.0	0.010157	0.0	0.0	0.0	0.007045	0.0	0.0	0.034209	0.0	0.0	0.0	0.070023	0.0	0.004225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031934	0.007272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	0.0	0.0	0.0	0.0	0.0	0.008442	0.00835	0.0	0.069578	0.0	0.0	0.0	0.0	0.0	0.003944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054429	0.0	0.004133	0.0	0.0	0.0	0.0	0.0	0.112665	0.0	0.0	0.039943	0.0	0.0	0.0	0.008006	0.0	0.0	0.0	0.0	0.0	0.011629	0.016117	0.0	0.038623	0.0	0.0	0.006199	0.0	0.0	0.013514	0.0	0.0	0.0	0.012463	0.0	0.0	0.002076	0.0	0.106996	0.112311	0.0	0.047639	0.085519	0.0	0.0	0.0	0.0	0.015698	0.0	0.0	0.0	0.0	0.0	0.003746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021934	0.0	0.016557	0.035426	0.066877	0.0	0.0	0.051413	0.02543	0.031667	0.0	0.0	0.0	0.006714	0.0	0.0	0.137172	0.055449	0.016951	0.0	0.00767	1.078149	0.196001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010039	0.0	0.0	0.0	0.0	0.0	0.0	0.121481	0.0	0.0	0.0	0.0	0.0	0.079736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013147	0.0	0.012065	0.0	0.0	0.0	0.0	0.0	0.013207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes sp000509105	0.0	0.0	0.0	0.0	0.0	0.006517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042882	0.0	0.028135	0.0	0.0	0.0	0.039158	0.062974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067769	0.0	0.0	0.0	0.0	0.0	0.021572	0.0	0.038752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046669	0.0	0.000534	0.025295	0.0	0.0	0.0	0.0	0.0	0.0	0.0279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001752	0.016661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	0.0	0.0	0.0	0.0	0.0	0.005951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Solibaculum;s__Solibaculum mannosilyticum	0.0	0.0	0.0	0.0	0.0	0.005312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004836	0.0	0.0	0.0	0.001674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003088	0.0	0.0	0.0	0.011967	0.0	0.013849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002319	0.0	0.0	0.0	0.025755	0.0	0.0	0.001442	0.0	0.0	0.0	0.0	0.002342	0.0	0.0	0.0	0.0	0.001358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008252	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005029	0.004037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049805	0.0	0.0	0.0	0.0	0.00186	0.0	0.002581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp001305115	0.0	0.0	0.0	0.0	0.0	0.004527	0.0	0.0	0.0	0.064024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010392	0.0	0.0	0.046447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09871	0.069356	0.0	0.0	0.0	0.0	0.0	0.195218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027286	0.008277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027003	0.0	0.018067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064904	0.0	0.041688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269543	0.0	0.0	0.0	0.0	0.123324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__Olsenella_F sp001189515	0.0	0.0	0.0	0.0	0.0	0.003761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_E	0.0	0.0	0.0	0.0	0.0	0.003406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.263122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.185414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Avimonas_A;s__Avimonas_A narfia	0.0	0.0	0.0	0.0	0.0	0.002875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011666	0.0	0.0	0.0	0.0	0.0	0.0	0.036382	0.0	0.05492	0.0	0.0	0.074853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158588	0.0	0.0	0.017499	0.0	0.0	0.004753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006174	0.0	0.0	0.01653	0.0	0.0	0.0	0.0	0.0	0.029245	0.0	0.02357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019559	0.0	0.0	0.0	0.0	0.0	0.001146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007223	0.0	0.0	0.0	0.006125	0.0	0.04628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080413	0.0	0.011989	0.0	0.0	0.03034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Onthenecus;s__Onthenecus sp900199405	0.0	0.0	0.0	0.0	0.0	0.002534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000544	0.018712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037393	0.0	0.007958	0.0	0.0	0.0	0.0	0.0	0.014881	0.092492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia gallinarii	0.0	0.0	0.0	0.0	0.0	0.002413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__UMGS1783;s__UMGS1783 sp900555065	0.0	0.0	0.0	0.0	0.0	0.001232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0182	0.0	0.0	0.0	0.0	0.00585	0.0	0.005016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033905	0.0	0.0	0.0	0.0	0.0	0.002095	0.0	0.0	0.0	0.021441	0.0	0.0	0.0	0.021523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024896	0.0	0.0	0.0021	0.008472	0.0	0.0	0.0	0.007038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002835	0.0	0.0	0.0	0.0	0.0	0.0	0.047971	0.0	0.03866	0.0	0.0	0.0	0.019127	0.0	0.011606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster pacaense	0.0	0.0	0.0	0.0	0.0	0.001102	0.0	0.0	0.0	0.0	0.0	0.022075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138865	0.0	0.000924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
