# Pathway,PD_100P,PD_104P,PD_105P,PD_108S,PD_109S,PD_10P,PD_110S,PD_111P,PD_113P,PD_114P,PD_115S,PD_116P,PD_117,PD_118,PD_119P,PD_11P,PD_120S,PD_121S,PD_122S,PD_123P,PD_126P,PD_127S,PD_128S,PD_129P,PD_12P,PD_130S,PD_131P,PD_134S,PD_137P,PD_138S,PD_13P,PD_140S,PD_141P,PD_142S,PD_145P,PD_146S,PD_147,PD_148P,PD_149S,PD_14P,PD_150P,PD_151S,PD_152P,PD_153S,PD_156P,PD_157S,PD_158P,PD_159S,PD_15P,PD_160P,PD_162P,PD_163S,PD_164P,PD_165S,PD_166,PD_167P,PD_169P,PD_16P,PD_170S,PD_171P,PD_172S,PD_173P,PD_174S,PD_175P,PD_176S,PD_177P,PD_178S,PD_179P,PD_180S,PD_181P,PD_183P,PD_184S,PD_188S,PD_189P,PD_190S,PD_193P,PD_194S,PD_195,PD_196,PD_197,PD_198,PD_1P,PD_200S,PD_203,PD_204,PD_205P,PD_206S,PD_207P,PD_208S,PD_209P,PD_210S,PD_213S,PD_214S,PD_215S,PD_221P,PD_222S,PD_223P,PD_224S,PD_225P,PD_226S,PD_227P,PD_228S,PD_229P,PD_230S,PD_231P,PD_232S,PD_25P,PD_27P,PD_28P,PD_29P,PD_2P,PD_30P,PD_31P,PD_32P,PD_33P,PD_34P,PD_35P,PD_38P,PD_39P,PD_3P,PD_40P,PD_41P,PD_42P,PD_43P,PD_44P,PD_45P,PD_46P,PD_47P,PD_48P,PD_4P,PD_50P,PD_51P,PD_52P,PD_53P,PD_54P,PD_55P,PD_56P,PD_57P,PD_58P,PD_59P,PD_5P,PD_60P,PD_63P,PD_64P,PD_65P,PD_66P,PD_6P,PD_70P,PD_73P,PD_74P,PD_75P,PD_76P,PD_77P,PD_78P,PD_79S,PD_7P,PD_82P,PD_84P,PD_8P,PD_9P
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,985.2618753,974.1792628,720.207596,680.7962142,727.8215693,509.0609288,825.5703015,1162.530226,1398.21193,1392.869008,1243.2017,708.046851,1000.663152,556.5766402,1144.812057,1271.317452,643.475762,1047.515423,396.2560645,1355.837087,990.8051956,611.3961631,634.5208005,619.4300809,680.5542663,775.3837085,698.7523217,801.9484023,681.5678084,992.7106075,1208.272316,905.1028331,1157.248148,106.6168876,1292.468824,910.8900119,755.5484032,900.2273092,793.8007825,432.9937239,918.8695738,363.7207405,566.344241,2306.272603,442.6911362,678.3157256,848.9368632,798.2290893,549.1171181,632.5711929,680.2956963,807.6250424,620.8002606,1135.209546,334.5671737,1341.483344,1331.843146,615.2720753,738.9869254,1239.256475,282.9378874,742.6209409,1423.74744,660.0073293,829.4663738,692.899247,632.4630473,2182.674537,844.6596807,1334.617921,1239.0556,910.7236245,199.558574,520.5920559,520.166076,1769.262623,311.1645193,1805.609781,1705.213947,980.8947521,752.1061373,436.1140724,663.1908459,1073.731877,1109.515282,1039.526888,942.1626703,1432.195989,683.1888438,475.6399149,460.5716438,877.404062,647.2461278,1465.54096,1151.053999,586.0880657,1689.768469,592.0011686,1026.398681,1132.163321,510.3693697,608.1796579,1389.527555,844.1238969,1065.984991,1699.952386,162.7169929,681.120558,28.24349689,567.6614919,142.5358879,336.7070093,1183.050567,867.3174505,694.0458795,946.5250065,620.2586481,153.9590909,363.1480508,767.1248217,427.8716268,1017.407328,1889.39372,326.7732473,564.9949709,764.2013038,965.6681979,763.1202179,478.372116,590.8676442,26.25368378,518.8125399,675.4277596,419.7755748,1098.022505,1697.518802,773.3466111,99.70698144,1423.775124,239.1317744,813.5560771,643.1172252,468.7573225,475.5835597,428.1754432,327.6637857,371.6950776,687.0653116,117.6100189,945.9923073,413.3783205,744.1218842,625.6790781,653.606458,714.2218611,289.5160342,245.0476279,423.1468314,1180.635874,732.3796032
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.103823,0
PWY-6143: CMP-pseudaminate biosynthesis,0,0,0,0,0,0,55.01629528,108.6288034,0,65.79133126,0,0,0,0,0,0,0,0,0,109.3370326,0,0,0,0,0,0,0,73.28025928,65.12459188,25.95628902,0,0,0,0,0,0,0,36.78441636,0,0,0,10.60524932,19.19917401,0,0,0,0,0,0,49.65070872,6.575063022,23.85072379,0,65.86444201,0,51.46855255,0,0,0,0,0,0,0,0,25.03890016,0,0,0,23.3259731,0,0,23.87986431,0,9.504949481,24.66657125,0,0,0,0,0,0,0,22.2923724,0,0,19.526981,36.90656382,35.99189741,0,28.23965811,31.36326686,0,0,0,0,0,0,0,0,0,106.5454448,18.85956927,0,0,0,0,0,12.60054924,0,22.25732869,0,0,0,133.8980132,16.57583585,57.84916641,0,0,0,0,0,0,0,26.7465702,0,30.64500369,18.38174581,0,0,0,0,0,0,12.65530922,0,0,0,0,0,0,16.53254346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.28900928,0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,470.530933,535.5769059,167.4335163,276.6407469,664.3754212,205.9814087,722.1131843,1085.727889,610.2435826,901.513371,732.9824139,447.270618,343.35126,350.566864,548.1536856,480.8377701,179.6767522,781.2766125,245.5013393,539.6896553,753.2314609,248.5564683,493.187281,300.3183212,347.8495938,982.9068132,655.4429146,674.973684,595.3943656,838.6151283,456.5534039,395.9092654,112.052044,170.3557487,761.9638493,443.4090511,616.9919419,560.1386517,334.924077,180.9607132,988.929949,83.78598278,434.5334004,1071.332019,178.2895074,570.3904736,515.997115,479.3108189,591.2744893,630.4202049,639.8108487,708.342755,488.5783293,1104.862293,48.37269747,1118.747129,704.9842925,503.2674666,360.2487315,836.1485133,264.2869206,706.8268167,871.0148705,568.534896,393.3096589,697.8017855,457.6977189,1603.717329,215.3896981,339.9465632,748.0898931,813.1018622,251.4816085,185.652894,405.5958484,813.7041702,268.3143614,1239.995654,1329.498492,389.4153115,516.5142097,410.6792073,140.9415305,544.194499,716.0685802,531.6487099,698.6466426,333.0574132,484.8761894,210.6195581,505.0072776,539.0979712,801.1695868,993.5854728,607.302002,344.2877676,693.0746841,199.6373576,685.604222,649.1397942,469.3465291,372.5825889,593.9681516,71.72780667,319.4645472,1113.48228,147.6018206,261.8610563,22.62079644,159.1206451,82.90210637,262.7947072,463.3769445,709.3629372,250.7134457,866.3595413,102.6883154,0,191.5656187,592.9158203,93.34537644,468.7309047,451.1021864,371.6582206,236.2775776,388.4022331,706.4257185,502.3762561,300.3718578,398.0962407,0,523.9668597,184.1475816,382.838904,489.2234281,991.0982546,505.2926235,104.753497,755.1681086,340.8560422,660.1480631,301.7689935,104.4458908,285.6349388,315.6815664,108.6130824,174.7681799,336.373989,77.98475054,529.2032557,118.7001553,617.8530026,122.2230247,378.2396354,617.3499208,39.06966276,169.2459094,326.7641313,502.5098794,283.2520666
PWY-6151: S-adenosyl-L-methionine salvage I,1343.055018,2189.948163,1670.196023,2410.189204,1995.67931,707.3970843,1648.09225,1821.105997,2298.768849,1132.731222,1775.504752,2985.534178,1132.676092,1535.449733,1388.691231,2060.301841,1424.17288,1132.302803,1683.637863,1469.988449,1036.618994,1881.426975,2082.690465,1754.901584,1107.558327,2020.81513,1469.405364,2597.309203,2141.385118,843.5135823,1445.551786,3819.07875,2593.607224,2013.885246,2509.311607,1678.676618,1964.537646,2490.887671,1158.379997,1382.263152,1563.411288,1779.715244,1258.30063,2408.858793,1970.406482,2305.202835,2516.659111,2820.152425,1536.423589,2570.379858,1828.355698,2347.678825,1536.183916,1733.225516,1778.382079,1090.233976,1723.283883,1665.570335,1658.982996,2075.183729,1099.799312,1482.931179,1870.286087,1462.852778,1865.49705,1505.071187,2669.43582,2928.884013,1817.453797,2272.977377,2832.459596,3996.88152,1535.991026,2165.266214,2131.948588,2108.559111,1729.413083,1385.869591,2549.84178,2013.960194,1800.167489,1208.717298,1914.158466,1527.085974,1151.301946,1032.235442,2297.724897,2837.933943,1687.707028,2545.304839,1866.608583,2674.018861,1944.561704,2764.858317,1728.062178,1772.866009,2548.254612,4055.323071,2493.09325,1799.999673,1833.665745,1947.581406,2691.360428,2793.882456,2415.179619,2132.667801,1513.50014,1915.558867,21.1758486,1417.387873,1061.000048,1177.981753,1734.56126,1667.759814,944.0965801,1291.957752,2398.139513,1551.565903,685.5257682,1662.897003,1675.780477,1277.466013,2563.23794,857.1926627,1792.782213,2023.914716,1258.903814,1367.57516,1331.622315,1242.842337,35.45994764,1689.71124,806.8552347,1181.99924,1008.223351,2110.443643,3230.581009,1976.317555,1285.429792,726.3397487,1345.019145,1183.86309,1314.276806,1562.345911,1128.198499,1427.065303,904.0452686,1338.345082,371.0883582,1690.955725,1205.629402,974.2492385,995.3181059,754.0917166,1596.938055,1878.245799,1412.312656,927.3576662,1326.955965,1955.482791
PWY-6160: 3-dehydroquinate biosynthesis II (archaea),59.14852793,0,0,0,0,69.84729211,0,57.92355009,0,0,0,0,103.9226824,0,0,76.3566333,73.10053232,457.9738114,71.50620812,0,364.8908584,0,50.39136692,0,0,0,0,0,0,0,0,0,0,0,135.0575698,39.96482366,0,38.47715881,125.5449003,0,0,0,138.2210748,28.44460889,0,0,0,0,0,39.97453969,0,0,0,57.15854142,14.69410618,0,177.7336282,63.62498113,45.2301298,0,40.05985105,127.3793592,31.54028239,0,94.20745168,0,0,0,0,0,0,0,26.75062971,0,76.20751597,0,0,651.8614375,0,66.66118216,0,52.36684323,0,122.4910333,85.59030291,0,0,0,0,0,17.34408846,0,0,0,133.1309478,48.0983862,186.8241137,0,0,0,0,22.28543924,0,0,0,0,0,56.17744159,0,24.14677077,0,0,0,0,0,0,0,0,76.26487526,0,0,0,0,26.78697915,75.79821441,0,166.8418944,0,0,17.11823452,0,0,62.91968366,74.54532221,0,0,114.5599963,0,139.7578989,0,42.24249851,0,0,49.08301897,0,0,0,0,7.24835344,0,24.7650751,0,49.89709778,102.1080951,163.1129774,0,0,158.0996679,42.1786312,0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,1380.199786,2651.651612,1520.976322,2995.131662,2502.576534,1063.3245,1958.580403,1841.263332,2599.71596,1653.725411,2359.10373,3545.699055,1707.193628,2093.722759,1782.324162,2600.433023,1515.476665,2090.325529,2211.302188,1946.571144,1959.227165,1996.085937,2443.468479,1487.99781,1516.788972,2235.786645,1802.970865,3537.497213,2455.36896,1488.084872,1980.048883,4402.017707,2654.850294,2228.96112,2882.192943,1985.558016,2512.079953,3199.283571,1599.595015,1685.584451,1476.371559,2165.712513,1835.963915,3393.827402,2239.259629,2586.081599,3091.682445,3700.682279,1739.55186,2758.937,2381.059416,2802.404229,1683.94095,2571.647326,2310.785066,1811.203988,2473.808871,2081.593797,2208.80224,2353.807838,1219.027594,2208.258651,2329.249615,1438.264125,2538.595648,1633.63017,3240.280825,3921.08924,2307.130358,2180.503452,3837.189705,4424.258784,2157.845949,2541.662377,2543.782751,2270.249269,2195.562832,2601.404654,3435.152166,2522.343343,2228.5843,1213.387209,2284.293451,1927.100018,1666.331701,1502.611465,2864.658515,2936.405148,1995.708068,3078.287581,2390.425097,2976.112995,2189.653533,3590.405346,2305.251953,2435.785054,3488.046711,4771.323608,3149.293119,2171.239524,1954.501091,2369.823079,2854.892411,3454.918509,3315.645871,2777.62135,1607.186939,2225.52512,24.5898104,1480.448574,1165.144598,1321.886864,1905.97704,2060.967792,2015.571817,1732.077318,2631.6973,1858.577068,720.9105075,2011.294998,1789.963984,1270.917191,2361.73973,1124.411324,2105.751125,2368.591377,1419.394588,1816.196847,1523.733301,1406.840449,50.27630932,1869.800812,1147.413692,1637.871489,1588.586341,1970.229647,3821.683026,2838.842063,1583.346887,903.7584142,1568.428886,1576.952559,1681.677707,1769.510228,1257.861146,1550.133379,1133.952059,1444.129285,372.9201848,2054.370392,1533.414156,1242.693507,1599.411109,1145.144561,1834.370858,1945.509248,1848.610818,1338.754735,1575.111869,2107.118539
PWY-6165: chorismate biosynthesis II (archaea),146.4700577,0,0,0,0,166.4562564,0,146.5310661,0,0,0,0,251.5554827,0,0,193.9629368,180.427846,892.0882082,180.6476422,0,735.8415691,0,129.7223639,0,0,0,0,0,0,0,0,0,0,0,334.06322,103.0399983,0,100.5576273,295.7138396,0,0,0,327.3469725,74.76911928,0,0,0,0,0,103.8311434,0,0,0,146.8483897,38.75362575,0,418.9927138,161.2540924,116.5899179,0,100.7740135,307.6136803,82.24488653,0,236.4415052,0,0,0,0,0,0,0,69.87992707,0,193.5084869,0,0,1216.352365,0,170.0984806,0,129.7790755,0,294.4275819,209.5056948,0,0,0,0,0,45.68790039,0,0,0,322.6764959,124.1508309,456.8798641,0,0,0,0,58.5079082,0,0,0,0,0,143.638377,0,62.64699185,0,0,0,0,0,0,0,0,172.629882,0,0,0,0,68.6528699,190.5890859,0,370.4062769,0,0,44.7370728,0,0,153.1316432,184.4536163,0,0,290.9470793,0,324.8145249,0,107.7012984,0,0,125.0896946,0,0,0,0,18.690165,0,64.29091357,0,126.4460498,236.5966776,378.2874483,0,0,341.0637789,107.6648294,0
PWY-6167: flavin biosynthesis II (archaea),54.74774112,0,0,0,0,0,0,129.0501701,0,0,0,0,165.9056118,0,0,0,149.8086965,123.2143199,131.593651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.05487057,189.608017,0,85.58540079,184.2003593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.5279007,0,0,0,106.9295315,60.27750497,0,0,0,92.60619992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.1989238,0,69.79624352,0,0,0,196.3754319,0,0,0,0,0,0,0,0,0,0,171.7311476,0,357.9763188,0,0,0,0,0,0,0,0,0,0,0,0,68.99622699,0,0,0,0,0,0,0,0,151.0286833,0,0,0,0,0,0,0,232.4197664,0,0,0,0,0,125.0200203,0,0,0,201.3743562,0,252.5870281,0,36.91061283,0,0,0,0,0,0,0,0,0,0,0,0,0,80.71489289,0,0,0,88.44940149,0
PWY-6168: flavin biosynthesis III (fungi),59.83426487,0,107.1854628,365.0308214,591.0184455,0,538.8666227,548.7976882,657.9184202,840.6360309,641.6273856,0,800.7632374,0,633.7023745,0,221.4865611,105.7217812,174.2314043,519.8005807,0,77.2933189,0,0,106.951814,365.5864261,0,0,324.6259482,0,457.9073531,0,146.4492429,36.80211858,54.55391158,409.0746717,0,246.5873318,219.1764682,0,0,0,0,0,0,0,0,0,521.0496317,0,754.7112061,203.0694108,556.3206324,278.1928917,0,662.8025953,0,152.0652038,71.24419196,0,0,0,246.3839305,0,0,0,0,1525.702159,0,0,0,430.4349907,0,0,0,0,0,801.692493,1410.232393,115.5049254,0,0,0,292.4041184,0,545.3183704,210.4374222,613.0868291,0,246.1630706,0,0,0,756.12527,269.862434,0,1175.810879,0,371.4211148,231.1668567,0,0,829.3524055,0,0,1047.850604,0,0,0,282.4509657,0,111.4042001,268.5677804,0,295.1193858,201.8065196,0,0,217.6630998,519.2706244,0,0,391.9939503,0,0,176.6664651,556.668669,0,566.0756903,77.37346945,0,0,236.3481691,0,403.7462067,1023.211922,313.937401,191.1549888,407.7513968,210.6933636,571.7798996,222.9292501,0,0,753.9426354,0,261.4056137,0,0,678.305906,0,484.5813697,0,0,75.15380734,172.4974382,0,0,224.3692838,376.1915211
PWY-6174: mevalonate pathway II (haloarchaea),35.76554753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.23590362,0,0,41.51077248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.36435009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7088191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.87698512,0,33.42805732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6182: superpathway of salicylate degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27762199,463.9363325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7369712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.15145444,0,0,0,20.36439186,86.43402287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6185: 4-methylcatechol degradation (ortho cleavage),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7567079,363.3811785,0,0,0,0,0,0,0,0,0,0,0,13.64824345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.1622964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.740409348,0,0,0,0,0,0,0,22.09654366,0,0,0,0,86.30082223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85346705,0,0,0,0,0,0,0,0,0,0,0,4.043158594,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6210: 2-aminophenol degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.262732136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.798683977,3.778474929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.70999726,0,0,0,0,0,0,14.44324682,0
PWY-6215: 4-chlorobenzoate degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.758155597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.48307949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9958194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.009419725,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-621: sucrose degradation III (sucrose invertase),442.435406,401.8812273,525.3636498,602.4605579,856.4312822,127.3228588,388.8080895,951.0792508,911.5150243,865.5342469,862.366857,882.252173,121.6639596,384.9758518,605.6227177,956.4050921,292.1149556,208.8369138,383.666194,401.3478527,46.13845899,307.956997,720.0298071,996.2918718,371.2387068,530.7202342,463.5499597,1031.231943,1075.58119,933.4054756,207.376957,1277.405535,176.5578778,537.973391,528.4172251,691.7653201,656.9116695,322.3600818,285.6841801,248.1042914,381.6410047,464.0300691,305.1835791,2287.273879,334.4290343,465.1627382,739.1378262,703.5295934,633.4614921,454.4801916,843.1669031,564.6809733,565.5054414,504.1062477,552.0287786,532.9937369,229.9681637,312.7644565,204.2288258,915.1575982,298.1788942,264.5541745,757.0090442,231.9252428,262.3349624,561.1864366,892.6768507,2488.015059,493.068518,1034.0304,688.1282497,1819.619667,544.1633127,255.2833833,1118.09864,284.8501973,517.6361201,566.4916093,1542.55514,461.2445645,281.5009979,158.209153,512.985006,277.5467358,309.418807,664.8874253,573.4108165,448.693271,717.6570256,1182.300244,461.9852571,585.7144794,429.6404866,670.1153151,396.8892362,553.7085685,795.3608044,968.5610698,974.0891786,764.2832354,364.2716236,698.4690576,488.2926541,761.6242072,614.7617089,1153.265476,181.0330107,405.211382,0,453.3613189,313.7377157,179.7852714,229.7414577,504.5188671,162.1158469,512.4668359,273.9784711,240.675763,121.6519361,492.8007849,760.7233371,407.7343629,1111.87578,342.8769535,575.2062225,339.3192929,860.1564018,466.1936945,656.3002915,228.5726426,13.69505173,274.1575953,198.8377884,333.2986197,579.7885596,1146.243844,836.0400961,597.2250462,728.904735,175.1104166,640.0375515,280.9056293,312.9392028,245.9344038,484.4259778,276.0767645,428.964888,356.0308696,96.08845324,758.6698329,447.2815781,388.6628525,295.9489109,110.4569446,169.6329712,51.02858972,518.7903125,84.48648601,414.9760368,220.2714499
PWY-622: starch biosynthesis,327.7261357,246.6377839,900.5636785,0,0,0,0,0,1413.604853,0,0,0,0,0,0,337.6011385,444.6751801,0,165.6203465,181.9940629,0,0,0,1051.813698,0,0,184.6349326,191.2567925,0,0,259.1843292,902.6403725,0,274.9983696,206.3279348,0,0,0,0,233.2593691,0,0,0,0,0,0,0,479.108467,103.2697843,1081.350163,0,102.7045065,425.8025227,84.44935539,139.2490254,282.9800649,0,0,0,0,341.0946713,114.3798809,0,0,0,237.1587308,281.9933616,0,0,495.2324498,280.3138545,116.5054603,0,0,333.9381074,796.7623648,633.2222269,314.5956108,0,380.4937033,0,360.4278426,0,413.6507201,0,0,0,0,0,209.5327805,90.72386308,0,0,88.1960612,231.8867182,0,0,0,69.67972816,0,438.3479851,101.7213345,425.9690422,847.7430366,947.1213625,0,160.6055415,74.60570397,0,808.1632617,150.6944178,0,1012.051301,153.6724357,71.97521002,100.6145331,225.5331096,0,227.3106862,0,220.0454003,296.5968135,1151.410188,0,714.1660722,0,784.2152849,257.9388191,126.6871924,0,0,350.0720966,59.57320464,0,225.7828272,368.0929288,1025.125554,0,0,0,0,287.2050188,225.4601298,0,0,0,0,101.5789886,0,1161.409495,0,465.1960309,117.8407856,0,0,226.8186632,0,0,0,1336.17746
PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.21219966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6270: isoprene biosynthesis I,875.297463,1795.821008,858.6244908,2056.713154,1745.236221,627.853722,1145.806981,1288.909211,1924.491278,1173.160091,1384.64775,2334.967231,1301.725877,1363.904817,1153.996161,1739.174456,1068.616766,1358.379772,1536.590495,601.6362585,1347.646044,1498.239053,1753.621551,823.5027367,1043.117856,1336.155234,164.4426685,2659.321696,1930.863291,1271.568185,1006.642682,2842.178134,1481.462756,1673.864877,2010.232466,1366.761048,1313.648138,2140.009667,969.8255889,1317.093092,1290.459296,1527.791741,1156.312586,2416.107158,1486.450264,1654.632461,2164.157064,2482.360146,1288.476584,1704.840319,1599.092053,1916.319254,1124.143831,1718.666404,1405.203922,1421.319971,1553.798561,1517.329199,1442.787064,1120.699611,738.4288767,1264.429602,1788.656309,1022.211654,1629.916338,1228.008817,1695.695916,2931.33541,1611.300674,1409.748556,2214.466281,2600.333867,1518.176524,1778.396237,1474.361173,1252.848177,1430.588545,1747.474889,2501.167771,1813.321561,1375.187399,551.2819285,1557.471091,1422.321765,1167.406547,1044.809099,1598.919218,2543.50376,1166.663776,2316.928699,1628.966207,1391.96014,998.6363645,1930.346715,1574.798728,1709.681859,2198.540804,2734.38241,2207.427168,1194.918001,1499.5979,1638.991432,2474.222127,2682.965534,2322.737343,1920.110316,1019.785928,1284.077448,0,833.2793825,676.3441895,909.6926559,1214.12567,1295.075178,1170.482261,1343.603771,1967.729149,1563.065422,413.983235,1199.537326,1386.836159,976.1566495,1579.226939,750.3254163,1558.062061,1259.768412,1167.914828,1339.041454,1205.090805,825.2618389,25.56606015,1321.412205,684.6310687,1005.172202,1350.733849,1730.907528,2535.926293,1708.652941,1103.845406,385.9384274,1022.294004,911.0523141,1246.367834,1188.598812,917.5232822,1200.785626,785.3963281,853.1683594,231.6176951,1521.183665,1001.932238,992.5419394,983.0945461,825.8292756,1430.348752,1399.187132,1152.031095,643.7295468,1040.906715,1547.650856
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,1521.494196,2305.778887,1592.097522,2686.406632,2112.477344,847.7743576,1820.958568,2193.768425,2843.84315,2111.677701,1986.956825,3327.638434,1583.515152,1885.76219,1760.99777,2409.606508,1468.397415,2228.630603,1884.460861,1770.582932,2292.816107,2391.069898,2723.61395,1705.643358,1491.592151,1820.922247,1664.505381,2990.623294,2211.00034,1234.838889,1916.963548,4022.735169,2907.070654,2137.11189,2652.139047,1690.889,1954.089167,2699.379212,1591.982957,1816.839722,2029.464323,2028.391205,1812.888646,2996.28449,2067.16337,2186.924078,2673.510849,3179.504428,1665.93843,2427.560688,2280.592732,2656.769543,1516.066827,2337.542304,1906.920483,1795.067793,2104.180108,2052.074305,1825.583969,2065.963378,1137.077623,1997.882837,2282.058146,1458.992511,2354.286881,1481.230846,2792.239236,4740.991088,2145.428646,2507.32482,2717.732678,3884.782301,1946.359069,2179.06991,2265.926384,2056.038262,1764.885908,3127.52972,3471.743144,2312.417889,1826.530652,1211.632991,2320.515612,1871.963548,1576.665046,1535.027723,2429.208484,2924.926968,1774.310047,2704.331609,1985.695619,2862.550757,1813.032495,2874.615415,2082.841746,2160.214168,3296.230902,4082.251002,2717.622485,1841.989449,1863.158683,2071.403696,2919.916971,2917.452549,2802.556203,3252.003589,1559.128157,2088.808261,26.56129269,1442.471742,1255.719003,1091.478032,1658.520768,1746.060176,1592.70878,1601.00661,2552.111961,1695.692107,790.5571836,1724.987449,1606.208438,1234.644619,2619.920508,1022.412353,1814.824302,2122.435802,1723.891564,1714.75256,1561.643831,1169.593961,29.77387996,1688.527605,979.6263378,1400.406733,1512.771682,2556.432422,3585.001251,2481.017306,1636.460782,883.1100005,1797.874447,1530.294762,1560.63778,1529.686584,1275.190792,1379.124844,1211.173884,1568.417158,333.9652213,2027.754547,1359.502349,1537.194697,1337.014671,1126.761004,1783.23572,1913.51355,1552.844673,1111.616814,1610.280455,1787.914456
