#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_108S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_108S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/bbmerge/PD_108S_bbmerged.fastq.gz
#4383668 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 4078613
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	6.958898	-	305055
k__Bacteria	2	93.041102	1.0995564489547374	4078613
k__Bacteria|p__Firmicutes	2|1239	76.85023	0.9082133019650623	3276466
k__Bacteria|p__Bacteroidota	2|976	7.113316	0.08406491567282635	416047
k__Bacteria|p__Actinomycetota	2|201174	5.193398	0.061375393584440885	207184
k__Bacteria|p__Verrucomicrobiota	2|74201	3.414072	0.04034738670297535	126148
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.237446	0.0028061265319943964	20810
k__Bacteria|p__Pseudomonadota	2|1224	0.214561	0.002535673838593092	29753
k__Bacteria|p__Bacteria_unclassified	2|	0.018078	0.0002136506588450464	2205
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	66.204027	0.7823968505003375	2873933
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	7.113316	0.08406491567282635	416047
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	3.869124	0.045725172873284176	101723
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	3.819281	0.0451361303829541	144272
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	3.414072	0.04034738670297535	126148
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	2.265155	0.026769524798515364	55253
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.578288	0.01865215234462732	76317
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.083211	0.012801351993414293	65464
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.750616	0.008870756933520884	19551
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.6235	0.007368506267965898	43361
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.472361	0.00558235092391894	16194
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.415058	0.004905142760282443	13862
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.309209	0.003654216967073756	9679
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.237446	0.0028061265319943964	20810
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.214561	0.002535673838593092	29753
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.18197	0.0021505148942673577	8407
k__Bacteria|p__Firmicutes|c__CFGB2918	2|1239|	0.112006	0.0013236832175774686	6848
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.109847	0.001298166925981076	6252
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.062445	0.0007379689802674801	6074
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.054372	0.0006425637144036533	12581
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.046547	0.0005500935941446562	3804
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.045655	0.0005395460034989571	6968
k__Bacteria|p__Firmicutes|c__CFGB2919	2|1239|	0.029026	0.0003430234975945649	5580
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.018078	0.0002136506588450464	2205
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.00932	0.00011014795455039233	5287
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.002609	3.083002132298413e-05	2240
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	44.430667	0.5250800558138516	2041182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	21.764197	0.2572085085863715	823269
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	7.113316	0.08406491567282635	416047
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	3.869124	0.045725172873284176	101723
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	3.473848	0.04105381398659843	118228
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	2|74201|203494|48461	3.414072	0.04034738670297535	126148
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	2.265155	0.026769524798515364	55253
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.578288	0.01865215234462732	76317
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.071746	0.012665852214176538	62171
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107	2|201174||	0.750616	0.008870756933520884	19551
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486	2|1239||	0.472361	0.00558235092391894	16194
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	0.454845	0.005375338708069013	18763
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984	2|1239||	0.415058	0.004905142760282443	13862
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.345433	0.004082316396355676	26044
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.309209	0.003654216967073756	9679
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.237446	0.0028061265319943964	20810
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.214561	0.002535673838593092	29753
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380	2|1239||	0.18197	0.0021505148942673577	8407
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales	2|201174|1760|2037	0.168656	0.001993167559896886	24598
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918	2|1239||	0.112006	0.0013236832175774686	6848
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.109847	0.001298166925981076	6252
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.062445	0.0007379689802674801	6074
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.054372	0.0006425637144036533	12581
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491	2|1239||	0.046547	0.0005500935941446562	3804
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070	2|1239||	0.045655	0.0005395460034989571	6968
k__Bacteria|p__Firmicutes|c__CFGB2919|o__OFGB2919	2|1239||	0.029026	0.0003430234975945649	5580
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|||	0.018078	0.0002136506588450464	2205
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.011466	0.0001354997792377545	3293
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.00932	0.00011014795455039233	5287
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.0046	5.436290667211121e-05	3120
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.004563	5.392319344222693e-05	6362
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	2|1239||	0.002609	3.083002132298413e-05	2240
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	2|1239|186801|3085636|186803	44.365452	0.5243093454850827	2029363
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	17.708089	0.20927356379213014	626638
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	4.434568	0.05240757010262898	184638
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054	2|1239|||	3.869124	0.045725172873284176	101723
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	3.473848	0.04105381398659843	118228
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	3.414072	0.04034738670297535	126148
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936	2|1239|||	2.265155	0.026769524798515364	55253
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	2.152597	0.025439309739720965	196429
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	1.666681	0.019696782061978176	54321
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	2|1239|526524|526525|2810280	1.509726	0.017841893977929867	67961
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	1.063553	0.012569028209029987	57695
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.935364	0.011054096463628942	38817
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107	2|201174|||	0.750616	0.008870756933520884	19551
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae	2|1239|186801|186802|3085642	0.599928	0.007089931870518077	23611
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486|f__FGB84486	2|1239|||	0.472361	0.00558235092391894	16194
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0.454845	0.005375338708069013	18763
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae	2|1239|186801|186802|3151707	0.451769	0.005338986897443587	21998
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	0.43344	0.005122373438681255	18961
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984	2|1239|||	0.415058	0.004905142760282443	13862
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.345433	0.004082316396355676	26044
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	0.309209	0.003654216967073756	9679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	0.253951	0.0030011830763986957	39923
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	2|200940|3031449|213115|194924	0.237446	0.0028061265319943964	20810
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0.214561	0.002535673838593092	29753
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380	2|1239|||	0.18197	0.0021505148942673577	8407
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.168656	0.001993167559896886	24598
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918	2|1239|||	0.112006	0.0013236832175774686	6848
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292	2|1239|||	0.109847	0.001298166925981076	6252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	0.080772	0.0009545630292555617	5767
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.068562	0.0008102583666974553	8356
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae	2|1239|186801|3085636|3118652	0.065215	0.0007707103287689475	11819
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792	2|1239|||	0.062445	0.0007379689802674801	6074
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038	2|1239|||	0.054372	0.0006425637144036533	12581
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.053723	0.0006348989004698793	10036
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491	2|1239|||	0.046547	0.0005500935941446562	3804
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070	2|1239|||	0.045655	0.0005395460034989571	6968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis	2|1239|186801|186802|538999	0.042502	0.0005022858896865413	7157
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0.038988	0.0004607634913252706	5983
k__Bacteria|p__Firmicutes|c__CFGB2919|o__OFGB2919|f__FGB2919	2|1239|||	0.029026	0.0003430234975945649	5580
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae	2|1239|186801|186802|3082771	0.025141	0.00029711550533179635	5037
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2||||	0.018078	0.0002136506588450464	2205
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae	2|1239|91061|1385|539738	0.011466	0.0001354997792377545	3293
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023	2|1239|||	0.00932	0.00011014795455039233	5287
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	0.008193	9.682400514655103e-05	4476
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae	2|1239|186801|3082720|3030910	0.0046	5.436290667211121e-05	3120
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	0.004563	5.392319344222693e-05	6362
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217	2|1239|||	0.002609	3.083002132298413e-05	2240
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	2|1239|186801|3085636|186803|572511	19.822043	0.23425620399841302	892676
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobutyricum	2|1239|186801|3085636|186803|2569097	7.389201	0.0873253173193103	309218
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	2|976|200643|171549|171550|239759	4.434568	0.05240757010262898	184638
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9715	2|1239||||	3.869124	0.045725172873284176	101723
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	2|201174|84998|84999|84107|102106	3.459494	0.040884177845201236	109744
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	2|74201|203494|48461|1647988|239934	3.414072	0.04034738670297535	126148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus	2|1239|186801|186802|216572|1263	3.053124	0.036081709235683136	83685
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes	2|1239|186801|3085636|186803|207244	2.956898	0.03494451878376814	104178
