#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_198_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_198_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/bbmerge/PD_198_bbmerged.fastq.gz
#2956493 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 2967123
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	0.0	-	-10630
k__Bacteria	2	100.0	0.7759572429218561	2967123
k__Bacteria|p__Firmicutes	2|1239	78.78825	0.6113631384026538	2146235
k__Bacteria|p__Bacteroidota	2|976	18.0939	0.14040094606389839	718577
k__Bacteria|p__Pseudomonadota	2|1224	1.25967	0.009774510798036977	29657
k__Bacteria|p__Verrucomicrobiota	2|74201	0.83631	0.006489442076774445	20280
k__Bacteria|p__Actinomycetota	2|201174	0.71297	0.005532359763459991	35068
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.30889	0.002396845817032503	17306
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	61.12054	0.474269272832778	1753392
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	18.0939	0.14040094606389839	718577
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	7.07147	0.0548715688678825	132956
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	3.80337	0.029512514033537607	68122
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	1.80365	0.013995569075714663	36823
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	1.4512	0.011260679170187828	24708
k__Bacteria|p__Firmicutes|c__CFGB9345	2|1239|	1.12159	0.008703035212061627	18600
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	0.83631	0.006489442076774445	20280
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.74839	0.005807225143853146	10828
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.57683	0.004475962126114009	25034
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.53398	0.004143491009439055	12038
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.50356	0.003907420218622062	11312
k__Bacteria|p__Pseudomonadota|c__CFGB10055	2|1224|	0.3787	0.00293858617847946	9191
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	0.37741	0.0029285044009354543	9154
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.35309	0.0027398558214040383	24295
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.30889	0.002396845817032503	17306
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.21735	0.0016865201959220452	7878
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.20375	0.001581042626133519	9253
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.13614	0.0010563976373459821	10034
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.12142	0.0009421441258753666	5661
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.08785	0.0006816813358723225	5663
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.05009	0.00038866509169150596	6461
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.03421	0.0002654482732130813	6905
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.03091	0.00023985849624643467	5455
k__Bacteria|p__Firmicutes|c__CFGB2919	2|1239|	0.02144	0.00016638316433448873	4661
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.01135	8.804851988655135e-05	5857
k__Bacteria|p__Firmicutes|c__CFGB4605	2|1239|	0.00259	2.0135406619988846e-05	6679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	35.10318	0.2723856962452903	1062738
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	26.01736	0.2018835765874877	690654
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	18.0939	0.14040094606389839	718577
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	5.51426	0.04278831177845951	102841
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	3.80337	0.029512514033537607	68122
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486	2|1239||	1.80365	0.013995569075714663	36823
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.55721	0.012083257089422992	30115
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	1.4512	0.011260679170187828	24708
k__Bacteria|p__Firmicutes|c__CFGB9345|o__OFGB9345	2|1239||	1.12159	0.008703035212061627	18600
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	2|74201|203494|48461	0.83631	0.006489442076774445	20280
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.74839	0.005807225143853146	10828
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380	2|1239||	0.53398	0.004143491009439055	12038
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.50356	0.003907420218622062	11312
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.39809	0.0030889805075777375	14089
k__Bacteria|p__Pseudomonadota|c__CFGB10055|o__OFGB10055	2|1224||	0.3787	0.00293858617847946	9191
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404	2|1224||	0.37741	0.0029285044009354543	9154
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.35309	0.0027398558214040383	24295
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.30889	0.002396845817032503	17306
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	2|1239||	0.21735	0.0016865201959220452	7878
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.20375	0.001581042626133519	9253
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.17874	0.0013869816185362715	10945
