#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_188S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_188S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/bbmerge/PD_188S_bbmerged.fastq.gz
#3043023 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 3052227
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	0.0	-	-9204
k__Bacteria	2	99.18106	0.8238681139606886	3037945
k__Archaea	2157	0.81894	0.006802656126206856	14282
k__Bacteria|p__Firmicutes	2|1239	82.63402	0.6864166623671459	2405291
k__Bacteria|p__Bacteroidota	2|976	12.99761	0.10796734360009191	504481
k__Bacteria|p__Actinomycetota	2|201174	1.83682	0.015257942981666188	66037
k__Bacteria|p__Verrucomicrobiota	2|74201	1.4792	0.012287278859515761	36082
k__Archaea|p__Methanobacteriota	2157|28890	0.81894	0.006802656126206856	14282
k__Bacteria|p__Pseudomonadota	2|1224	0.2147	0.001783488898084747	20793
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.01871	0.0001553972541840294	5261
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	74.57498	0.6194725783114429	2154042
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	12.99761	0.10796734360009191	504481
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	2.34242	0.019457801591608464	50039
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.94204	0.01613199787321417	37259
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	1.4792	0.012287278859515761	36082
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.35491	0.011254845322375051	28176
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	1.15446	0.009589790656603772	41255
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.81894	0.006802656126206856	14282
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.45143	0.003749871103950967	15215
k__Bacteria|p__Actinomycetota|c__CFGB77988	2|201174|	0.42727	0.0035491925755629507	10176
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.41691	0.0034631311377464067	20916
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.33085	0.002748261936353476	9704
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.28859	0.0023971941765969468	9779
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.25229	0.0020957330541041246	8771
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	0.20977	0.0017425278652754364	5810
k__Bacteria|p__Firmicutes|c__CFGB1218	2|1239|	0.1937	0.0016090348665442715	7262
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.13796	0.0011459520688335265	3237
k__Bacteria|p__Firmicutes|c__CFGB92044	2|1239|	0.13611	0.001130658922911333	6757
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.11578	0.0009617165016758438	14651
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.09893	0.000821772396408903	6142
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.07379	0.0006129879266440181	5931
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.04532	0.0003764318842240281	8796
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	0.03691	0.0003065669650848893	3046
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.02899	0.00024082334019480793	7672
k__Bacteria|p__Firmicutes|c__CFGB1260	2|1239|	0.023	0.00019107441006660332	7006
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.02246	0.00018657631016550074	4792
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.01871	0.0001553972541840294	5261
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.00855	7.098379623705542e-05	7302
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00648	5.3800278701908184e-05	3647
k__Bacteria|p__Firmicutes|c__CFGB11739	2|1239|	0.00553	4.594679329555864e-05	5246
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.00315	2.6192308338597445e-05	4603
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.00297	2.4649872735345754e-05	4889
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	43.73894	0.36332659361621733	1347965
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	30.71491	0.25513975725705695	799524
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	12.99761	0.10796734360009191	504481
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	2.34242	0.019457801591608464	50039
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	1.94204	0.01613199787321417	37259
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	2|74201|203494|48461	1.4792	0.012287278859515761	36082
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.35491	0.011254845322375051	28176
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.81894	0.006802656126206856	14282
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.68722	0.005708569561806363	18951
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.46724	0.0038812210947974097	22304
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.45143	0.003749871103950967	15215
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988	2|201174||	0.42727	0.0035491925755629507	10176
