#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_215S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_215S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/bbmerge/PD_215S_bbmerged.fastq.gz
#4836336 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 4452717
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	7.932017	-	383619
k__Bacteria	2	92.067983	1.1769371447614738	4452717
k__Bacteria|p__Firmicutes	2|1239	64.605314	0.8258722670437451	2794938
k__Bacteria|p__Bacteroidota	2|976	24.716573	0.3159605776001424	1527717
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	1.110426	0.014194968353179502	35847
k__Bacteria|p__Actinomycetota	2|201174	0.85522	0.010932574273699744	53490
k__Bacteria|p__Pseudomonadota	2|1224	0.583472	0.007458725608415991	25343
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.196977	0.002518031882291088	15382
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	61.857212	0.7907423228023588	2658341
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	24.716573	0.3159605776001424	1527717
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	1.110426	0.014194968353179502	35847
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	1.008519	0.012892251523414517	41770
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.74812	0.009563479758483432	21683
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.525147	0.006713134831806605	17436
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.352113	0.004501188448238223	17340
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.330073	0.004219439441893139	36054
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.254905	0.0032585349232006526	8378
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	0.231359	0.002957537160177768	8003
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.230482	0.0029463326998829128	16813
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.224248	0.0028666426779562987	10839
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.196977	0.002518031882291088	15382
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.077602	0.000992016543937434	6691
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.069003	0.0008820953466696012	6228
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.059733	0.0007635854769827265	10415
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.045295	0.0005790222984705201	5454
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.017307	0.0002212387197763856	2450
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.012887	0.00016474427261174745	5876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	35.853829	0.45833200390816664	1596077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	25.625	0.3275733085752577	1042832
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	24.716573	0.3159605776001424	1527717
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	2|1798710||1906119	1.110426	0.014194968353179502	35847
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315	2|1239||	1.008519	0.012892251523414517	41770
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.74812	0.009563479758483432	21683
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	0.525147	0.006713134831806605	17436
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.352113	0.004501188448238223	17340
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales	2|1239|186801|3085656	0.282878	0.003616125974659311	12068
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.275974	0.0035278714783071275	27859
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.254905	0.0032585349232006526	8378
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404	2|1224||	0.231359	0.002957537160177768	8003
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.230482	0.0029463326998829128	16813
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.224248	0.0028666426779562987	10839
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.196977	0.002518031882291088	15382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.095506	0.0012208843442751782	7364
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.077602	0.000992016543937434	6691
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified	2|1239||	0.069003	0.0008820953466696012	6228
