#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_195_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_195_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/bbmerge/PD_195_bbmerged.fastq.gz
#4389448 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 4352922
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	0.832132	-	36526
k__Bacteria	2	85.087324	1.1284341363325887	4014120
k__Archaea	2157	14.080544	0.18673716830993675	338802
k__Bacteria|p__Firmicutes	2|1239	45.741794	0.6066309249892422	2154306
k__Bacteria|p__Bacteroidota	2|976	17.670625	0.23434908958088954	895305
k__Archaea|p__Methanobacteriota	2157|28890	14.077501	0.18669682021373704	335391
k__Bacteria|p__Verrucomicrobiota	2|74201	11.841564	0.15704366561910013	487483
k__Bacteria|p__Actinomycetota	2|201174	5.585471	0.07407491006396852	195441
k__Bacteria|p__Pseudomonadota	2|1224	2.426975	0.032186714155748156	184118
k__Bacteria|p__Synergistota	2|508458	1.1307	0.0149954227402795	48522
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.366848	0.0048651682629389	34268
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.323346	0.004288240920421734	14677
k__Archaea|p__Thermoplasmatota	2157|2283796	0.003042	4.034809619971445e-05	3411
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	18.550596	0.24601931596049154	1117339
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	17.670625	0.23434908958088954	895305
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	14.077501	0.18669682021373704	335391
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	11.841564	0.15704366561910013	487483
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	5.749351	0.07624830630782113	164700
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	3.81547	0.05060102813889118	124442
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	3.635373	0.048212580642237865	113483
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	3.250387	0.04310686344388974	128033
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	3.036623	0.040271909461833476	76491
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.023588	0.04009904080707628	108523
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	1.854945	0.024600408339639168	157620
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.492966	0.019799827518902295	47398
k__Bacteria|p__Synergistota|c__Synergistia	2|508458|649775	1.1307	0.0149954227402795	48522
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.962401	0.012763433777890047	46663
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.919457	0.012193903143318495	19075
k__Bacteria|p__Firmicutes|c__CFGB11739	2|1239|	0.655483	0.00869305784515419	26347
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.564852	0.00749110443614434	34126
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.528048	0.0070030132146936585	26164
k__Bacteria|p__Firmicutes|c__CFGB2845	2|1239|	0.523204	0.006938774116452269	15534
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	0.493587	0.006545988597669397	14558
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	0.479018	0.006352772900925171	13453
k__Bacteria|p__Firmicutes|c__CFGB2890	2|1239|	0.457932	0.006073121736181559	16639
k__Bacteria|p__Firmicutes|c__CFGB9345	2|1239|	0.453479	0.006014071524346989	13559
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.366848	0.0048651682629389	34268
k__Bacteria|p__Firmicutes|c__CFGB2915	2|1239|	0.346934	0.004601057506231531	16679
k__Bacteria|p__Firmicutes|c__CFGB3009	2|1239|	0.343767	0.004559058860684095	16014
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.328582	0.004357675246262114	10883
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.323346	0.004288240920421734	14677
k__Bacteria|p__Firmicutes|c__CFGB82250	2|1239|	0.299581	0.003973065802681385	13642
k__Bacteria|p__Firmicutes|c__CFGB92044	2|1239|	0.243899	0.0032346119898106858	11061
k__Bacteria|p__Firmicutes|c__CFGB92040	2|1239|	0.22765	0.003019108504430888	9889
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.171357	0.00227254798982263	9698
k__Bacteria|p__Firmicutes|c__CFGB72904	2|1239|	0.167554	0.002222109714939737	4342
k__Bacteria|p__Firmicutes|c__CFGB79330	2|1239|	0.133353	0.0017685394184245998	4075
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.127372	0.0016892179419073124	14073
k__Bacteria|p__Firmicutes|c__CFGB2838	2|1239|	0.105265	0.0013960306037591659	5231
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.102215	0.0013555835173796038	8903
k__Bacteria|p__Firmicutes|c__CFGB2919	2|1239|	0.088095	0.001168325650186982	7173
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.078443	0.0010403172184395883	11940
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.071389	0.0009467619842832297	27340
k__Bacteria|p__Firmicutes|c__CFGB2917	2|1239|	0.068911	0.0009138999227438483	5848
k__Bacteria|p__Firmicutes|c__CFGB82363	2|1239|	0.063609	0.0008435885485190515	4937
k__Bacteria|p__Firmicutes|c__CFGB2846	2|1239|	0.063265	0.000839023550592047	5426
