#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_166_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/metaphlan4/PD_166_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/bbmerge/PD_166_bbmerged.fastq.gz
#3310278 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 3220045
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	2.725844	-	90233
k__Bacteria	2	96.720653	0.9362680821477178	3208104
k__Archaea	2157	0.553504	0.005357985206084924	11941
k__Bacteria|p__Firmicutes	2|1239	93.283635	0.9029973204874115	3056060
k__Bacteria|p__Actinomycetota	2|201174	2.939202	0.028451840628676773	80860
k__Archaea|p__Methanobacteriota	2157|28890	0.553504	0.005357985206084924	11941
k__Bacteria|p__Bacteroidota	2|976	0.376126	0.003640947534429992	56861
k__Bacteria|p__Pseudomonadota	2|1224	0.091508	0.0008858051449824473	6008
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.030182	0.00029216835221706214	8315
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	60.782583	0.588383046082811	2178308
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	16.574655	0.16044474017364027	375444
k__Bacteria|p__Firmicutes|c__CFGB94588	2|1239|	5.518569	0.053420441532857785	118042
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	3.532665	0.03419664398570367	85875
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	2.762942	0.0267456231590586	86974
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	1.405529	0.013605700581891539	42782
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.067819	0.010336624372976923	23229
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.933049	0.009032027855833808	23272
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.814666	0.0078860693844475	25750
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.553504	0.005357985206084924	11941
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.376126	0.003640947534429992	56861
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.346448	0.003353662035056086	10699
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.33817	0.0032735268025137682	21533
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	0.308288	0.002984267821381918	7605
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.292335	0.002829844369569509	7201
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.276481	0.002676372453396363	7665
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.272466	0.0026375007823061093	16856
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.263188	0.002547690963159184	23987
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.236095	0.0022854294519168957	8021
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.154982	0.001500243900950535	9922
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.091508	0.0008858051449824473	6008
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.074388	0.0007200871390060117	4145
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.07224	0.0006992947060238595	6714
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.040975	0.0003966403890703567	5829
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.039408	0.0003814698451164732	5030
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.030415	0.0002944257061953537	6765
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.030182	0.00029216835221706214	8315
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.019342	0.00018723480075952338	4166
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.016333	0.000158109042369263	5650
k__Bacteria|p__Firmicutes|c__CFGB9272	2|1239|	0.010733	0.00010390113683817545	6345
k__Bacteria|p__Firmicutes|c__CFGB88649	2|1239|	0.009776	9.46326836593848e-05	4685
k__Bacteria|p__Firmicutes|c__CFGB3034	2|1239|	0.009699	9.388544198253762e-05	2184
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.008758	8.477960704975672e-05	6300
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.007511	7.270428614486208e-05	3984
k__Bacteria|p__Firmicutes|c__CFGB45631	2|1239|	0.002329	2.2540622401288282e-05	1958
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	30.682006	0.2970056785385212	1167839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	29.861596	0.2890640018925234	981710
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	16.574655	0.16044474017364027	375444
k__Bacteria|p__Firmicutes|c__CFGB94588|o__OFGB94588	2|1239||	5.518569	0.053420441532857785	118042
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486	2|1239||	3.532665	0.03419664398570367	85875
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315	2|1239||	2.762942	0.0267456231590586	86974
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.297076	0.012555862225440412	31986
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.067819	0.010336624372976923	23229
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	0.933049	0.009032027855833808	23272
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.814666	0.0078860693844475	25750
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.553504	0.005357985206084924	11941
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.376126	0.003640947534429992	56861
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949	2|1239||	0.346448	0.003353662035056086	10699
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified	2|1239||	0.33817	0.0032735268025137682	21533
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992	2|201174||	0.308288	0.002984267821381918	7605
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107	2|201174||	0.292335	0.002829844369569509	7201
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.276481	0.002676372453396363	7665
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.272466	0.0026375007823061093	16856
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.263188	0.002547690963159184	23987
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062	2|1239||	0.236095	0.0022854294519168957	8021
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.213297	0.0020647452866510876	23379
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503	2|1239||	0.154982	0.001500243900950535	9922
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.108453	0.0010498383564511262	10796
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.091508	0.0008858051449824473	6008
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881	2|1239||	0.074388	0.0007200871390060117	4145
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.07224	0.0006992947060238595	6714
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	2|1239||	0.040975	0.0003966403890703567	5829
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.039408	0.0003814698451164732	5030
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.030415	0.0002944257061953537	6765
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.030182	0.00029216835221706214	8315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales	2|1239|186801|3085656	0.025684	0.0002486203651152985	5380
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292	2|1239||	0.019342	0.00018723480075952338	4166
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.016333	0.000158109042369263	5650
k__Bacteria|p__Firmicutes|c__CFGB9272|o__OFGB9272	2|1239||	0.010733	0.00010390113683817545	6345
k__Bacteria|p__Firmicutes|c__CFGB88649|o__OFGB88649	2|1239||	0.009776	9.46326836593848e-05	4685
k__Bacteria|p__Firmicutes|c__CFGB3034|o__OFGB3034	2|1239||	0.009699	9.388544198253762e-05	2184
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.008758	8.477960704975672e-05	6300
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.007511	7.270428614486208e-05	3984
k__Bacteria|p__Firmicutes|c__CFGB45631|o__OFGB45631	2|1239||	0.002329	2.2540622401288282e-05	1958
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	2|1239|186801|3085636|186803	30.682006	0.2970056785385212	1167839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	23.436458	0.22686785781090413	686397
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054	2|1239|||	16.574655	0.16044474017364027	375444
k__Bacteria|p__Firmicutes|c__CFGB94588|o__OFGB94588|f__FGB94588	2|1239|||	5.518569	0.053420441532857785	118042
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486|f__FGB84486	2|1239|||	3.532665	0.03419664398570367	85875
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315|f__FGB79315	2|1239|||	2.762942	0.0267456231590586	86974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis	2|1239|186801|186802|538999	2.354871	0.022795444738002827	59581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	1.489084	0.014414517048969731	48256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	1.423952	0.013784036077114512	95556
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	1.297076	0.012555862225440412	31986
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	1.067819	0.010336624372976923	23229
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0.933049	0.009032027855833808	23272
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792	2|1239|||	0.814666	0.0078860693844475	25750
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0.553504	0.005357985206084924	11941
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.550312	0.0053270923320129825	51030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae	2|1239|186801|186802|3085642	0.348942	0.003377803780978152	15229
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949	2|1239|||	0.346448	0.003353662035056086	10699
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified	2|1239|||	0.33817	0.0032735268025137682	21533
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992	2|201174|||	0.308288	0.002984267821381918	7605
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107	2|201174|||	0.292335	0.002829844369569509	7201
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	2|1239|||	0.276481	0.002676372453396363	7665
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.270186	0.0026154313807868024	40044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae	2|1239|186801|186802|3151707	0.24755	0.0023963124129175234	13942
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062	2|1239|||	0.236095	0.0022854294519168957	8021
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae	2|1239|186801|3082720|186804	0.213297	0.0020647452866510876	23379
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.204673	0.001981258240138241	20193
