feature	metadata	value	coef	abs coef	stderr	N	N.not.0	pval	qval	p-val rank	q-val adjusted for block	Log q val
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Negativibacillus.s__Negativibacillus.massiliensis	BMI	BMI	-0.051783813	0.051783813	0.078166873	146	25	0.508786211	0.846790416	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Pararoseburia.s__Pararoseburia.lenta	Sex_Male1_Female2	Female	-0.051742742	0.051742742	0.116915495	146	18	0.658783251	0.912791667	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus_A.s__Coprococcus_A.catus	BMI	BMI	0.051699457	0.051699457	0.110670733	146	51	0.641142567	0.907248335	1	0.931684642	0.030731063
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Onthomonas.s__Onthomonas.sp900545815	Age	Age	-0.051650646	0.051650646	0.068048894	146	27	0.449152575	0.828256066	1	0.750328756	0.124748409
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium_AQ.s__Clostridium_AQ.innocuum	BMI	BMI	-0.051571951	0.051571951	0.088225214	146	34	0.559819534	0.867071454	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp002404795	Sex_Male1_Female2	Female	-0.051495507	0.051495507	0.182613666	146	44	0.778378667	0.952419978	1	0.950869038	0.021879294
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Brotaphodocola.s__Brotaphodocola.sp003478505	BMI	BMI	-0.051329653	0.051329653	0.041121537	146	22	0.21408693	0.669360918	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.faecis	Group	PD	0.051250439	0.051250439	0.236340943	146	140	0.828650515	0.963947425	1	0.937460406	0.028047066
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Harryflintia.s__Harryflintia.acetispora	BMI	BMI	-0.050606434	0.050606434	0.041998822	146	18	0.230315576	0.694661495	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Hominibacterium.s__Hominibacterium.hominis	BMI	BMI	0.050561448	0.050561448	0.078467735	146	42	0.520427512	0.853683725	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Faecivicinus.s__Faecivicinus.avistercoris	Sex_Male1_Female2	Female	0.050486983	0.050486983	0.156444708	146	28	0.747407038	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.sp902363575	BMI	BMI	-0.050018812	0.050018812	0.109897831	146	26	0.649734843	0.909164835	1	0.931684642	0.030731063
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900066205	Age	Age	0.049907158	0.049907158	0.141551918	146	44	0.724955584	0.943893433	1	0.942574416	0.025684352
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anthropogastromicrobium.s__Anthropogastromicrobium.sp934292725	BMI	BMI	-0.04987422	0.04987422	0.156607185	146	94	0.750619266	0.944435075	1	0.962055406	0.016799916
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruthenibacterium.s__Ruthenibacterium.merdipullorum	Group	PD	-0.049680576	0.049680576	0.153254542	146	16	0.746307109	0.944435075	1	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Porcipelethomonas.s__Porcipelethomonas.ammoniilytica	BMI	BMI	0.049646416	0.049646416	0.103069297	146	26	0.630807494	0.903073232	1	0.92999127	0.031521128
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.wexlerae_B	Sex_Male1_Female2	Female	0.049172745	0.049172745	0.30795746	146	138	0.873374922	0.975051406	1	0.978314865	0.009521348
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Pullichristensenella.s__Pullichristensenella.stercorigallinarum	Sex_Male1_Female2	Female	-0.049085873	0.049085873	0.12629785	146	23	0.698141594	0.926725666	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter.sp900541505	BMI	BMI	-0.048870398	0.048870398	0.055255272	146	22	0.378015528	0.785345911	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia_B.s__Roseburia_B.zhanii	BMI	BMI	0.048790313	0.048790313	0.055070093	146	20	0.377198922	0.785345911	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Clostridium_A.s__Clostridium_A.leptum	Age	Age	-0.048772963	0.048772963	0.107738261	146	66	0.651487101	0.909164835	1	0.894104211	0.04861186
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Negativibacillus.s__Negativibacillus.faecipullorum	Sex_Male1_Female2	Female	0.048634091	0.048634091	0.098149866	146	17	0.621040951	0.898112707	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__HGM13006.s__HGM13006.sp900756575	Sex_Male1_Female2	Female	-0.048626716	0.048626716	0.112653883	146	20	0.666681468	0.917530336	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Ventricola.s__Ventricola.sp900548125	BMI	BMI	0.048533573	0.048533573	0.053306991	146	24	0.364193859	0.780564489	1	0.890037633	0.05059163
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.dentium	Sex_Male1_Female2	Female	-0.048496562	0.048496562	0.142702842	146	15	0.73449905	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UBA4285.s__UBA4285.sp900545225	BMI	BMI	0.048475705	0.048475705	0.061394924	146	21	0.431152274	0.818470872	1	0.890037633	0.05059163
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__UMGS124.g__JAHZGC01.s__JAHZGC01.sp019421015	Age	Age	-0.048288341	0.048288341	0.055283998	146	22	0.383952263	0.789371308	1	0.70468894	0.152002545
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.fragilis	BMI	BMI	-0.048171366	0.048171366	0.137646973	146	69	0.726907747	0.944435075	1	0.958640723	0.018344126
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes_A.s__Alistipes_A.hominis	Sex_Male1_Female2	Female	-0.047929558	0.047929558	0.143466892	146	36	0.738833065	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.sp900545405	Group	PD	-0.047824475	0.047824475	0.234940989	146	27	0.839001994	0.967351413	1	0.937460406	0.028047066
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__CAG.382.g__Woodwardibium.s__Woodwardibium.gallinarum	Group	PD	-0.047549029	0.047549029	0.094875519	146	17	0.617059744	0.894513443	2	0.798562174	0.097691265
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp900545925	Age	Age	0.047302702	0.047302702	0.061246748	146	26	0.44125907	0.826187195	1	0.747998989	0.126098989
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900548245	Sex_Male1_Female2	Female	-0.047277572	0.047277572	0.227443862	146	47	0.835645491	0.967351413	1	0.970648582	0.012937976
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.faecalis	Age	Age	-0.047193256	0.047193256	0.069869921	146	30	0.500540212	0.846790416	1	0.796604422	0.098757287
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Evtepia.s__Evtepia.sp004556345	Sex_Male1_Female2	Female	-0.047113024	0.047113024	0.120827343	146	19	0.697205519	0.926725666	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Eubacterium_R.s__Eubacterium_R.sp000434995	Group	PD	0.047068187	0.047068187	0.179531651	146	25	0.793585463	0.952419978	1	0.923427871	0.034597022
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__JAGTTR01.s__JAGTTR01.sp018223385	Age	Age	-0.046856919	0.046856919	0.039124903	146	15	0.23314661	0.696797662	1	0.609768057	0.21483533
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp934394595	Group	PD	-0.046824775	0.046824775	0.171282935	146	53	0.784978323	0.952419978	1	0.923213499	0.034697854
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_I.s__Eubacterium_I.ramulus_A	Sex_Male1_Female2	Female	0.046798154	0.046798154	0.12600969	146	19	0.710928463	0.933699693	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_G.s__Eubacterium_G.segne	Age	Age	0.046608432	0.046608432	0.054991847	146	27	0.3981768	0.795946936	1	0.721964343	0.141484251
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Ruminococcus_B.s__Ruminococcus_B.gnavus	BMI	BMI	-0.046576403	0.046576403	0.153650203	146	49	0.762251923	0.948763496	1	0.962055406	0.016799916
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium.saudiense	Group	PD	0.046566112	0.046566112	0.155391875	146	30	0.764887231	0.950391443	1	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.sp000436755	Sex_Male1_Female2	Female	0.046394338	0.046394338	0.100403991	146	17	0.644764708	0.907248335	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.faecis	Sex_Male1_Female2	Female	0.046378156	0.046378156	0.170812227	146	20	0.786406344	0.952419978	2	0.951831626	0.021439869
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus.massiliensis	BMI	BMI	-0.046352341	0.046352341	0.062807576	146	20	0.461782603	0.832111062	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Frisingicoccus.s__Frisingicoccus.sp900549105	Sex_Male1_Female2	Female	0.045907915	0.045907915	0.136306285	146	16	0.736787069	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.communis	Group	PD	0.045522065	0.045522065	0.268613216	146	88	0.865678249	0.973558915	1	0.948681468	0.022879583
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Fusicatenibacter.s__Fusicatenibacter.saccharivorans	Age	Age	0.045301505	0.045301505	0.142158744	146	132	0.750466825	0.944435075	1	0.945032299	0.024553348
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900120195	Sex_Male1_Female2	Female	-0.045238817	0.045238817	0.193509224	146	35	0.815506389	0.958697639	1	0.959117577	0.01812815
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.cirricatena	BMI	BMI	0.045181942	0.045181942	0.119253367	146	38	0.705372627	0.93218856	1	0.95238037	0.021189565
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.sp000436755	BMI	BMI	0.045053716	0.045053716	0.04894763	146	17	0.358968835	0.779469944	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.thermophilus	BMI	BMI	-0.04500201	0.04500201	0.129104956	146	75	0.727951779	0.944435075	3	0.958640723	0.018344126
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.hydrogenotrophica	Age	Age	0.044916817	0.044916817	0.082637319	146	29	0.587646836	0.875350014	1	0.868695323	0.061132517
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__QAMH01.g__QAMH01.s__QAMH01.sp900544245	Age	Age	0.044787733	0.044787733	0.091207738	146	33	0.624181208	0.899455505	2	0.880399701	0.055320114
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540595	Group	PD	0.044740227	0.044740227	0.218550947	146	28	0.838102393	0.967351413	1	0.937460406	0.028047066
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__RF32.f__CAG.239.g__Scatacola_A.s__Scatacola_A.faecigallinarum	Age	Age	-0.044539005	0.044539005	0.113955459	146	26	0.696522854	0.926725666	1	0.92540938	0.033666103
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__QAND01.g__UMGS1975.s__UMGS1975.sp959600905	Sex_Male1_Female2	Female	0.044377496	0.044377496	0.135885638	146	33	0.744487819	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__UBA1685.s__UBA1685.sp002320595	Age	Age	0.044295896	0.044295896	0.075114793	146	19	0.556363969	0.866098332	1	0.842429653	0.074466355
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Limiplasma.s__Limiplasma.sp900548145	Group	PD	0.044064265	0.044064265	0.141895635	146	17	0.756625785	0.948000146	1	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Evtepia.s__Evtepia.excrementipullorum	Group	PD	-0.043949568	0.043949568	0.238890148	146	33	0.854307903	0.968949676	2	0.943495727	0.025260062
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.finegoldii	Age	Age	-0.04371603	0.04371603	0.132651782	146	87	0.742243409	0.944435075	1	0.945032299	0.024553348
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.hominis	Sex_Male1_Female2	Female	-0.043494192	0.043494192	0.155789295	146	35	0.780526189	0.952419978	1	0.950869038	0.021879294
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Allocoprobacillus.s__Allocoprobacillus.merdigallinarum	Age	Age	-0.043409026	0.043409026	0.042643869	146	15	0.310512517	0.757099566	1	0.659839099	0.180561954
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster.sp001517625	Group	PD	0.04329941	0.04329941	0.225705585	146	24	0.848153498	0.968708374	1	0.941274208	0.026283841
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.senegalensis	Group	PD	0.043225489	0.043225489	0.151417012	146	29	0.775715998	0.951566471	2	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__F23.B02.s__F23.B02.sp001916715	BMI	BMI	-0.043005724	0.043005724	0.145509464	146	36	0.768022413	0.95093265	1	0.962055406	0.016799916
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Scatomonas.s__Scatomonas.merdavium	Age	Age	-0.042994085	0.042994085	0.054597877	146	19	0.432378161	0.818470872	1	0.746807524	0.126791315
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Ventricola.s__Ventricola.sp900542395	Group	PD	0.042659901	0.042659901	0.205021126	146	42	0.835481193	0.967351413	1	0.937460406	0.028047066
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.sp934393555	BMI	BMI	-0.042613729	0.042613729	0.06693968	146	34	0.525456144	0.854542086	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Faecivicinus.s__Faecivicinus.sp900553265	Age	Age	0.042280199	0.042280199	0.044285661	146	17	0.341415568	0.776819252	1	0.692394217	0.159646568
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Sutterella.s__Sutterella.wadsworthensis	BMI	BMI	-0.04222379	0.04222379	0.052260351	146	15	0.420529885	0.813858613	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__Phil1.s__Phil1.sp001940855	Group	PD	-0.041872022	0.041872022	0.188015817	146	21	0.8240994	0.962203745	1	0.937460406	0.028047066
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Pullichristensenella.s__Pullichristensenella.stercorigallinarum	Age	Age	0.041798355	0.041798355	0.06110082	146	23	0.495083429	0.844758714	1	0.79128719	0.101665865
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__UMGS973.s__UMGS973.sp900547295	Group	PD	0.041763572	0.041763572	0.141586976	146	23	0.768468427	0.95093265	1	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__QAND01.g__UMGS1975.s__UMGS1975.sp959600905	Age	Age	-0.041582232	0.041582232	0.065739234	146	33	0.528100712	0.8550202	1	0.814344179	0.089192004
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.ammoniilytica	Age	Age	0.041232272	0.041232272	0.086648438	146	56	0.634939701	0.904062938	2	0.886600396	0.052272079
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Egerieenecus.s__Egerieenecus.merdigallinarum	BMI	BMI	0.041106596	0.041106596	0.0934966	146	37	0.660882142	0.912791667	1	0.932451226	0.030373876
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.clarus	Age	Age	-0.04108535	0.04108535	0.09671448	146	23	0.671645976	0.918448245	1	0.91607095	0.038070889
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Lentihominibacter.s__Lentihominibacter.faecis	Age	Age	0.040984742	0.040984742	0.083726721	146	71	0.625272034	0.899455505	2	0.880399701	0.055320114
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.johnsonii	BMI	BMI	-0.040789511	0.040789511	0.062607512	146	16	0.515815811	0.853105102	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__CAG.272.g__UMGS911.s__UMGS911.sp003343545	Sex_Male1_Female2	Female	0.040665622	0.040665622	0.096657476	146	18	0.674624463	0.921678719	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp900552475	BMI	BMI	0.040264366	0.040264366	0.052659871	146	18	0.445827332	0.828256066	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Alitiscatomonas.s__Alitiscatomonas.sp900066785	Sex_Male1_Female2	Female	-0.03987746	0.03987746	0.137331184	146	24	0.771972129	0.951293497	1	0.948357917	0.023027726
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.senegalensis	BMI	BMI	-0.039873834	0.039873834	0.070169179	146	29	0.57080036	0.872786714	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Avimicrobium.s__Avimicrobium.caecorum	Sex_Male1_Female2	Female	0.03987283	0.03987283	0.117185422	146	26	0.734190095	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__CAJFUR01.s__CAJFUR01.sp904420575	BMI	BMI	-0.039847511	0.039847511	0.071550082	146	31	0.578498958	0.874592065	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.ammoniilytica	BMI	BMI	0.03967189	0.03967189	0.0873153	146	56	0.650299746	0.909164835	2	0.931684642	0.030731063
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus_A.s__Coprococcus_A.catus_A	Age	Age	-0.039606345	0.039606345	0.109758683	146	93	0.718771994	0.939111706	1	0.939932608	0.026903284
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__CAG.382.g__Woodwardibium.s__Woodwardibium.sp900760275	Age	Age	0.039587823	0.039587823	0.055010519	146	25	0.472980943	0.836382376	2	0.782720675	0.106393194
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella.tayi	BMI	BMI	-0.039585174	0.039585174	0.088565041	146	38	0.655613747	0.911839564	1	0.931684642	0.030731063
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__QAND01.g__QAND01.s__QAND01.sp003150225	BMI	BMI	-0.039193988	0.039193988	0.067027226	146	25	0.559686496	0.867071454	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Eubacterium_R.s__Eubacterium_R.sp000434995	Age	Age	-0.039049847	0.039049847	0.082562557	146	25	0.636990772	0.904974544	1	0.886600396	0.052272079
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__AF33.28.s__AF33.28.sp003477885	Age	Age	0.03890856	0.03890856	0.049064739	146	16	0.42915645	0.817970668	2	0.746807524	0.126791315
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Egerieenecus.s__Egerieenecus.sp900553315	Sex_Male1_Female2	Female	-0.038712708	0.038712708	0.094722691	146	18	0.683406187	0.924245416	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminiclostridium_E.s__Ruminiclostridium_E.siraeum	BMI	BMI	-0.038678238	0.038678238	0.162580523	146	72	0.812315119	0.958378089	1	0.962055406	0.016799916
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.mutans	Sex_Male1_Female2	Female	-0.038317171	0.038317171	0.19369311	146	24	0.843478046	0.967351413	1	0.970648582	0.012937976
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter.s__Agathobacter.sp000434275	Age	Age	-0.038273121	0.038273121	0.072741043	146	17	0.59963694	0.882732809	1	0.872623407	0.059173142
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Gallintestinimicrobium.s__Gallintestinimicrobium.propionicum	BMI	BMI	0.038168161	0.038168161	0.096616172	146	75	0.693425346	0.926725666	1	0.944661754	0.024723667
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter_A.s__Mediterraneibacter_A.butyricigenes	Group	PD	-0.038025545	0.038025545	0.129687624	146	29	0.769809529	0.95093265	1	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Pullichristensenella.s__Pullichristensenella.excrementigallinarum	Sex_Male1_Female2	Female	-0.037963324	0.037963324	0.111374817	146	18	0.733734273	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium_B.s__Lachnoclostridium_B.acetigenes	BMI	BMI	-0.037633999	0.037633999	0.056310944	146	19	0.505059012	0.846790416	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.luti	BMI	BMI	-0.037623021	0.037623021	0.079720642	146	37	0.63772896	0.905163685	2	0.931684642	0.030731063
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Anaerotardibacter.s__Anaerotardibacter.sp000436075	Sex_Male1_Female2	Female	0.037116779	0.037116779	0.220770828	146	37	0.866735833	0.973558915	1	0.978314865	0.009521348
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Muricoprocola.s__Muricoprocola.aceti	BMI	BMI	-0.037099931	0.037099931	0.052559626	146	17	0.481480292	0.841515665	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus.colihominis	BMI	BMI	-0.036957839	0.036957839	0.04941039	146	19	0.455765437	0.828256066	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus_C.s__Ruminococcus_C.sp000980705	Group	PD	0.036948345	0.036948345	0.170596102	146	15	0.828857286	0.963947425	1	0.937460406	0.028047066
