feature	metadata	value	coef	abs coef	stderr	N	N.not.0	pval	qval	p-val rank	q-val adjusted for block	Log q val
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.intestini	Age	Age	-0.193853636	0.193853636	0.08130957	146	24	0.018499731	0.266546862	2	0.273737864	0.562665125
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Bariatricus.s__Bariatricus.comes_A	Sex_Male1_Female2	Female	-0.193590793	0.193590793	0.242164513	146	120	0.425441798	0.817970668	1	0.930996888	0.031051771
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__SFEL01.s__SFEL01.sp004557245	Age	Age	0.19295024	0.19295024	0.106312674	146	48	0.071737984	0.490045773	1	0.454269373	0.342686543
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp934514285	Sex_Male1_Female2	Female	-0.192302542	0.192302542	0.307813735	146	96	0.533190594	0.8550617	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Limiplasma.s__Limiplasma.merdipullorum	Age	Age	0.191653426	0.191653426	0.117466558	146	51	0.105086274	0.538238329	1	0.491278333	0.308672389
d__Bacteria.p__Bacillota_A.c__Clostridia.o__UBA1381.f__UBA1381.g__Hominilimicola.s__Hominilimicola.fabiformis	Sex_Male1_Female2	Female	-0.191280998	0.191280998	0.215178222	146	116	0.37560377	0.785345911	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900066335	Sex_Male1_Female2	Female	-0.190966978	0.190966978	0.257017105	146	31	0.45875552	0.830869562	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Allocoprobacillus.s__Allocoprobacillus.merdigallinarum	Group	PD	0.190668871	0.190668871	0.092728767	146	15	0.041675621	0.38485635	1	0.192428175	0.71573134
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UBA3402.s__UBA3402.sp003478355	Age	Age	-0.190493564	0.190493564	0.065598814	146	29	0.004301949	0.143015914	1	0.123763771	0.907406465
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.thetaiotaomicron	Age	Age	0.190239828	0.190239828	0.122633823	146	94	0.123157746	0.565249191	2	0.517727179	0.285899036
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540595	Sex_Male1_Female2	Female	-0.190074544	0.190074544	0.207751285	146	28	0.361856126	0.780024156	1	0.91661738	0.037811912
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.uniformis	Group	PD	0.18989521	0.18989521	0.303587893	146	137	0.53268905	0.8550617	1	0.757784046	0.120454542
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes.s__	Age	Age	0.189797488	0.189797488	0.13525275	146	132	0.162812373	0.618386321	1	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.sp000433535	Group	PD	0.189444811	0.189444811	0.233234249	146	42	0.418066955	0.811190875	1	0.694920183	0.158065075
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor.s__Acetatifactor.intestinalis	Sex_Male1_Female2	Female	-0.189259595	0.189259595	0.26620581	146	50	0.478331403	0.841515665	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp900539945	BMI	BMI	0.189127546	0.189127546	0.126440542	146	80	0.137027302	0.590757476	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter.s__Agathobacter.faecis	BMI	BMI	0.18839265	0.18839265	0.191075432	146	92	0.325903801	0.76536197	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.hominis	Sex_Male1_Female2	Female	-0.188343846	0.188343846	0.198689289	146	42	0.34484563	0.776941358	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Oliverpabstia.s__Oliverpabstia.intestinalis	BMI	BMI	0.187803537	0.187803537	0.139370025	146	97	0.180054258	0.63033204	1	0.868151148	0.061404656
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.cellulosilyticus	BMI	BMI	-0.187730179	0.187730179	0.159451875	146	70	0.241113347	0.705372807	2	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Scatomonas.s__Scatomonas.hejianensis	Group	PD	0.187677081	0.187677081	0.134287937	146	26	0.164517216	0.618386321	1	0.40479894	0.392760633
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominisplanchenecus.s__Hominisplanchenecus.faecis	BMI	BMI	0.187308851	0.187308851	0.128170003	146	65	0.146209786	0.607582888	1	0.868151148	0.061404656
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.infantis	BMI	BMI	-0.187266294	0.187266294	0.197514194	146	87	0.344752263	0.776941358	2	0.890037633	0.05059163
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola.vulgatus	Age	Age	-0.187146001	0.187146001	0.161092219	146	114	0.247379099	0.71032463	1	0.626763172	0.20289653
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__AF33.28.s__AF33.28.sp003477885	Group	PD	0.185016668	0.185016668	0.106690901	146	16	0.085159682	0.510905214	1	0.294904823	0.530318125
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus.s__Monoglobus.pectinilyticus	Age	Age	0.184671482	0.184671482	0.108933426	146	62	0.09231268	0.510905214	1	0.483634137	0.315483053
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Gallintestinimicrobium.s__Gallintestinimicrobium.propionicum	Sex_Male1_Female2	Female	0.184449096	0.184449096	0.198184249	146	75	0.353660464	0.779198902	1	0.91661738	0.037811912
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia.s__Akkermansia.muciniphila	BMI	BMI	0.182782028	0.182782028	0.21716064	146	54	0.401438863	0.796488779	1	0.890037633	0.05059163
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.uniformis	BMI	BMI	-0.181972644	0.181972644	0.140687713	146	137	0.198047762	0.6554848	2	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.fusiformis	BMI	BMI	0.181884266	0.181884266	0.167294513	146	122	0.278867118	0.735776381	3	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Pullichristensenella.s__Pullichristensenella.stercoripullorum	Group	PD	0.181457126	0.181457126	0.16570324	146	49	0.275420253	0.734454007	1	0.550840505	0.258974132
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.sp000433535	Age	Age	0.18138821	0.18138821	0.10725917	146	42	0.093104136	0.510905214	1	0.483634137	0.315483053
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__HGM13006.s__HGM13006.sp900757695	Sex_Male1_Female2	Female	-0.18137624	0.18137624	0.138068922	146	25	0.191170895	0.650384006	1	0.896404641	0.047495904
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp000436615	Group	PD	-0.181375644	0.181375644	0.27374507	146	41	0.508726419	0.846790416	1	0.752137547	0.123702731
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp905215475	Group	PD	-0.180163683	0.180163683	0.298378766	146	51	0.546976686	0.862388588	2	0.757784046	0.120454542
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Enterenecus.s__Enterenecus.sp900549885	Sex_Male1_Female2	Female	0.180094606	0.180094606	0.133073897	146	34	0.178191288	0.629389205	1	0.878953655	0.056034024
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__JAGZHZ01.s__JAGZHZ01.sp018366495	Sex_Male1_Female2	Female	0.179428182	0.179428182	0.133433783	146	17	0.180961047	0.63033204	2	0.878953655	0.056034024
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp003525905	BMI	BMI	-0.179075195	0.179075195	0.132221024	146	85	0.177866703	0.629389205	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster.bolteae	Sex_Male1_Female2	Female	0.178938845	0.178938845	0.181656099	146	34	0.326352749	0.76536197	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp000435995	Group	PD	-0.178270117	0.178270117	0.230589465	146	50	0.440801227	0.826187195	1	0.716781125	0.144613439
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Lawsonibacter.s__Lawsonibacter.sp900066825	Group	PD	0.177361867	0.177361867	0.118265742	146	16	0.136012738	0.58978277	2	0.365962331	0.436563615
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Sutterella.s__Sutterella.wadsworthensis	Group	PD	0.177093186	0.177093186	0.112771823	146	15	0.118653374	0.561073433	3	0.338750855	0.4701196
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Paraprevotella.s__Paraprevotella.clara	Age	Age	-0.1764524	0.1764524	0.067564463	146	19	0.010023606	0.198833883	1	0.187441438	0.727134392
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.segnis	BMI	BMI	0.176152005	0.176152005	0.132526534	146	77	0.186013119	0.63824685	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Oliverpabstia.s__Oliverpabstia.intestinalis	Age	Age	-0.174728646	0.174728646	0.138305601	146	97	0.208624194	0.669360918	1	0.579948349	0.236610684
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Alectryocaccomicrobium.s__Alectryocaccomicrobium.faecavium	Age	Age	0.174446005	0.174446005	0.061618162	146	23	0.005343706	0.14751472	2	0.124909132	0.90340581
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Ruminococcus_E.s__Ruminococcus_E.intestinalis	Group	PD	-0.172761919	0.172761919	0.305907836	146	19	0.573173112	0.872786714	1	0.779515432	0.108175283
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Lawsonibacter_A.s__Lawsonibacter_A.hominis	Age	Age	0.171498323	0.171498323	0.063794599	146	31	0.008079816	0.172677207	1	0.159044796	0.798480536
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Acutalibacter.s__Acutalibacter.timonensis	Sex_Male1_Female2	Female	0.17128264	0.17128264	0.25240194	146	61	0.498537723	0.846790416	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Egerieenecus.s__Egerieenecus.merdigallinarum	Group	PD	0.170986275	0.170986275	0.201754902	146	37	0.398208252	0.795946936	1	0.677616582	0.169015975
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.hominis	BMI	BMI	0.17096436	0.17096436	0.0749389	146	44	0.024079409	0.28821107	1	0.623094191	0.205446298
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Pararoseburia.s__Pararoseburia.lenta	Age	Age	-0.170577804	0.170577804	0.056561791	146	18	0.003059589	0.129986878	1	0.123763771	0.907406465
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Thomasclavelia.s__Thomasclavelia.spiroformis	Group	PD	0.170083104	0.170083104	0.133045138	146	21	0.20329059	0.662576738	1	0.475191755	0.323131104
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Limiplasma.s__Limiplasma.merdipullorum	BMI	BMI	-0.169293591	0.169293591	0.118370602	146	51	0.15495316	0.614880442	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_A.s__Dorea_A.amylophila	Age	Age	-0.169162296	0.169162296	0.120748947	146	69	0.163509011	0.618386321	1	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__UBA1685.s__UBA1685.sp002320595	Sex_Male1_Female2	Female	-0.169080299	0.169080299	0.155265296	146	19	0.278090044	0.735776381	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.intestinalis	Sex_Male1_Female2	Female	-0.168422003	0.168422003	0.259026956	146	80	0.516653224	0.853105102	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia_D.s__Roseburia_D.yibonii	BMI	BMI	0.168376474	0.168376474	0.071344699	146	20	0.019694194	0.270298297	1	0.613802384	0.211971429
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter.s__Agathobacter.rectalis	Sex_Male1_Female2	Female	-0.168365575	0.168365575	0.409807448	146	110	0.681835955	0.924245416	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Peptostreptococcaceae.g__Intestinibacter.s__Intestinibacter.sp900540355	BMI	BMI	0.16761962	0.16761962	0.061819342	146	18	0.007563875	0.171050101	1	0.423385234	0.373264293
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominiventricola.s__Hominiventricola.sp003480725	Sex_Male1_Female2	Female	-0.167328687	0.167328687	0.123794999	146	40	0.178728122	0.629389205	1	0.878953655	0.056034024
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.caccae	Sex_Male1_Female2	Female	0.167272369	0.167272369	0.305165431	146	86	0.58449664	0.874852276	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540775	Group	PD	-0.166942718	0.166942718	0.276542681	146	33	0.547063349	0.862388588	1	0.757784046	0.120454542
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes.s__	Sex_Male1_Female2	Female	0.166404008	0.166404008	0.279572868	146	132	0.552693547	0.862590435	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_F.s__Eubacterium_F.sp003491505	Age	Age	-0.166201534	0.166201534	0.128873647	146	83	0.199362021	0.6554848	1	0.579479839	0.23696167
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Avimicrobium.s__Avimicrobium.caecorum	Age	Age	-0.166072233	0.166072233	0.056692377	146	26	0.003984405	0.137330152	2	0.123763771	0.907406465
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.acetigignens	Age	Age	-0.165580522	0.165580522	0.110550172	146	56	0.136506216	0.590211849	3	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_G.s__Eubacterium_G.ventriosum	Age	Age	-0.164932994	0.164932994	0.094652844	146	66	0.083680696	0.510905214	4	0.473481872	0.324696644
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Bariatricus.s__Bariatricus.comes_A	Age	Age	-0.164923746	0.164923746	0.117155204	146	120	0.161490489	0.618386321	5	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia.s__Blautia.stercoris	Age	Age	-0.164562985	0.164562985	0.114121407	146	35	0.151601451	0.614498962	6	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900539695	Age	Age	-0.164131204	0.164131204	0.084072302	146	65	0.052961328	0.428939006	7	0.393851884	0.404667072
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola.dorei	BMI	BMI	-0.163666799	0.163666799	0.182014494	146	76	0.370137316	0.785345911	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Ruminococcus_E.s__Ruminococcus_E.intestinalis	Age	Age	0.163208782	0.163208782	0.140680114	146	19	0.248023929	0.710811873	1	0.626763172	0.20289653
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__SFEL01.s__SFEL01.sp004557245	Sex_Male1_Female2	Female	-0.162604014	0.162604014	0.219752568	146	48	0.460610983	0.832111062	1	0.939697107	0.02701211
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.infantis	Sex_Male1_Female2	Female	-0.162422312	0.162422312	0.405151656	146	87	0.689128304	0.926725666	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Peptostreptococcaceae.g__Romboutsia.s__Romboutsia.timonensis	Age	Age	-0.162213916	0.162213916	0.113874318	146	80	0.156592518	0.618106615	1	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Acutalibacter.s__Acutalibacter.timonensis	BMI	BMI	0.161554691	0.161554691	0.123047667	146	61	0.191412929	0.650384006	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp000432375	Age	Age	0.161302691	0.161302691	0.172081838	146	44	0.350234858	0.778422935	1	0.692394217	0.159646568
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes.amylophilus	Age	Age	-0.161274851	0.161274851	0.127312341	146	41	0.207404382	0.669360918	2	0.579948349	0.236610684
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas.s__Intestinimonas.butyriciproducens	Age	Age	0.160628629	0.160628629	0.05432634	146	21	0.003666808	0.134335374	3	0.123763771	0.907406465
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__UBA3818.s__UBA3818.sp900557155	Sex_Male1_Female2	Female	-0.160575929	0.160575929	0.146231086	146	37	0.274102398	0.734454007	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UBA4285.s__UBA4285.sp900545225	Group	PD	0.159473153	0.159473153	0.132483181	146	21	0.230787354	0.694683866	1	0.516853116	0.286632861
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Butyricimonas.s__Butyricimonas.paravirosa	Sex_Male1_Female2	Female	-0.158863807	0.158863807	0.157388597	146	40	0.31458823	0.759362411	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__V9D3004.s__V9D3004.sp900760345	Sex_Male1_Female2	Female	-0.158836576	0.158836576	0.171720802	146	31	0.3566199	0.779469944	2	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerobutyricum.s__Anaerobutyricum.hallii	BMI	BMI	0.158599826	0.158599826	0.141498247	146	113	0.264322474	0.730545752	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.wexlerae_B	Age	Age	0.158583422	0.158583422	0.148984748	146	138	0.289021415	0.746763449	1	0.655115207	0.183682319
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.zhangwenhongii	Group	PD	-0.158501643	0.158501643	0.15732539	146	23	0.315494951	0.759362411	1	0.587040357	0.231332041
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__CAJFUR01.s__CAJFUR01.sp904420575	Group	PD	0.158117832	0.158117832	0.154396841	146	31	0.3076061	0.755774128	2	0.581033744	0.235798645
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_F.s__Eubacterium_F.sp000433735	Sex_Male1_Female2	Female	-0.157551986	0.157551986	0.16338838	146	32	0.336617543	0.774154752	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Acutalibacter.s__Acutalibacter.sp900548545	Group	PD	0.157355666	0.157355666	0.141758544	146	24	0.26894665	0.730545752	1	0.549741378	0.259841574
d__Bacteria.p__Bacillota.c__Bacilli.o__MOL361.f__Turicibacteraceae.g__Turicibacter.s__Turicibacter.bilis	Group	PD	0.156669828	0.156669828	0.164717651	146	33	0.343219724	0.776941358	2	0.617135466	0.209619494
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UBA3402.s__UBA3402.sp003478355	Sex_Male1_Female2	Female	-0.156283985	0.156283985	0.135595385	146	29	0.251106331	0.714780817	1	0.91661738	0.037811912
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes_A.s__Alistipes_A.indistinctus	Sex_Male1_Female2	Female	0.155897519	0.155897519	0.206699174	146	51	0.452018544	0.828256066	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Hominibacterium.s__Hominibacterium.hominis	Group	PD	0.155846005	0.155846005	0.169324343	146	42	0.358993844	0.779469944	1	0.636320843	0.196323851
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.segnis	Sex_Male1_Female2	Female	0.155808446	0.155808446	0.136370307	146	25	0.255237315	0.71504686	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__CAG.272.g__UMGS1696.s__UMGS1696.sp900753285	Sex_Male1_Female2	Female	-0.15579924	0.15579924	0.080499007	146	15	0.055014175	0.434905599	2	0.651761729	0.185911144
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Anaerotardibacter.s__Anaerotardibacter.sp000436075	Age	Age	0.154146594	0.154146594	0.106805291	146	37	0.15124985	0.614498962	1	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp934514285	Age	Age	-0.153959181	0.153959181	0.148915216	146	96	0.303031234	0.753896169	2	0.658149243	0.181675614
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp003516765	Group	PD	-0.153801325	0.153801325	0.145714385	146	32	0.293068797	0.751941622	1	0.57099595	0.243366972
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp000435995	BMI	BMI	0.152907997	0.152907997	0.106859019	146	50	0.154743466	0.614880442	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas.s__Intestinimonas.massiliensis	Group	PD	0.152383545	0.152383545	0.137610176	146	30	0.270094457	0.730545752	1	0.549741378	0.259841574
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp934514285	BMI	BMI	-0.152060706	0.152060706	0.150061294	146	96	0.31270484	0.758195203	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__CAG.274.g__CAG.274.s__CAG.274.sp900545305	Sex_Male1_Female2	Female	-0.151984431	0.151984431	0.108169726	146	17	0.162284945	0.618386321	1	0.867065279	0.061948205
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_A.s__Dorea_A.longicatena	Age	Age	-0.151950716	0.151950716	0.156860429	146	93	0.334414406	0.770853547	1	0.692394217	0.159646568
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.intestinigallinarum	Sex_Male1_Female2	Female	0.151918326	0.151918326	0.178439871	146	23	0.396060523	0.795946936	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Brotaphodocola.s__Brotaphodocola.sp003480315	Sex_Male1_Female2	Female	-0.151894198	0.151894198	0.090973132	146	21	0.097286843	0.516537952	2	0.727705582	0.138044294
