Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_109S_1_bbduk_polyg_filt	pass	0.0	pass	128.666271073	Sanger / Illumina 1.9	pass	665.8 Mbp	51-151	Conventional base calls	pass	pass	warn	5175347.0	pass	warn	pass	46.0	96.7093014683	PD_109S_1_bbduk_polyg_filt.fastq	fail	pass
PD_109S_2_bbduk_polyg_filt	pass	0.0	pass	128.640468166	Sanger / Illumina 1.9	pass	665.7 Mbp	50-151	Conventional base calls	pass	pass	warn	5175347.0	pass	warn	pass	46.0	96.6585035684	PD_109S_2_bbduk_polyg_filt.fastq	fail	pass
PD_10P_1_bbduk_polyg_filt	pass	0.0	pass	123.729487011	Sanger / Illumina 1.9	pass	345.1 Mbp	51-151	Conventional base calls	pass	fail	warn	2789574.0	pass	pass	pass	50.0	98.0796314925	PD_10P_1_bbduk_polyg_filt.fastq	fail	pass
PD_10P_2_bbduk_polyg_filt	pass	0.0	pass	123.701877061	Sanger / Illumina 1.9	pass	345 Mbp	50-151	Conventional base calls	pass	warn	warn	2789574.0	pass	pass	pass	50.0	98.0928117021	PD_10P_2_bbduk_polyg_filt.fastq	fail	pass
PD_110S_1_bbduk_polyg_filt	pass	0.0	pass	126.345322307	Sanger / Illumina 1.9	pass	531.9 Mbp	51-151	Conventional base calls	pass	pass	warn	4210452.0	pass	warn	pass	46.0	97.3984982618	PD_110S_1_bbduk_polyg_filt.fastq	fail	pass
PD_110S_2_bbduk_polyg_filt	pass	0.0	pass	126.322417166	Sanger / Illumina 1.9	pass	531.8 Mbp	50-151	Conventional base calls	pass	pass	warn	4210452.0	pass	warn	pass	46.0	97.4049948698	PD_110S_2_bbduk_polyg_filt.fastq	fail	pass
PD_111P_1_bbduk_polyg_filt	pass	0.0	pass	129.712071017	Sanger / Illumina 1.9	pass	552.8 Mbp	51-151	Conventional base calls	pass	pass	warn	4262176.0	pass	pass	pass	49.0	96.6661630576	PD_111P_1_bbduk_polyg_filt.fastq	fail	pass
PD_111P_2_bbduk_polyg_filt	pass	0.0	pass	129.691383697	Sanger / Illumina 1.9	pass	552.7 Mbp	50-151	Conventional base calls	pass	pass	warn	4262176.0	pass	pass	pass	49.0	96.76975253	PD_111P_2_bbduk_polyg_filt.fastq	fail	pass
PD_112S_1_bbduk_polyg_filt	pass	0.0	pass	125.624785135	Sanger / Illumina 1.9	pass	1.5 Mbp	51-151	Conventional base calls	pass	pass	warn	12217.0	pass	fail	pass	45.0	96.0546779078	PD_112S_1_bbduk_polyg_filt.fastq	fail	pass
PD_112S_2_bbduk_polyg_filt	pass	0.0	pass	125.50609806	Sanger / Illumina 1.9	pass	1.5 Mbp	51-151	Conventional base calls	pass	pass	warn	12217.0	pass	warn	pass	45.0	96.1856429565	PD_112S_2_bbduk_polyg_filt.fastq	fail	pass
PD_113P_1_bbduk_polyg_filt	pass	0.0	pass	134.153006426	Sanger / Illumina 1.9	pass	703 Mbp	51-151	Conventional base calls	pass	fail	warn	5240525.0	pass	pass	pass	51.0	93.7925730221	PD_113P_1_bbduk_polyg_filt.fastq	fail	pass
PD_113P_2_bbduk_polyg_filt	pass	0.0	pass	134.129008067	Sanger / Illumina 1.9	pass	702.9 Mbp	50-151	Conventional base calls	pass	fail	warn	5240525.0	pass	pass	pass	51.0	93.9164304146	PD_113P_2_bbduk_polyg_filt.fastq	fail	pass
PD_114P_1_bbduk_polyg_filt	pass	0.0	pass	121.19588825	Sanger / Illumina 1.9	pass	440.9 Mbp	51-151	Conventional base calls	pass	pass	warn	3638110.0	pass	warn	pass	47.0	96.6916934624	PD_114P_1_bbduk_polyg_filt.fastq	fail	pass
PD_114P_2_bbduk_polyg_filt	pass	0.0	pass	121.179278526	Sanger / Illumina 1.9	pass	440.8 Mbp	50-151	Conventional base calls	pass	pass	warn	3638110.0	pass	warn	pass	47.0	96.6441365543	PD_114P_2_bbduk_polyg_filt.fastq	fail	pass
PD_115S_1_bbduk_polyg_filt	pass	0.0	pass	136.132162968	Sanger / Illumina 1.9	pass	528.5 Mbp	51-151	Conventional base calls	pass	warn	warn	3882661.0	pass	warn	pass	47.0	95.3923352278	PD_115S_1_bbduk_polyg_filt.fastq	fail	pass
PD_115S_2_bbduk_polyg_filt	pass	0.0	pass	136.112448911	Sanger / Illumina 1.9	pass	528.4 Mbp	50-151	Conventional base calls	pass	warn	warn	3882661.0	pass	warn	pass	47.0	95.5164347366	PD_115S_2_bbduk_polyg_filt.fastq	fail	pass
PD_116P_1_bbduk_polyg_filt	pass	0.0	pass	128.808431852	Sanger / Illumina 1.9	pass	773.8 Mbp	51-151	Conventional base calls	pass	warn	warn	6007648.0	pass	pass	pass	46.0	97.3089936007	PD_116P_1_bbduk_polyg_filt.fastq	fail	pass
PD_116P_2_bbduk_polyg_filt	pass	0.0	pass	128.794552044	Sanger / Illumina 1.9	pass	773.7 Mbp	50-151	Conventional base calls	pass	warn	warn	6007648.0	pass	pass	pass	46.0	97.287242144	PD_116P_2_bbduk_polyg_filt.fastq	fail	pass
PD_117_1_bbduk_polyg_filt	pass	0.0	pass	132.005138594	Sanger / Illumina 1.9	pass	569.2 Mbp	51-151	Conventional base calls	pass	pass	warn	4312269.0	pass	warn	pass	46.0	96.9106287973	PD_117_1_bbduk_polyg_filt.fastq	fail	pass
PD_117_2_bbduk_polyg_filt	pass	0.0	pass	131.978976497	Sanger / Illumina 1.9	pass	569.1 Mbp	50-151	Conventional base calls	pass	pass	warn	4312269.0	pass	warn	pass	46.0	96.868636075	PD_117_2_bbduk_polyg_filt.fastq	fail	pass
PD_118_1_bbduk_polyg_filt	pass	0.0	pass	132.726220049	Sanger / Illumina 1.9	pass	580.9 Mbp	51-151	Conventional base calls	pass	warn	warn	4377059.0	pass	warn	pass	47.0	97.4735057961	PD_118_1_bbduk_polyg_filt.fastq	fail	pass
PD_118_2_bbduk_polyg_filt	pass	0.0	pass	132.689408345	Sanger / Illumina 1.9	pass	580.7 Mbp	50-151	Conventional base calls	pass	warn	warn	4377059.0	pass	warn	pass	47.0	97.5745058774	PD_118_2_bbduk_polyg_filt.fastq	fail	pass
PD_119P_1_bbduk_polyg_filt	pass	0.0	pass	125.025465382	Sanger / Illumina 1.9	pass	533.3 Mbp	51-151	Conventional base calls	pass	pass	warn	4266223.0	pass	pass	pass	48.0	97.4363248916	PD_119P_1_bbduk_polyg_filt.fastq	fail	pass
PD_119P_2_bbduk_polyg_filt	pass	0.0	pass	125.00056209	Sanger / Illumina 1.9	pass	533.2 Mbp	50-151	Conventional base calls	pass	pass	warn	4266223.0	pass	pass	pass	48.0	97.4821470014	PD_119P_2_bbduk_polyg_filt.fastq	fail	pass
PD_11P_1_bbduk_polyg_filt	pass	0.0	pass	125.221612649	Sanger / Illumina 1.9	pass	533.6 Mbp	51-151	Conventional base calls	pass	warn	warn	4261449.0	pass	pass	pass	48.0	97.3654989009	PD_11P_1_bbduk_polyg_filt.fastq	fail	pass
PD_11P_2_bbduk_polyg_filt	pass	0.0	pass	125.192984358	Sanger / Illumina 1.9	pass	533.5 Mbp	50-151	Conventional base calls	pass	warn	warn	4261449.0	pass	pass	pass	48.0	97.3833001672	PD_11P_2_bbduk_polyg_filt.fastq	fail	pass
PD_120S_1_bbduk_polyg_filt	pass	0.0	pass	125.479437948	Sanger / Illumina 1.9	pass	436.9 Mbp	51-151	Conventional base calls	pass	warn	warn	3482167.0	pass	pass	pass	48.0	97.375261296	PD_120S_1_bbduk_polyg_filt.fastq	fail	pass
PD_120S_2_bbduk_polyg_filt	pass	0.0	pass	125.454403824	Sanger / Illumina 1.9	pass	436.8 Mbp	50-151	Conventional base calls	pass	warn	warn	3482167.0	pass	pass	pass	48.0	97.4544359654	PD_120S_2_bbduk_polyg_filt.fastq	fail	pass
PD_121S_1_bbduk_polyg_filt	pass	0.0	pass	131.357913508	Sanger / Illumina 1.9	pass	792.4 Mbp	51-151	Conventional base calls	pass	warn	warn	6032843.0	pass	warn	pass	50.0	96.931670378	PD_121S_1_bbduk_polyg_filt.fastq	fail	pass
PD_121S_2_bbduk_polyg_filt	pass	0.0	pass	131.332845393	Sanger / Illumina 1.9	pass	792.3 Mbp	50-151	Conventional base calls	pass	warn	warn	6032843.0	pass	warn	pass	50.0	96.8929104124	PD_121S_2_bbduk_polyg_filt.fastq	fail	pass
PD_122S_1_bbduk_polyg_filt	pass	0.0	pass	126.364995864	Sanger / Illumina 1.9	pass	598.8 Mbp	51-151	Conventional base calls	pass	warn	warn	4739440.0	pass	pass	pass	49.0	97.3268979798	PD_122S_1_bbduk_polyg_filt.fastq	fail	pass
PD_122S_2_bbduk_polyg_filt	pass	0.0	pass	126.348172569	Sanger / Illumina 1.9	pass	598.8 Mbp	50-151	Conventional base calls	pass	warn	warn	4739440.0	pass	pass	pass	49.0	97.3635007268	PD_122S_2_bbduk_polyg_filt.fastq	fail	pass
PD_123P_1_bbduk_polyg_filt	pass	0.0	pass	131.781636883	Sanger / Illumina 1.9	pass	724 Mbp	51-151	Conventional base calls	pass	pass	warn	5493991.0	pass	warn	pass	46.0	95.0409604197	PD_123P_1_bbduk_polyg_filt.fastq	fail	pass
PD_123P_2_bbduk_polyg_filt	pass	0.0	pass	131.757395125	Sanger / Illumina 1.9	pass	723.8 Mbp	50-151	Conventional base calls	pass	pass	warn	5493991.0	pass	warn	pass	46.0	95.0060246359	PD_123P_2_bbduk_polyg_filt.fastq	fail	pass
PD_126P_1_bbduk_polyg_filt	pass	0.0	pass	125.376279851	Sanger / Illumina 1.9	pass	696.1 Mbp	51-151	Conventional base calls	pass	fail	warn	5552891.0	pass	warn	pass	51.0	96.2342693014	PD_126P_1_bbduk_polyg_filt.fastq	fail	pass
PD_126P_2_bbduk_polyg_filt	pass	0.0	pass	125.355992761	Sanger / Illumina 1.9	pass	696 Mbp	50-151	Conventional base calls	pass	fail	warn	5552891.0	pass	warn	pass	51.0	96.1584264909	PD_126P_2_bbduk_polyg_filt.fastq	fail	pass
PD_127S_1_bbduk_polyg_filt	pass	0.0	pass	132.400660639	Sanger / Illumina 1.9	pass	755.1 Mbp	51-151	Conventional base calls	pass	pass	warn	5703565.0	pass	pass	pass	49.0	97.825951555	PD_127S_1_bbduk_polyg_filt.fastq	fail	pass
PD_127S_2_bbduk_polyg_filt	pass	0.0	pass	132.376696855	Sanger / Illumina 1.9	pass	755 Mbp	50-151	Conventional base calls	pass	pass	warn	5703565.0	pass	pass	pass	49.0	97.8825784051	PD_127S_2_bbduk_polyg_filt.fastq	fail	pass
PD_128S_1_bbduk_polyg_filt	pass	0.0	pass	128.836561646	Sanger / Illumina 1.9	pass	663.8 Mbp	51-151	Conventional base calls	pass	pass	warn	5152279.0	pass	warn	pass	46.0	97.3672182251	PD_128S_1_bbduk_polyg_filt.fastq	fail	pass
PD_128S_2_bbduk_polyg_filt	pass	0.0	pass	128.808332584	Sanger / Illumina 1.9	pass	663.6 Mbp	50-151	Conventional base calls	pass	pass	warn	5152279.0	pass	warn	pass	46.0	97.4454404666	PD_128S_2_bbduk_polyg_filt.fastq	fail	pass
PD_129P_1_bbduk_polyg_filt	pass	0.0	pass	122.897326996	Sanger / Illumina 1.9	pass	382.6 Mbp	51-151	Conventional base calls	pass	fail	warn	3113389.0	pass	pass	pass	53.0	95.517396241	PD_129P_1_bbduk_polyg_filt.fastq	fail	pass
PD_129P_2_bbduk_polyg_filt	pass	0.0	pass	122.868969473	Sanger / Illumina 1.9	pass	382.5 Mbp	50-151	Conventional base calls	pass	fail	warn	3113389.0	pass	pass	pass	53.0	95.5235984769	PD_129P_2_bbduk_polyg_filt.fastq	fail	pass
PD_12P_1_bbduk_polyg_filt	pass	0.0	pass	122.882416547	Sanger / Illumina 1.9	pass	395.8 Mbp	51-151	Conventional base calls	pass	pass	warn	3221142.0	pass	pass	pass	48.0	97.7450561755	PD_12P_1_bbduk_polyg_filt.fastq	fail	pass
PD_12P_2_bbduk_polyg_filt	pass	0.0	pass	122.861779456	Sanger / Illumina 1.9	pass	395.7 Mbp	50-151	Conventional base calls	pass	pass	warn	3221142.0	pass	pass	pass	48.0	97.7535932969	PD_12P_2_bbduk_polyg_filt.fastq	fail	pass
PD_130S_1_bbduk_polyg_filt	pass	0.0	pass	132.869266999	Sanger / Illumina 1.9	pass	515.1 Mbp	51-151	Conventional base calls	pass	pass	warn	3877376.0	pass	warn	pass	45.0	96.9445227793	PD_130S_1_bbduk_polyg_filt.fastq	fail	pass
PD_130S_2_bbduk_polyg_filt	pass	0.0	pass	132.839141729	Sanger / Illumina 1.9	pass	515 Mbp	50-151	Conventional base calls	pass	pass	warn	3877376.0	pass	warn	pass	45.0	96.9753613611	PD_130S_2_bbduk_polyg_filt.fastq	fail	pass
PD_131P_1_bbduk_polyg_filt	pass	0.0	pass	122.511709969	Sanger / Illumina 1.9	pass	522.8 Mbp	51-151	Conventional base calls	pass	pass	warn	4267902.0	pass	warn	pass	46.0	93.5657541554	PD_131P_1_bbduk_polyg_filt.fastq	fail	pass
PD_131P_2_bbduk_polyg_filt	pass	0.0	pass	122.489337853	Sanger / Illumina 1.9	pass	522.7 Mbp	50-151	Conventional base calls	pass	pass	warn	4267902.0	pass	warn	pass	47.0	93.6858753898	PD_131P_2_bbduk_polyg_filt.fastq	fail	pass
PD_134S_1_bbduk_polyg_filt	pass	0.0	pass	128.699466999	Sanger / Illumina 1.9	pass	842.3 Mbp	51-151	Conventional base calls	pass	pass	warn	6545015.0	pass	warn	pass	46.0	96.4749941907	PD_134S_1_bbduk_polyg_filt.fastq	fail	pass
PD_134S_2_bbduk_polyg_filt	pass	0.0	pass	128.671657743	Sanger / Illumina 1.9	pass	842.1 Mbp	50-151	Conventional base calls	pass	pass	warn	6545015.0	pass	warn	pass	46.0	96.4752814762	PD_134S_2_bbduk_polyg_filt.fastq	fail	pass
PD_137P_1_bbduk_polyg_filt	pass	0.0	pass	132.918109047	Sanger / Illumina 1.9	pass	671.8 Mbp	51-151	Conventional base calls	pass	pass	warn	5054722.0	pass	pass	pass	45.0	97.7769908354	PD_137P_1_bbduk_polyg_filt.fastq	fail	pass
PD_137P_2_bbduk_polyg_filt	pass	0.0	pass	132.898079855	Sanger / Illumina 1.9	pass	671.7 Mbp	50-151	Conventional base calls	pass	pass	warn	5054722.0	pass	pass	pass	45.0	97.7443587491	PD_137P_2_bbduk_polyg_filt.fastq	fail	pass
PD_138S_1_bbduk_polyg_filt	pass	0.0	pass	123.915046709	Sanger / Illumina 1.9	pass	424 Mbp	51-151	Conventional base calls	pass	pass	warn	3422363.0	pass	warn	pass	44.0	95.7082344538	PD_138S_1_bbduk_polyg_filt.fastq	fail	pass
PD_138S_2_bbduk_polyg_filt	pass	0.0	pass	123.89678798	Sanger / Illumina 1.9	pass	424 Mbp	50-151	Conventional base calls	pass	pass	warn	3422363.0	pass	warn	pass	44.0	95.7121763747	PD_138S_2_bbduk_polyg_filt.fastq	fail	pass
PD_13P_1_bbduk_polyg_filt	pass	0.0	pass	126.183440425	Sanger / Illumina 1.9	pass	538.6 Mbp	51-151	Conventional base calls	pass	warn	warn	4268612.0	pass	pass	pass	47.0	95.635776889	PD_13P_1_bbduk_polyg_filt.fastq	fail	pass
PD_13P_2_bbduk_polyg_filt	pass	0.0	pass	126.158868269	Sanger / Illumina 1.9	pass	538.5 Mbp	50-151	Conventional base calls	pass	warn	warn	4268612.0	pass	pass	pass	48.0	95.6392271905	PD_13P_2_bbduk_polyg_filt.fastq	fail	pass
PD_140S_1_bbduk_polyg_filt	pass	0.0	pass	132.081294986	Sanger / Illumina 1.9	pass	899.6 Mbp	51-151	Conventional base calls	pass	pass	warn	6811195.0	pass	warn	pass	47.0	96.9245031785	PD_140S_1_bbduk_polyg_filt.fastq	fail	pass
PD_140S_2_bbduk_polyg_filt	pass	0.0	pass	132.060455324	Sanger / Illumina 1.9	pass	899.4 Mbp	50-151	Conventional base calls	pass	pass	warn	6811195.0	pass	pass	pass	47.0	96.9560657902	PD_140S_2_bbduk_polyg_filt.fastq	fail	pass
PD_141P_1_bbduk_polyg_filt	pass	0.0	pass	133.145352056	Sanger / Illumina 1.9	pass	855 Mbp	51-151	Conventional base calls	pass	warn	warn	6422097.0	pass	warn	pass	46.0	92.8318379403	PD_141P_1_bbduk_polyg_filt.fastq	fail	pass
PD_141P_2_bbduk_polyg_filt	pass	0.0	pass	133.124627361	Sanger / Illumina 1.9	pass	854.9 Mbp	50-151	Conventional base calls	pass	warn	warn	6422097.0	pass	warn	pass	46.0	92.8848153032	PD_141P_2_bbduk_polyg_filt.fastq	fail	pass
PD_142S_1_bbduk_polyg_filt	pass	0.0	pass	136.550750557	Sanger / Illumina 1.9	pass	600.9 Mbp	51-151	Conventional base calls	pass	pass	warn	4401065.0	pass	warn	pass	44.0	95.3676693477	PD_142S_1_bbduk_polyg_filt.fastq	fail	pass
PD_142S_2_bbduk_polyg_filt	pass	0.0	pass	136.522406281	Sanger / Illumina 1.9	pass	600.8 Mbp	50-151	Conventional base calls	pass	pass	warn	4401065.0	pass	warn	pass	44.0	95.2839920925	PD_142S_2_bbduk_polyg_filt.fastq	fail	pass
PD_145P_1_bbduk_polyg_filt	pass	0.0	pass	132.493852054	Sanger / Illumina 1.9	pass	871.8 Mbp	51-151	Conventional base calls	pass	pass	warn	6580003.0	pass	warn	pass	47.0	97.5568134633	PD_145P_1_bbduk_polyg_filt.fastq	fail	pass
PD_145P_2_bbduk_polyg_filt	pass	0.0	pass	132.466906778	Sanger / Illumina 1.9	pass	871.6 Mbp	50-151	Conventional base calls	pass	pass	warn	6580003.0	pass	warn	pass	48.0	97.5418773639	PD_145P_2_bbduk_polyg_filt.fastq	fail	pass
PD_146S_1_bbduk_polyg_filt	pass	0.0	pass	131.035429343	Sanger / Illumina 1.9	pass	557.2 Mbp	51-151	Conventional base calls	pass	warn	warn	4252859.0	pass	pass	pass	47.0	97.5116061358	PD_146S_1_bbduk_polyg_filt.fastq	fail	pass
PD_146S_2_bbduk_polyg_filt	pass	0.0	pass	131.00959966	Sanger / Illumina 1.9	pass	557.1 Mbp	50-151	Conventional base calls	pass	warn	warn	4252859.0	pass	pass	pass	47.0	97.5541959233	PD_146S_2_bbduk_polyg_filt.fastq	fail	pass
PD_147_1_bbduk_polyg_filt	pass	0.0	pass	135.782059109	Sanger / Illumina 1.9	pass	670.6 Mbp	51-151	Conventional base calls	pass	pass	warn	4938807.0	pass	warn	pass	46.0	97.2314516288	PD_147_1_bbduk_polyg_filt.fastq	fail	pass
PD_147_2_bbduk_polyg_filt	pass	0.0	pass	135.753094826	Sanger / Illumina 1.9	pass	670.4 Mbp	50-151	Conventional base calls	pass	pass	warn	4938807.0	pass	pass	pass	46.0	97.3286650789	PD_147_2_bbduk_polyg_filt.fastq	fail	pass
PD_148P_1_bbduk_polyg_filt	pass	0.0	pass	131.402160235	Sanger / Illumina 1.9	pass	788.8 Mbp	51-151	Conventional base calls	pass	warn	warn	6003050.0	pass	warn	pass	47.0	96.6874455324	PD_148P_1_bbduk_polyg_filt.fastq	fail	pass
PD_148P_2_bbduk_polyg_filt	pass	0.0	pass	131.36630796	Sanger / Illumina 1.9	pass	788.5 Mbp	50-151	Conventional base calls	pass	warn	warn	6003050.0	pass	warn	pass	47.0	96.861204503	PD_148P_2_bbduk_polyg_filt.fastq	fail	pass
PD_149S_1_bbduk_polyg_filt	pass	0.0	pass	132.449676751	Sanger / Illumina 1.9	pass	556.3 Mbp	51-151	Conventional base calls	pass	warn	warn	4200782.0	pass	warn	pass	49.0	97.7252880585	PD_149S_1_bbduk_polyg_filt.fastq	fail	pass
PD_149S_2_bbduk_polyg_filt	pass	0.0	pass	132.411224386	Sanger / Illumina 1.9	pass	556.2 Mbp	50-151	Conventional base calls	pass	warn	warn	4200782.0	pass	pass	pass	49.0	97.7817363696	PD_149S_2_bbduk_polyg_filt.fastq	fail	pass
PD_14P_1_bbduk_polyg_filt	pass	0.0	pass	122.316583956	Sanger / Illumina 1.9	pass	408.3 Mbp	51-151	Conventional base calls	pass	warn	warn	3338154.0	pass	pass	pass	47.0	97.7652157243	PD_14P_1_bbduk_polyg_filt.fastq	fail	pass
PD_14P_2_bbduk_polyg_filt	pass	0.0	pass	122.299838773	Sanger / Illumina 1.9	pass	408.2 Mbp	50-151	Conventional base calls	pass	warn	warn	3338154.0	pass	pass	pass	47.0	97.7566057925	PD_14P_2_bbduk_polyg_filt.fastq	fail	pass
PD_150P_1_bbduk_polyg_filt	pass	0.0	pass	128.264296188	Sanger / Illumina 1.9	pass	576 Mbp	51-151	Conventional base calls	pass	warn	warn	4490935.0	pass	warn	pass	45.0	96.6148085371	PD_150P_1_bbduk_polyg_filt.fastq	fail	pass
PD_150P_2_bbduk_polyg_filt	pass	0.0	pass	128.2421734	Sanger / Illumina 1.9	pass	575.9 Mbp	50-151	Conventional base calls	pass	warn	warn	4490935.0	pass	warn	pass	45.0	96.6145998901	PD_150P_2_bbduk_polyg_filt.fastq	fail	pass
PD_151S_1_bbduk_polyg_filt	pass	0.0	pass	126.613989275	Sanger / Illumina 1.9	pass	545.2 Mbp	51-151	Conventional base calls	pass	warn	warn	4306256.0	pass	warn	pass	46.0	97.5583096223	PD_151S_1_bbduk_polyg_filt.fastq	fail	pass
PD_151S_2_bbduk_polyg_filt	pass	0.0	pass	126.595147386	Sanger / Illumina 1.9	pass	545.1 Mbp	50-151	Conventional base calls	pass	warn	warn	4306256.0	pass	warn	pass	46.0	97.5690016616	PD_151S_2_bbduk_polyg_filt.fastq	fail	pass
PD_152P_1_bbduk_polyg_filt	pass	0.0	pass	133.756615321	Sanger / Illumina 1.9	pass	541.8 Mbp	51-151	Conventional base calls	pass	warn	warn	4051126.0	pass	warn	pass	49.0	97.6438455029	PD_152P_1_bbduk_polyg_filt.fastq	fail	pass
PD_152P_2_bbduk_polyg_filt	pass	0.0	pass	133.717372405	Sanger / Illumina 1.9	pass	541.7 Mbp	50-151	Conventional base calls	pass	warn	warn	4051126.0	pass	warn	pass	49.0	97.6466663537	PD_152P_2_bbduk_polyg_filt.fastq	fail	pass
PD_153S_1_bbduk_polyg_filt	pass	0.0	pass	125.671047324	Sanger / Illumina 1.9	pass	736.7 Mbp	51-151	Conventional base calls	pass	pass	warn	5862515.0	pass	warn	pass	50.0	96.8942503408	PD_153S_1_bbduk_polyg_filt.fastq	fail	pass
PD_153S_2_bbduk_polyg_filt	pass	0.0	pass	125.652612573	Sanger / Illumina 1.9	pass	736.6 Mbp	50-151	Conventional base calls	pass	warn	warn	5862515.0	pass	pass	pass	50.0	96.8750238487	PD_153S_2_bbduk_polyg_filt.fastq	fail	pass
PD_156P_1_bbduk_polyg_filt	pass	0.0	pass	126.281729459	Sanger / Illumina 1.9	pass	483.5 Mbp	51-151	Conventional base calls	pass	pass	warn	3828989.0	pass	pass	pass	44.0	94.4890407619	PD_156P_1_bbduk_polyg_filt.fastq	fail	pass
PD_156P_2_bbduk_polyg_filt	pass	0.0	pass	126.265060829	Sanger / Illumina 1.9	pass	483.4 Mbp	50-151	Conventional base calls	pass	pass	warn	3828989.0	pass	pass	pass	44.0	94.5042045641	PD_156P_2_bbduk_polyg_filt.fastq	fail	pass
PD_157S_1_bbduk_polyg_filt	pass	0.0	pass	125.185204815	Sanger / Illumina 1.9	pass	641.5 Mbp	51-151	Conventional base calls	pass	pass	warn	5124505.0	pass	pass	pass	47.0	96.2980249217	PD_157S_1_bbduk_polyg_filt.fastq	fail	pass
PD_157S_2_bbduk_polyg_filt	pass	0.0	pass	125.171319766	Sanger / Illumina 1.9	pass	641.4 Mbp	50-151	Conventional base calls	pass	pass	warn	5124505.0	pass	pass	pass	47.0	96.2390315847	PD_157S_2_bbduk_polyg_filt.fastq	fail	pass
PD_158P_1_bbduk_polyg_filt	pass	0.0	pass	132.0784047	Sanger / Illumina 1.9	pass	757.5 Mbp	51-151	Conventional base calls	pass	warn	warn	5735600.0	pass	warn	pass	45.0	96.6367181559	PD_158P_1_bbduk_polyg_filt.fastq	fail	pass
PD_158P_2_bbduk_polyg_filt	pass	0.0	pass	132.059754864	Sanger / Illumina 1.9	pass	757.4 Mbp	50-151	Conventional base calls	pass	warn	warn	5735600.0	pass	warn	pass	45.0	96.5876667205	PD_158P_2_bbduk_polyg_filt.fastq	fail	pass
