Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_224S_2_bbduk_polyg_filt	6.82906731649	45.0	134.298977888	7266524.0	9.09090909091
PD_225P_1_bbduk_polyg_filt	3.95501790095	46.0	131.716282227	6200024.0	9.09090909091
PD_225P_2_bbduk_polyg_filt	3.97960963302	46.0	131.696994883	6200024.0	9.09090909091
PD_226S_1_bbduk_polyg_filt	2.50379522488	47.0	132.865064022	4691536.0	9.09090909091
PD_226S_2_bbduk_polyg_filt	2.48167962488	47.0	132.830960692	4691536.0	9.09090909091
PD_227P_1_bbduk_polyg_filt	1.94948330581	47.0	123.515929004	4177788.0	9.09090909091
PD_227P_2_bbduk_polyg_filt	1.97333650518	47.0	123.499856862	4177788.0	9.09090909091
PD_228S_1_bbduk_polyg_filt	1.91405858105	47.0	134.809059348	5178651.0	9.09090909091
PD_228S_2_bbduk_polyg_filt	1.88721714976	47.0	134.781755326	5178651.0	9.09090909091
PD_229P_1_bbduk_polyg_filt	3.14316576949	48.0	132.159142715	5067018.0	9.09090909091
PD_229P_2_bbduk_polyg_filt	3.12296867631	48.0	132.139211465	5067018.0	9.09090909091
PD_230S_1_bbduk_polyg_filt	3.95632090372	46.0	135.118465115	5049056.0	9.09090909091
PD_230S_2_bbduk_polyg_filt	3.96697561226	46.0	135.092961734	5049056.0	9.09090909091
PD_231P_1_bbduk_polyg_filt	3.63130339829	47.0	129.474246714	6017465.0	9.09090909091
PD_231P_2_bbduk_polyg_filt	3.65159628722	47.0	129.45001209	6017465.0	9.09090909091
PD_232S_1_bbduk_polyg_filt	3.08360959924	48.0	131.047486893	4900826.0	9.09090909091
PD_232S_2_bbduk_polyg_filt	3.04639761416	48.0	131.012901499	4900826.0	9.09090909091
PD_25P_1_bbduk_polyg_filt	2.34591625822	47.0	120.277089285	3754418.0	9.09090909091
PD_25P_2_bbduk_polyg_filt	2.33774667782	47.0	120.261825401	3754418.0	9.09090909091
PD_26P_1_bbduk_polyg_filt	4.09504550051	49.0	122.075581395	3956.0	9.09090909091
PD_26P_2_bbduk_polyg_filt	4.04448938322	49.0	122.060920121	3956.0	9.09090909091
PD_27P_1_bbduk_polyg_filt	2.41239398451	47.0	124.738150773	4768328.0	9.09090909091
PD_27P_2_bbduk_polyg_filt	2.46350874682	47.0	124.714958996	4768328.0	9.09090909091
PD_28P_1_bbduk_polyg_filt	2.25913250252	48.0	123.263345346	331876.0	9.09090909091
PD_28P_2_bbduk_polyg_filt	2.26973205849	48.0	123.247619593	331876.0	9.09090909091
PD_29P_1_bbduk_polyg_filt	2.81630607172	48.0	125.940503181	3288243.0	9.09090909091
PD_29P_2_bbduk_polyg_filt	2.8930553777	48.0	125.912269562	3288243.0	9.09090909091
PD_2P_1_bbduk_polyg_filt	1.80481774519	48.0	124.576118253	2830530.0	9.09090909091
PD_2P_2_bbduk_polyg_filt	1.76627352924	48.0	124.544608607	2830530.0	9.09090909091
PD_30P_1_bbduk_polyg_filt	2.11461479343	47.0	125.867591993	2773941.0	9.09090909091
PD_30P_2_bbduk_polyg_filt	2.07183603504	47.0	125.836761488	2773941.0	9.09090909091
PD_31P_1_bbduk_polyg_filt	2.70553068069	49.0	124.259657168	3692827.0	9.09090909091
PD_31P_2_bbduk_polyg_filt	2.67599834542	50.0	124.24157319	3692827.0	9.09090909091
PD_32P_1_bbduk_polyg_filt	2.02448458574	48.0	119.095450025	4227825.0	9.09090909091
PD_32P_2_bbduk_polyg_filt	2.01173075493	48.0	119.074898322	4227825.0	9.09090909091
PD_33P_1_bbduk_polyg_filt	2.42291531191	49.0	124.638158391	4402324.0	9.09090909091
PD_33P_2_bbduk_polyg_filt	2.47661504069	50.0	124.616651569	4402324.0	9.09090909091
PD_34P_1_bbduk_polyg_filt	2.65947911425	48.0	121.240508754	4671410.0	9.09090909091
PD_34P_2_bbduk_polyg_filt	2.64056467708	48.0	121.222011769	4671410.0	9.09090909091
PD_35P_1_bbduk_polyg_filt	3.04037699294	46.0	124.302552338	4411250.0	9.09090909091
PD_35P_2_bbduk_polyg_filt	2.95911037488	46.0	124.277245225	4411250.0	9.09090909091
PD_36P_1_bbduk_polyg_filt	3.73487638085	47.0	123.650710153	1901.0	27.2727272727
PD_36P_2_bbduk_polyg_filt	3.15623356128	47.0	123.437664387	1901.0	18.1818181818
PD_38P_1_bbduk_polyg_filt	3.5644021133	44.0	122.785526733	3729234.0	9.09090909091
PD_38P_2_bbduk_polyg_filt	3.5501608134	44.0	122.767640218	3729234.0	9.09090909091
PD_39P_1_bbduk_polyg_filt	1.6557670077	48.0	123.190445237	2342999.0	9.09090909091
PD_39P_2_bbduk_polyg_filt	1.64815682533	48.0	123.170936906	2342999.0	9.09090909091
PD_3P_1_bbduk_polyg_filt	2.00773326429	47.0	121.468866339	3821266.0	9.09090909091
PD_3P_2_bbduk_polyg_filt	2.01616266239	47.0	121.451474721	3821266.0	9.09090909091
PD_40P_1_bbduk_polyg_filt	5.72484376537	45.0	125.775208137	3283295.0	9.09090909091
PD_40P_2_bbduk_polyg_filt	5.703724553	45.0	125.743870106	3283295.0	9.09090909091
PD_41P_1_bbduk_polyg_filt	2.59281567863	47.0	132.29166677	3225472.0	9.09090909091
PD_41P_2_bbduk_polyg_filt	2.60796859176	47.0	132.256152588	3225472.0	9.09090909091
PD_42P_1_bbduk_polyg_filt	3.3927332358	48.0	127.193496013	4280021.0	18.1818181818
PD_42P_2_bbduk_polyg_filt	3.40110268227	48.0	127.17181411	4280021.0	18.1818181818
PD_43P_1_bbduk_polyg_filt	1.92379211864	49.0	121.624605665	2583462.0	9.09090909091
PD_43P_2_bbduk_polyg_filt	1.88945990295	49.0	121.602035176	2583462.0	9.09090909091
PD_44P_1_bbduk_polyg_filt	2.3584221377	47.0	125.026830481	3653494.0	9.09090909091
PD_44P_2_bbduk_polyg_filt	2.29898098516	47.0	124.998968385	3653494.0	9.09090909091
PD_45P_1_bbduk_polyg_filt	2.26544584132	47.0	126.356910775	4607045.0	9.09090909091
PD_45P_2_bbduk_polyg_filt	2.25050005891	47.0	126.338193788	4607045.0	9.09090909091
