PD_109S_2_bbduk_polyg_filt	47212.0	75277.0	91577.0	106380.0	118207.0	127126.0	134941.0	137995.0	138095.0	139170.0	139186.0	136301.0	135535.0	132543.0	131044.0	104265.0	107081.0	127450.0	126314.0	115745.0	2803903.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_10P_1_bbduk_polyg_filt	46824.0	67180.0	73421.0	76796.0	80914.0	81878.0	83700.0	83328.0	82528.0	81572.0	80951.0	78772.0	77274.0	74575.0	72864.0	56855.0	57490.0	66476.0	64490.0	60253.0	1341433.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_10P_2_bbduk_polyg_filt	46853.0	67209.0	73469.0	76804.0	80900.0	81901.0	83691.0	83373.0	82508.0	81577.0	80933.0	78780.0	77249.0	74592.0	72888.0	56962.0	58130.0	68188.0	67063.0	60981.0	1335523.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_110S_1_bbduk_polyg_filt	48668.0	73522.0	86147.0	95928.0	103708.0	110116.0	116330.0	119587.0	121687.0	123302.0	124542.0	123068.0	121569.0	118731.0	116671.0	90881.0	92682.0	109394.0	104955.0	99035.0	2109929.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_110S_2_bbduk_polyg_filt	48720.0	73577.0	86153.0	95943.0	103726.0	110151.0	116334.0	119566.0	121696.0	123296.0	124559.0	123085.0	121574.0	118737.0	116714.0	91025.0	93369.0	111396.0	108265.0	99941.0	2102625.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_111P_1_bbduk_polyg_filt	31901.0	51030.0	63109.0	74188.0	84396.0	92235.0	101112.0	107466.0	112164.0	115510.0	119129.0	120882.0	120644.0	119374.0	120860.0	95146.0	98898.0	118196.0	116535.0	108980.0	2290421.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_111P_2_bbduk_polyg_filt	31941.0	51060.0	63147.0	74196.0	84391.0	92264.0	101123.0	107488.0	112200.0	115503.0	119129.0	120891.0	120648.0	119372.0	120901.0	95290.0	99566.0	119864.0	119533.0	109860.0	2283809.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_112S_1_bbduk_polyg_filt	159.0	223.0	246.0	247.0	285.0	330.0	378.0	357.0	320.0	340.0	404.0	395.0	394.0	334.0	353.0	299.0	342.0	367.0	360.0	343.0	5741.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_112S_2_bbduk_polyg_filt	164.0	228.0	247.0	246.0	283.0	331.0	375.0	352.0	321.0	348.0	404.0	393.0	392.0	337.0	354.0	300.0	349.0	376.0	396.0	350.0	5671.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_113P_1_bbduk_polyg_filt	33774.0	52103.0	62914.0	72786.0	80534.0	87961.0	94667.0	99937.0	103907.0	107393.0	112648.0	114208.0	117069.0	119724.0	123045.0	100147.0	105115.0	127827.0	130132.0	123098.0	3271536.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_113P_2_bbduk_polyg_filt	33791.0	52123.0	62996.0	72771.0	80550.0	87975.0	94701.0	99962.0	103901.0	107402.0	112621.0	114247.0	117073.0	119719.0	123109.0	100363.0	106222.0	130431.0	134513.0	124460.0	3261595.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_114P_1_bbduk_polyg_filt	60278.0	88354.0	99142.0	106815.0	112887.0	117621.0	122395.0	123168.0	122870.0	122219.0	121146.0	116925.0	113925.0	111210.0	107662.0	83296.0	83831.0	97306.0	93031.0	85957.0	1548072.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_114P_2_bbduk_polyg_filt	60332.0	88394.0	99181.0	106831.0	112871.0	117637.0	122433.0	123153.0	122882.0	122240.0	121127.0	116884.0	113943.0	111212.0	107680.0	83388.0	84246.0	98411.0	94910.0	86470.0	1543885.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_115S_1_bbduk_polyg_filt	18216.0	29492.0	36291.0	41881.0	47613.0	54046.0	59967.0	64174.0	68579.0	73015.0	76964.0	79899.0	85059.0	89148.0	91736.0	75990.0	81712.0	100704.0	103094.0	99779.0	2505302.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_115S_2_bbduk_polyg_filt	18233.0	29517.0	36312.0	41897.0	47625.0	54068.0	59991.0	64196.0	68584.0	72989.0	76971.0	79914.0	85077.0	89167.0	91781.0	76127.0	82285.0	102160.0	105721.0	100506.0	2499540.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_116P_1_bbduk_polyg_filt	54183.0	85207.0	102065.0	117405.0	129832.0	139604.0	148963.0	154337.0	158152.0	160531.0	164253.0	164688.0	166136.0	165085.0	166128.0	132676.0	135183.0	161754.0	158389.0	152334.0	3190743.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_116P_2_bbduk_polyg_filt	54232.0	85260.0	102121.0	117432.0	129846.0	139628.0	148981.0	154341.0	158144.0	160549.0	164282.0	164627.0	166149.0	165117.0	166167.0	132802.0	135784.0	163189.0	160897.0	153047.0	3185053.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_117_1_bbduk_polyg_filt	30084.0	47668.0	58142.0	67214.0	75113.0	82484.0	89985.0	93924.0	97937.0	102502.0	106446.0	107634.0	108490.0	108648.0	110194.0	89568.0	94804.0	113092.0	112989.0	109095.0	2506256.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_117_2_bbduk_polyg_filt	30127.0	47691.0	58169.0	67252.0	75114.0	82508.0	89994.0	93944.0	97951.0	102496.0	106475.0	107630.0	108485.0	108667.0	110235.0	89735.0	95729.0	115356.0	116951.0	110276.0	2497484.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_118_1_bbduk_polyg_filt	39257.0	60030.0	69913.0	76257.0	80808.0	85767.0	90764.0	90864.0	89272.0	89956.0	90273.0	87145.0	86711.0	88593.0	89279.0	72582.0	77524.0	91645.0	91066.0	84186.0	2745167.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_118_2_bbduk_polyg_filt	39277.0	60069.0	69936.0	76299.0	80805.0	85773.0	90775.0	90866.0	89276.0	89950.0	90286.0	87139.0	86735.0	88625.0	89352.0	72830.0	78921.0	95431.0	96885.0	85815.0	2732014.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_119P_1_bbduk_polyg_filt	50525.0	76713.0	91238.0	103526.0	113155.0	119540.0	125819.0	129099.0	131084.0	130977.0	132741.0	130358.0	129199.0	124923.0	124023.0	95855.0	97402.0	113209.0	109345.0	101242.0	2036250.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_119P_2_bbduk_polyg_filt	50605.0	76766.0	91275.0	103502.0	113195.0	119600.0	125836.0	129074.0	131095.0	130980.0	132739.0	130392.0	129201.0	124912.0	124077.0	95986.0	98188.0	115247.0	112779.0	102216.0	2028558.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_11P_1_bbduk_polyg_filt	60076.0	88263.0	99375.0	108447.0	114354.0	118548.0	122879.0	123488.0	123734.0	122310.0	122221.0	119916.0	118141.0	114534.0	112124.0	87405.0	89114.0	104496.0	101149.0	94778.0	2116097.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_11P_2_bbduk_polyg_filt	60127.0	88331.0	99420.0	108437.0	114365.0	118541.0	122890.0	123530.0	123730.0	122319.0	122225.0	119949.0	118103.0	114554.0	112148.0	87588.0	90113.0	107051.0	105332.0	96031.0	2106665.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_120S_1_bbduk_polyg_filt	37773.0	59820.0	71942.0	82282.0	90561.0	97314.0	102146.0	105398.0	106695.0	106702.0	107524.0	105915.0	103685.0	101305.0	98545.0	77418.0	77946.0	90295.0	86754.0	81241.0	1690906.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_120S_2_bbduk_polyg_filt	37823.0	59860.0	71970.0	82297.0	90582.0	97349.0	102164.0	105374.0	106689.0	106729.0	107518.0	105917.0	103704.0	101296.0	98580.0	77535.0	78576.0	92026.0	89678.0	82011.0	1684489.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_121S_1_bbduk_polyg_filt	53652.0	81235.0	94942.0	106140.0	115009.0	121603.0	128660.0	132770.0	136257.0	138796.0	142246.0	143145.0	145016.0	145368.0	146212.0	117503.0	123297.0	146410.0	146339.0	138716.0	3529527.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_121S_2_bbduk_polyg_filt	53687.0	81284.0	94983.0	106151.0	114994.0	121649.0	128686.0	132766.0	136302.0	138794.0	142224.0	143173.0	145008.0	145413.0	146301.0	117786.0	124539.0	149529.0	151718.0	140182.0	3517674.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_122S_1_bbduk_polyg_filt	46844.0	74632.0	91465.0	105152.0	117433.0	126022.0	132995.0	138342.0	140189.0	141486.0	143340.0	142302.0	140206.0	137810.0	136488.0	108408.0	111967.0	130925.0	127293.0	120202.0	2325939.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_122S_2_bbduk_polyg_filt	46919.0	74664.0	91503.0	105185.0	117455.0	126032.0	133006.0	138338.0	140240.0	141489.0	143355.0	142303.0	140205.0	137819.0	136512.0	108517.0	112516.0	132200.0	129712.0	120848.0	2320622.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_123P_1_bbduk_polyg_filt	39955.0	63360.0	77626.0	89768.0	100511.0	108636.0	116277.0	121782.0	125459.0	128612.0	132630.0	134600.0	136530.0	136846.0	138374.0	112044.0	117077.0	139782.0	140079.0	134613.0	3199430.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_123P_2_bbduk_polyg_filt	40004.0	63397.0	77662.0	89784.0	100548.0	108652.0	116283.0	121790.0	125467.0	128636.0	132615.0	134592.0	136528.0	136891.0	138421.0	112215.0	118263.0	142501.0	144689.0	136009.0	3189044.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_126P_1_bbduk_polyg_filt	66267.0	100233.0	117520.0	130376.0	142277.0	150626.0	158794.0	164218.0	167076.0	168415.0	169295.0	168385.0	166930.0	163681.0	161749.0	127622.0	131268.0	153644.0	150075.0	139609.0	2654831.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_126P_2_bbduk_polyg_filt	66346.0	100320.0	117586.0	130402.0	142311.0	150603.0	158836.0	164215.0	167057.0	168430.0	169361.0	168401.0	166919.0	163640.0	161779.0	127816.0	132047.0	155480.0	153749.0	140610.0	2646983.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_127S_1_bbduk_polyg_filt	41438.0	65297.0	79691.0	91760.0	102597.0	110804.0	118833.0	123725.0	126367.0	129577.0	133253.0	132389.0	133458.0	132798.0	133318.0	106014.0	110990.0	133295.0	133726.0	125759.0	3438476.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_127S_2_bbduk_polyg_filt	41484.0	65313.0	79744.0	91756.0	102645.0	110813.0	118819.0	123745.0	126387.0	129591.0	133222.0	132401.0	133503.0	132818.0	133417.0	106195.0	112123.0	136180.0	138546.0	127153.0	3427710.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_128S_1_bbduk_polyg_filt	50414.0	77664.0	91667.0	104392.0	113406.0	120516.0	126715.0	130963.0	133520.0	135409.0	137376.0	136744.0	136290.0	135355.0	135013.0	107598.0	111272.0	131987.0	129575.0	122526.0	2783877.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_128S_2_bbduk_polyg_filt	50485.0	77713.0	91700.0	104421.0	113418.0	120532.0	126743.0	130971.0	133530.0	135396.0	137370.0	136752.0	136296.0	135356.0	135055.0	107831.0	112453.0	134992.0	134758.0	123946.0	2772561.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_129P_1_bbduk_polyg_filt	55200.0	76156.0	82049.0	85309.0	88577.0	91145.0	95219.0	96305.0	96908.0	97120.0	96283.0	93579.0	90498.0	89251.0	86447.0	67855.0	69830.0	80030.0	77516.0	71290.0	1426822.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_129P_2_bbduk_polyg_filt	55255.0	76190.0	82099.0	85304.0	88618.0	91130.0	95256.0	96294.0	96920.0	97156.0	96273.0	93574.0	90483.0	89259.0	86477.0	68009.0	70486.0	81752.0	80324.0	72190.0	1420340.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_12P_1_bbduk_polyg_filt	53303.0	76155.0	84065.0	89666.0	93836.0	96440.0	99340.0	100324.0	99241.0	98466.0	99411.0	97288.0	96069.0	92870.0	91591.0	72312.0	73496.0	86994.0	83429.0	77835.0	1459011.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_12P_2_bbduk_polyg_filt	53369.0	76220.0	84066.0	89698.0	93848.0	96443.0	99362.0	100338.0	99231.0	98460.0	99420.0	97308.0	96063.0	92882.0	91581.0	72395.0	73932.0	88155.0	85434.0	78486.0	1454451.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_130S_1_bbduk_polyg_filt	25282.0	40959.0	49740.0	59215.0	65787.0	72499.0	79192.0	83082.0	83794.0	87177.0	89853.0	90722.0	91595.0	89531.0	91720.0	74980.0	78932.0	96242.0	96410.0	91419.0	2339245.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_130S_2_bbduk_polyg_filt	25314.0	40978.0	49767.0	59250.0	65811.0	72486.0	79203.0	83111.0	83803.0	87191.0	89850.0	90720.0	91599.0	89537.0	91775.0	75140.0	79936.0	98779.0	100506.0	92583.0	2330037.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_131P_1_bbduk_polyg_filt	61587.0	93869.0	108375.0	120176.0	129156.0	135880.0	140099.0	140684.0	140860.0	138674.0	137032.0	132889.0	128083.0	123706.0	120917.0	93918.0	95007.0	109645.0	104700.0	97518.0	1915127.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_131P_2_bbduk_polyg_filt	61639.0	93931.0	108399.0	120220.0	129187.0	135866.0	140135.0	140688.0	140852.0	138667.0	137039.0	132887.0	128112.0	123686.0	120958.0	94010.0	95744.0	111520.0	107775.0	98353.0	1908234.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_134S_1_bbduk_polyg_filt	67400.0	104357.0	120833.0	134904.0	146097.0	155124.0	162622.0	166605.0	168164.0	170164.0	171854.0	171183.0	170911.0	168028.0	167711.0	133840.0	137779.0	163813.0	160730.0	152293.0	3550603.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_134S_2_bbduk_polyg_filt	67502.0	104407.0	120905.0	134954.0	146121.0	155170.0	162608.0	166573.0	168196.0	170144.0	171846.0	171254.0	170889.0	168034.0	167828.0	134071.0	139125.0	167382.0	167331.0	154180.0	3536495.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_137P_1_bbduk_polyg_filt	32749.0	52746.0	64598.0	76313.0	85590.0	93435.0	100962.0	106267.0	110745.0	112981.0	116853.0	118570.0	120463.0	121844.0	122739.0	99156.0	101793.0	123471.0	122962.0	117206.0	3053279.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_137P_2_bbduk_polyg_filt	32811.0	52775.0	64611.0	76355.0	85599.0	93450.0	100966.0	106277.0	110760.0	112988.0	116884.0	118538.0	120447.0	121868.0	122801.0	99345.0	102550.0	125401.0	126491.0	118179.0	3045626.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_138S_1_bbduk_polyg_filt	51272.0	76331.0	86503.0	92796.0	97775.0	100378.0	104118.0	104748.0	103979.0	102926.0	102094.0	98490.0	95072.0	89623.0	89148.0	72647.0	75476.0	89735.0	87023.0	80844.0	1621385.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_138S_2_bbduk_polyg_filt	51350.0	76365.0	86543.0	92819.0	97766.0	100380.0	104127.0	104743.0	103981.0	102948.0	102085.0	98482.0	95092.0	89618.0	89147.0	72736.0	75926.0	90824.0	88921.0	81402.0	1617108.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_13P_1_bbduk_polyg_filt	53077.0	79412.0	91880.0	100382.0	108333.0	113940.0	118313.0	120125.0	121381.0	121470.0	122405.0	120647.0	119510.0	116577.0	115448.0	90422.0	91354.0	107962.0	105663.0	98520.0	2151791.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_13P_2_bbduk_polyg_filt	53138.0	79449.0	91930.0	100434.0	108311.0	113934.0	118318.0	120148.0	121387.0	121476.0	122426.0	120615.0	119507.0	116573.0	115497.0	90562.0	92216.0	109997.0	109391.0	99438.0	2143865.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_140S_1_bbduk_polyg_filt	50292.0	79153.0	95060.0	110095.0	122071.0	132112.0	141669.0	148391.0	152714.0	157057.0	161498.0	163365.0	165616.0	166100.0	167913.0	135687.0	140606.0	169472.0	169356.0	161479.0	4021489.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_140S_2_bbduk_polyg_filt	50329.0	79202.0	95103.0	110141.0	122083.0	132139.0	141693.0	148406.0	152726.0	157049.0	161513.0	163365.0	165594.0	166094.0	167983.0	135950.0	141759.0	172278.0	174367.0	162939.0	4010482.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_141P_1_bbduk_polyg_filt	45312.0	70730.0	85307.0	98194.0	108876.0	116467.0	125478.0	131076.0	135299.0	138879.0	142430.0	145356.0	147281.0	148553.0	150340.0	121913.0	126724.0	151477.0	152786.0	145416.0	3934203.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_141P_2_bbduk_polyg_filt	45345.0	70764.0	85371.0	98214.0	108895.0	116481.0	125453.0	131082.0	135314.0	138880.0	142446.0	145380.0	147319.0	148518.0	150383.0	122147.0	127856.0	154247.0	157497.0	146776.0	3923729.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_142S_1_bbduk_polyg_filt	25618.0	38944.0	45719.0	51342.0	57628.0	62526.0	67402.0	71483.0	74704.0	78519.0	81771.0	81705.0	84361.0	86175.0	88576.0	71665.0	73996.0	90693.0	91351.0	88106.0	2988781.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_142S_2_bbduk_polyg_filt	25643.0	38980.0	45751.0	51335.0	57634.0	62523.0	67411.0	71519.0	74695.0	78530.0	81757.0	81735.0	84335.0	86196.0	88656.0	71864.0	75026.0	93440.0	96059.0	89495.0	2978481.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_145P_1_bbduk_polyg_filt	47557.0	74070.0	88262.0	101291.0	112812.0	121671.0	131911.0	138557.0	144335.0	148802.0	154223.0	157693.0	160764.0	162444.0	164878.0	132791.0	137963.0	164970.0	164684.0	157463.0	3912862.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_145P_2_bbduk_polyg_filt	47613.0	74132.0	88318.0	101302.0	112838.0	121696.0	131908.0	138566.0	144367.0	148798.0	154244.0	157706.0	160777.0	162470.0	164937.0	133074.0	139415.0	168748.0	170780.0	159272.0	3899042.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_146S_1_bbduk_polyg_filt	35597.0	55797.0	66791.0	76562.0	83799.0	89474.0	95534.0	97932.0	98948.0	100520.0	102354.0	102372.0	104190.0	103789.0	103308.0	81887.0	85501.0	101489.0	100358.0	93354.0	2473303.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_146S_2_bbduk_polyg_filt	35632.0	55821.0	66839.0	76586.0	83797.0	89464.0	95560.0	97939.0	98982.0	100537.0	102331.0	102359.0	104223.0	103784.0	103356.0	82025.0	86457.0	103840.0	104095.0	94539.0	2464693.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_147_1_bbduk_polyg_filt	23724.0	38162.0	47668.0	57562.0	66222.0	73290.0	80642.0	87297.0	90445.0	96005.0	100765.0	103614.0	106056.0	109135.0	112241.0	91793.0	96526.0	117470.0	119618.0	115412.0	3205160.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_147_2_bbduk_polyg_filt	23753.0	38196.0	47689.0	57551.0	66248.0	73322.0	80684.0	87303.0	90431.0	96002.0	100789.0	103612.0	106099.0	109158.0	112291.0	92001.0	97805.0	120503.0	124843.0	116798.0	3193729.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_148P_1_bbduk_polyg_filt	53242.0	82020.0	96339.0	108889.0	119125.0	125764.0	132024.0	135871.0	137336.0	138279.0	139674.0	138306.0	136883.0	134999.0	134250.0	107219.0	109618.0	129477.0	128051.0	120037.0	3595647.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_148P_2_bbduk_polyg_filt	53305.0	82081.0	96372.0	108911.0	119144.0	125792.0	132023.0	135849.0	137366.0	138269.0	139673.0	138299.0	136914.0	135022.0	134341.0	107542.0	111546.0	134386.0	135741.0	122174.0	3578300.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_149S_1_bbduk_polyg_filt	40917.0	61025.0	68812.0	73617.0	77615.0	81059.0	85919.0	85498.0	84527.0	86989.0	89043.0	87311.0	86705.0	87244.0	88200.0	70696.0	74854.0	88922.0	90094.0	82709.0	2609026.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_149S_2_bbduk_polyg_filt	40949.0	61065.0	68855.0	73635.0	77619.0	81046.0	85921.0	85534.0	84522.0	86991.0	89050.0	87308.0	86713.0	87272.0	88249.0	70968.0	76287.0	92602.0	95953.0	84397.0	2595846.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_14P_1_bbduk_polyg_filt	57805.0	81808.0	89665.0	94581.0	99115.0	101779.0	104249.0	105332.0	103884.0	104515.0	104057.0	101814.0	99464.0	98524.0	97137.0	76837.0	78177.0	90854.0	87749.0	81814.0	1478994.0
	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
