Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PD_141P_bmtagged_2	0	0
PD_142S_bmtagged_1	0	0
PD_142S_bmtagged_2	0	0
PD_145P_bmtagged_1	0	0
PD_145P_bmtagged_2	0	0
PD_146S_bmtagged_1	0	0
PD_146S_bmtagged_2	0	0
PD_147_bmtagged_1	0	0
PD_147_bmtagged_2	0	0
PD_148P_bmtagged_1	0	0
PD_148P_bmtagged_2	0	0
PD_149S_bmtagged_1	0	0
PD_149S_bmtagged_2	0	0
PD_14P_bmtagged_1	0	0
PD_14P_bmtagged_2	0	0
PD_150P_bmtagged_1	0	0
PD_150P_bmtagged_2	0	0
PD_151S_bmtagged_1	0	0
PD_151S_bmtagged_2	0	0
PD_152P_bmtagged_1	0	0
PD_152P_bmtagged_2	0	0
PD_153S_bmtagged_1	0	0
PD_153S_bmtagged_2	0	0
PD_156P_bmtagged_1	0	0
PD_156P_bmtagged_2	0	0
PD_157S_bmtagged_1	0	0
PD_157S_bmtagged_2	0	0
PD_158P_bmtagged_1	0	0
PD_158P_bmtagged_2	0	0
PD_159S_bmtagged_1	0	0
PD_159S_bmtagged_2	0	0
PD_15P_bmtagged_1	0	0
PD_15P_bmtagged_2	0	0
PD_160P_bmtagged_1	0	0
PD_160P_bmtagged_2	0	0
PD_161S_bmtagged_1	0	0
PD_161S_bmtagged_2	0	0
PD_162P_bmtagged_1	0	0
PD_162P_bmtagged_2	0	0
PD_163S_bmtagged_1	0	0
PD_163S_bmtagged_2	0	0
PD_164P_bmtagged_1	0	0
PD_164P_bmtagged_2	0	0
PD_165S_bmtagged_1	0	0
PD_165S_bmtagged_2	0	0
PD_166_bmtagged_1	0	0
PD_166_bmtagged_2	0	0
PD_167P_bmtagged_1	0	0
PD_167P_bmtagged_2	0	0
PD_169P_bmtagged_1	0	0
PD_169P_bmtagged_2	0	0
PD_16P_bmtagged_1	0	0
PD_16P_bmtagged_2	0	0
PD_170S_bmtagged_1	0	0
PD_170S_bmtagged_2	0	0
PD_171P_bmtagged_1	0	0
PD_171P_bmtagged_2	0	0
PD_172S_bmtagged_1	0	0
PD_172S_bmtagged_2	0	0
PD_173P_bmtagged_1	0	0
PD_173P_bmtagged_2	0	0
PD_174S_bmtagged_1	0	0
PD_174S_bmtagged_2	0	0
PD_175P_bmtagged_1	0	0
PD_175P_bmtagged_2	0	0
PD_176S_bmtagged_1	0	0
PD_176S_bmtagged_2	0	0
PD_177P_bmtagged_1	0	0
PD_177P_bmtagged_2	0	0
PD_178S_bmtagged_1	0	0
PD_178S_bmtagged_2	0	0
PD_179P_bmtagged_1	0	0
PD_179P_bmtagged_2	0	0
PD_180S_bmtagged_1	0	0
PD_180S_bmtagged_2	0	0
PD_181P_bmtagged_1	0	0
PD_181P_bmtagged_2	0	0
PD_182S_bmtagged_1	0	0
PD_182S_bmtagged_2	0	0
PD_183P_bmtagged_1	0	0
PD_183P_bmtagged_2	0	0
PD_184S_bmtagged_1	0	0
PD_184S_bmtagged_2	0	0
PD_188S_bmtagged_1	0	0
PD_188S_bmtagged_2	0	0
PD_189P_bmtagged_1	0	0
PD_189P_bmtagged_2	0	0
PD_190S_bmtagged_1	0	0
PD_190S_bmtagged_2	0	0
PD_191P_bmtagged_1	0	0
PD_191P_bmtagged_2	0	0
PD_192S_bmtagged_1	0.116618075802	1.86588921283
PD_192S_bmtagged_2	0.116618075802	2.44897959184
PD_193P_bmtagged_1	0	0
PD_193P_bmtagged_2	0	0
PD_194S_bmtagged_1	0	0
PD_194S_bmtagged_2	0	0
PD_195_bmtagged_1	0	0
PD_195_bmtagged_2	0	0
PD_196_bmtagged_1	0	0
PD_196_bmtagged_2	0	0
PD_197_bmtagged_1	0	0
PD_197_bmtagged_2	0	0
PD_198_bmtagged_1	0	0
PD_198_bmtagged_2	0	0
PD_199P_bmtagged_1	100.0	0.0
PD_199P_bmtagged_2	100.0	0.0
PD_1P_bmtagged_1	0	0
PD_1P_bmtagged_2	0	0
PD_200S_bmtagged_1	0	0
PD_200S_bmtagged_2	0	0
PD_203_bmtagged_1	0	0
PD_203_bmtagged_2	0	0
PD_204_bmtagged_1	0	0
PD_204_bmtagged_2	0	0
PD_205P_bmtagged_1	0	0
PD_205P_bmtagged_2	0	0
PD_206S_bmtagged_1	0	0
PD_206S_bmtagged_2	0	0
PD_207P_bmtagged_1	0	0
PD_207P_bmtagged_2	0	0
PD_208S_bmtagged_1	0	0
PD_208S_bmtagged_2	0	0
PD_209P_bmtagged_1	0	0
PD_209P_bmtagged_2	0	0
PD_210S_bmtagged_1	0	0
PD_210S_bmtagged_2	0	0
PD_211P_bmtagged_1	0	0
PD_211P_bmtagged_2	0	0
PD_212S_bmtagged_1	0	0
PD_212S_bmtagged_2	0	0
PD_213S_bmtagged_1	0	0
PD_213S_bmtagged_2	0	0
PD_214S_bmtagged_1	0	0
PD_214S_bmtagged_2	0	0
PD_215S_bmtagged_1	0	0
PD_215S_bmtagged_2	0	0
PD_216S_bmtagged_1	0	0
PD_216S_bmtagged_2	0	0
PD_217P_bmtagged_1	0	0
PD_217P_bmtagged_2	0	0
PD_218S_bmtagged_1	0.202429149798	99.7975708502
PD_218S_bmtagged_2	0.202429149798	99.7975708502
PD_221P_bmtagged_1	0	0
PD_221P_bmtagged_2	0	0
PD_222S_bmtagged_1	0	0
PD_222S_bmtagged_2	0	0
PD_223P_bmtagged_1	0	0
PD_223P_bmtagged_2	0	0
PD_224S_bmtagged_1	0	0
PD_224S_bmtagged_2	0	0
PD_225P_bmtagged_1	0	0
PD_225P_bmtagged_2	0	0
PD_226S_bmtagged_1	0	0
PD_226S_bmtagged_2	0	0
PD_227P_bmtagged_1	0	0
PD_227P_bmtagged_2	0	0
PD_228S_bmtagged_1	0	0
PD_228S_bmtagged_2	0	0
PD_229P_bmtagged_1	0	0
PD_229P_bmtagged_2	0	0
PD_230S_bmtagged_1	0	0
PD_230S_bmtagged_2	0	0
PD_231P_bmtagged_1	0	0
PD_231P_bmtagged_2	0	0
PD_232S_bmtagged_1	0	0
PD_232S_bmtagged_2	0	0
PD_25P_bmtagged_1	0	0
PD_25P_bmtagged_2	0	0
PD_26P_bmtagged_1	0	0
PD_26P_bmtagged_2	0	0
PD_27P_bmtagged_1	0	0
PD_27P_bmtagged_2	0	0
PD_28P_bmtagged_1	0	0
PD_28P_bmtagged_2	0	0
PD_29P_bmtagged_1	0	0
PD_29P_bmtagged_2	0	0
PD_2P_bmtagged_1	0	0
PD_2P_bmtagged_2	0	0
PD_30P_bmtagged_1	0	0
PD_30P_bmtagged_2	0	0
PD_31P_bmtagged_1	0	0
PD_31P_bmtagged_2	0	0
PD_32P_bmtagged_1	0	0
PD_32P_bmtagged_2	0	0
PD_33P_bmtagged_1	0	0
PD_33P_bmtagged_2	0	0
PD_34P_bmtagged_1	0	0
PD_34P_bmtagged_2	0	0
PD_35P_bmtagged_1	0	0
PD_35P_bmtagged_2	0	0
PD_36P_bmtagged_1	0.16835016835	2.24466891134
PD_36P_bmtagged_2	0.112233445567	1.57126823793
PD_38P_bmtagged_1	0	0
PD_38P_bmtagged_2	0	0
PD_39P_bmtagged_1	0	0
PD_39P_bmtagged_2	0	0
PD_3P_bmtagged_1	0	0
PD_3P_bmtagged_2	0	0
PD_40P_bmtagged_1	0	0
PD_40P_bmtagged_2	0	0
PD_41P_bmtagged_1	0	0
PD_41P_bmtagged_2	0	0
PD_42P_bmtagged_1	0	0
PD_42P_bmtagged_2	0	0
PD_43P_bmtagged_1	0	0
PD_43P_bmtagged_2	0	0
PD_44P_bmtagged_1	0	0
PD_44P_bmtagged_2	0	0
PD_45P_bmtagged_1	0	0
PD_45P_bmtagged_2	0	0
PD_46P_bmtagged_1	0	0
PD_46P_bmtagged_2	0	0
PD_47P_bmtagged_1	0	0
PD_47P_bmtagged_2	0	0
PD_48P_bmtagged_1	0	0
PD_48P_bmtagged_2	0	0
PD_4P_bmtagged_1	0	0
PD_4P_bmtagged_2	0	0
PD_50P_bmtagged_1	0	0
PD_50P_bmtagged_2	0	0
PD_51P_bmtagged_1	0	0
PD_51P_bmtagged_2	0	0
PD_52P_bmtagged_1	0	0
PD_52P_bmtagged_2	0	0
PD_53P_bmtagged_1	0	0
PD_53P_bmtagged_2	0	0
PD_54P_bmtagged_1	0	0
PD_54P_bmtagged_2	0	0
PD_55P_bmtagged_1	0	0
PD_55P_bmtagged_2	0	0
PD_56P_bmtagged_1	0	0
PD_56P_bmtagged_2	0	0
PD_57P_bmtagged_1	0	0
PD_57P_bmtagged_2	0	0
PD_58P_bmtagged_1	0	0
PD_58P_bmtagged_2	0	0
PD_59P_bmtagged_1	0	0
PD_59P_bmtagged_2	0	0
PD_5P_bmtagged_1	0	0
PD_5P_bmtagged_2	0	0
PD_60P_bmtagged_1	0	0
PD_60P_bmtagged_2	0	0
PD_63P_bmtagged_1	0	0
PD_63P_bmtagged_2	0	0
PD_64P_bmtagged_1	0	0
PD_64P_bmtagged_2	0	0
PD_65P_bmtagged_1	0	0
PD_65P_bmtagged_2	0	0
PD_66P_bmtagged_1	0	0
PD_66P_bmtagged_2	0	0
PD_6P_bmtagged_1	0	0
PD_6P_bmtagged_2	0	0
PD_70P_bmtagged_1	0	0
PD_70P_bmtagged_2	0	0
PD_73P_bmtagged_1	0	0
PD_73P_bmtagged_2	0	0
PD_74P_bmtagged_1	0	0
PD_74P_bmtagged_2	0	0
PD_75P_bmtagged_1	0	0
PD_75P_bmtagged_2	0	0
PD_76P_bmtagged_1	0	0
PD_76P_bmtagged_2	0	0
PD_77P_bmtagged_1	0	0
PD_77P_bmtagged_2	0	0
PD_78P_bmtagged_1	0	0
PD_78P_bmtagged_2	0	0
PD_79S_bmtagged_1	0	0
PD_79S_bmtagged_2	0	0
PD_7P_bmtagged_1	0	0
PD_7P_bmtagged_2	0	0
PD_81P_bmtagged_1	0.389105058366	99.6108949416
PD_81P_bmtagged_2	0.389105058366	99.6108949416
PD_82P_bmtagged_1	0	0
PD_82P_bmtagged_2	0	0
PD_83P_bmtagged_1	0	0
PD_83P_bmtagged_2	0	0
PD_84P_bmtagged_1	0	0
PD_84P_bmtagged_2	0	0
PD_8P_bmtagged_1	0	0
PD_8P_bmtagged_2	0	0
PD_9P_bmtagged_1	0	0
PD_9P_bmtagged_2	0	0
PD_Extr_neg_plate1_bmtagged_1	0.168208578638	1.85029436501
PD_Extr_neg_plate1_bmtagged_2	0.168208578638	1.51387720774
PD_Extr_neg_plate2_bmtagged_1	2.7027027027	97.2972972973
PD_Extr_neg_plate2_bmtagged_2	2.7027027027	97.2972972973
PD_Extr_neg_plate3_bmtagged_1	0.452488687783	99.5475113122
PD_Extr_neg_plate3_bmtagged_2	0.452488687783	99.5475113122
PD_Extr_pos_plate1_bmtagged_1	0	0
PD_Extr_pos_plate1_bmtagged_2	0	0
PD_Extr_pos_plate2_bmtagged_1	0.278551532033	99.721448468
PD_Extr_pos_plate2_bmtagged_2	0.278551532033	99.721448468
PD_Extr_pos_plate3_bmtagged_1	0	0
PD_Extr_pos_plate3_bmtagged_2	0	0
PD_Lib_neg_plate1_bmtagged_1	0.21528525296	2.31431646932
PD_Lib_neg_plate1_bmtagged_2	0.16146393972	1.93756727664
PD_Lib_neg_plate2_bmtagged_1	0.682593856655	99.3174061433
PD_Lib_neg_plate2_bmtagged_2	0.682593856655	99.3174061433
PD_Lib_pos_plate1_bmtagged_1	0	0
PD_Lib_pos_plate1_bmtagged_2	0	0
PD_Lib_pos_plate2_bmtagged_1	0	0
PD_Lib_pos_plate2_bmtagged_2	0	0
