Module	Section	Sample Name	Source
FastQC	all_sections	PD_53P_bmtagged_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_53P_bmtagged_2_fastqc.zip
FastQC	all_sections	PD_53P_bmtagged_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_53P_bmtagged_1_fastqc.zip
FastQC	all_sections	PD_74P_bmtagged_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_74P_bmtagged_2_fastqc.zip
FastQC	all_sections	PD_74P_bmtagged_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_74P_bmtagged_1_fastqc.zip
FastQC	all_sections	PD_140S_bmtagged_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_140S_bmtagged_2_fastqc.zip
FastQC	all_sections	PD_140S_bmtagged_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_140S_bmtagged_1_fastqc.zip
FastQC	all_sections	PD_15P_bmtagged_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_15P_bmtagged_1_fastqc.zip
FastQC	all_sections	PD_15P_bmtagged_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_15P_bmtagged_2_fastqc.zip
FastQC	all_sections	PD_28P_bmtagged_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_28P_bmtagged_1_fastqc.zip
FastQC	all_sections	PD_28P_bmtagged_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_28P_bmtagged_2_fastqc.zip
FastQC	all_sections	PD_129P_bmtagged_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_129P_bmtagged_1_fastqc.zip
FastQC	all_sections	PD_129P_bmtagged_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/fastqc/PD_129P_bmtagged_2_fastqc.zip
