Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_100P_bmtagged_1	2.13991634941	49.0	138.330499053	3140245.0	18.1818181818
PD_100P_bmtagged_2	2.21205260403	49.0	138.340731376	3140245.0	18.1818181818
PD_104P_bmtagged_1	2.09344595285	46.0	126.399054931	4704841.0	9.09090909091
PD_104P_bmtagged_2	2.03845244009	46.0	126.67656144	4704841.0	9.09090909091
PD_105P_bmtagged_1	5.23775477943	53.0	125.704839969	3168925.0	27.2727272727
PD_105P_bmtagged_2	5.23065481864	53.0	125.960656058	3168925.0	27.2727272727
PD_107P_bmtagged_1	0.985915492958	45.0	124.515492958	710.0	18.1818181818
PD_107P_bmtagged_2	0.985915492958	45.0	123.718309859	710.0	9.09090909091
PD_108S_bmtagged_1	2.15105059237	47.0	130.373390017	5252540.0	9.09090909091
PD_108S_bmtagged_2	2.21268999717	48.0	130.545854006	5252540.0	9.09090909091
PD_109S_bmtagged_1	2.68163376209	46.0	129.182324912	4859676.0	9.09090909091
PD_109S_bmtagged_2	2.74141549342	46.0	129.352530909	4859676.0	9.09090909091
PD_10P_bmtagged_1	1.04429743239	50.0	125.278737691	2576738.0	18.1818181818
PD_10P_bmtagged_2	1.04140785386	50.0	125.543293886	2576738.0	9.09090909091
PD_110S_bmtagged_1	1.78981049141	46.0	127.247360236	3932075.0	9.09090909091
PD_110S_bmtagged_2	1.78637137534	46.0	127.419967829	3932075.0	9.09090909091
PD_111P_bmtagged_1	2.56835452688	49.0	130.02150122	4025446.0	9.09090909091
PD_111P_bmtagged_2	2.50239125966	49.0	130.19665647	4025446.0	9.09090909091
PD_112S_bmtagged_1	1.17748173614	45.0	126.277610657	11635.0	18.1818181818
PD_112S_bmtagged_2	1.05715513537	45.0	125.639020198	11635.0	9.09090909091
PD_113P_bmtagged_1	5.55983305269	51.0	134.226512226	4933588.0	27.2727272727
PD_113P_bmtagged_2	5.48129772432	51.0	134.353220415	4933588.0	27.2727272727
PD_114P_bmtagged_1	2.60097498177	47.0	122.887063005	3380159.0	9.09090909091
PD_114P_bmtagged_2	2.67324799338	47.0	123.175602094	3380159.0	9.09090909091
PD_115S_bmtagged_1	3.8236372483	47.0	135.945630289	3694741.0	9.09090909091
PD_115S_bmtagged_2	3.74193247047	47.0	136.091404513	3694741.0	9.09090909091
PD_116P_bmtagged_1	2.16367502578	46.0	129.380007417	5649545.0	9.09090909091
PD_116P_bmtagged_2	2.19913594249	46.0	129.611782542	5649545.0	9.09090909091
PD_117_bmtagged_1	2.36307489758	46.0	132.176531309	4057150.0	9.09090909091
PD_117_bmtagged_2	2.40877050701	46.0	132.323798233	4057150.0	9.09090909091
