	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_bmtagged_1	8366.0	8932.0	9577.0	10102.0	10721.0	11597.0	12161.0	12917.0	13730.0	14269.0	15024.0	15876.0	16369.0	17256.0	17591.0	17847.0	18408.0	19196.0	19763.0	20356.0	21047.0	21969.0	21981.0	22824.0	22941.0	23597.0	24300.0	24853.0	25369.0	25662.0	26105.0	26752.0	27387.0	28212.0	28422.0	28762.0	29493.0	29978.0	30400.0	31180.0	31643.0	32649.0	35714.0	66196.0	193644.0	1969107.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_bmtagged_2	8198.0	8818.0	9549.0	10081.0	10827.0	11618.0	12146.0	12864.0	13644.0	14105.0	14667.0	15736.0	16202.0	17104.0	17494.0	17669.0	18210.0	18923.0	19464.0	20204.0	20761.0	21863.0	21740.0	22623.0	22814.0	23363.0	23969.0	24626.0	25035.0	25153.0	25559.0	26325.0	27280.0	28779.0	28940.0	29442.0	30419.0	31236.0	32534.0	33819.0	34914.0	36525.0	40930.0	72775.0	197752.0	1943546.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_bmtagged_1	33169.0	35871.0	38653.0	40743.0	42804.0	44830.0	47069.0	49438.0	51281.0	53280.0	54593.0	56532.0	57625.0	58972.0	59331.0	60087.0	60660.0	60629.0	61442.0	61671.0	62542.0	62817.0	62034.0	62404.0	62376.0	61857.0	61653.0	61464.0	61807.0	60252.0	60832.0	60571.0	60175.0	59786.0	58988.0	58918.0	58293.0	58140.0	57818.0	57523.0	56739.0	56845.0	59393.0	91010.0	195084.0	2006840.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_bmtagged_2	31735.0	34296.0	37392.0	39843.0	42303.0	44024.0	45893.0	48647.0	50019.0	52086.0	52810.0	55716.0	56768.0	58345.0	58824.0	59479.0	59821.0	59979.0	60836.0	61160.0	62005.0	62359.0	61535.0	62112.0	62016.0	61628.0	61150.0	60909.0	61015.0	59370.0	60109.0	59749.0	60425.0	61259.0	60413.0	60330.0	59712.0	59928.0	59875.0	59900.0	59549.0	59707.0	63403.0	96378.0	200349.0	1999680.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_105P_bmtagged_1	27970.0	30091.0	31160.0	31970.0	33076.0	34261.0	35078.0	35480.0	36532.0	37391.0	38533.0	39866.0	39803.0	40203.0	39664.0	39529.0	39228.0	38987.0	39678.0	40014.0	40912.0	41172.0	40448.0	39319.0	39721.0	39605.0	40086.0	40388.0	39898.0	38912.0	39238.0	39417.0	39030.0	39715.0	38968.0	38878.0	38810.0	38473.0	38611.0	38058.0	37580.0	37124.0	38702.0	56719.0	143020.0	1337607.0
