Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_113P_bmtagged_1	pass	0.0	pass	134.226512226	Sanger / Illumina 1.9	pass	665.5 Mbp	60-151	Conventional base calls	pass	fail	warn	4933588.0	pass	fail	pass	51.0	94.4401669473	PD_113P_bmtagged_1.fastq	fail	pass
PD_113P_bmtagged_2	pass	0.0	pass	134.353220415	Sanger / Illumina 1.9	pass	666.1 Mbp	60-151	Conventional base calls	pass	fail	warn	4933588.0	pass	fail	pass	51.0	94.5187022757	PD_113P_bmtagged_2.fastq	fail	pass
PD_114P_bmtagged_1	pass	0.0	pass	122.887063005	Sanger / Illumina 1.9	pass	417.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3380159.0	pass	warn	pass	47.0	97.3990250182	PD_114P_bmtagged_1.fastq	fail	pass
PD_114P_bmtagged_2	pass	0.0	pass	123.175602094	Sanger / Illumina 1.9	pass	418.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3380159.0	pass	warn	pass	47.0	97.3267520066	PD_114P_bmtagged_2.fastq	fail	pass
PD_115S_bmtagged_1	pass	0.0	pass	135.945630289	Sanger / Illumina 1.9	pass	504.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3694741.0	pass	warn	pass	47.0	96.1763627517	PD_115S_bmtagged_1.fastq	fail	pass
PD_115S_bmtagged_2	pass	0.0	pass	136.091404513	Sanger / Illumina 1.9	pass	505.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3694741.0	pass	warn	pass	47.0	96.2580675295	PD_115S_bmtagged_2.fastq	fail	pass
PD_116P_bmtagged_1	pass	0.0	pass	129.380007417	Sanger / Illumina 1.9	pass	734.5 Mbp	60-151	Conventional base calls	pass	warn	warn	5649545.0	pass	warn	pass	46.0	97.8363249742	PD_116P_bmtagged_1.fastq	fail	pass
PD_116P_bmtagged_2	pass	0.0	pass	129.611782542	Sanger / Illumina 1.9	pass	735.8 Mbp	60-151	Conventional base calls	pass	warn	warn	5649545.0	pass	warn	pass	46.0	97.8008640575	PD_116P_bmtagged_2.fastq	fail	pass
PD_117_bmtagged_1	pass	0.0	pass	132.176531309	Sanger / Illumina 1.9	pass	538.9 Mbp	60-151	Conventional base calls	pass	pass	warn	4057150.0	pass	warn	pass	46.0	97.6369251024	PD_117_bmtagged_1.fastq	fail	pass
PD_117_bmtagged_2	pass	0.0	pass	132.323798233	Sanger / Illumina 1.9	pass	539.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4057150.0	pass	warn	pass	46.0	97.591229493	PD_117_bmtagged_2.fastq	fail	pass
PD_118_bmtagged_1	pass	0.0	pass	133.063083961	Sanger / Illumina 1.9	pass	547.2 Mbp	60-151	Conventional base calls	pass	warn	warn	4091991.0	pass	warn	pass	47.0	98.200956761	PD_118_bmtagged_1.fastq	fail	pass
PD_118_bmtagged_2	pass	0.0	pass	133.052775043	Sanger / Illumina 1.9	pass	547.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4091991.0	pass	warn	pass	47.0	98.259001605	PD_118_bmtagged_2.fastq	fail	pass
PD_119P_bmtagged_1	pass	0.0	pass	126.051755748	Sanger / Illumina 1.9	pass	505.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3988272.0	pass	warn	pass	48.0	98.1615278186	PD_119P_bmtagged_1.fastq	fail	pass
PD_119P_bmtagged_2	pass	0.0	pass	126.24263641	Sanger / Illumina 1.9	pass	506 Mbp	60-151	Conventional base calls	pass	pass	warn	3988272.0	pass	warn	pass	48.0	98.2237376815	PD_119P_bmtagged_2.fastq	fail	pass
PD_11P_bmtagged_1	pass	0.0	pass	126.445246763	Sanger / Illumina 1.9	pass	503.8 Mbp	60-151	Conventional base calls	pass	warn	warn	3964898.0	pass	warn	pass	48.0	98.1771050999	PD_11P_bmtagged_1.fastq	fail	pass
PD_11P_bmtagged_2	pass	0.0	pass	126.594689699	Sanger / Illumina 1.9	pass	504.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3964898.0	pass	warn	pass	48.0	98.1842113466	PD_11P_bmtagged_2.fastq	fail	pass
PD_120S_bmtagged_1	pass	0.0	pass	126.333834028	Sanger / Illumina 1.9	pass	413.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3260135.0	pass	warn	pass	48.0	98.0708249764	PD_120S_bmtagged_1.fastq	fail	pass
PD_120S_bmtagged_2	pass	0.0	pass	126.541551193	Sanger / Illumina 1.9	pass	414.5 Mbp	60-151	Conventional base calls	pass	warn	warn	3260135.0	pass	warn	pass	48.0	98.1393742247	PD_120S_bmtagged_2.fastq	fail	pass
PD_121S_bmtagged_1	pass	0.0	pass	131.719444119	Sanger / Illumina 1.9	pass	747.6 Mbp	60-151	Conventional base calls	pass	warn	warn	5648258.0	pass	warn	pass	50.0	97.5039992711	PD_121S_bmtagged_1.fastq	fail	pass
PD_121S_bmtagged_2	pass	0.0	pass	131.864516458	Sanger / Illumina 1.9	pass	748.4 Mbp	60-151	Conventional base calls	pass	warn	warn	5648258.0	pass	fail	pass	50.0	97.4419302968	PD_121S_bmtagged_2.fastq	fail	pass
PD_122S_bmtagged_1	pass	0.0	pass	127.066319992	Sanger / Illumina 1.9	pass	569.4 Mbp	60-151	Conventional base calls	pass	warn	warn	4459515.0	pass	warn	pass	49.0	97.8766887513	PD_122S_bmtagged_1.fastq	fail	pass
PD_122S_bmtagged_2	pass	0.0	pass	127.332827449	Sanger / Illumina 1.9	pass	570.6 Mbp	60-151	Conventional base calls	pass	warn	warn	4459515.0	pass	warn	pass	49.0	97.8934980175	PD_122S_bmtagged_2.fastq	fail	pass
PD_123P_bmtagged_1	pass	0.0	pass	131.978918921	Sanger / Illumina 1.9	pass	678.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5116816.0	pass	warn	pass	46.0	95.6200705823	PD_123P_bmtagged_1.fastq	fail	pass
PD_123P_bmtagged_2	pass	0.0	pass	132.19555325	Sanger / Illumina 1.9	pass	679.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5116816.0	pass	warn	pass	46.0	95.5962514403	PD_123P_bmtagged_2.fastq	fail	pass
PD_126P_bmtagged_1	pass	0.0	pass	126.456525683	Sanger / Illumina 1.9	pass	661.9 Mbp	60-151	Conventional base calls	pass	fail	warn	5208719.0	pass	warn	pass	51.0	96.8108547512	PD_126P_bmtagged_1.fastq	fail	pass
PD_126P_bmtagged_2	pass	0.0	pass	126.627685617	Sanger / Illumina 1.9	pass	662.8 Mbp	60-151	Conventional base calls	pass	fail	warn	5208719.0	pass	warn	pass	51.0	96.718387283	PD_126P_bmtagged_2.fastq	fail	pass
PD_127S_bmtagged_1	pass	0.0	pass	132.484455699	Sanger / Illumina 1.9	pass	712.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5353055.0	pass	warn	pass	49.0	98.4449224966	PD_127S_bmtagged_1.fastq	fail	pass
PD_127S_bmtagged_2	pass	0.0	pass	132.658538349	Sanger / Illumina 1.9	pass	713.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5353055.0	pass	warn	pass	49.0	98.4674165091	PD_127S_bmtagged_2.fastq	fail	pass
PD_128S_bmtagged_1	pass	0.0	pass	129.476734657	Sanger / Illumina 1.9	pass	628.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4827352.0	pass	warn	pass	46.0	97.9797524224	PD_128S_bmtagged_1.fastq	fail	pass
PD_128S_bmtagged_2	pass	0.0	pass	129.597135241	Sanger / Illumina 1.9	pass	628.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4827352.0	pass	warn	pass	46.0	98.0371639503	PD_128S_bmtagged_2.fastq	fail	pass
PD_129P_bmtagged_1	pass	0.0	pass	124.605463736	Sanger / Illumina 1.9	pass	361.7 Mbp	60-151	Conventional base calls	pass	fail	warn	2888500.0	pass	fail	pass	53.0	96.2748521588	PD_129P_bmtagged_1.fastq	fail	pass
PD_129P_bmtagged_2	pass	0.0	pass	124.837814783	Sanger / Illumina 1.9	pass	362.3 Mbp	60-151	Conventional base calls	pass	fail	warn	2888500.0	pass	fail	pass	53.0	96.265259197	PD_129P_bmtagged_2.fastq	fail	pass
PD_12P_bmtagged_1	pass	0.0	pass	124.552354385	Sanger / Illumina 1.9	pass	376.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3006157.0	pass	warn	pass	48.0	98.5068729182	PD_12P_bmtagged_1.fastq	fail	pass
PD_12P_bmtagged_2	pass	0.0	pass	124.799829151	Sanger / Illumina 1.9	pass	377 Mbp	60-151	Conventional base calls	pass	pass	warn	3006157.0	pass	warn	pass	48.0	98.489763064	PD_12P_bmtagged_2.fastq	fail	pass
PD_130S_bmtagged_1	pass	0.0	pass	133.021922936	Sanger / Illumina 1.9	pass	490.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3670357.0	pass	warn	pass	45.0	97.6478952047	PD_130S_bmtagged_1.fastq	fail	pass
PD_130S_bmtagged_2	pass	0.0	pass	133.087981905	Sanger / Illumina 1.9	pass	490.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3670357.0	pass	warn	pass	45.0	97.6952406761	PD_130S_bmtagged_2.fastq	fail	pass
PD_131P_bmtagged_1	pass	0.0	pass	123.826943623	Sanger / Illumina 1.9	pass	492.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3958317.0	pass	warn	pass	46.0	94.2828973415	PD_131P_bmtagged_1.fastq	fail	pass
PD_131P_bmtagged_2	pass	0.0	pass	124.118976828	Sanger / Illumina 1.9	pass	493.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3958317.0	pass	warn	pass	47.0	94.3462640187	PD_131P_bmtagged_2.fastq	fail	pass
PD_134S_bmtagged_1	pass	0.0	pass	129.357276797	Sanger / Illumina 1.9	pass	793.8 Mbp	60-151	Conventional base calls	pass	pass	warn	6106134.0	pass	warn	pass	46.0	97.1277739406	PD_134S_bmtagged_1.fastq	fail	pass
PD_134S_bmtagged_2	pass	0.0	pass	129.557571452	Sanger / Illumina 1.9	pass	795 Mbp	60-151	Conventional base calls	pass	pass	warn	6106134.0	pass	warn	pass	46.0	97.1238554539	PD_134S_bmtagged_2.fastq	fail	pass
PD_137P_bmtagged_1	pass	0.0	pass	132.964203049	Sanger / Illumina 1.9	pass	637.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4769680.0	pass	warn	pass	45.0	98.3552872865	PD_137P_bmtagged_1.fastq	fail	pass
PD_137P_bmtagged_2	pass	0.0	pass	133.122869039	Sanger / Illumina 1.9	pass	638.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4769680.0	pass	warn	pass	45.0	98.3193688906	PD_137P_bmtagged_2.fastq	fail	pass
PD_138S_bmtagged_1	pass	0.0	pass	125.384355437	Sanger / Illumina 1.9	pass	403.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3201828.0	pass	warn	pass	44.0	96.4338990231	PD_138S_bmtagged_1.fastq	fail	pass
PD_138S_bmtagged_2	pass	0.0	pass	125.58577725	Sanger / Illumina 1.9	pass	404.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3201828.0	pass	warn	pass	44.0	96.4316463042	PD_138S_bmtagged_2.fastq	fail	pass
PD_13P_bmtagged_1	pass	0.0	pass	127.245731878	Sanger / Illumina 1.9	pass	511.8 Mbp	60-151	Conventional base calls	pass	warn	warn	4002346.0	pass	warn	pass	47.0	96.3687647229	PD_13P_bmtagged_1.fastq	fail	pass
PD_13P_bmtagged_2	pass	0.0	pass	127.407953235	Sanger / Illumina 1.9	pass	512.4 Mbp	60-151	Conventional base calls	pass	warn	warn	4002346.0	pass	warn	pass	48.0	96.3623077608	PD_13P_bmtagged_2.fastq	fail	pass
PD_140S_bmtagged_1	pass	0.0	pass	132.243408822	Sanger / Illumina 1.9	pass	851.5 Mbp	60-151	Conventional base calls	pass	pass	warn	6407352.0	pass	warn	pass	47.0	97.5317835769	PD_140S_bmtagged_1.fastq	fail	pass
PD_140S_bmtagged_2	pass	0.0	pass	132.439254157	Sanger / Illumina 1.9	pass	852.8 Mbp	60-151	Conventional base calls	pass	pass	warn	6407352.0	pass	warn	pass	47.0	97.5559564196	PD_140S_bmtagged_2.fastq	fail	pass
PD_141P_bmtagged_1	pass	0.0	pass	133.165125647	Sanger / Illumina 1.9	pass	803.3 Mbp	60-151	Conventional base calls	pass	warn	warn	6002520.0	pass	warn	pass	46.0	93.5323962843	PD_141P_bmtagged_1.fastq	fail	pass
PD_141P_bmtagged_2	pass	0.0	pass	133.336712914	Sanger / Illumina 1.9	pass	804.3 Mbp	60-151	Conventional base calls	pass	warn	warn	6002520.0	pass	warn	pass	46.0	93.5805088106	PD_141P_bmtagged_2.fastq	fail	pass
PD_142S_bmtagged_1	pass	0.0	pass	136.426445382	Sanger / Illumina 1.9	pass	570.4 Mbp	60-151	Conventional base calls	pass	pass	warn	4160303.0	pass	warn	pass	44.0	96.0757618623	PD_142S_bmtagged_1.fastq	fail	pass
PD_142S_bmtagged_2	pass	0.0	pass	136.45768974	Sanger / Illumina 1.9	pass	570.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4160303.0	pass	warn	pass	44.0	95.9422949848	PD_142S_bmtagged_2.fastq	fail	pass
PD_145P_bmtagged_1	pass	0.0	pass	132.57714553	Sanger / Illumina 1.9	pass	798.8 Mbp	60-151	Conventional base calls	pass	pass	warn	5995396.0	pass	warn	pass	48.0	98.1751720837	PD_145P_bmtagged_1.fastq	fail	pass
PD_145P_bmtagged_2	pass	0.0	pass	132.721123342	Sanger / Illumina 1.9	pass	799.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5995396.0	pass	warn	pass	48.0	98.1330665531	PD_145P_bmtagged_2.fastq	fail	pass
PD_146S_bmtagged_1	pass	0.0	pass	131.404549851	Sanger / Illumina 1.9	pass	528.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3999999.0	pass	warn	pass	47.0	98.1280299152	PD_146S_bmtagged_1.fastq	fail	pass
PD_146S_bmtagged_2	pass	0.0	pass	131.528001382	Sanger / Illumina 1.9	pass	528.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3999999.0	pass	warn	pass	47.0	98.1469355055	PD_146S_bmtagged_2.fastq	fail	pass
PD_147_bmtagged_1	pass	0.0	pass	135.486331166	Sanger / Illumina 1.9	pass	633.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4654018.0	pass	warn	pass	46.0	98.0138433377	PD_147_bmtagged_1.fastq	fail	pass
PD_147_bmtagged_2	pass	0.0	pass	135.552265161	Sanger / Illumina 1.9	pass	634 Mbp	60-151	Conventional base calls	pass	pass	warn	4654018.0	pass	warn	pass	46.0	98.0891951955	PD_147_bmtagged_2.fastq	fail	pass
PD_148P_bmtagged_1	pass	0.0	pass	131.763471197	Sanger / Illumina 1.9	pass	743.3 Mbp	60-151	Conventional base calls	pass	warn	warn	5612957.0	pass	warn	pass	47.0	97.2280308985	PD_148P_bmtagged_1.fastq	fail	pass
PD_148P_bmtagged_2	pass	0.0	pass	131.846288151	Sanger / Illumina 1.9	pass	743.7 Mbp	60-151	Conventional base calls	pass	warn	warn	5612957.0	pass	warn	pass	47.0	97.3618582623	PD_148P_bmtagged_2.fastq	fail	pass
PD_149S_bmtagged_1	pass	0.0	pass	132.916619041	Sanger / Illumina 1.9	pass	522.8 Mbp	60-151	Conventional base calls	pass	warn	warn	3914239.0	pass	warn	pass	49.0	98.4433100326	PD_149S_bmtagged_1.fastq	fail	pass
PD_149S_bmtagged_2	pass	0.0	pass	132.922905321	Sanger / Illumina 1.9	pass	522.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3914239.0	pass	warn	pass	49.0	98.4757296866	PD_149S_bmtagged_2.fastq	fail	pass
PD_14P_bmtagged_1	pass	0.0	pass	124.015859534	Sanger / Illumina 1.9	pass	386.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3098830.0	pass	warn	pass	47.0	98.5212300242	PD_14P_bmtagged_1.fastq	fail	pass
PD_14P_bmtagged_2	pass	0.0	pass	124.343338615	Sanger / Illumina 1.9	pass	387.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3098830.0	pass	warn	pass	47.0	98.5102989429	PD_14P_bmtagged_2.fastq	fail	pass
PD_150P_bmtagged_1	pass	0.0	pass	129.125063988	Sanger / Illumina 1.9	pass	547.8 Mbp	60-151	Conventional base calls	pass	warn	warn	4221479.0	pass	warn	pass	45.0	97.1653824227	PD_150P_bmtagged_1.fastq	fail	pass
PD_150P_bmtagged_2	pass	0.0	pass	129.31835975	Sanger / Illumina 1.9	pass	548.6 Mbp	60-151	Conventional base calls	pass	warn	warn	4221479.0	pass	warn	pass	45.0	97.1427868512	PD_150P_bmtagged_2.fastq	fail	pass
PD_151S_bmtagged_1	pass	0.0	pass	128.066901358	Sanger / Illumina 1.9	pass	501.1 Mbp	60-151	Conventional base calls	pass	warn	warn	3893912.0	pass	warn	pass	46.0	98.0997425339	PD_151S_bmtagged_1.fastq	fail	pass
PD_151S_bmtagged_2	pass	0.0	pass	128.321017527	Sanger / Illumina 1.9	pass	502.1 Mbp	60-151	Conventional base calls	pass	warn	warn	3893912.0	pass	warn	pass	46.0	98.1032124058	PD_151S_bmtagged_2.fastq	fail	pass
PD_152P_bmtagged_1	pass	0.0	pass	133.854481238	Sanger / Illumina 1.9	pass	514.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3822861.0	pass	warn	pass	49.0	98.3073754999	PD_152P_bmtagged_1.fastq	fail	pass
PD_152P_bmtagged_2	pass	0.0	pass	133.839360102	Sanger / Illumina 1.9	pass	514.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3822861.0	pass	warn	pass	49.0	98.3197625032	PD_152P_bmtagged_2.fastq	fail	pass
PD_153S_bmtagged_1	pass	0.0	pass	126.590188133	Sanger / Illumina 1.9	pass	697.7 Mbp	60-151	Conventional base calls	pass	pass	warn	5484624.0	pass	warn	pass	50.0	97.380509068	PD_153S_bmtagged_1.fastq	fail	pass
PD_153S_bmtagged_2	pass	0.0	pass	126.903049325	Sanger / Illumina 1.9	pass	699.4 Mbp	60-151	Conventional base calls	pass	pass	warn	5484624.0	pass	warn	pass	50.0	97.3379131166	PD_153S_bmtagged_2.fastq	fail	pass
PD_156P_bmtagged_1	pass	0.0	pass	127.266132624	Sanger / Illumina 1.9	pass	460 Mbp	60-151	Conventional base calls	pass	pass	warn	3596718.0	pass	warn	pass	44.0	95.2883281139	PD_156P_bmtagged_1.fastq	fail	pass
PD_156P_bmtagged_2	pass	0.0	pass	127.494350683	Sanger / Illumina 1.9	pass	460.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3596718.0	pass	warn	pass	44.0	95.2832196798	PD_156P_bmtagged_2.fastq	fail	pass
PD_157S_bmtagged_1	pass	0.0	pass	126.057627253	Sanger / Illumina 1.9	pass	609.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4808697.0	pass	warn	pass	47.0	96.9928014049	PD_157S_bmtagged_1.fastq	fail	pass
PD_157S_bmtagged_2	pass	0.0	pass	126.355977097	Sanger / Illumina 1.9	pass	610.6 Mbp	60-151	Conventional base calls	pass	pass	warn	4808697.0	pass	warn	pass	47.0	96.9197294061	PD_157S_bmtagged_2.fastq	fail	pass
PD_158P_bmtagged_1	pass	0.0	pass	132.330907459	Sanger / Illumina 1.9	pass	717.4 Mbp	60-151	Conventional base calls	pass	warn	warn	5394481.0	pass	warn	pass	45.0	97.2771115852	PD_158P_bmtagged_1.fastq	fail	pass
PD_158P_bmtagged_2	pass	0.0	pass	132.528025958	Sanger / Illumina 1.9	pass	718.5 Mbp	60-151	Conventional base calls	pass	warn	warn	5394481.0	pass	warn	pass	45.0	97.2243661452	PD_158P_bmtagged_2.fastq	fail	pass
PD_159S_bmtagged_1	pass	0.0	pass	131.3528438	Sanger / Illumina 1.9	pass	714 Mbp	60-151	Conventional base calls	pass	pass	warn	5408960.0	pass	warn	pass	46.0	97.0463819263	PD_159S_bmtagged_1.fastq	fail	pass
PD_159S_bmtagged_2	pass	0.0	pass	131.532243906	Sanger / Illumina 1.9	pass	715 Mbp	60-151	Conventional base calls	pass	pass	warn	5408960.0	pass	warn	pass	46.0	96.9796853844	PD_159S_bmtagged_2.fastq	fail	pass
PD_15P_bmtagged_1	pass	0.0	pass	124.883451859	Sanger / Illumina 1.9	pass	421.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3359882.0	pass	warn	pass	47.0	98.5779090468	PD_15P_bmtagged_1.fastq	fail	pass
PD_15P_bmtagged_2	pass	0.0	pass	125.152433925	Sanger / Illumina 1.9	pass	422.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3359882.0	pass	warn	pass	47.0	98.5938608347	PD_15P_bmtagged_2.fastq	fail	pass
PD_160P_bmtagged_1	pass	0.0	pass	128.322529977	Sanger / Illumina 1.9	pass	679.4 Mbp	60-151	Conventional base calls	pass	warn	warn	5268949.0	pass	warn	pass	49.0	96.8295440569	PD_160P_bmtagged_1.fastq	fail	pass
PD_160P_bmtagged_2	pass	0.0	pass	128.593607188	Sanger / Illumina 1.9	pass	680.9 Mbp	60-151	Conventional base calls	pass	pass	warn	5268949.0	pass	warn	pass	49.0	96.8771929586	PD_160P_bmtagged_2.fastq	fail	pass
PD_161S_bmtagged_1	pass	0.0	pass	134.988081049	Sanger / Illumina 1.9	pass	8.1 Mbp	60-151	Conventional base calls	pass	warn	warn	60408.0	pass	warn	pass	46.0	98.3280360217	PD_161S_bmtagged_1.fastq	fail	pass
PD_161S_bmtagged_2	pass	0.0	pass	134.294894716	Sanger / Illumina 1.9	pass	8.1 Mbp	60-151	Conventional base calls	pass	warn	warn	60408.0	pass	warn	pass	46.0	98.4538471726	PD_161S_bmtagged_2.fastq	fail	pass
PD_162P_bmtagged_1	pass	0.0	pass	132.971920522	Sanger / Illumina 1.9	pass	602.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4508702.0	pass	warn	pass	47.0	98.5475251354	PD_162P_bmtagged_1.fastq	fail	pass
