ID	PD_9P_metaphlan4	PD_8P_metaphlan4	PD_84P_metaphlan4	PD_83P_metaphlan4	PD_82P_metaphlan4	PD_7P_metaphlan4	PD_79S_metaphlan4	PD_78P_metaphlan4	PD_77P_metaphlan4	PD_76P_metaphlan4	PD_75P_metaphlan4	PD_74P_metaphlan4	PD_73P_metaphlan4	PD_70P_metaphlan4	PD_6P_metaphlan4	PD_66P_metaphlan4	PD_65P_metaphlan4	PD_64P_metaphlan4	PD_63P_metaphlan4	PD_60P_metaphlan4	PD_5P_metaphlan4	PD_59P_metaphlan4	PD_58P_metaphlan4	PD_57P_metaphlan4	PD_56P_metaphlan4	PD_55P_metaphlan4	PD_54P_metaphlan4	PD_53P_metaphlan4	PD_52P_metaphlan4	PD_51P_metaphlan4	PD_50P_metaphlan4	PD_4P_metaphlan4	PD_48P_metaphlan4	PD_47P_metaphlan4	PD_46P_metaphlan4	PD_45P_metaphlan4	PD_44P_metaphlan4	PD_43P_metaphlan4	PD_42P_metaphlan4	PD_41P_metaphlan4	PD_40P_metaphlan4	PD_3P_metaphlan4	PD_39P_metaphlan4	PD_38P_metaphlan4	PD_35P_metaphlan4	PD_34P_metaphlan4	PD_33P_metaphlan4	PD_32P_metaphlan4	PD_31P_metaphlan4	PD_30P_metaphlan4	PD_2P_metaphlan4	PD_29P_metaphlan4	PD_28P_metaphlan4	PD_27P_metaphlan4	PD_25P_metaphlan4	PD_232S_metaphlan4	PD_231P_metaphlan4	PD_230S_metaphlan4	PD_229P_metaphlan4	PD_228S_metaphlan4	PD_227P_metaphlan4	PD_226S_metaphlan4	PD_225P_metaphlan4	PD_224S_metaphlan4	PD_223P_metaphlan4	PD_222S_metaphlan4	PD_221P_metaphlan4	PD_217P_metaphlan4	PD_216S_metaphlan4	PD_215S_metaphlan4	PD_214S_metaphlan4	PD_213S_metaphlan4	PD_212S_metaphlan4	PD_211P_metaphlan4	PD_210S_metaphlan4	PD_209P_metaphlan4	PD_208S_metaphlan4	PD_207P_metaphlan4	PD_206S_metaphlan4	PD_205P_metaphlan4	PD_204_metaphlan4	PD_203_metaphlan4	PD_200S_metaphlan4	PD_1P_metaphlan4	PD_198_metaphlan4	PD_197_metaphlan4	PD_196_metaphlan4	PD_195_metaphlan4	PD_194S_metaphlan4	PD_193P_metaphlan4	PD_191P_metaphlan4	PD_190S_metaphlan4	PD_189P_metaphlan4	PD_188S_metaphlan4	PD_184S_metaphlan4	PD_183P_metaphlan4	PD_182S_metaphlan4	PD_181P_metaphlan4	PD_180S_metaphlan4	PD_179P_metaphlan4	PD_178S_metaphlan4	PD_177P_metaphlan4	PD_176S_metaphlan4	PD_175P_metaphlan4	PD_174S_metaphlan4	PD_173P_metaphlan4	PD_172S_metaphlan4	PD_171P_metaphlan4	PD_170S_metaphlan4	PD_16P_metaphlan4	PD_169P_metaphlan4	PD_167P_metaphlan4	PD_166_metaphlan4	PD_165S_metaphlan4	PD_164P_metaphlan4	PD_163S_metaphlan4	PD_162P_metaphlan4	PD_161S_metaphlan4	PD_160P_metaphlan4	PD_15P_metaphlan4	PD_159S_metaphlan4	PD_158P_metaphlan4	PD_157S_metaphlan4	PD_156P_metaphlan4	PD_153S_metaphlan4	PD_152P_metaphlan4	PD_151S_metaphlan4	PD_150P_metaphlan4	PD_14P_metaphlan4	PD_149S_metaphlan4	PD_148P_metaphlan4	PD_147_metaphlan4	PD_146S_metaphlan4	PD_145P_metaphlan4	PD_142S_metaphlan4	PD_141P_metaphlan4	PD_140S_metaphlan4	PD_13P_metaphlan4	PD_138S_metaphlan4	PD_137P_metaphlan4	PD_134S_metaphlan4	PD_131P_metaphlan4	PD_130S_metaphlan4	PD_12P_metaphlan4	PD_129P_metaphlan4	PD_128S_metaphlan4	PD_127S_metaphlan4	PD_126P_metaphlan4	PD_123P_metaphlan4	PD_122S_metaphlan4	PD_121S_metaphlan4	PD_120S_metaphlan4	PD_11P_metaphlan4	PD_119P_metaphlan4	PD_118_metaphlan4	PD_117_metaphlan4	PD_116P_metaphlan4	PD_115S_metaphlan4	PD_114P_metaphlan4	PD_113P_metaphlan4	PD_112S_metaphlan4	PD_111P_metaphlan4	PD_110S_metaphlan4	PD_10P_metaphlan4	PD_109S_metaphlan4	PD_108S_metaphlan4	PD_105P_metaphlan4	PD_104P_metaphlan4	PD_100P_metaphlan4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_pectinilyticus	0.001672695	0	0	0	0.002780054	0.005162895	0.002951773	0.003575907	0.004163703	0	0.002715224	0	0.005841941	0.008598681	0	0	0.002648679	0	0.003213423	0	0.00336825	0.006804585	0	0	0.003096573	0	0.001704481	0.014457815	0	0	0	0.002569437	0	0.005782862	0	0	0.004523539	0.003351563	0	0	0.008921557	0.002390805	0	0.001787006	0	0	0	0	0.02445631	0	0	0	0	0	0.005434337	0.00174931	0.002242513	0	0	0	0	0	0.001466423	0	0	0	0	0	0	0.002787561	0	0.002191605	0	0	0	0.001882869	0.001642001	0	0	0	0.00139634	0	0	0	0	0	0.001200626	0	0	0	0	0	0	0.001949237	0	0.003540015	0	0	0.003270401	0	0	0	0	0.002440272	0.001212805	0.002816418	0	0	0.003576175	0.004428256	0.001020429	0	0.001431078	0.006061031	0.002051688	0	0	0	0	0.001600912	0	0.002209837	0	0	0.004528728	0.001844008	0.002120408	0	0.004893698	0.008606538	0.002234915	0.002889384	0.006771586	0.007233239	0.001612435	0	0.001428892	0.010241671	0	0.00126331	0.001326611	0	0	0.001546094	0	0	0.016044432	0.002755341	0.003161278	0.011350974	0	0	0.005496248	0.003411994	0	0	0.011232365	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Clostridium_innocuum	0.003876692	0.021422306	0	0	0	0.004004265	0	0	0	0.016748653	0	0	0	0.006657416	0	0	0.003812884	0	0.004336693	0.006202617	0	0	0.003563402	0.003604335	0	0	0.002862795	0	0	0	0	0	0	0	0.004599948	0	0.002973267	0	0.00350156	0	0	0	0.005691022	0	0	0.00258024	0	0	0	0	0	0.003088126	0	0	0	0	0	0	0	0	0	0	0	0	0.001999651	0	0	0	0	0	0	0	0	0	0	0	0	0.004754006	0	0.009829732	0.002775872	0.005870874	0	0	0	0.005651661	0	0	0	0	0	0	0.002665291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002983124	0	0	0.004553512	0	0	0.004772234	0	0	0	0	0	0	0	0	0	0	0.00418148	0	0	0.002405908	0.008504621	0	0	0	0.001563631	0.002157456	0.059758437	0	0	0.00299976	0	0	0	0	0.004176506	0	0	0	0.003768311	0.002141537	0.003046641	0	0.003960129	0	0.0038193	0	0.002608693	0	0	0.034496482	0.002798996	0	0.002780203	0	0	0	0.001675276	0.004127118	0.002549686	0.004919742
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_amylophila	0	0.001680158	0	0	0	0	0	0.002078186	0.002228588	0.033543701	0	0	0	0	0.011180623	0	0	0.010474947	0	0	0	0	0	0	0.002142273	0	0	0.002076135	0	0.001309798	0	0.016354017	0	0	0	0	0	0.007201073	0	0	0	0.002174173	0	0.00272421	0	0.002839777	0	0.001630571	0	0.00176053	0	0	0	0.012169159	0	0	0.001200034	0	0	0.001681444	0.025143304	0	0	0	0.001158681	0.002098106	0.001681085	0	0	0.00354052	0	0	0	0	0	0.001021968	0	0	0.003093316	0.002193058	0	0.002518956	0.006093922	0	0.000978019	0	0	0.001016253	0.002470948	0	0	0.003749644	0	0.002995827	0.007411531	0	0	0	0	0	0	0.00148787	0.007694623	0	0	0	0	0.006373982	0.001659632	0.02430212	0	0.009684812	0	0	0	0.012666975	0	0	0	0.003497233	0.004263579	0.004904281	0	0	0.001353467	0.007139001	0.005694246	0	0	0	0.010586905	0	0	0	0	0	0	0.001994101	0	0.013672315	0.001218197	0	0	0	0	0	0.002117284	0	0	0	0	0.002347202	0	0	0	0.001588628	0	0	0	0	0	0	0	0	0	0.001290506	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_intestinalis	0	0.005112139	0.002905653	0	0.001505381	0	0.001505283	0.003571251	0.003764246	0	0.002328392	0.004811925	0.006500265	0	0.002725448	0.003689821	0.001605849	0.003345828	0.006063111	0.004264639	0	0	0	0	0.001474394	0	0.002022805	0	0.002869651	0	0	0.002546455	0.003476037	0	0.002314748	0.003222039	0.007368679	0	0.004864845	0.001621146	0	0.002724298	0.004271649	0.00189158	0.007019446	0	0	0.002789963	0	0	0.005004631	0.002219717	0	0	0	0.003382358	0.003106497	0.001257394	0.002150492	0.001605574	0	0.002627289	0.003351216	0.000779799	0.005116828	0	0.004600288	0	0	0.002715815	0.002150863	0.001197977	0	0	0.001978841	0.004553268	0	0	0.00492488	0	0.001552328	0.017856317	0	0	0.001420783	0.002555569	0.000794311	0.000806588	0.002968423	0.002303061	0	0.002931198	0.003125699	0.003430753	0.001406163	0.00084167	0	0.004687068	0.005110635	0.001227529	0.003630879	0.000910745	0	0	0	0.001756141	0.002380168	0.001299432	0	0.008502813	0	0	0.00618308	0	0	0.000838832	0.001887884	0	0.003715993	0.002587391	0.001299457	0.00108072	0.002109382	0	0.002867087	0.001871211	0	0	0	0	0	0.002526302	0.003089807	0.000918993	0	0	0.00255663	0	0.001758518	0.00197142	0	0	0.002357481	0.004573422	0	0.00532854	0	0	0	0.001629423	0.001290175	0.002155943	0.00172567	0	0.001559189	0.006199466	0.002941303	0.005466241	0	0	0	0	0.001401087	0.003006131	0	0	0.003882127	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified|s__Rikenellaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0.002308812	0	0.003474611	0	0	0	0	0	0	0.001766949	0	0.021454559	0	0	0	0	0.016132281	0	0	0	0	0	0	0	0.001735591	0	0.001891094	0	0	0.005325638	0	0	0	0	0	0.046856313	0	0	0	0	0	0	0	0.025192879	0	0.003258596	0.003857516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153304	0.001538509	0	0	0	0	0	0.001305254	0.032093581	0	0	0	0	0.008820129	0	0	0	0	0	0.016003316	0	0	0	0	0	0	0	0	0	0	0	0	0.051053837	0.00230609	0.00514663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012942202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020247198	0	0.005211128	0	0.013646122	0	0.006980644	0.005246025	0.0038413	0	0	0	0	0	0	0	0	0	0	0.003483981	0	0.005167971
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Brotocaccenecus|s__Brotocaccenecus_cirricatena	0	0	0.039308201	0	0	0	0	0	0.004409692	0	0	0	0	0	0	0	0.00624489	0	0.002896693	0.002614984	0	0	0	0	0.000979485	0.002702911	0	0	0.002971643	0	0	0	0.002586173	0	0	0	0	0	0	0.008131255	0	0	0.0040321	0	0	0	0.005829355	0	0	0.004012565	0.007785899	0.009203031	0.01264303	0	0	0	0	0	0	0.00157972	0	0	0	0	0	0	0.009096462	0	0	0	0.002538022	0.010107257	0	0	0	0.001502493	0	0	0.003857465	0	0	0.015263966	0	0.015698952	0	0	0	0.009423406	0	0.001319244	0	0	0	0	0	0	0	0	0	0.000955273	0	0.006381601	0.003247869	0	0	0.002194908	0.002066302	0	0	0.001669444	0.046916334	0	0.006894613	0.001698274	0	0	0	0	0	0	0	0.001164091	0	0	0.005939499	0.017585717	0	0.017089788	0	0.013588622	0	0	0	0	0	0	0	0.008152048	0.001523234	0	0	0	0	0	0	0	0	0.001843753	0	0	0.001673877	0	0	0	0	0.002346771	0	0	0	0	0	0	0	0.00566093	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC	0	0.003431748	0	0	0	0	0	0	0	0	0.002608487	0	0	0	0	0	0	0.002657035	0.002456522	0	0	0	0.002176032	0.023951337	0	0	0	0	0	0.00272102	0	0.003470419	0	0.002453827	0	0	0	0	0	0	0	0	0	0.007883125	0.004531137	0	0	0	0	0.003547718	0	0	0	0	0	0.001734798	0	0.00839764	0	0.002631584	0.002446321	0.001930741	0.015439039	0	0	0.002372024	0	0	0	0.003953894	0.002526233	0.003993541	0	0	0.004221631	0.001408771	0.012984068	0.001851798	0	0.006358491	0	0	0	0	0.003245141	0	0.001915026	0	0	0.004249742	0	0.001711687	0.001441821	0	0.003302855	0.003040424	0	0.003732012	0	0.002022635	0.001909539	0.009715932	0.015011898	0	0	0.001489079	0.002899872	0.002758297	0.002778641	0	0	0	0.002065605	0	0.002196343	0.002265921	0.002141725	0	0.001633451	0.002167447	0.01047107	0.005247314	0.002279214	0.001818212	0	0.001895512	0.002260413	0.002456232	0	0	0.001757568	0.002051254	0.001924035	0.002532126	0	0	0	0	0.002387978	0.004036151	0.005246832	0	0.018191842	0	0	0	0	0	0.040922242	0	0.001486036	0	0	0	0.002736804	0	0.003358696	0	0	0.002253484	0	0	0.002675096	0	0.002438352	0.001431082	0	0.003653544	0.003463222
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris	0	0	0.002709176	0	0	0	0	0	0.003025055	0	0	0.00235453	0	0	0	0.011262664	0	0	0	0	0	0	0	0	0.001524408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003281814	0	0.028870375	0.022222043	0.002352946	0	0	0	0	0	0	0	0	0	0.002350187	0.005378783	0	0	0.002270703	0	0.005256275	0.007861082	0.003336883	0	0	0.001390068	0	0	0.0270238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002265423	0.015777235	0.017765975	0.009652272	0	0	0	0.013327066	0.026000336	0	0	0.00458883	0.002256019	0	0	0.004193386	0.002936844	0	0	0	0	0.003052628	0	0	0	0.001194598	0	0	0	0.052997459	0.017985204	0	0	0.006806532	0	0	0	0	0	0	0.013855985	0.002411489	0	0	0.001920238	0.001416025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004761086	0	0	0	0	0	0	0	0	0	0	0	0	0.002993361	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus	0	0	0	0	0	0	0	0	0	0	0.002626157	0	0.00665413	0	0	0	0.003414622	0.006203883	0	0	0	0	0	0	0	0	0	0.008552206	0	0	0	0	0.017621757	0	0	0	0	0	0	0	0	0.002169092	0	0	0	0	0	0	0	0	0	0	0.026896941	0.014595607	0	0	0	0	0	0.021813829	0	0	0	0	0.087174096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003871994	0	0	0	0	0.007464386	0.0115615	0	0	0	0.002284352	0	0	0	0	0	0	0.021966102	0	0	0	0.00422488	0.005664799	0	0.002088513	0	0	0	0	0	0	0	0.02041049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018088074	0	0	0	0	0	0	0	0	0	0	0.00648012	0	0	0	0	0	0.008445574	0	0.005369889	0	0.006064483	0.004903821	0.011399932	0	0	0	0	0	0.003053372	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_segnis	0	0.001833957	0.002755702	0	0	0	0.001562233	0	0.00194001	0	0	0.001579382	0.008523595	0	0.012966508	0	0.004162312	0.012241265	0	0.001673281	0.004051922	0	0	0	0.001059792	0.001545749	0	0.002896161	0.02130702	0.003915358	0	0.0131408	0	0.004149944	0.004232736	0.007070983	0	0.002179222	0	0.003730936	0	0	0.002504474	0.001855034	0	0	0.003337517	0.002171116	0	0.006964646	0.010509113	0	0	0.007627471	0	0.001433789	0.001162283	0	0	0.003661595	0	0.002287886	0.001422259	0	0.001411145	0.001472679	0.002236609	0	0	0	0.012400883	0.003674166	0	0	0.007513245	0.001160007	0	0	0.006609572	0	0.002477115	0.001516266	0.005242895	0	0.007869611	0.002611718	0	0	0	0.012198227	0	0.001724307	0	0.001444163	0.000655992	0	0	0	0.001845217	0.001083155	0.001007054	0.002635173	0.001199179	0	0.001482371	0.002533412	0.002757113	0.003696691	0.001813374	0.001591951	0	0	0.001572011	0.002159751	0.002605969	0	0.001370309	0	0.001463153	0.003565182	0	0.001374969	0.001043683	0	0.001629536	0.007832317	0	0	0	0	0.001038701	0.002586139	0.004075445	0.001235586	0	0	0	0	0	0	0	0	0.001492999	0.001614208	0	0.001610663	0	0	0	0.004735343	0	0.00236928	0.001417392	0	0.001243398	0.001470012	0	0.003878375	0	0	0	0.003537023	0.01974266	0.005287333	0.001069546	0	0	0.001529494	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	0.002350174	0	0.020062311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025291965	0	0	0	0.016185874	0	0	0	0	0	0	0	0	0.007718485	0	0	0	0.04331786	0	0	0	0	0	0.003780508	0	0	0.002644654	0	0	0	0	0	0	0	0	0	0	0	0.02329374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006857278	0.004620875	0	0	0	0	0	0.002048576	0	0.00228231	0	0.010349017	0	0	0	0	0	0.017431829	0	0	0.006324418	0.004724028	0.004079996	0.005231556	0	0	0	0	0.011810602	0	0	0.029085304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021070979	0	0	0	0	0	0.003923541	0.042168738	0	0	0	0	0	0	0	0	0.005503757	0	0	0	0	0	0	0	0	0	0	0	0.026610856	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__Hungatella_hathewayi	0.008210765	0.087026416	0	0	0	0	0	0.014514086	0	0	0	0	0	0.009386106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008074834	0.004698094	0	0	0	0.007978256	0	0	0	0	0	0	0	0	0.021010572	0	0	0	0	0	0	0	0	0	0	0	0	0.012995655	0	0.006462352	0	0	0	0	0	0	0	0	0	0	0.018796564	0	0	0.007153361	0	0	0	0	0.002799408	0	0.003639782	0	0	0	0	0	0	0	0.003553694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04877585	0	0	0.008127005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007386141	0	0	0	0	0	0.004066834	0	0.003938672	0	0	0	0	0	0.010752287	0	0	0	0	0	0	0	0.005721647	0	0.021609221	0.003663912	0.006899941	0	0	0	0	0	0	0	0.00835502	0	0.005446324	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0	0.007604803	0.003299234	0	0.006533268	0.007906383	0	0.006096736	0	0.004811991	0.002179152	0	0.005158888	0	0.00404602	0.00264022	0.003212884	0	0.005674997	0.009194994	0	0	0.002094409	0	0.002620552	0	0.002415405	0	0.00231269	0.00265637	0	0	0	0	0	0	0.002261876	0.002702286	0.001905756	0.011721692	0	0.005834284	0.006805381	0.001743195	0	0	0.003713478	0	0	0.00267745	0.004511704	0.012112128	0	0	0.004079824	0	0	0.00170028	0	0.001082797	0.004778193	0.002745771	0.001394985	0	0	0.001542605	0.001279734	0	0	0.001427072	0.002057876	0.001566061	0	0	0	0.001300322	0	0	0.001146972	0	0.002465973	0.004517071	0	0.007210797	0	0.00192199	0	0.014134958	0.006227534	0.007927197	0	0.003007379	0.001678369	0.001525427	0.000960676	0.003184768	0	0.002463227	0	0	0.001304808	0.001632996	0	0.002894023	0.00152695	0.001636101	0.002592136	0.002267559	0.001610577	0.002368299	0.006545705	0.001393219	0.002209481	0	0.001845886	0.001282467	0.00256105	0	0.002312753	0	0	0	0.004792419	0.008691211	0.002414811	0	0	0	0.006984369	0.006784593	0.001283763	0.002330678	0	0	0	0	0.005854025	0.004296411	0	0	0	0	0.00222854	0.003952881	0	0.002856856	0.014057621	0	0	0.001753653	0.001218765	0	0.00302454	0	0	0.005039548	0.001375306	0	0	0	0	0	0	0.014335194	0	0	0.002376665	0.002042289	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004668166	0	0	0	0	0.0195196	0	0	0	0	0	0	0	0	0	0.039222049	0	0.028791372	0.002072789	0	0.026906428	0	0	0	0	0	0	0	0	0	0	0	0.018583181	0	0.004788781	0	0	0	0	0.023357321	0	0.008380964	0	0.002632955	0	0	0	0	0	0	0	0	0	0	0	0	0.003714057	0	0	0	0	0	0	0	0.017434319	0	0.010303411	0	0.007545048	0	0	0	0	0	0	0	0.005069006	0	0	0	0	0	0.002575282	0	0	0	0.001098297	0	0	0	0	0	0	0	0.004540313	0.028199831	0.001850908	0	0	0.026235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011589161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041509661	0.015316312	0.001673666	0.001473306	0	0	0	0	0	0	0	0	0.002182973	0	0.000917097	0	0	0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.012547083	0.006578001	0	0	0.003313582	0.027512011	0	0	0	0.006670922	0.003697108	0	0	0.003379278	0	0.002615616	0.006036039	0	0.005733203	0	0	0.005075663	0.002668783	0.011522262	0	0	0	0	0.002714151	0.002760561	0	0	0.005587745	0.021091745	0	0	0.00223574	0.002855814	0.002078448	0	0.010458499	0	0.003239943	0.003939471	0	0.002642935	0	0.003569303	0.002231679	0	0	0	0	0	0.007907475	0	0.001396335	0.001977904	0.00272755	0	0	0.001546753	0	0.001213109	0	0.002118443	0	0	0	0.001340267	0	0	0	0	0	0.002412531	0.001905004	0.007573789	0	0.004020224	0	0.001852089	0	0	0	0.00153785	0.001902855	0.0014259	0	0	0	0	0	0.001600131	0	0.002514291	0	0	0.002350767	0	0	0	0.002087264	0.002049171	0.002530701	0.002413678	0	0	0	0	0	0.003771176	0	0.001754292	0.00249159	0	0	0	0	0.00247199	0.002034692	0.001225522	0.001502545	0.002387186	0	0.002141065	0	0	0.002479903	0.006063353	0	0	0	0	0.00379252	0.007331373	0	0.006111955	0.003343082	0.007229192	0.001490834	0	0	0.008744669	0.012181017	0	0.031693227	0.008994563	0.005765802	0.00344562	0	0	0	0.002795146	0.002365861	0.002677929	0.002126069	0	0.004413219	0	0	0.002898226	0	0	0	0.002472603	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.004941543	0.005148436	0.005208987	0	0.002264608	0	0.002953002	0	0.003849914	0.004585292	0	0	0	0.0057769	0	0.002379357	0	0.002324257	0	0.001784303	0.002255695	0.003040069	0.002994412	0	0	0	0.003562336	0	0.003125073	0.002911608	0	0.001940894	0.001934748	0.002164095	0.002149812	0.002625743	0	0.004315746	0.001967492	0.002603952	0.003215657	0.002104656	0.005193638	0.001972157	0	0.003399651	0.001898294	0.001956802	0.001892777	0	0.002104326	0.002724817	0	0.001976926	0.002940588	0.001391067	0	0	0.001900449	0.001876735	0.004142021	0.003217233	0.001723901	0	0.000780447	0.001793684	0	0	0	0.001724491	0.001890729	0	0	0	0.001480684	0.001722605	0.004457426	0.002207129	0.00181307	0.003521175	0.002107162	0.001661146	0.004831966	0.003845176	0.002788094	0.003524893	0.009916042	0	0.002265943	0.001989594	0	0.002035341	0.002315061	0	0	0.008601774	0	0.001765342	0.002196932	0	0	0.002498307	0.003343126	0.002912099	0.002902621	0.001746636	0	0	0.00148583	0	0	0.007006699	0	0	0.001785531	0.007122232	0.001720556	0	0.001388819	0	0	0.001424656	0.001552709	0.002686393	0.00176673	0.00437571	0.001836085	0.006433021	0.002330752	0	0.004285242	0.001273521	0.003685412	0.002528063	0.003474431	0.015948114	0	0.009374688	0.002756619	0.001757106	0.001529663	0	0.00198981	0.002176651	0	0	0.003889517	0.002209631	0.022493128	0	0.003326796	0.002039104	0	0.005453635	0.00147696	0.001752999	0.001607576	0	0.00241892	0	0	0.001977504	0.001946402	0.002809673	0.001781691	0.001710317	0.005517714	0.001200861	0.00347977
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.018254046	0	0.004101488	0	0	0	0	0	0	0	0	0.124533297	0	0.006831349	0	0	0	0	0	0	0	0.001576041	0	0	0.01796276	0	0	0	0	0	0	0	0.010390983	0	0	0	0	0	0	0	0.029340281	0.003009522	0	0	0	0.001284149	0	0	0	0	0.015200039	0.02828057	0	0	0.011774822	0	0	0	0	0.005472463	0.001507633	0	0.000937455	0	0	0	0	0	0	0.003519222	0	0	0	0	0.001909756	0.007544463	0	0	0	0	0.00245011	0.009513315	0	0	0	0	0	0.008902421	0	0	0	0	0	0	0	0.005138422	0	0	0	0	0	0.010268462	0	0	0	0	0.027096629	0.001180805	0	0.00341638	0	0	0	0	0.003744015	0	0	0	0.000801704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001462776	0.000980518	0.006435937	0	0	0	0	0	0	0	0	0	0	0.001368333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0	0	0.00374783	0	0.004484991	0.003572247	0	0	0.003700852	0	0.002785427	0	0	0	0.003288173	0.002549072	0	0.003587459	0	0	0	0	0	0.002410867	0.001778635	0.003183609	0	0	0	0	0	0.011173308	0	0	0	0.001898186	0	0	0.002174128	0	0	0.021106611	0	0.003008872	0.001656555	0	0	0.002398253	0.002172222	0.002931533	0.002861159	0	0	0.002526222	0.001988129	0	0.001982819	0	0.004983347	0.011458778	0	0.002762433	0.002617567	0.010311423	0	0.003656824	0	0	0	0.001505703	0.002831054	0	0	0	0.004081447	0.001464067	0	0.001490059	0.001972182	0.003470955	0.002532825	0.011018496	0.003227145	0.002982152	0.00182906	0.001397693	0.010458205	0	0.002597395	0.012758277	0	0.002052731	0.001660173	0.002216716	0.006040731	0.001249898	0	0.001603854	0	0.001439688	0.001815564	0.001613658	0.010025697	0	0	0	0.006717079	0.010498458	0.003841176	0.002870068	0	0	0.003253564	0.007392988	0	0.004750632	0.0070462	0	0.004837864	0.00464523	0	0.013477127	0	0.001966249	0	0	0.0042402	0	0.004526966	0	0.001062866	0.002027011	0.002045163	0	0	0	0.004035077	0.002126666	0.002666696	0.001520216	0	0	0.006736564	0.002942937	0	0.008876941	0.002003873	0.002072668	0	0	0.002490958	0	0	0	0.002185124	0.002555687	0.003053045	0.001506446	0	0	0	0.003005217	0.005044379	0	0.001687397	0.004642016	0.002430214	0.008539065	0
