ID	PD_9P_metaphlan4	PD_8P_metaphlan4	PD_84P_metaphlan4	PD_83P_metaphlan4	PD_82P_metaphlan4	PD_7P_metaphlan4	PD_79S_metaphlan4	PD_78P_metaphlan4	PD_77P_metaphlan4	PD_76P_metaphlan4	PD_75P_metaphlan4	PD_74P_metaphlan4	PD_73P_metaphlan4	PD_70P_metaphlan4	PD_6P_metaphlan4	PD_66P_metaphlan4	PD_65P_metaphlan4	PD_64P_metaphlan4	PD_63P_metaphlan4	PD_60P_metaphlan4	PD_5P_metaphlan4	PD_59P_metaphlan4	PD_58P_metaphlan4	PD_57P_metaphlan4	PD_56P_metaphlan4	PD_55P_metaphlan4	PD_54P_metaphlan4	PD_53P_metaphlan4	PD_52P_metaphlan4	PD_51P_metaphlan4	PD_50P_metaphlan4	PD_4P_metaphlan4	PD_48P_metaphlan4	PD_47P_metaphlan4	PD_46P_metaphlan4	PD_45P_metaphlan4	PD_44P_metaphlan4	PD_43P_metaphlan4	PD_42P_metaphlan4	PD_41P_metaphlan4	PD_40P_metaphlan4	PD_3P_metaphlan4	PD_39P_metaphlan4	PD_38P_metaphlan4	PD_35P_metaphlan4	PD_34P_metaphlan4	PD_33P_metaphlan4	PD_32P_metaphlan4	PD_31P_metaphlan4	PD_30P_metaphlan4	PD_2P_metaphlan4	PD_29P_metaphlan4	PD_28P_metaphlan4	PD_27P_metaphlan4	PD_25P_metaphlan4	PD_232S_metaphlan4	PD_231P_metaphlan4	PD_230S_metaphlan4	PD_229P_metaphlan4	PD_228S_metaphlan4	PD_227P_metaphlan4	PD_226S_metaphlan4	PD_225P_metaphlan4	PD_224S_metaphlan4	PD_223P_metaphlan4	PD_222S_metaphlan4	PD_221P_metaphlan4	PD_217P_metaphlan4	PD_216S_metaphlan4	PD_215S_metaphlan4	PD_214S_metaphlan4	PD_213S_metaphlan4	PD_212S_metaphlan4	PD_211P_metaphlan4	PD_210S_metaphlan4	PD_209P_metaphlan4	PD_208S_metaphlan4	PD_207P_metaphlan4	PD_206S_metaphlan4	PD_205P_metaphlan4	PD_204_metaphlan4	PD_203_metaphlan4	PD_200S_metaphlan4	PD_1P_metaphlan4	PD_198_metaphlan4	PD_197_metaphlan4	PD_196_metaphlan4	PD_195_metaphlan4	PD_194S_metaphlan4	PD_193P_metaphlan4	PD_191P_metaphlan4	PD_190S_metaphlan4	PD_189P_metaphlan4	PD_188S_metaphlan4	PD_184S_metaphlan4	PD_183P_metaphlan4	PD_182S_metaphlan4	PD_181P_metaphlan4	PD_180S_metaphlan4	PD_179P_metaphlan4	PD_178S_metaphlan4	PD_177P_metaphlan4	PD_176S_metaphlan4	PD_175P_metaphlan4	PD_174S_metaphlan4	PD_173P_metaphlan4	PD_172S_metaphlan4	PD_171P_metaphlan4	PD_170S_metaphlan4	PD_16P_metaphlan4	PD_169P_metaphlan4	PD_167P_metaphlan4	PD_166_metaphlan4	PD_165S_metaphlan4	PD_164P_metaphlan4	PD_163S_metaphlan4	PD_162P_metaphlan4	PD_161S_metaphlan4	PD_160P_metaphlan4	PD_15P_metaphlan4	PD_159S_metaphlan4	PD_158P_metaphlan4	PD_157S_metaphlan4	PD_156P_metaphlan4	PD_153S_metaphlan4	PD_152P_metaphlan4	PD_151S_metaphlan4	PD_150P_metaphlan4	PD_14P_metaphlan4	PD_149S_metaphlan4	PD_148P_metaphlan4	PD_147_metaphlan4	PD_146S_metaphlan4	PD_145P_metaphlan4	PD_142S_metaphlan4	PD_141P_metaphlan4	PD_140S_metaphlan4	PD_13P_metaphlan4	PD_138S_metaphlan4	PD_137P_metaphlan4	PD_134S_metaphlan4	PD_131P_metaphlan4	PD_130S_metaphlan4	PD_12P_metaphlan4	PD_129P_metaphlan4	PD_128S_metaphlan4	PD_127S_metaphlan4	PD_126P_metaphlan4	PD_123P_metaphlan4	PD_122S_metaphlan4	PD_121S_metaphlan4	PD_120S_metaphlan4	PD_11P_metaphlan4	PD_119P_metaphlan4	PD_118_metaphlan4	PD_117_metaphlan4	PD_116P_metaphlan4	PD_115S_metaphlan4	PD_114P_metaphlan4	PD_113P_metaphlan4	PD_112S_metaphlan4	PD_111P_metaphlan4	PD_110S_metaphlan4	PD_10P_metaphlan4	PD_109S_metaphlan4	PD_108S_metaphlan4	PD_105P_metaphlan4	PD_104P_metaphlan4	PD_100P_metaphlan4
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4585|s__GGB4585_SGB6340	0	0	0.001436322	0	0	0	0	0	0	0	0.001657407	0	0	0	0.004072831	0	0.003525804	0.001929435	0	0	0	0	0	0	0	0	0	0	0.001743904	0	0	0	0	0.009163967	0	0	0	0	0	0	0	0	0	0	0	0.002006234	0	0	0	0	0	0	0	0	0	0.00282241	0	0	0	0.003069719	0.002090189	0	0	0	0	0.001677452	0	0	0	0	0.004592096	0.002111087	0	0	0	0.000911644	0	0	0.001499468	0	0	0	0	0	0	0	0.003541514	0	0	0	0	0.001078538	0.001183405	0	0	0	0	0	0	0	0	0.001690258	0.002809863	0	0	0	0.002784184	0	0	0	0.001186943	0	0	0	0	0.009655104	0.000944948	0	0	0.001165596	0	0.001231717	0	0	0	0	0	0	0	0	0	0.001489184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002634419	0	0.001386137	0	0	0	0.002445933	0	0	0.001576465	0	0	0	0	0	0	0	0	0.001668908	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9502|s__GGB9502_SGB14899	0	0	0.003611711	0	0.00182759	0	0	0	0.002373245	0	0	0	0	0.002253785	0	0.002040208	0	0.001812794	0	0	0.001724002	0	0	0	0.000853084	0	0	0	0.002122897	0	0	0	0	0	0	0.001374524	0	0	0	0.001534685	0	0.00211528	0.003286025	0	0	0	0	0.001301426	0	0.002078758	0	0	0	0.001424748	0	0.001169631	0.0009392	0	0	0.001268547	0.001573622	0	0	0	0	0	0	0	0	0	0	0.001154523	0	0	0	0.000806007	0	0	0.001172267	0	0.001427688	0	0.001312668	0	0	0	0	0	0.001675068	0	0	0.001708763	0	0.001722027	0	0	0	0	0	0	0	0	0.001608917	0	0.001873604	0.001688839	0.001960319	0	0.002032691	0	0	0	0.00137271	0.000979255	0	0	0	0	0	0	0	0	0	0	0.001522393	0	0	0	0	0	0	0.00125124	0.001191728	0	0	0.001697453	0.000923032	0	0	0	0.000991158	0	0	0.001875897	0	0	0	0	0	0.001289036	0.001037134	0	0	0	0.001427623	0.00146276	0.000980063	0	0	0.001196052	0	0.001306312	0	0.002819823	0.000987795	0.000977735	0	0.001119893	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6173	0	0	0.003066921	0	0.002306	0	0	0.003843169	0	0	0	0	0	0	0.002988192	0	0	0	0.003225284	0.001792875	0	0	0	0	0	0	0	0	0.002785693	0	0	0	0	0	0	0	0	0	0	0	0	0.002339072	0	0	0	0	0.001688369	0	0	0	0	0	0	0.001518579	0	0	0	0	0	0.001722072	0.003662367	0.001872117	0	0	0	0	0	0	0	0	0.001822272	0	0	0	0	0	0	0	0	0	0.002658598	0.002201482	0	0.004003281	0	0.002096325	0	0.001532094	0.00231383	0	0	0	0	0	0	0	0	0	0	0	0.00265947	0	0	0	0	0	0.003277328	0.002415766	0.001639403	0	0.003751487	0	0	0	0	0	0	0	0	0	0	0	0.001553023	0	0	0	0	0	0	0.002176995	0	0	0.00277124	0	0	0	0.006574798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005392765	0	0	0	0.001659995	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wansuia|s__Wansuia_hejianensis	0.001765144	0.002660657	0	0	0	0	0	0	0.003357936	0	0	0	0	0	0	0	0	0	0.003055497	0.001728687	0.002965952	0	0	0	0.001228484	0	0	0	0	0	0	0	0.002700932	0.002608708	0	0	0	0	0.002394129	0	0.004756735	0	0	0.002122744	0	0	0	0	0.00324427	0	0	0	0	0	0.002349977	0	0.001734664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00226217	0.002199411	0	0	0	0	0	0	0	0	0	0	0.002268516	0.001784248	0	0	0.002117743	0	0	0	0	0	0.00189103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198574	0	0	0	0	0	0	0	0	0	0	0	0.002614037	0	0	0.002429568	0	0.001356764	0	0	0	0.00210931	0.002831916	0	0	0	0.001770801	0.001340147	0	0	0	0	0	0	0	0	0.001802451	0.002089791	0.002626029	0.002407577	0.002952691	0	0.001638527	0.001394115	0	0	0	0	0.002073288	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.001913549	0	0.003214042	0	0.001831293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002217851	0	0	0	0	0	0	0.002339002	0	0	0	0.00320557	0	0	0	0	0	0	0	0.003411792	0.005037465	0.001468136	0	0	0	0.005123325	0	0	0.003777012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508177	0	0.001495625	0	0	0	0	0.001827914	0	0	0	0	0	0	0	0.002616004	0	0.001635831	0	0	0	0	0	0	0	0	0.001478256	0	0	0	0	0	0	0	0.003456436	0	0	0	0	0	0	0	0	0	0	0	0.003188004	0	0	0	0	0	0.001548292	0	0	0	0.00183367	0	0.003014467	0	0	0.002442149	0	0	0	0	0	0	0	0	0.00192025	0	0	0	0.002518976	0	0	0	0.008885893	0	0	0.003051892	0	0	0	0	0.001490558	0	0	0	0	0	0.001926372	0	0.003397082	0	0	0	0	0.002469104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominiventricola|s__Hominiventricola_filiformis	0	0	0.002240776	0	0	0	0.001299198	0	0.001802941	0	0	0	0	0.002711542	0	0	0	0.00144843	0	0	0	0	0	0	0	0	0	0.001731771	0	0	0	0.001772524	0	0.001660512	0	0.001265399	0	0	0	0	0	0	0	0	0	0	0.001568091	0	0.001359497	0.001723598	0	0.001313116	0	0	0.001701093	0	0	0	0.00106809	0.002364424	0	0.000998154	0	0	0	0	0	0	0	0	0.002160371	0.001711051	0	0	0.002212429	0	0	0	0	0	0.001513236	0	0.003468885	0	0	0.001012549	0	0	0	0.001404232	0	0.001067611	0	0	0.001078772	0	0	0.001234459	0.001158344	0.001001953	0.001377097	0.001901094	0.007942114	0	0	0.001037741	0.001570604	0.001922753	0.001493248	0	0	0	0.001188614	0	0.001323664	0.001260038	0.002032242	0	0.001209766	0	0	0.001421817	0.001181122	0	0	0	0.001451583	0	0	0	0	0.001205837	0.001743727	0	0	0	0	0	0	0.000847324	0.000808411	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001118975	0	0.000908167	0	0	0.00091714	0	0	0.001374456	0.002177407	0	0	0.0017388	0.001056865	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233	0	0	0.005303924	0	0	0	0	0	0.004121114	0	0	0	0	0	0	0	0.008478002	0.003437201	0	0.00240193	0	0	0.002840428	0	0	0	0	0	0.004231605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001954885	0.001919108	0	0.004457973	0.003111217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439148	0.001744423	0	0	0	0.001877647	0	0	0	0	0	0.001429683	0	0	0	0	0	0.001346331	0	0	0	0	0.001426463	0	0	0	0	0	0	0	0	0	0.002050015	0	0	0	0.002463678	0.00178031	0.002420754	0.001993041	0	0	0	0.004197822	0.001911585	0	0	0	0	0	0	0	0	0	0.001913631	0.00170364	0	0	0	0	0	0.001628335	0	0	0	0	0.002388719	0	0	0	0	0	0	0	0	0.003160019	0	0	0	0	0	0	0	0	0.001578791	0	0	0	0	0	0	0	0	0.00576407	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	0.00276543	0.005148901	0.003800643	0	0	0	0	0	0	0.002886281	0	0	0	0	0	0	0.002025921	0.002035022	0	0	0	0	0.005594279	0	0	0	0.001952581	0	0	0	0	0	0	0	0.002626354	0.002110383	0	0	0	0	0	0	0	0	0	0	0.003099016	0.002211919	0	0	0	0	0	0	0.002136227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002783705	0.002442817	0	0	0	0	0.002043835	0	0	0	0	0	0.001173548	0	0	0	0	0	0	0	0	0	0.001373378	0	0	0	0	0	0	0	0	0	0	0	0	0.006248827	0.006583003	0.002677139	0	0	0	0	0	0	0	0.00247728	0.001880004	0	0	0.002259902	0	0	0	0	0.002885193	0	0	0	0	0.001936424	0	0	0	0.003802068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002785535	0	0	0	0.001231916	0	0	0	0	0	0	0	0.002831283	0	0	0	0.001992279	0.001898296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9667|s__GGB9667_SGB15164	0.001413126	0.001740654	0	0	0	0	0.001919503	0	0.004066531	0	0.002184405	0	0	0.002876376	0	0	0	0	0	0	0	0.002624414	0	0	0	0	0	0	0.002846001	0	0	0	0	0	0	0.001641543	0	0	0	0	0	0	0	0	0	0	0.001637382	0.001827398	0.002018779	0	0	0	0	0	0.002465504	0.001258336	0	0	0	0	0.001761071	0	0	0	0	0.001455158	0	0	0	0	0	0	0	0	0	0	0.003095157	0	0	0	0	0	0.001182075	0.003092505	0	0	0.001072523	0.001475669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001526174	0.001748862	0	0	0	0	0.001666038	0	0.002097688	0	0	0	0	0	0	0	0	0.00216366	0	0	0	0	0	0.001517208	0	0.003721793	0	0	0.00151162	0.000956262	0.001502509	0.001874313	0	0.006372147	0	0.002333527	0	0.001395601	0	0	0	0.002495186	0	0	0.00316569	0.001875475	0.003794411	0	0.00118487	0	0	0	0.001319314	0	0	0	0	0.001828657	0	0.001258682	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0.003135724	0	0	0.017273655	0	0	0	0.003065167	0	0.00494959	0	0	0	0.00284187	0	0	0.002104991	0	0	0	0	0	0	0	0	0	0	0	0.007460305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002321986	0	0.002339667	0	0	0	0	0	0	0	0.004083225	0	0	0	0	0	0	0	0	0	0	0.00171658	0	0	0	0	0.002133412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004041914	0	0	0	0.001682894	0	0	0	0	0	0	0	0	0	0	0	0	0.002273225	0	0.003629507	0	0	0	0	0	0	0	0	0	0	0.009545426	0	0.002595103	0	0	0	0.00272126	0	0	0	0.003443655	0	0.004124391	0	0	0	0	0	0	0	0	0	0	0	0.00440932	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar	0	0	0.003457044	0	0	0	0	0	0	0	0.004365467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002348763	0	0	0	0	0.002667221	0	0	0	0	0	0	0	0	0.00206265	0	0	0.00505086	0	0	0.001041416	0	0	0	0	0	0	0	0	0.00111475	0	0	0	0	0.005120798	0	0	0	0	0.007670201	0	0	0	0	0	0	0.003161803	0	0.009452417	0.001124034	0.006026115	0	0	0	0	0	0.001455278	0	0	0	0	0	0	0	0.002960533	0	0	0	0.005238222	0	0	0	0.006089971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001069463	0	0	0	0.000801524	0	0	0	0	0	0	0	0	0	0	0.002990686	0	0	0	0	0	0	0	0	0	0	0.001451133	0	0.011950935	0.001193869	0	0	0.002532901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis_ex_Afouda_et_al_2020	0	0	0.005045518	0	0	0	0.00181564	0.002762016	0.001866825	0	0	0	0	0	0	0	0.002053183	0.002517381	0	0.001898043	0	0	0.001925564	0	0	0	0	0.002579764	0.002411134	0	0	0	0.002529276	0	0.002256188	0.002775681	0	0	0	0	0	0	0.00361737	0	0	0.001724605	0	0	0	0	0	0	0	0.001729472	0.003936052	0	0	0	0	0	0	0	0	0	0.001609197	0	0	0	0	0	0	0.001250804	0	0	0	0	0.003094467	0	0	0	0	0	0.001286191	0	0	0	0	0.001195965	0	0	0	0	0	0	0	0	0	0.001309868	0	0	0	0	0	0	0.001322885	0.001346963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003542932	0	0	0	0.002008951	0	0	0.003010382	0.001072672	0	0	0	0	0	0.001390333	0	0	0	0	0	0	0.001816192	0.00264174	0	0.0013045	0.004311148	0.002060934	0	0.00202542	0	0	0	0	0	0	0	0.001667911	0	0.005188776	0	0	0	0	0.004744182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_AM53_2BH	0	0	0	0	0	0	0	0	0	0	0.004160112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001825678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004492129	0	0	0	0	0	0	0	0	0	0.002425058	0	0.001945397	0	0	0	0	0	0	0	0.002037829	0.011003231	0	0	0	0	0	0.002740922	0	0.0014875	0	0	0	0	0	0.00203825	0	0.006297199	0	0	0	0	0.002135838	0	0	0	0.001919967	0	0	0.003142607	0	0	0	0	0	0.00962471	0	0.007948791	0.01737759	0.001490213	0	0	0	0	0	0	0	0.002074828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001724866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002092438	0	0	0.003187317	0	0	0	0	0	0	0	0.001515655	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0.004761884	0	0	0	0	0.003006753	0	0	0.003074742	0	0.002929175	0	0.005036895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002339296	0	0	0	0	0.0086882	0	0.001673883	0	0	0	0	0	0	0	0	0	0	0	0.001774742	0.004122397	0	0.003674714	0	0	0	0	0.00148662	0	0	0	0	0	0	0	0	0	0	0.001236637	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001713226	0	0	0	0	0	0	0	0	0.002578141	0	0	0	0.001488257	0.001043594	0.001861474	0	0	0	0	0.001127452	0	0	0.002006651	0.001233083	0.001295604	0.00272851	0	0	0	0	0	0	0	0	0.001304896	0.002084888	0	0.001458174	0.002178363	0	0	0	0	0	0.002582481	0	0	0	0	0	0.00291699	0.001378612	0	0	0	0.003380766	0	0	0.002398393	0	0	0	0.0019673	0	0	0	0	0.005551778	0	0	0	0	0	0	0	0	0	0	0	0	0.007138135	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469|s__GGB9469_SGB14862	0	0	0	0	0	0.005848965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004139605	0	0	0	0	0	0	0	0	0	0	0.034852707	0.003553121	0	0	0	0	0	0	0	0	0	0	0	0.001948316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002940067	0	0	0	0	0	0	0	0	0	0	0.009382517	0	0	0	0	0	0	0	0.003353195	0	0	0	0	0	0	0	0.002163214	0	0.001349287	0	0	0	0	0	0	0	0	0.001332725	0	0	0	0	0.010934778	0	0.003824212	0.002371172	0.002398845	0	0	0	0	0	0	0.001991428	0.002257429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642|s__GGB9642_SGB15119	0	0	0.005128195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007508824	0	0	0	0	0.003014226	0	0	0	0	0	0	0	0	0.00397217	0	0	0.006283157	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003753767	0	0	0	0	0.006123841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253555	0	0	0	0	0	0	0	0	0	0	0.005754091	0.005873424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002766283	0	0	0	0	0	0.004647968	0.001974178	0.006194331	0	0	0	0	0	0.004438201	0	0	0	0	0	0	0	0.004906113	0	0	0	0	0	0	0.003053245	0.004870508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006012451	0	0.007089393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003266589	0	0	0	0	0.002736351	0	0	0	0.001597996	0	0	0.007676671	0	0	0	0	0	0	0	0.001859452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003095536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004206771	0.001822081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010077815	0	0	0	0	0.001253844	0	0	0	0	0	0.001356843	0.007692813	0	0	0.001712313	0	0	0	0	0	0	0	0	0	0	0	0.002836653	0.004262339	0	0	0	0	0	0	0	0	0	0.00158704	0.002048148	0.00133239	0	0	0	0.00219944	0	0	0.001547617	0	0	0.0021205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029843156	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.001832329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002676437	0	0	0.004587379	0.004231939	0	0	0	0	0	0.003161366	0	0	0	0	0	0	0	0	0	0	0.002644468	0	0	0.002572101	0	0	0	0.006575591	0	0	0	0	0.00280417	0	0	0.002666517	0	0	0	0	0	0.002149588	0	0	0	0	0.011775529	0.00173549	0	0	0	0	0	0.002419669	0	0	0	0	0	0	0.002763123	0.003547577	0	0	0.001739603	0.007937264	0	0	0	0.003002166	0	0	0	0.0017714	0	0	0	0	0	0	0	0	0	0	0	0	0.00450505	0	0	0.002997977	0	0.002804372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002006679	0.005607839	0	0	0.002626818	0	0	0	0	0	0	0	0	0	0.001734397	0	0	0	0	0	0	0	0	0	0	0.003601398	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15041	0	0	0.00536271	0	0	0	0.003994286	0	0.004038628	0	0.004157247	0	0	0	0	0	0.006740584	0.001830166	0	0	0	0	0.002748898	0	0	0	0	0	0.002456365	0	0	0	0	0	0.002053913	0.005069726	0	0	0	0.005616294	0	0	0	0	0	0	0.001198107	0.001426555	0	0	0	0	0	0.004162584	0	0.003262509	0	0	0	0	0	0	0	0	0.002064669	0	0	0	0	0	0	0.001929459	0	0	0	0	0	0	0	0	0.001950608	0.006110556	0.002886374	0	0	0	0	0	0.003588188	0	0	0.0036059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001715384	0	0	0	0	0.004211813	0.003715356	0	0	0.002139043	0	0	0	0	0	0	0	0	0	0	0	0.002222426	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001739825	0	0	0	0	0	0	0	0	0.001732494	0	0	0	0	0	0	0	0	0	0	0	0.005034229	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_hominis	0	0	0	0	0	0	0.003254141	0	0	0	0	0	0.005407271	0	0	0	0.002540817	0	0	0.001904316	0.00215712	0	0	0	0	0	0	0.003631814	0	0	0	0	0	0.009561404	0	0.00183489	0	0.002656761	0	0	0	0	0.003053425	0	0	0.002383199	0	0.001551879	0	0.002813794	0	0	0	0	0.002430896	0	0.001374398	0	0	0	0	0.00121784	0	0	0	0.00176662	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002895858	0	0.001749641	0	0.002630711	0	0.001265578	0	0	0	0	0	0.001764013	0	0	0	0	0	0.001670904	0.002061422	0	0	0	0	0	0	0	0.00237123	0	0.001367153	0.001931616	0	0	0	0	0	0	0	0	0	0	0	0.00114783	0	0	0	0	0	0.001962551	0	0	0.002764893	0	0.001500086	0.001506124	0	0	0	0	0	0.001608711	0	0	0	0	0	0.001384374	0.00241637	0	0.001843171	0	0.001629375	0	0	0.002056085	0.001810028	0.002099697	0	0	0	0	0	0	0	0.002967167	0	0	0	0	0.003307329
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002331018	0	0.002384918	0.005232896	0	0	0.001939347	0	0.001231929	0	0.003067487	0.003345042	0.002692571	0	0	0	0	0	0	0	0.002082541	0	0	0	0	0	0	0	0.002073466	0	0	0	0.002413936	0	0.003168739	0.002963283	0.012973694	0	0	0	0.001169264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003807773	0	0.002640319	0	0.003372529	0	0.002477853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001947698	0	0.003882827	0	0	0	0	0.001459312	0	0	0.001561136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002141703	0.007698291	0	0	0.001763973	0	0	0	0	0.006555227	0	0	0	0	0.001645636	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130242	0	0	0	0	0.001813427	0	0.002943264	0	0	0.003301694	0	0
