	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_105P_2_bbduk_adapt_filt	696.0	434.0	998.0	3801.0	9126.0	17112.0	28983.0	41483.0	55749.0	67857.0	78252.0	84929.0	90439.0	95503.0	100929.0	101169.0	99240.0	102517.0	103829.0	101584.0	102592.0	100469.0	101493.0	80006.0	83686.0	97907.0	92933.0	86643.0	1580990.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_107P_1_bbduk_adapt_filt	19864.0	367.0	391.0	350.0	863.0	35.0	27.0	32.0	43.0	20.0	16.0	34.0	26.0	24.0	32.0	27.0	30.0	31.0	42.0	33.0	27.0	28.0	28.0	18.0	25.0	25.0	24.0	23.0	47164.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_107P_2_bbduk_adapt_filt	19864.0	367.0	391.0	350.0	863.0	35.0	27.0	32.0	43.0	20.0	16.0	34.0	26.0	24.0	32.0	27.0	30.0	31.0	42.0	33.0	27.0	28.0	28.0	18.0	25.0	25.0	24.0	23.0	47164.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_108S_1_bbduk_adapt_filt	711.0	481.0	865.0	3244.0	8191.0	16249.0	27797.0	41320.0	58013.0	74813.0	90436.0	102967.0	114070.0	122150.0	130822.0	135623.0	138963.0	142776.0	145437.0	146120.0	147275.0	147526.0	148616.0	119970.0	124297.0	149043.0	145511.0	138362.0	3114995.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_108S_2_bbduk_adapt_filt	711.0	481.0	865.0	3244.0	8191.0	16249.0	27797.0	41320.0	58013.0	74813.0	90436.0	102967.0	114070.0	122150.0	130822.0	135623.0	138963.0	142776.0	145437.0	146120.0	147275.0	147526.0	148616.0	119970.0	124297.0	149043.0	145511.0	138362.0	3114995.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_109S_1_bbduk_adapt_filt	630.0	328.0	788.0	3258.0	8178.0	16071.0	27491.0	41190.0	57347.0	75363.0	91714.0	106545.0	118444.0	127393.0	135204.0	138327.0	138424.0	139496.0	139568.0	136644.0	135900.0	132920.0	131368.0	104475.0	106260.0	124878.0	120767.0	114103.0	2847257.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_109S_2_bbduk_adapt_filt	630.0	328.0	788.0	3258.0	8178.0	16071.0	27491.0	41190.0	57347.0	75363.0	91714.0	106545.0	118444.0	127393.0	135204.0	138327.0	138424.0	139496.0	139568.0	136644.0	135900.0	132920.0	131368.0	104475.0	106260.0	124878.0	120767.0	114103.0	2847257.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_10P_1_bbduk_adapt_filt	7220.0	789.0	1528.0	4985.0	12616.0	21635.0	34069.0	46125.0	57478.0	67389.0	73632.0	77008.0	81171.0	82144.0	83974.0	83624.0	82832.0	81859.0	81233.0	79041.0	77536.0	74854.0	73147.0	57069.0	57676.0	66630.0	63614.0	59875.0	1389825.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_10P_2_bbduk_adapt_filt	7220.0	789.0	1528.0	4985.0	12616.0	21635.0	34069.0	46125.0	57478.0	67389.0	73632.0	77008.0	81171.0	82144.0	83974.0	83624.0	82832.0	81859.0	81233.0	79041.0	77536.0	74854.0	73147.0	57069.0	57676.0	66630.0	63614.0	59875.0	1389825.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_110S_1_bbduk_adapt_filt	2414.0	595.0	951.0	2923.0	8491.0	17015.0	29586.0	43928.0	59444.0	73761.0	86389.0	96221.0	104006.0	110477.0	116671.0	119981.0	122090.0	123728.0	124960.0	123516.0	121996.0	119121.0	117131.0	91230.0	93078.0	109716.0	104184.0	98730.0	2142602.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_110S_2_bbduk_adapt_filt	2414.0	595.0	951.0	2923.0	8491.0	17015.0	29586.0	43928.0	59444.0	73761.0	86389.0	96221.0	104006.0	110477.0	116671.0	119981.0	122090.0	123728.0	124960.0	123516.0	121996.0	119121.0	117131.0	91230.0	93078.0	109716.0	104184.0	98730.0	2142602.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_111P_1_bbduk_adapt_filt	1583.0	474.0	561.0	1733.0	4808.0	9565.0	17484.0	26803.0	38627.0	51179.0	63281.0	74356.0	84620.0	92521.0	101410.0	107781.0	112524.0	115870.0	119536.0	121286.0	121035.0	119765.0	121296.0	95516.0	99271.0	118527.0	115410.0	108612.0	2313501.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_111P_2_bbduk_adapt_filt	1583.0	474.0	561.0	1733.0	4808.0	9565.0	17484.0	26803.0	38627.0	51179.0	63281.0	74356.0	84620.0	92521.0	101410.0	107781.0	112524.0	115870.0	119536.0	121286.0	121035.0	119765.0	121296.0	95516.0	99271.0	118527.0	115410.0	108612.0	2313501.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_112S_1_bbduk_adapt_filt	21504.0	1520.0	820.0	694.0	1627.0	190.0	242.0	279.0	291.0	300.0	352.0	344.0	367.0	420.0	461.0	451.0	420.0	420.0	511.0	482.0	482.0	406.0	420.0	367.0	409.0	430.0	373.0	341.0	35188.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_112S_2_bbduk_adapt_filt	21504.0	1520.0	820.0	694.0	1627.0	190.0	242.0	279.0	291.0	300.0	352.0	344.0	367.0	420.0	461.0	451.0	420.0	420.0	511.0	482.0	482.0	406.0	420.0	367.0	409.0	430.0	373.0	341.0	35188.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_113P_1_bbduk_adapt_filt	607.0	372.0	728.0	2582.0	6259.0	11588.0	19941.0	29103.0	40958.0	52192.0	63095.0	72943.0	80728.0	88150.0	94881.0	100212.0	104148.0	107658.0	112971.0	114510.0	117344.0	120120.0	123447.0	100423.0	105452.0	127993.0	127011.0	122002.0	3304248.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_113P_2_bbduk_adapt_filt	607.0	372.0	728.0	2582.0	6259.0	11588.0	19941.0	29103.0	40958.0	52192.0	63095.0	72943.0	80728.0	88150.0	94881.0	100212.0	104148.0	107658.0	112971.0	114510.0	117344.0	120120.0	123447.0	100423.0	105452.0	127993.0	127011.0	122002.0	3304248.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_114P_1_bbduk_adapt_filt	1648.0	607.0	1216.0	4703.0	12539.0	24208.0	40435.0	56566.0	73741.0	88606.0	99433.0	107126.0	113193.0	117968.0	122801.0	123525.0	123312.0	122648.0	121575.0	117338.0	114349.0	111650.0	108022.0	83670.0	84192.0	97542.0	91973.0	85554.0	1568046.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_114P_2_bbduk_adapt_filt	1648.0	607.0	1216.0	4703.0	12539.0	24208.0	40435.0	56566.0	73741.0	88606.0	99433.0	107126.0	113193.0	117968.0	122801.0	123525.0	123312.0	122648.0	121575.0	117338.0	114349.0	111650.0	108022.0	83670.0	84192.0	97542.0	91973.0	85554.0	1568046.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_115S_1_bbduk_adapt_filt	611.0	136.0	300.0	907.0	2545.0	5585.0	9960.0	15269.0	21992.0	29588.0	36386.0	41982.0	47765.0	54208.0	60181.0	64375.0	68806.0	73247.0	77204.0	80170.0	85382.0	89477.0	92079.0	76312.0	82027.0	101028.0	102087.0	99405.0	2527094.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_115S_2_bbduk_adapt_filt	611.0	136.0	300.0	907.0	2545.0	5585.0	9960.0	15269.0	21992.0	29588.0	36386.0	41982.0	47765.0	54208.0	60181.0	64375.0	68806.0	73247.0	77204.0	80170.0	85382.0	89477.0	92079.0	76312.0	82027.0	101028.0	102087.0	99405.0	2527094.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_116P_1_bbduk_adapt_filt	883.0	635.0	1180.0	3910.0	9853.0	19316.0	32877.0	48145.0	65892.0	85413.0	102304.0	117653.0	130164.0	139946.0	149318.0	154703.0	158566.0	160981.0	164705.0	165138.0	166617.0	165593.0	166659.0	133100.0	135557.0	162113.0	157179.0	151878.0	3211884.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_116P_2_bbduk_adapt_filt	883.0	635.0	1180.0	3910.0	9853.0	19316.0	32877.0	48145.0	65892.0	85413.0	102304.0	117653.0	130164.0	139946.0	149318.0	154703.0	158566.0	160981.0	164705.0	165138.0	166617.0	165593.0	166659.0	133100.0	135557.0	162113.0	157179.0	151878.0	3211884.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_117_1_bbduk_adapt_filt	400.0	277.0	466.0	1805.0	4580.0	9117.0	16548.0	24840.0	36464.0	47786.0	58249.0	67356.0	75312.0	82669.0	90218.0	94166.0	98169.0	102753.0	106737.0	107948.0	108814.0	108981.0	110561.0	89864.0	95044.0	113330.0	111797.0	108708.0	2530795.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_117_2_bbduk_adapt_filt	400.0	277.0	466.0	1805.0	4580.0	9117.0	16548.0	24840.0	36464.0	47786.0	58249.0	67356.0	75312.0	82669.0	90218.0	94166.0	98169.0	102753.0	106737.0	107948.0	108814.0	108981.0	110561.0	89864.0	95044.0	113330.0	111797.0	108708.0	2530795.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_118_1_bbduk_adapt_filt	919.0	472.0	828.0	3100.0	7734.0	14563.0	24680.0	35576.0	47951.0	60166.0	70040.0	76409.0	80993.0	85925.0	90995.0	91069.0	89480.0	90207.0	90518.0	87385.0	86939.0	88869.0	89552.0	72832.0	77750.0	91817.0	89985.0	83783.0	2787672.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_118_2_bbduk_adapt_filt	919.0	472.0	828.0	3100.0	7734.0	14563.0	24680.0	35576.0	47951.0	60166.0	70040.0	76409.0	80993.0	85925.0	90995.0	91069.0	89480.0	90207.0	90518.0	87385.0	86939.0	88869.0	89552.0	72832.0	77750.0	91817.0	89985.0	83783.0	2787672.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_119P_1_bbduk_adapt_filt	1038.0	488.0	913.0	3238.0	8430.0	16532.0	29195.0	43861.0	61152.0	76949.0	91485.0	103827.0	113484.0	119899.0	126197.0	129543.0	131537.0	131404.0	133210.0	130833.0	129668.0	125357.0	124578.0	96321.0	97779.0	113538.0	107905.0	100744.0	2064367.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_119P_2_bbduk_adapt_filt	1038.0	488.0	913.0	3238.0	8430.0	16532.0	29195.0	43861.0	61152.0	76949.0	91485.0	103827.0	113484.0	119899.0	126197.0	129543.0	131537.0	131404.0	133210.0	130833.0	129668.0	125357.0	124578.0	96321.0	97779.0	113538.0	107905.0	100744.0	2064367.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_11P_1_bbduk_adapt_filt	3807.0	626.0	1566.0	5937.0	13838.0	25744.0	40671.0	56754.0	73563.0	88572.0	99654.0	108760.0	114703.0	118965.0	123265.0	123936.0	124153.0	122719.0	122675.0	120403.0	118541.0	115021.0	112542.0	87809.0	89481.0	104802.0	100088.0	94407.0	2154758.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_11P_2_bbduk_adapt_filt	3807.0	626.0	1566.0	5937.0	13838.0	25744.0	40671.0	56754.0	73563.0	88572.0	99654.0	108760.0	114703.0	118965.0	123265.0	123936.0	124153.0	122719.0	122675.0	120403.0	118541.0	115021.0	112542.0	87809.0	89481.0	104802.0	100088.0	94407.0	2154758.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_120S_1_bbduk_adapt_filt	638.0	303.0	613.0	2112.0	5486.0	11359.0	20816.0	31621.0	45621.0	59985.0	72120.0	82518.0	90846.0	97604.0	102490.0	105695.0	107047.0	107082.0	107954.0	106349.0	104040.0	101681.0	98940.0	77775.0	78312.0	90563.0	85925.0	80932.0	1715433.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_120S_2_bbduk_adapt_filt	638.0	303.0	613.0	2112.0	5486.0	11359.0	20816.0	31621.0	45621.0	59985.0	72120.0	82518.0	90846.0	97604.0	102490.0	105695.0	107047.0	107082.0	107954.0	106349.0	104040.0	101681.0	98940.0	77775.0	78312.0	90563.0	85925.0	80932.0	1715433.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_121S_1_bbduk_adapt_filt	1093.0	984.0	1273.0	4201.0	9907.0	19363.0	33121.0	47587.0	65279.0	81391.0	95125.0	106352.0	115279.0	121899.0	128911.0	133073.0	136631.0	139147.0	142567.0	143545.0	145423.0	145783.0	146681.0	117871.0	123618.0	146601.0	143817.0	137829.0	3567970.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_121S_2_bbduk_adapt_filt	1093.0	984.0	1273.0	4201.0	9907.0	19363.0	33121.0	47587.0	65279.0	81391.0	95125.0	106352.0	115279.0	121899.0	128911.0	133073.0	136631.0	139147.0	142567.0	143545.0	145423.0	145783.0	146681.0	117871.0	123618.0	146601.0	143817.0	137829.0	3567970.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_122S_1_bbduk_adapt_filt	612.0	572.0	962.0	3238.0	8133.0	15572.0	27065.0	39893.0	56801.0	74791.0	91683.0	105374.0	117692.0	126292.0	133299.0	138650.0	140587.0	141856.0	143747.0	142651.0	140587.0	138207.0	136868.0	108778.0	112282.0	131225.0	126129.0	119782.0	2343618.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_122S_2_bbduk_adapt_filt	612.0	572.0	962.0	3238.0	8133.0	15572.0	27065.0	39893.0	56801.0	74791.0	91683.0	105374.0	117692.0	126292.0	133299.0	138650.0	140587.0	141856.0	143747.0	142651.0	140587.0	138207.0	136868.0	108778.0	112282.0	131225.0	126129.0	119782.0	2343618.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_123P_1_bbduk_adapt_filt	626.0	312.0	577.0	2168.0	6037.0	12534.0	22787.0	33930.0	48564.0	63518.0	77781.0	89969.0	100725.0	108921.0	116552.0	122051.0	125752.0	128975.0	132980.0	134972.0	136884.0	137252.0	138828.0	112457.0	117468.0	140136.0	138515.0	133995.0	3235948.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_123P_2_bbduk_adapt_filt	626.0	312.0	577.0	2168.0	6037.0	12534.0	22787.0	33930.0	48564.0	63518.0	77781.0	89969.0	100725.0	108921.0	116552.0	122051.0	125752.0	128975.0	132980.0	134972.0	136884.0	137252.0	138828.0	112457.0	117468.0	140136.0	138515.0	133995.0	3235948.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_126P_1_bbduk_adapt_filt	737.0	618.0	1919.0	7893.0	16064.0	28028.0	43796.0	61377.0	81049.0	100493.0	117829.0	130688.0	142628.0	151006.0	159230.0	164677.0	167587.0	168972.0	169803.0	168864.0	167421.0	164298.0	162326.0	128132.0	131673.0	153900.0	148011.0	138955.0	2679934.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_126P_2_bbduk_adapt_filt	737.0	618.0	1919.0	7893.0	16064.0	28028.0	43796.0	61377.0	81049.0	100493.0	117829.0	130688.0	142628.0	151006.0	159230.0	164677.0	167587.0	168972.0	169803.0	168864.0	167421.0	164298.0	162326.0	128132.0	131673.0	153900.0	148011.0	138955.0	2679934.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_127S_1_bbduk_adapt_filt	641.0	445.0	965.0	3458.0	8148.0	15135.0	24780.0	36289.0	50340.0	65400.0	79859.0	91917.0	102798.0	111089.0	119118.0	124063.0	126640.0	129947.0	133564.0	132723.0	133864.0	133130.0	133712.0	106339.0	111271.0	133477.0	130730.0	124669.0	3478791.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_127S_2_bbduk_adapt_filt	641.0	445.0	965.0	3458.0	8148.0	15135.0	24780.0	36289.0	50340.0	65400.0	79859.0	91917.0	102798.0	111089.0	119118.0	124063.0	126640.0	129947.0	133564.0	132723.0	133864.0	133130.0	133712.0	106339.0	111271.0	133477.0	130730.0	124669.0	3478791.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_128S_1_bbduk_adapt_filt	794.0	449.0	1082.0	4295.0	10181.0	18973.0	31312.0	45598.0	61246.0	77913.0	91911.0	104651.0	113673.0	120823.0	127044.0	131372.0	133879.0	135792.0	137807.0	137150.0	136672.0	135754.0	135494.0	107982.0	111692.0	132353.0	128390.0	122101.0	2816429.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_128S_2_bbduk_adapt_filt	794.0	449.0	1082.0	4295.0	10181.0	18973.0	31312.0	45598.0	61246.0	77913.0	91911.0	104651.0	113673.0	120823.0	127044.0	131372.0	133879.0	135792.0	137807.0	137150.0	136672.0	135754.0	135494.0	107982.0	111692.0	132353.0	128390.0	122101.0	2816429.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_129P_1_bbduk_adapt_filt	2905.0	1471.0	2314.0	7359.0	16131.0	27175.0	41673.0	53991.0	67753.0	76458.0	82371.0	85644.0	88881.0	91465.0	95597.0	96636.0	97334.0	97542.0	96655.0	94034.0	90910.0	89628.0	86871.0	68185.0	70124.0	80297.0	76360.0	70902.0	1457671.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_129P_2_bbduk_adapt_filt	2905.0	1471.0	2314.0	7359.0	16131.0	27175.0	41673.0	53991.0	67753.0	76458.0	82371.0	85644.0	88881.0	91465.0	95597.0	96636.0	97334.0	97542.0	96655.0	94034.0	90910.0	89628.0	86871.0	68185.0	70124.0	80297.0	76360.0	70902.0	1457671.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_12P_1_bbduk_adapt_filt	3885.0	894.0	1454.0	4994.0	12520.0	23071.0	37566.0	50751.0	65362.0	76468.0	84339.0	89971.0	94177.0	96775.0	99738.0	100666.0	99589.0	98897.0	99807.0	97684.0	96460.0	93282.0	91988.0	72613.0	73848.0	87265.0	82498.0	77521.0	1484230.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_12P_2_bbduk_adapt_filt	3885.0	894.0	1454.0	4994.0	12520.0	23071.0	37566.0	50751.0	65362.0	76468.0	84339.0	89971.0	94177.0	96775.0	99738.0	100666.0	99589.0	98897.0	99807.0	97684.0	96460.0	93282.0	91988.0	72613.0	73848.0	87265.0	82498.0	77521.0	1484230.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_130S_1_bbduk_adapt_filt	649.0	278.0	392.0	1493.0	3949.0	7931.0	14038.0	21360.0	30610.0	41042.0	49857.0	59354.0	65940.0	72699.0	79373.0	83297.0	84019.0	87416.0	90120.0	90973.0	91878.0	89842.0	91998.0	75243.0	79201.0	96542.0	95629.0	91151.0	2368000.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_130S_2_bbduk_adapt_filt	649.0	278.0	392.0	1493.0	3949.0	7931.0	14038.0	21360.0	30610.0	41042.0	49857.0	59354.0	65940.0	72699.0	79373.0	83297.0	84019.0	87416.0	90120.0	90973.0	91878.0	89842.0	91998.0	75243.0	79201.0	96542.0	95629.0	91151.0	2368000.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_131P_1_bbduk_adapt_filt	1351.0	475.0	1015.0	4033.0	10986.0	21614.0	38428.0	55482.0	74995.0	94154.0	108669.0	120463.0	129465.0	136207.0	140536.0	141082.0	141270.0	139097.0	137502.0	133382.0	128521.0	124093.0	121401.0	94258.0	95333.0	109934.0	103351.0	97037.0	1942067.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_131P_2_bbduk_adapt_filt	1351.0	475.0	1015.0	4033.0	10986.0	21614.0	38428.0	55482.0	74995.0	94154.0	108669.0	120463.0	129465.0	136207.0	140536.0	141082.0	141270.0	139097.0	137502.0	133382.0	128521.0	124093.0	121401.0	94258.0	95333.0	109934.0	103351.0	97037.0	1942067.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_134S_1_bbduk_adapt_filt	1190.0	569.0	1129.0	4624.0	12370.0	24582.0	42699.0	61355.0	82289.0	104673.0	121152.0	135255.0	146474.0	155573.0	163073.0	167103.0	168683.0	170711.0	172387.0	171775.0	171454.0	168621.0	168285.0	134424.0	138301.0	164349.0	159515.0	151796.0	3590823.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_134S_2_bbduk_adapt_filt	1190.0	569.0	1129.0	4624.0	12370.0	24582.0	42699.0	61355.0	82289.0	104673.0	121152.0	135255.0	146474.0	155573.0	163073.0	167103.0	168683.0	170711.0	172387.0	171775.0	171454.0	168621.0	168285.0	134424.0	138301.0	164349.0	159515.0	151796.0	3590823.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_137P_1_bbduk_adapt_filt	623.0	451.0	743.0	2098.0	5323.0	10844.0	18659.0	28030.0	39697.0	52880.0	64738.0	76486.0	85790.0	93681.0	101189.0	106531.0	111080.0	113247.0	117195.0	118919.0	120788.0	122198.0	123138.0	99505.0	102126.0	123739.0	121800.0	116741.0	3078245.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_137P_2_bbduk_adapt_filt	623.0	451.0	743.0	2098.0	5323.0	10844.0	18659.0	28030.0	39697.0	52880.0	64738.0	76486.0	85790.0	93681.0	101189.0	106531.0	111080.0	113247.0	117195.0	118919.0	120788.0	122198.0	123138.0	99505.0	102126.0	123739.0	121800.0	116741.0	3078245.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
PD_138S_1_bbduk_adapt_filt	642.0	507.0	878.0	3491.0	9957.0	20311.0	33770.0	47588.0	62519.0	76498.0	86679.0	93007.0	97957.0	100589.0	104350.0	104985.0	104249.0	103163.0	102385.0	98741.0	95357.0	89880.0	89402.0	72878.0	75727.0	89936.0	86368.0	80621.0	1632982.0
	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
