Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PD_120S_2_bbduk_adapt_filt	0.397203677203	0.0
PD_121S_1_bbduk_adapt_filt	0	0
PD_121S_2_bbduk_adapt_filt	0.293583643929	0.0
PD_122S_1_bbduk_adapt_filt	0	0
PD_122S_2_bbduk_adapt_filt	0.201666507087	0.0
PD_123P_1_bbduk_adapt_filt	0	0
PD_123P_2_bbduk_adapt_filt	0.347949748933	0.0
PD_126P_1_bbduk_adapt_filt	0	0
PD_126P_2_bbduk_adapt_filt	0.222876086245	0.0
PD_127S_1_bbduk_adapt_filt	0	0
PD_127S_2_bbduk_adapt_filt	0.32755452311	0.0
PD_128S_1_bbduk_adapt_filt	0	0
PD_128S_2_bbduk_adapt_filt	0.335039146877	0.0
PD_129P_1_bbduk_adapt_filt	0	0
PD_129P_2_bbduk_adapt_filt	0.639464242773	0.0
PD_12P_1_bbduk_adapt_filt	0	0
PD_12P_2_bbduk_adapt_filt	0.575108884908	0.0
PD_130S_1_bbduk_adapt_filt	0	0
PD_130S_2_bbduk_adapt_filt	0.390538090959	0.0
PD_131P_1_bbduk_adapt_filt	0	0
PD_131P_2_bbduk_adapt_filt	0.381426750612	0.0
PD_134S_1_bbduk_adapt_filt	0	0
PD_134S_2_bbduk_adapt_filt	0.345687506902	0.0
PD_137P_1_bbduk_adapt_filt	0	0
PD_137P_2_bbduk_adapt_filt	0.262252340936	0.0
PD_138S_1_bbduk_adapt_filt	0	0
PD_138S_2_bbduk_adapt_filt	0.201042402614	0.0
PD_13P_1_bbduk_adapt_filt	0	0
PD_13P_2_bbduk_adapt_filt	0.429879898697	0.0
PD_140S_1_bbduk_adapt_filt	0	0
PD_140S_2_bbduk_adapt_filt	0.268845068805	0.0
PD_141P_1_bbduk_adapt_filt	0	0
PD_141P_2_bbduk_adapt_filt	0.269343064359	0.0
PD_142S_1_bbduk_adapt_filt	0	0
PD_142S_2_bbduk_adapt_filt	0.248199052967	0.0
PD_145P_1_bbduk_adapt_filt	0	0
PD_145P_2_bbduk_adapt_filt	0.315853990617	0.0
PD_146S_1_bbduk_adapt_filt	0	0
PD_146S_2_bbduk_adapt_filt	0.286426208342	0.0
PD_147_1_bbduk_adapt_filt	0	0
PD_147_2_bbduk_adapt_filt	0.306097569471	0.0
PD_148P_1_bbduk_adapt_filt	0	0
PD_148P_2_bbduk_adapt_filt	0.492850508637	0.0
PD_149S_1_bbduk_adapt_filt	0	0
PD_149S_2_bbduk_adapt_filt	0.434788707682	0.0
PD_14P_1_bbduk_adapt_filt	0	0
PD_14P_2_bbduk_adapt_filt	0.455839116406	0.0
PD_150P_1_bbduk_adapt_filt	0	0
PD_150P_2_bbduk_adapt_filt	0.268867906205	0.0
PD_151S_1_bbduk_adapt_filt	0	0
PD_151S_2_bbduk_adapt_filt	0.242029774212	0.0
PD_152P_1_bbduk_adapt_filt	0	0
PD_152P_2_bbduk_adapt_filt	0.467323512756	0.0
PD_153S_1_bbduk_adapt_filt	0	0
PD_153S_2_bbduk_adapt_filt	0.253686903133	0.0
PD_156P_1_bbduk_adapt_filt	0	0
PD_156P_2_bbduk_adapt_filt	0.44019562341	0.0
PD_157S_1_bbduk_adapt_filt	0	0
PD_157S_2_bbduk_adapt_filt	0.203035555454	0.0
PD_158P_1_bbduk_adapt_filt	0	0
PD_158P_2_bbduk_adapt_filt	0.216675725378	0.0
PD_159S_1_bbduk_adapt_filt	0	0
PD_159S_2_bbduk_adapt_filt	0.211940915724	0.0
PD_15P_1_bbduk_adapt_filt	0	0
PD_15P_2_bbduk_adapt_filt	0.363303678532	0.0
PD_160P_1_bbduk_adapt_filt	0	0
PD_160P_2_bbduk_adapt_filt	0.245029540258	0.0
PD_161S_1_bbduk_adapt_filt	2.54023304998	17.4857785615
PD_161S_2_bbduk_adapt_filt	44.2326281687	8.59144780395
PD_162P_1_bbduk_adapt_filt	0	0
PD_162P_2_bbduk_adapt_filt	0.420603699114	0.0
PD_163S_1_bbduk_adapt_filt	0	0
PD_163S_2_bbduk_adapt_filt	0.31195778169	0.0
PD_164P_1_bbduk_adapt_filt	0	0
PD_164P_2_bbduk_adapt_filt	0.684486998909	0.0
PD_165S_1_bbduk_adapt_filt	0	0
PD_165S_2_bbduk_adapt_filt	0.282756639119	0.0
PD_166_1_bbduk_adapt_filt	0	0
PD_166_2_bbduk_adapt_filt	0.235938883644	0.0
PD_167P_1_bbduk_adapt_filt	0	0
PD_167P_2_bbduk_adapt_filt	0.316989008977	0.0
PD_169P_1_bbduk_adapt_filt	0	0
PD_169P_2_bbduk_adapt_filt	0.315026199103	0.0
PD_16P_1_bbduk_adapt_filt	0	0
PD_16P_2_bbduk_adapt_filt	0.379779471228	0.0
PD_170S_1_bbduk_adapt_filt	0	0
PD_170S_2_bbduk_adapt_filt	0.373623044706	0.0
PD_171P_1_bbduk_adapt_filt	0	0
PD_171P_2_bbduk_adapt_filt	0.202054420747	0.0
PD_172S_1_bbduk_adapt_filt	0	0
PD_172S_2_bbduk_adapt_filt	0.782773984996	0.0
PD_173P_1_bbduk_adapt_filt	0	0
PD_173P_2_bbduk_adapt_filt	0.269783136796	0.0
PD_174S_1_bbduk_adapt_filt	0	0
PD_174S_2_bbduk_adapt_filt	0.64857496119	0.0
PD_175P_1_bbduk_adapt_filt	0	0
PD_175P_2_bbduk_adapt_filt	0.674630122905	0.0
PD_176S_1_bbduk_adapt_filt	0	0
PD_176S_2_bbduk_adapt_filt	0.254345240622	0.0
PD_177P_1_bbduk_adapt_filt	0	0
PD_177P_2_bbduk_adapt_filt	0.247868539185	0.0
PD_178S_1_bbduk_adapt_filt	0	0
PD_178S_2_bbduk_adapt_filt	0.305951207694	0.0
PD_179P_1_bbduk_adapt_filt	0	0
PD_179P_2_bbduk_adapt_filt	0.277994623101	0.0
PD_180S_1_bbduk_adapt_filt	0	0
PD_180S_2_bbduk_adapt_filt	0.44395391603	0.0
PD_181P_1_bbduk_adapt_filt	0	0
PD_181P_2_bbduk_adapt_filt	0.25626092021	0.0
PD_182S_1_bbduk_adapt_filt	2.62318113397	17.441712661
PD_182S_2_bbduk_adapt_filt	41.1667502927	10.6031108881
PD_183P_1_bbduk_adapt_filt	0	0
PD_183P_2_bbduk_adapt_filt	0.309790008305	0.0
PD_184S_1_bbduk_adapt_filt	0	0
PD_184S_2_bbduk_adapt_filt	0.25053980578	0.0
PD_188S_1_bbduk_adapt_filt	0	0
PD_188S_2_bbduk_adapt_filt	0.232038272648	0.0
PD_189P_1_bbduk_adapt_filt	0	0
PD_189P_2_bbduk_adapt_filt	0.237969522995	0.0
PD_190S_1_bbduk_adapt_filt	0	0
PD_190S_2_bbduk_adapt_filt	0.32866138542	0.0
PD_191P_1_bbduk_adapt_filt	3.47692172306	29.388832666
PD_191P_2_bbduk_adapt_filt	33.5328023936	25.6153473842
PD_192S_1_bbduk_adapt_filt	23.5273196105	53.3010269862
PD_192S_2_bbduk_adapt_filt	58.3248121638	36.2334948651
PD_193P_1_bbduk_adapt_filt	0	0
PD_193P_2_bbduk_adapt_filt	0.287592229476	0.0
PD_194S_1_bbduk_adapt_filt	0	0
PD_194S_2_bbduk_adapt_filt	0.273565351927	0.0
PD_195_1_bbduk_adapt_filt	0	0
PD_195_2_bbduk_adapt_filt	0.208114713234	0.0
PD_196_1_bbduk_adapt_filt	0	0
PD_196_2_bbduk_adapt_filt	0.397888233037	0.0
PD_197_1_bbduk_adapt_filt	0	0
PD_197_2_bbduk_adapt_filt	0.506491317166	0.0
PD_198_1_bbduk_adapt_filt	0	0
PD_198_2_bbduk_adapt_filt	0.283427497147	0.0
PD_199P_1_bbduk_adapt_filt	100.0	0.0
PD_199P_2_bbduk_adapt_filt	100.0	0.0
PD_1P_1_bbduk_adapt_filt	0	0
PD_1P_2_bbduk_adapt_filt	0.371502122572	0.0
PD_200S_1_bbduk_adapt_filt	0	0
PD_200S_2_bbduk_adapt_filt	0.288247406486	0.0
PD_203_1_bbduk_adapt_filt	0	0
PD_203_2_bbduk_adapt_filt	0.219921129582	0.0
PD_204_1_bbduk_adapt_filt	0	0
PD_204_2_bbduk_adapt_filt	0.310886109973	0.0
PD_205P_1_bbduk_adapt_filt	0	0
PD_205P_2_bbduk_adapt_filt	0.263459419222	0.0
PD_206S_1_bbduk_adapt_filt	0	0
PD_206S_2_bbduk_adapt_filt	0.393048364333	0.0
PD_207P_1_bbduk_adapt_filt	0	0
PD_207P_2_bbduk_adapt_filt	0.271254293493	0.0
PD_208S_1_bbduk_adapt_filt	0	0
PD_208S_2_bbduk_adapt_filt	0.301156669366	0.0
PD_209P_1_bbduk_adapt_filt	0	0
PD_209P_2_bbduk_adapt_filt	0.258556269074	0.0
PD_210S_1_bbduk_adapt_filt	0	0
PD_210S_2_bbduk_adapt_filt	0.403451311285	0.0
PD_211P_1_bbduk_adapt_filt	2.40907677961	24.4433355693
PD_211P_2_bbduk_adapt_filt	38.4069826416	19.103283543
PD_212S_1_bbduk_adapt_filt	4.21776574054	37.2599738292
PD_212S_2_bbduk_adapt_filt	50.9677124859	18.0487507988
PD_213S_1_bbduk_adapt_filt	0	0
PD_213S_2_bbduk_adapt_filt	0.296652120757	0.0
PD_214S_1_bbduk_adapt_filt	0	0
PD_214S_2_bbduk_adapt_filt	0.305918750237	0.0
PD_215S_1_bbduk_adapt_filt	0	0
PD_215S_2_bbduk_adapt_filt	0.285162047989	0.0
PD_216S_1_bbduk_adapt_filt	1.3388979514	13.4991420037
PD_216S_2_bbduk_adapt_filt	50.9014257568	7.39783488338
PD_217P_1_bbduk_adapt_filt	3.46785532191	17.8947205785
PD_217P_2_bbduk_adapt_filt	36.7465970366	11.3900777158
PD_218S_1_bbduk_adapt_filt	0.133958472873	8.5733422639
PD_218S_2_bbduk_adapt_filt	10.0468854655	9.10917615539
PD_221P_1_bbduk_adapt_filt	0	0
PD_221P_2_bbduk_adapt_filt	0.276143913532	0.0
PD_222S_1_bbduk_adapt_filt	0	0
PD_222S_2_bbduk_adapt_filt	0.364823839611	0.0
PD_223P_1_bbduk_adapt_filt	0	0
PD_223P_2_bbduk_adapt_filt	0.299474232903	0.0
PD_224S_1_bbduk_adapt_filt	0	0
PD_224S_2_bbduk_adapt_filt	0.285817103152	0.0
PD_225P_1_bbduk_adapt_filt	0	0
PD_225P_2_bbduk_adapt_filt	0.212142557908	0.0
PD_226S_1_bbduk_adapt_filt	0	0
PD_226S_2_bbduk_adapt_filt	0.410592728462	0.0
PD_227P_1_bbduk_adapt_filt	0	0
PD_227P_2_bbduk_adapt_filt	0.268330635249	0.0
PD_228S_1_bbduk_adapt_filt	0	0
PD_228S_2_bbduk_adapt_filt	0.271630097404	0.0
PD_229P_1_bbduk_adapt_filt	0	0
PD_229P_2_bbduk_adapt_filt	0.24832368047	0.0
PD_230S_1_bbduk_adapt_filt	0	0
PD_230S_2_bbduk_adapt_filt	0.268474077481	0.0
PD_231P_1_bbduk_adapt_filt	0	0
PD_231P_2_bbduk_adapt_filt	0.260936682053	0.0
PD_232S_1_bbduk_adapt_filt	0	0
PD_232S_2_bbduk_adapt_filt	0.461380035259	0.0
PD_25P_1_bbduk_adapt_filt	0	0
PD_25P_2_bbduk_adapt_filt	0.316059811185	0.0
PD_26P_1_bbduk_adapt_filt	0	0
PD_26P_2_bbduk_adapt_filt	0.479386385427	0.0
PD_27P_1_bbduk_adapt_filt	0	0
PD_27P_2_bbduk_adapt_filt	0.376315619396	0.0
PD_28P_1_bbduk_adapt_filt	1.26947518833	5.32006367431
PD_28P_2_bbduk_adapt_filt	8.54639575839	2.60914252767
PD_29P_1_bbduk_adapt_filt	0	0
PD_29P_2_bbduk_adapt_filt	0.604192462131	0.0
PD_2P_1_bbduk_adapt_filt	0	0
PD_2P_2_bbduk_adapt_filt	0.812178845512	0.0
PD_30P_1_bbduk_adapt_filt	0	0
PD_30P_2_bbduk_adapt_filt	0.737799599167	0.0
PD_31P_1_bbduk_adapt_filt	0	0
PD_31P_2_bbduk_adapt_filt	0.335826931115	0.0
PD_32P_1_bbduk_adapt_filt	0	0
PD_32P_2_bbduk_adapt_filt	0.503988972014	0.0
PD_33P_1_bbduk_adapt_filt	0	0
PD_33P_2_bbduk_adapt_filt	0.286585132078	0.0
PD_34P_1_bbduk_adapt_filt	0	0
PD_34P_2_bbduk_adapt_filt	0.427130891826	0.0
PD_35P_1_bbduk_adapt_filt	0	0
PD_35P_2_bbduk_adapt_filt	0.408838690699	0.0
PD_36P_1_bbduk_adapt_filt	16.8866316363	57.1534014024
PD_36P_2_bbduk_adapt_filt	40.8572482997	51.8426093528
PD_38P_1_bbduk_adapt_filt	0	0
PD_38P_2_bbduk_adapt_filt	0.340889147594	0.0
PD_39P_1_bbduk_adapt_filt	0.161052369303	0.159648076098
PD_39P_2_bbduk_adapt_filt	0.796635473971	0.169879355165
PD_3P_1_bbduk_adapt_filt	0	0
PD_3P_2_bbduk_adapt_filt	0.299327718597	0.0
PD_40P_1_bbduk_adapt_filt	0	0
PD_40P_2_bbduk_adapt_filt	0.634085920906	0.0
PD_41P_1_bbduk_adapt_filt	0	0
PD_41P_2_bbduk_adapt_filt	0.682447763583	0.0
PD_42P_1_bbduk_adapt_filt	0	0
PD_42P_2_bbduk_adapt_filt	0.310967753369	0.0
PD_43P_1_bbduk_adapt_filt	0	0
PD_43P_2_bbduk_adapt_filt	1.00062105772	0.0
PD_44P_1_bbduk_adapt_filt	0	0
PD_44P_2_bbduk_adapt_filt	0.579740383612	0.0
PD_45P_1_bbduk_adapt_filt	0	0
PD_45P_2_bbduk_adapt_filt	0.281135074199	0.0
PD_46P_1_bbduk_adapt_filt	0	0
PD_46P_2_bbduk_adapt_filt	0.446579940742	0.0
PD_47P_1_bbduk_adapt_filt	0	0
PD_47P_2_bbduk_adapt_filt	0.570066456755	0.0
PD_48P_1_bbduk_adapt_filt	0	0
PD_48P_2_bbduk_adapt_filt	0.617190351838	0.0
PD_4P_1_bbduk_adapt_filt	0	0
PD_4P_2_bbduk_adapt_filt	0.494650803727	0.0
PD_50P_1_bbduk_adapt_filt	2.15537496199	7.40767614783
PD_50P_2_bbduk_adapt_filt	10.0495480554	4.01049009039
PD_51P_1_bbduk_adapt_filt	0	0
PD_51P_2_bbduk_adapt_filt	0.43622475857	0.0
PD_52P_1_bbduk_adapt_filt	0.149355192961	0.0
PD_52P_2_bbduk_adapt_filt	0.914302477242	0.161893059896
PD_53P_1_bbduk_adapt_filt	0	0
PD_53P_2_bbduk_adapt_filt	0.635843198731	0.0
PD_54P_1_bbduk_adapt_filt	0	0
PD_54P_2_bbduk_adapt_filt	0.418236543658	0.0
PD_55P_1_bbduk_adapt_filt	0	0
PD_55P_2_bbduk_adapt_filt	0.37158143532	0.0
PD_56P_1_bbduk_adapt_filt	0	0
PD_56P_2_bbduk_adapt_filt	0.281741058761	0.0
PD_57P_1_bbduk_adapt_filt	0	0
PD_57P_2_bbduk_adapt_filt	0.504364005958	0.0
PD_58P_1_bbduk_adapt_filt	0	0
PD_58P_2_bbduk_adapt_filt	0.62006571175	0.0
PD_59P_1_bbduk_adapt_filt	0	0
PD_59P_2_bbduk_adapt_filt	0.810930251963	0.0
PD_5P_1_bbduk_adapt_filt	0	0
PD_5P_2_bbduk_adapt_filt	0.364519681785	0.0
PD_60P_1_bbduk_adapt_filt	0	0
PD_60P_2_bbduk_adapt_filt	0.357596778393	0.0
PD_63P_1_bbduk_adapt_filt	0	0
PD_63P_2_bbduk_adapt_filt	0.563374007726	0.0
PD_64P_1_bbduk_adapt_filt	0	0
PD_64P_2_bbduk_adapt_filt	0.401186088299	0.0
PD_65P_1_bbduk_adapt_filt	0	0
PD_65P_2_bbduk_adapt_filt	0.398759247038	0.0
PD_66P_1_bbduk_adapt_filt	0	0
PD_66P_2_bbduk_adapt_filt	0.789128176096	0.0
PD_6P_1_bbduk_adapt_filt	0	0
PD_6P_2_bbduk_adapt_filt	0.972885089422	0.0
PD_70P_1_bbduk_adapt_filt	0	0
PD_70P_2_bbduk_adapt_filt	0.75800402603	0.0
PD_73P_1_bbduk_adapt_filt	0	0
PD_73P_2_bbduk_adapt_filt	0.452928406203	0.0
PD_74P_1_bbduk_adapt_filt	0	0
PD_74P_2_bbduk_adapt_filt	0.343634493806	0.0
PD_75P_1_bbduk_adapt_filt	0.118967772384	0.110670629946
PD_75P_2_bbduk_adapt_filt	0.645347322168	0.262826972086
PD_76P_1_bbduk_adapt_filt	0	0
PD_76P_2_bbduk_adapt_filt	0.738539236068	0.0
PD_77P_1_bbduk_adapt_filt	0	0
PD_77P_2_bbduk_adapt_filt	0.426798163982	0.0
PD_78P_1_bbduk_adapt_filt	0.209889833187	0.171190338984
PD_78P_2_bbduk_adapt_filt	0.885390349462	0.401764967325
PD_79S_1_bbduk_adapt_filt	0	0
PD_79S_2_bbduk_adapt_filt	0.535852985013	0.0
PD_7P_1_bbduk_adapt_filt	0	0
PD_7P_2_bbduk_adapt_filt	0.323093654224	0.0
PD_81P_1_bbduk_adapt_filt	18.2220514791	55.3730311179
PD_81P_2_bbduk_adapt_filt	33.5966192854	61.4199001153
PD_82P_1_bbduk_adapt_filt	0	0
PD_82P_2_bbduk_adapt_filt	0.669676564572	0.0
PD_83P_1_bbduk_adapt_filt	0	0
PD_83P_2_bbduk_adapt_filt	0.456137200323	0.0
PD_84P_1_bbduk_adapt_filt	0	0
PD_84P_2_bbduk_adapt_filt	0.418604651163	0.0
PD_8P_1_bbduk_adapt_filt	0	0
PD_8P_2_bbduk_adapt_filt	0.397876802716	0.0
PD_9P_1_bbduk_adapt_filt	0	0
PD_9P_2_bbduk_adapt_filt	0.462719462286	0.0
PD_Extr_neg_plate1_1_bbduk_adapt_filt	4.96508222573	54.8997521964
PD_Extr_neg_plate1_2_bbduk_adapt_filt	55.530524893	31.371930615
PD_Extr_neg_plate2_1_bbduk_adapt_filt	11.2564081793	54.1550461157
PD_Extr_neg_plate2_2_bbduk_adapt_filt	68.0187008899	28.7155867751
PD_Extr_neg_plate3_1_bbduk_adapt_filt	13.6871726726	50.5276322989
PD_Extr_neg_plate3_2_bbduk_adapt_filt	42.4216368326	48.1278824357
PD_Extr_pos_plate1_1_bbduk_adapt_filt	2.4449444757	27.8434068796
PD_Extr_pos_plate1_2_bbduk_adapt_filt	49.4332979145	10.9048482197
PD_Extr_pos_plate2_1_bbduk_adapt_filt	10.9195986467	57.3046597064
PD_Extr_pos_plate2_2_bbduk_adapt_filt	69.9914327617	25.4534101965
PD_Extr_pos_plate3_1_bbduk_adapt_filt	0	0
PD_Extr_pos_plate3_2_bbduk_adapt_filt	0.348383332399	0.0
PD_Lib_neg_plate1_1_bbduk_adapt_filt	6.44510582011	50.0793650794
PD_Lib_neg_plate1_2_bbduk_adapt_filt	57.4470899471	28.9252645503
PD_Lib_neg_plate2_1_bbduk_adapt_filt	17.806763285	47.5072463768
PD_Lib_neg_plate2_2_bbduk_adapt_filt	55.922705314	35.9903381643
PD_Lib_pos_plate1_1_bbduk_adapt_filt	0	0
PD_Lib_pos_plate1_2_bbduk_adapt_filt	0.332087830693	0.0
PD_Lib_pos_plate2_1_bbduk_adapt_filt	0	0
PD_Lib_pos_plate2_2_bbduk_adapt_filt	0.652552158551	0.0
