Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_166_1_bbduk_adapt_filt	2.29603955148	49.0	130.701842975	4434623.0	9.09090909091
PD_166_2_bbduk_adapt_filt	2.50752337949	49.0	130.701842975	4434623.0	9.09090909091
PD_167P_1_bbduk_adapt_filt	3.77326330016	47.0	136.198910092	4894176.0	9.09090909091
PD_167P_2_bbduk_adapt_filt	4.02308034197	47.0	136.198910092	4894176.0	9.09090909091
PD_169P_1_bbduk_adapt_filt	3.10877306541	50.0	123.823882397	5557633.0	9.09090909091
PD_169P_2_bbduk_adapt_filt	3.33404857842	50.0	123.823882397	5557633.0	9.09090909091
PD_16P_1_bbduk_adapt_filt	2.43337046041	47.0	117.474655251	4371221.0	9.09090909091
PD_16P_2_bbduk_adapt_filt	2.73066799118	48.0	117.474655251	4371221.0	9.09090909091
PD_170S_1_bbduk_adapt_filt	2.06990827011	48.0	126.69605385	4641309.0	9.09090909091
PD_170S_2_bbduk_adapt_filt	2.52774816437	48.0	126.69605385	4641309.0	9.09090909091
PD_171P_1_bbduk_adapt_filt	2.510431665	46.0	130.946290094	5644024.0	9.09090909091
PD_171P_2_bbduk_adapt_filt	2.80054384669	46.0	130.946290094	5644024.0	9.09090909091
PD_172S_1_bbduk_adapt_filt	2.52771643187	49.0	130.185839355	3368533.0	9.09090909091
PD_172S_2_bbduk_adapt_filt	3.12305752432	49.0	130.185839355	3368533.0	9.09090909091
PD_173P_1_bbduk_adapt_filt	2.59605830097	48.0	131.437459116	4948419.0	9.09090909091
PD_173P_2_bbduk_adapt_filt	2.83981116997	49.0	131.437459116	4948419.0	9.09090909091
PD_174S_1_bbduk_adapt_filt	3.89369503933	46.0	136.813702639	4873762.0	9.09090909091
PD_174S_2_bbduk_adapt_filt	4.46215091051	47.0	136.813702639	4873762.0	9.09090909091
PD_175P_1_bbduk_adapt_filt	3.29423042876	48.0	124.174656223	3984702.0	9.09090909091
PD_175P_2_bbduk_adapt_filt	3.84558019552	48.0	124.174656223	3984702.0	9.09090909091
PD_176S_1_bbduk_adapt_filt	2.44116821376	47.0	133.326238305	5205523.0	9.09090909091
PD_176S_2_bbduk_adapt_filt	2.6290143054	47.0	133.326238305	5205523.0	9.09090909091
PD_177P_1_bbduk_adapt_filt	3.03637958797	47.0	132.695785113	3834694.0	9.09090909091
PD_177P_2_bbduk_adapt_filt	3.25562450124	47.0	132.695785113	3834694.0	9.09090909091
PD_178S_1_bbduk_adapt_filt	2.63369650851	48.0	130.481833506	6141829.0	9.09090909091
PD_178S_2_bbduk_adapt_filt	2.94508742392	49.0	130.481833506	6141829.0	9.09090909091
PD_179P_1_bbduk_adapt_filt	4.89133089144	46.0	132.02531719	5650469.0	9.09090909091
PD_179P_2_bbduk_adapt_filt	5.10125333026	47.0	132.02531719	5650469.0	9.09090909091
PD_180S_1_bbduk_adapt_filt	2.67356416766	45.0	132.050394428	4841944.0	9.09090909091
PD_180S_2_bbduk_adapt_filt	3.12257819868	46.0	132.050394428	4841944.0	9.09090909091
PD_181P_1_bbduk_adapt_filt	2.7570195027	46.0	127.386153681	5176755.0	9.09090909091
PD_181P_2_bbduk_adapt_filt	3.08616866979	46.0	127.386153681	5176755.0	9.09090909091
PD_182S_1_bbduk_adapt_filt	30.5046251782	57.0	123.927586553	149475.0	36.3636363636
PD_182S_2_bbduk_adapt_filt	56.2000334504	72.0	123.927586553	149475.0	54.5454545455
PD_183P_1_bbduk_adapt_filt	3.17150624365	48.0	134.292538572	7080280.0	9.09090909091
PD_183P_2_bbduk_adapt_filt	3.48354021344	49.0	134.292538572	7080280.0	9.09090909091
PD_184S_1_bbduk_adapt_filt	3.55225369465	45.0	132.235389772	7837078.0	9.09090909091
PD_184S_2_bbduk_adapt_filt	3.83055325341	45.0	132.235389772	7837078.0	9.09090909091
PD_188S_1_bbduk_adapt_filt	2.07677172617	47.0	126.049704652	4060968.0	9.09090909091
PD_188S_2_bbduk_adapt_filt	2.31649943613	47.0	126.049704652	4060968.0	9.09090909091
PD_189P_1_bbduk_adapt_filt	2.64561170379	46.0	126.882332198	4755651.0	9.09090909091
PD_189P_2_bbduk_adapt_filt	2.91098275632	47.0	126.882332198	4755651.0	9.09090909091
PD_190S_1_bbduk_adapt_filt	2.21742267333	48.0	133.750035722	4724011.0	9.09090909091
PD_190S_2_bbduk_adapt_filt	2.53307445272	48.0	133.750035722	4724011.0	9.09090909091
PD_191P_1_bbduk_adapt_filt	44.9324591895	57.0	108.12329828	113635.0	45.4545454545
PD_191P_2_bbduk_adapt_filt	63.0518766225	70.0	108.12329828	113635.0	54.5454545455
PD_192S_1_bbduk_adapt_filt	87.8517761081	80.0	99.3152202908	89972.0	54.5454545455
PD_192S_2_bbduk_adapt_filt	96.403325479	97.0	99.3152202908	89972.0	54.5454545455
PD_193P_1_bbduk_adapt_filt	2.8797239787	46.0	127.63341832	5258487.0	9.09090909091
PD_193P_2_bbduk_adapt_filt	3.16892784133	47.0	127.63341832	5258487.0	9.09090909091
PD_194S_1_bbduk_adapt_filt	1.88646638694	48.0	127.337020637	3805672.0	9.09090909091
PD_194S_2_bbduk_adapt_filt	2.17288580499	49.0	127.337020637	3805672.0	9.09090909091
PD_195_1_bbduk_adapt_filt	3.01115458088	50.0	129.059280184	5736740.0	18.1818181818
PD_195_2_bbduk_adapt_filt	3.27254738292	50.0	129.059280184	5736740.0	18.1818181818
PD_196_1_bbduk_adapt_filt	3.0186234661	47.0	130.747158364	6754912.0	9.09090909091
PD_196_2_bbduk_adapt_filt	3.45696237576	47.0	130.747158364	6754912.0	9.09090909091
PD_197_1_bbduk_adapt_filt	2.69319033671	49.0	131.119953432	5682822.0	9.09090909091
PD_197_2_bbduk_adapt_filt	3.28480729107	49.0	131.119953432	5682822.0	9.09090909091
PD_198_1_bbduk_adapt_filt	2.97535520814	47.0	137.395735828	4059592.0	9.09090909091
PD_198_2_bbduk_adapt_filt	3.19543902829	47.0	137.395735828	4059592.0	9.09090909091
PD_199P_1_bbduk_adapt_filt	0.0	45.0	151.0	1.0	27.2727272727
PD_199P_2_bbduk_adapt_filt	0.0	47.0	151.0	1.0	36.3636363636
PD_1P_1_bbduk_adapt_filt	3.32073548497	52.0	121.365992951	4087729.0	9.09090909091
PD_1P_2_bbduk_adapt_filt	3.76528899699	52.0	121.365992951	4087729.0	9.09090909091
PD_200S_1_bbduk_adapt_filt	2.08341594844	48.0	131.365393678	5194496.0	9.09090909091
PD_200S_2_bbduk_adapt_filt	2.43339793643	48.0	131.365393678	5194496.0	9.09090909091
PD_203_1_bbduk_adapt_filt	1.52538914416	48.0	129.769935142	4488882.0	9.09090909091
PD_203_2_bbduk_adapt_filt	1.76386185283	49.0	129.769935142	4488882.0	9.09090909091
PD_204_1_bbduk_adapt_filt	2.47169009595	48.0	123.067348435	4434743.0	9.09090909091
PD_204_2_bbduk_adapt_filt	2.77416379796	48.0	123.067348435	4434743.0	9.09090909091
PD_205P_1_bbduk_adapt_filt	3.79324158365	45.0	136.140589828	3425575.0	9.09090909091
PD_205P_2_bbduk_adapt_filt	4.06536514491	46.0	136.140589828	3425575.0	9.09090909091
PD_206S_1_bbduk_adapt_filt	2.60535244971	48.0	131.157633758	6061595.0	9.09090909091
PD_206S_2_bbduk_adapt_filt	2.93235817146	48.0	131.157633758	6061595.0	9.09090909091
PD_207P_1_bbduk_adapt_filt	3.44952186559	48.0	128.909448918	5366551.0	9.09090909091
PD_207P_2_bbduk_adapt_filt	3.71589490789	48.0	128.909448918	5366551.0	9.09090909091
PD_208S_1_bbduk_adapt_filt	2.71716833428	48.0	131.380848475	4197483.0	9.09090909091
PD_208S_2_bbduk_adapt_filt	3.03411249046	48.0	131.380848475	4197483.0	9.09090909091
PD_209P_1_bbduk_adapt_filt	3.4443326453	46.0	130.962167065	5516014.0	9.09090909091
PD_209P_2_bbduk_adapt_filt	3.62569178584	46.0	130.962167065	5516014.0	9.09090909091
PD_210S_1_bbduk_adapt_filt	2.66754434734	46.0	132.444624338	4734896.0	9.09090909091
PD_210S_2_bbduk_adapt_filt	3.04833663111	46.0	132.444624338	4734896.0	9.09090909091
PD_211P_1_bbduk_adapt_filt	36.6964972269	58.0	114.08549973	122246.0	45.4545454545
PD_211P_2_bbduk_adapt_filt	61.311617558	73.0	114.08549973	122246.0	54.5454545455
PD_212S_1_bbduk_adapt_filt	52.5942606737	67.0	118.260567238	65722.0	54.5454545455
PD_212S_2_bbduk_adapt_filt	72.1006664435	80.0	118.260567238	65722.0	54.5454545455
PD_213S_1_bbduk_adapt_filt	2.44440880773	46.0	130.959100864	6063331.0	9.09090909091
PD_213S_2_bbduk_adapt_filt	2.82021309354	47.0	130.959100864	6063331.0	9.09090909091
PD_214S_1_bbduk_adapt_filt	3.98694389014	46.0	135.227170821	4713343.0	9.09090909091
PD_214S_2_bbduk_adapt_filt	4.27786084257	46.0	135.227170821	4713343.0	9.09090909091
PD_215S_1_bbduk_adapt_filt	3.20395160411	46.0	131.899367164	6960253.0	9.09090909091
PD_215S_2_bbduk_adapt_filt	3.42997859562	46.0	131.899367164	6960253.0	9.09090909091
PD_216S_1_bbduk_adapt_filt	35.1195898566	64.0	130.115840095	94406.0	45.4545454545
PD_216S_2_bbduk_adapt_filt	62.4822574836	77.0	130.115840095	94406.0	54.5454545455
PD_217P_1_bbduk_adapt_filt	30.396458755	55.0	124.814378196	129446.0	45.4545454545
PD_217P_2_bbduk_adapt_filt	52.4040912813	68.0	124.814378196	129446.0	54.5454545455
PD_218S_1_bbduk_adapt_filt	4.35365036839	47.0	104.665103818	1493.0	9.09090909091
PD_218S_2_bbduk_adapt_filt	15.2042866711	50.0	104.665103818	1493.0	36.3636363636
PD_221P_1_bbduk_adapt_filt	2.29009111712	48.0	132.678991736	5007896.0	9.09090909091
PD_221P_2_bbduk_adapt_filt	2.58925893185	48.0	132.678991736	5007896.0	9.09090909091
PD_222S_1_bbduk_adapt_filt	2.09779027171	47.0	127.951839707	4850012.0	9.09090909091
PD_222S_2_bbduk_adapt_filt	2.43534912206	47.0	127.951839707	4850012.0	9.09090909091
PD_223P_1_bbduk_adapt_filt	3.23476195032	49.0	131.558132511	6919794.0	9.09090909091
PD_223P_2_bbduk_adapt_filt	3.46142509278	50.0	131.558132511	6919794.0	9.09090909091
PD_224S_1_bbduk_adapt_filt	6.78175385286	45.0	132.88794183	7433425.0	9.09090909091
PD_224S_2_bbduk_adapt_filt	7.01134601184	45.0	132.88794183	7433425.0	9.09090909091
PD_225P_1_bbduk_adapt_filt	3.89058627347	46.0	130.103282782	6347147.0	9.09090909091
PD_225P_2_bbduk_adapt_filt	4.13600702478	46.0	130.103282782	6347147.0	9.09090909091
PD_226S_1_bbduk_adapt_filt	2.50826754366	47.0	131.296827402	4823271.0	9.09090909091
PD_226S_2_bbduk_adapt_filt	2.92835013792	47.0	131.296827402	4823271.0	9.09090909091
PD_227P_1_bbduk_adapt_filt	1.93999101634	47.0	121.141089592	4330851.0	9.09090909091
PD_227P_2_bbduk_adapt_filt	2.24726618511	47.0	121.141089592	4330851.0	9.09090909091
PD_228S_1_bbduk_adapt_filt	1.93484182106	47.0	133.815682721	5271139.0	9.09090909091
PD_228S_2_bbduk_adapt_filt	2.21689494659	47.0	133.815682721	5271139.0	9.09090909091
PD_229P_1_bbduk_adapt_filt	3.10630421642	48.0	130.443149636	5197249.0	9.09090909091
PD_229P_2_bbduk_adapt_filt	3.33994353423	48.0	130.443149636	5197249.0	9.09090909091
PD_230S_1_bbduk_adapt_filt	3.91535744185	46.0	133.923791468	5148728.0	9.09090909091
PD_230S_2_bbduk_adapt_filt	4.20744793566	46.0	133.923791468	5148728.0	9.09090909091
PD_231P_1_bbduk_adapt_filt	3.54712561368	47.0	127.468298451	6200738.0	9.09090909091
PD_231P_2_bbduk_adapt_filt	3.85881460606	47.0	127.468298451	6200738.0	9.09090909091
PD_232S_1_bbduk_adapt_filt	3.05396387775	48.0	129.315099983	5057436.0	9.09090909091
PD_232S_2_bbduk_adapt_filt	3.53841710106	48.0	129.315099983	5057436.0	9.09090909091
PD_25P_1_bbduk_adapt_filt	2.38639244828	47.0	116.492462172	3972033.0	9.09090909091
PD_25P_2_bbduk_adapt_filt	2.70906038568	47.0	116.492462172	3972033.0	9.09090909091
PD_26P_1_bbduk_adapt_filt	4.00287631831	49.0	118.938878236	4172.0	9.09090909091
PD_26P_2_bbduk_adapt_filt	4.36241610738	49.0	118.938878236	4172.0	9.09090909091
PD_27P_1_bbduk_adapt_filt	2.4807793995	47.0	121.909670603	4982254.0	9.09090909091
PD_27P_2_bbduk_adapt_filt	2.92091878384	48.0	121.909670603	4982254.0	9.09090909091
PD_28P_1_bbduk_adapt_filt	11.4795480152	52.0	118.895195598	398905.0	18.1818181818
PD_28P_2_bbduk_adapt_filt	14.009773201	54.0	118.895195598	398905.0	36.3636363636
PD_29P_1_bbduk_adapt_filt	2.91725294205	48.0	122.976023815	3456680.0	9.09090909091
PD_29P_2_bbduk_adapt_filt	3.52594086822	49.0	122.976023815	3456680.0	9.09090909091
PD_2P_1_bbduk_adapt_filt	2.39690046392	48.0	121.210498498	2997000.0	9.09090909091
PD_2P_2_bbduk_adapt_filt	2.95860147782	48.0	121.210498498	2997000.0	9.09090909091
PD_30P_1_bbduk_adapt_filt	2.41488793901	47.0	122.384936523	2937383.0	9.09090909091
PD_30P_2_bbduk_adapt_filt	2.97961314009	48.0	122.384936523	2937383.0	9.09090909091
PD_31P_1_bbduk_adapt_filt	2.76339027268	50.0	121.209706268	3863895.0	9.09090909091
PD_31P_2_bbduk_adapt_filt	3.05109509676	50.0	121.209706268	3863895.0	9.09090909091
PD_32P_1_bbduk_adapt_filt	2.20176677984	48.0	115.656250999	4473709.0	9.09090909091
PD_32P_2_bbduk_adapt_filt	2.60453766383	49.0	115.656250999	4473709.0	9.09090909091
PD_33P_1_bbduk_adapt_filt	2.43054478528	50.0	121.819765269	4590608.0	9.09090909091
PD_33P_2_bbduk_adapt_filt	2.7777555632	50.0	121.819765269	4590608.0	9.09090909091
PD_34P_1_bbduk_adapt_filt	2.7197572827	48.0	118.043709172	4913248.0	9.09090909091
PD_34P_2_bbduk_adapt_filt	3.06997450958	48.0	118.043709172	4913248.0	9.09090909091
PD_35P_1_bbduk_adapt_filt	3.04283723279	46.0	121.72496162	4599369.0	9.09090909091
PD_35P_2_bbduk_adapt_filt	3.38181900276	46.0	121.72496162	4599369.0	9.09090909091
PD_36P_1_bbduk_adapt_filt	84.115073019	77.0	76.2624641935	56903.0	63.6363636364
PD_36P_2_bbduk_adapt_filt	94.7348997417	95.0	76.2624641935	56903.0	54.5454545455
PD_38P_1_bbduk_adapt_filt	3.5768587083	44.0	120.123879121	3886014.0	9.09090909091
PD_38P_2_bbduk_adapt_filt	3.88343791463	44.0	120.123879121	3886014.0	9.09090909091
PD_39P_1_bbduk_adapt_filt	2.31148830102	48.0	119.369274546	2492357.0	18.1818181818
PD_39P_2_bbduk_adapt_filt	2.72236508648	49.0	119.369274546	2492357.0	9.09090909091
PD_3P_1_bbduk_adapt_filt	2.10870230791	47.0	117.998126404	4021679.0	9.09090909091
PD_3P_2_bbduk_adapt_filt	2.39776020649	47.0	117.998126404	4021679.0	9.09090909091
PD_40P_1_bbduk_adapt_filt	5.86899824568	45.0	122.920722133	3444959.0	9.09090909091
PD_40P_2_bbduk_adapt_filt	6.29167907622	45.0	122.920722133	3444959.0	9.09090909091
PD_41P_1_bbduk_adapt_filt	2.80051173953	47.0	130.85811963	3324357.0	9.09090909091
PD_41P_2_bbduk_adapt_filt	3.41644148661	48.0	130.85811963	3324357.0	9.09090909091
PD_42P_1_bbduk_adapt_filt	3.36438596395	48.0	125.491880918	4401421.0	18.1818181818
PD_42P_2_bbduk_adapt_filt	3.68202988311	49.0	125.491880918	4401421.0	18.1818181818
PD_43P_1_bbduk_adapt_filt	2.6765416649	49.0	117.532039686	2771079.0	9.09090909091
PD_43P_2_bbduk_adapt_filt	3.15582380338	50.0	117.532039686	2771079.0	18.1818181818
PD_44P_1_bbduk_adapt_filt	2.51769532377	47.0	122.330708252	3824643.0	9.09090909091
PD_44P_2_bbduk_adapt_filt	2.9764282444	47.0	122.330708252	3824643.0	9.09090909091
