Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_158P_1_bbduk_adapt_filt	pass	0.0	pass	130.579556146	Sanger / Illumina 1.9	pass	765.6 Mbp	10-151	Conventional base calls	pass	warn	warn	5863601.0	pass	warn	pass	45.0	96.6909108774	PD_158P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_158P_2_bbduk_adapt_filt	pass	0.0	pass	130.579556146	Sanger / Illumina 1.9	pass	765.6 Mbp	10-151	Conventional base calls	pass	warn	warn	5863601.0	pass	warn	warn	45.0	96.4222545862	PD_158P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_159S_1_bbduk_adapt_filt	pass	0.0	pass	129.037316019	Sanger / Illumina 1.9	pass	760.7 Mbp	10-151	Conventional base calls	pass	pass	warn	5895511.0	pass	warn	pass	46.0	96.5044068589	PD_159S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_159S_2_bbduk_adapt_filt	pass	0.0	pass	129.037316019	Sanger / Illumina 1.9	pass	760.7 Mbp	10-151	Conventional base calls	pass	pass	warn	5895511.0	pass	warn	warn	46.0	96.2264474926	PD_159S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_15P_1_bbduk_adapt_filt	pass	0.0	pass	120.409253054	Sanger / Illumina 1.9	pass	458.9 Mbp	10-151	Conventional base calls	pass	pass	warn	3811412.0	pass	pass	pass	47.0	97.8044854463	PD_15P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_15P_2_bbduk_adapt_filt	pass	0.0	pass	120.409253054	Sanger / Illumina 1.9	pass	458.9 Mbp	10-151	Conventional base calls	pass	pass	warn	3811412.0	pass	pass	warn	48.0	97.4364738756	PD_15P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_160P_1_bbduk_adapt_filt	pass	0.0	pass	125.734063531	Sanger / Illumina 1.9	pass	727.4 Mbp	10-151	Conventional base calls	pass	warn	warn	5785833.0	pass	pass	pass	49.0	96.3318482261	PD_160P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_160P_2_bbduk_adapt_filt	pass	0.0	pass	125.734063531	Sanger / Illumina 1.9	pass	727.4 Mbp	10-151	Conventional base calls	pass	warn	warn	5785833.0	pass	warn	warn	50.0	96.1204882714	PD_160P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_161S_1_bbduk_adapt_filt	fail	0.0	warn	128.422741413	Sanger / Illumina 1.9	pass	21.9 Mbp	10-151	Conventional base calls	pass	fail	warn	170693.0	pass	fail	fail	59.0	66.4969075263	PD_161S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_161S_2_bbduk_adapt_filt	fail	0.0	fail	128.422741413	Sanger / Illumina 1.9	pass	21.9 Mbp	10-151	Conventional base calls	pass	fail	warn	170693.0	pass	fail	fail	73.0	42.8353828218	PD_161S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_162P_1_bbduk_adapt_filt	pass	0.0	pass	131.593354889	Sanger / Illumina 1.9	pass	646.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4913176.0	pass	warn	pass	47.0	97.916690417	PD_162P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_162P_2_bbduk_adapt_filt	pass	0.0	pass	131.593354889	Sanger / Illumina 1.9	pass	646.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4913176.0	pass	warn	warn	47.0	97.4699057254	PD_162P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_163S_1_bbduk_adapt_filt	pass	0.0	pass	125.540537725	Sanger / Illumina 1.9	pass	725.4 Mbp	10-151	Conventional base calls	pass	pass	warn	5778346.0	pass	warn	pass	47.0	97.6630265085	PD_163S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_163S_2_bbduk_adapt_filt	pass	0.0	pass	125.540537725	Sanger / Illumina 1.9	pass	725.4 Mbp	10-151	Conventional base calls	pass	pass	warn	5778346.0	pass	warn	warn	47.0	97.4237715801	PD_163S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_164P_1_bbduk_adapt_filt	pass	0.0	pass	128.586949097	Sanger / Illumina 1.9	pass	494.3 Mbp	10-151	Conventional base calls	pass	warn	warn	3844485.0	pass	pass	pass	48.0	97.6183923287	PD_164P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_164P_2_bbduk_adapt_filt	pass	0.0	pass	128.586949097	Sanger / Illumina 1.9	pass	494.3 Mbp	10-151	Conventional base calls	pass	warn	warn	3844485.0	pass	pass	warn	49.0	97.0814909307	PD_164P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_165S_1_bbduk_adapt_filt	pass	0.0	pass	126.164993667	Sanger / Illumina 1.9	pass	792.1 Mbp	10-151	Conventional base calls	pass	pass	warn	6278544.0	pass	warn	pass	48.0	97.2158790337	PD_165S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_165S_2_bbduk_adapt_filt	pass	0.0	pass	126.164993667	Sanger / Illumina 1.9	pass	792.1 Mbp	10-151	Conventional base calls	pass	pass	warn	6278544.0	pass	warn	warn	48.0	96.959768542	PD_165S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_166_1_bbduk_adapt_filt	pass	0.0	pass	130.701842975	Sanger / Illumina 1.9	pass	579.6 Mbp	10-151	Conventional base calls	pass	warn	warn	4434623.0	pass	pass	pass	49.0	97.7039604485	PD_166_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_166_2_bbduk_adapt_filt	pass	0.0	pass	130.701842975	Sanger / Illumina 1.9	pass	579.6 Mbp	10-151	Conventional base calls	pass	warn	warn	4434623.0	pass	pass	warn	49.0	97.4924766205	PD_166_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_167P_1_bbduk_adapt_filt	pass	0.0	pass	136.198910092	Sanger / Illumina 1.9	pass	666.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4894176.0	pass	pass	pass	47.0	96.2267366998	PD_167P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_167P_2_bbduk_adapt_filt	pass	0.0	pass	136.198910092	Sanger / Illumina 1.9	pass	666.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4894176.0	pass	pass	warn	47.0	95.976919658	PD_167P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_169P_1_bbduk_adapt_filt	pass	0.0	pass	123.823882397	Sanger / Illumina 1.9	pass	688.1 Mbp	10-151	Conventional base calls	pass	pass	warn	5557633.0	pass	pass	pass	50.0	96.8912269346	PD_169P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_169P_2_bbduk_adapt_filt	pass	0.0	pass	123.823882397	Sanger / Illumina 1.9	pass	688.1 Mbp	10-151	Conventional base calls	pass	pass	warn	5557633.0	pass	pass	warn	50.0	96.6659514216	PD_169P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_16P_1_bbduk_adapt_filt	pass	0.0	pass	117.474655251	Sanger / Illumina 1.9	pass	513.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4371221.0	pass	pass	pass	47.0	97.5666295396	PD_16P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_16P_2_bbduk_adapt_filt	pass	0.0	pass	117.474655251	Sanger / Illumina 1.9	pass	513.5 Mbp	10-151	Conventional base calls	pass	warn	warn	4371221.0	pass	pass	warn	48.0	97.2693320088	PD_16P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_170S_1_bbduk_adapt_filt	pass	0.0	pass	126.69605385	Sanger / Illumina 1.9	pass	588 Mbp	10-151	Conventional base calls	pass	pass	warn	4641309.0	pass	warn	pass	48.0	97.9300917299	PD_170S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_170S_2_bbduk_adapt_filt	pass	0.0	pass	126.69605385	Sanger / Illumina 1.9	pass	588 Mbp	10-151	Conventional base calls	pass	pass	warn	4641309.0	pass	pass	warn	48.0	97.4722518356	PD_170S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_171P_1_bbduk_adapt_filt	pass	0.0	pass	130.946290094	Sanger / Illumina 1.9	pass	739 Mbp	10-151	Conventional base calls	pass	pass	warn	5644024.0	pass	warn	pass	46.0	97.489568335	PD_171P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_171P_2_bbduk_adapt_filt	pass	0.0	pass	130.946290094	Sanger / Illumina 1.9	pass	739 Mbp	10-151	Conventional base calls	pass	pass	warn	5644024.0	pass	pass	warn	46.0	97.1994561533	PD_171P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_172S_1_bbduk_adapt_filt	pass	0.0	pass	130.185839355	Sanger / Illumina 1.9	pass	438.5 Mbp	10-151	Conventional base calls	pass	pass	warn	3368533.0	pass	pass	pass	49.0	97.4722835681	PD_172S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_172S_2_bbduk_adapt_filt	pass	0.0	pass	130.185839355	Sanger / Illumina 1.9	pass	438.5 Mbp	10-151	Conventional base calls	pass	warn	warn	3368533.0	pass	pass	warn	49.0	96.8769424757	PD_172S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_173P_1_bbduk_adapt_filt	pass	0.0	pass	131.437459116	Sanger / Illumina 1.9	pass	650.4 Mbp	10-151	Conventional base calls	pass	pass	warn	4948419.0	pass	pass	pass	48.0	97.403941699	PD_173P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_173P_2_bbduk_adapt_filt	pass	0.0	pass	131.437459116	Sanger / Illumina 1.9	pass	650.4 Mbp	10-151	Conventional base calls	pass	pass	warn	4948419.0	pass	pass	warn	49.0	97.16018883	PD_173P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_174S_1_bbduk_adapt_filt	pass	0.0	pass	136.813702639	Sanger / Illumina 1.9	pass	666.7 Mbp	10-151	Conventional base calls	pass	pass	warn	4873762.0	pass	warn	pass	46.0	96.1063049607	PD_174S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_174S_2_bbduk_adapt_filt	pass	0.0	pass	136.813702639	Sanger / Illumina 1.9	pass	666.7 Mbp	10-151	Conventional base calls	pass	warn	warn	4873762.0	pass	warn	warn	47.0	95.5378490895	PD_174S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_175P_1_bbduk_adapt_filt	pass	0.0	pass	124.174656223	Sanger / Illumina 1.9	pass	494.7 Mbp	10-151	Conventional base calls	pass	pass	warn	3984702.0	pass	warn	pass	48.0	96.7057695712	PD_175P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_175P_2_bbduk_adapt_filt	pass	0.0	pass	124.174656223	Sanger / Illumina 1.9	pass	494.7 Mbp	10-151	Conventional base calls	pass	warn	warn	3984702.0	pass	warn	warn	48.0	96.1544198045	PD_175P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_176S_1_bbduk_adapt_filt	pass	0.0	pass	133.326238305	Sanger / Illumina 1.9	pass	694 Mbp	10-151	Conventional base calls	pass	warn	warn	5205523.0	pass	warn	pass	47.0	97.5588317862	PD_176S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_176S_2_bbduk_adapt_filt	pass	0.0	pass	133.326238305	Sanger / Illumina 1.9	pass	694 Mbp	10-151	Conventional base calls	pass	warn	warn	5205523.0	pass	warn	warn	47.0	97.3709856946	PD_176S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_177P_1_bbduk_adapt_filt	pass	0.0	pass	132.695785113	Sanger / Illumina 1.9	pass	508.8 Mbp	10-151	Conventional base calls	pass	warn	warn	3834694.0	pass	warn	pass	47.0	96.963620412	PD_177P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_177P_2_bbduk_adapt_filt	pass	0.0	pass	132.695785113	Sanger / Illumina 1.9	pass	508.8 Mbp	10-151	Conventional base calls	pass	warn	warn	3834694.0	pass	warn	warn	47.0	96.7443754988	PD_177P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_178S_1_bbduk_adapt_filt	pass	0.0	pass	130.481833506	Sanger / Illumina 1.9	pass	801.3 Mbp	10-151	Conventional base calls	pass	warn	warn	6141829.0	pass	warn	pass	48.0	97.3663034915	PD_178S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_178S_2_bbduk_adapt_filt	pass	0.0	pass	130.481833506	Sanger / Illumina 1.9	pass	801.3 Mbp	10-151	Conventional base calls	pass	warn	warn	6141829.0	pass	warn	warn	49.0	97.0549125761	PD_178S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_179P_1_bbduk_adapt_filt	pass	0.0	pass	132.02531719	Sanger / Illumina 1.9	pass	746 Mbp	10-151	Conventional base calls	pass	pass	warn	5650469.0	pass	pass	pass	46.0	95.1086691086	PD_179P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_179P_2_bbduk_adapt_filt	pass	0.0	pass	132.02531719	Sanger / Illumina 1.9	pass	746 Mbp	10-151	Conventional base calls	pass	pass	warn	5650469.0	pass	pass	warn	47.0	94.8987466697	PD_179P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_180S_1_bbduk_adapt_filt	pass	0.0	pass	132.050394428	Sanger / Illumina 1.9	pass	639.3 Mbp	10-151	Conventional base calls	pass	warn	warn	4841944.0	pass	warn	pass	45.0	97.3264358323	PD_180S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_180S_2_bbduk_adapt_filt	pass	0.0	pass	132.050394428	Sanger / Illumina 1.9	pass	639.3 Mbp	10-151	Conventional base calls	pass	warn	warn	4841944.0	pass	warn	warn	46.0	96.8774218013	PD_180S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_181P_1_bbduk_adapt_filt	pass	0.0	pass	127.386153681	Sanger / Illumina 1.9	pass	659.4 Mbp	10-151	Conventional base calls	pass	warn	warn	5176755.0	pass	pass	pass	46.0	97.2429804973	PD_181P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_181P_2_bbduk_adapt_filt	pass	0.0	pass	127.386153681	Sanger / Illumina 1.9	pass	659.4 Mbp	10-151	Conventional base calls	pass	warn	warn	5176755.0	pass	pass	warn	46.0	96.9138313302	PD_181P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_182S_1_bbduk_adapt_filt	fail	0.0	warn	123.927586553	Sanger / Illumina 1.9	pass	18.5 Mbp	10-151	Conventional base calls	pass	warn	warn	149475.0	pass	fail	fail	57.0	69.4953748218	PD_182S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_182S_2_bbduk_adapt_filt	fail	0.0	fail	123.927586553	Sanger / Illumina 1.9	pass	18.5 Mbp	10-151	Conventional base calls	pass	fail	warn	149475.0	pass	fail	fail	72.0	43.7999665496	PD_182S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_183P_1_bbduk_adapt_filt	pass	0.0	pass	134.292538572	Sanger / Illumina 1.9	pass	950.8 Mbp	10-151	Conventional base calls	pass	warn	warn	7080280.0	pass	pass	pass	48.0	96.8284937563	PD_183P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_183P_2_bbduk_adapt_filt	pass	0.0	pass	134.292538572	Sanger / Illumina 1.9	pass	950.8 Mbp	10-151	Conventional base calls	pass	warn	warn	7080280.0	pass	pass	warn	49.0	96.5164597866	PD_183P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_184S_1_bbduk_adapt_filt	pass	0.0	pass	132.235389772	Sanger / Illumina 1.9	pass	1 Gbp	10-151	Conventional base calls	pass	pass	warn	7837078.0	pass	warn	pass	45.0	96.4477463054	PD_184S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_184S_2_bbduk_adapt_filt	pass	0.0	pass	132.235389772	Sanger / Illumina 1.9	pass	1 Gbp	10-151	Conventional base calls	pass	pass	warn	7837078.0	pass	warn	warn	45.0	96.1694467466	PD_184S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_188S_1_bbduk_adapt_filt	pass	0.0	pass	126.049704652	Sanger / Illumina 1.9	pass	511.8 Mbp	10-151	Conventional base calls	pass	warn	warn	4060968.0	pass	warn	pass	47.0	97.9232282738	PD_188S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_188S_2_bbduk_adapt_filt	pass	0.0	pass	126.049704652	Sanger / Illumina 1.9	pass	511.8 Mbp	10-151	Conventional base calls	pass	pass	warn	4060968.0	pass	warn	warn	47.0	97.6835005639	PD_188S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_189P_1_bbduk_adapt_filt	pass	0.0	pass	126.882332198	Sanger / Illumina 1.9	pass	603.4 Mbp	10-151	Conventional base calls	pass	warn	warn	4755651.0	pass	warn	pass	46.0	97.3543882962	PD_189P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_189P_2_bbduk_adapt_filt	pass	0.0	pass	126.882332198	Sanger / Illumina 1.9	pass	603.4 Mbp	10-151	Conventional base calls	pass	warn	warn	4755651.0	pass	warn	warn	47.0	97.0890172437	PD_189P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_190S_1_bbduk_adapt_filt	pass	0.0	pass	133.750035722	Sanger / Illumina 1.9	pass	631.8 Mbp	10-151	Conventional base calls	pass	pass	warn	4724011.0	pass	pass	pass	48.0	97.7825773267	PD_190S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_190S_2_bbduk_adapt_filt	pass	0.0	pass	133.750035722	Sanger / Illumina 1.9	pass	631.8 Mbp	10-151	Conventional base calls	pass	warn	warn	4724011.0	pass	pass	warn	48.0	97.4669255473	PD_190S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_191P_1_bbduk_adapt_filt	fail	0.0	warn	108.12329828	Sanger / Illumina 1.9	pass	12.2 Mbp	10-151	Conventional base calls	pass	fail	warn	113635.0	pass	fail	fail	57.0	55.0675408105	PD_191P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_191P_2_bbduk_adapt_filt	fail	0.0	fail	108.12329828	Sanger / Illumina 1.9	pass	12.2 Mbp	10-151	Conventional base calls	pass	fail	warn	113635.0	pass	fail	fail	70.0	36.9481233775	PD_191P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_192S_1_bbduk_adapt_filt	fail	0.0	fail	99.3152202908	Sanger / Illumina 1.9	warn	8.9 Mbp	10-151	Conventional base calls	pass	fail	warn	89972.0	pass	fail	fail	80.0	12.1482238919	PD_192S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_192S_2_bbduk_adapt_filt	fail	0.0	fail	99.3152202908	Sanger / Illumina 1.9	pass	8.9 Mbp	10-151	Conventional base calls	pass	fail	warn	89972.0	pass	fail	fail	97.0	3.59667452096	PD_192S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_193P_1_bbduk_adapt_filt	pass	0.0	pass	127.63341832	Sanger / Illumina 1.9	pass	671.1 Mbp	10-151	Conventional base calls	pass	pass	warn	5258487.0	pass	warn	pass	46.0	97.1202760213	PD_193P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_193P_2_bbduk_adapt_filt	pass	0.0	pass	127.63341832	Sanger / Illumina 1.9	pass	671.1 Mbp	10-151	Conventional base calls	pass	pass	warn	5258487.0	pass	warn	warn	47.0	96.8310721587	PD_193P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_194S_1_bbduk_adapt_filt	pass	0.0	pass	127.337020637	Sanger / Illumina 1.9	pass	484.6 Mbp	10-151	Conventional base calls	pass	warn	warn	3805672.0	pass	warn	pass	48.0	98.1135336131	PD_194S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_194S_2_bbduk_adapt_filt	pass	0.0	pass	127.337020637	Sanger / Illumina 1.9	pass	484.6 Mbp	10-151	Conventional base calls	pass	warn	warn	3805672.0	pass	pass	warn	49.0	97.827114195	PD_194S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_195_1_bbduk_adapt_filt	pass	0.0	pass	129.059280184	Sanger / Illumina 1.9	pass	740.3 Mbp	10-151	Conventional base calls	pass	fail	warn	5736740.0	pass	pass	pass	50.0	96.9888454191	PD_195_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_195_2_bbduk_adapt_filt	pass	0.0	pass	129.059280184	Sanger / Illumina 1.9	pass	740.3 Mbp	10-151	Conventional base calls	pass	fail	warn	5736740.0	pass	pass	warn	50.0	96.7274526171	PD_195_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_196_1_bbduk_adapt_filt	pass	0.0	pass	130.747158364	Sanger / Illumina 1.9	pass	883.1 Mbp	10-151	Conventional base calls	pass	pass	warn	6754912.0	pass	warn	pass	47.0	96.9813765339	PD_196_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_196_2_bbduk_adapt_filt	pass	0.0	pass	130.747158364	Sanger / Illumina 1.9	pass	883.1 Mbp	10-151	Conventional base calls	pass	pass	warn	6754912.0	pass	warn	warn	47.0	96.5430376242	PD_196_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_197_1_bbduk_adapt_filt	pass	0.0	pass	131.119953432	Sanger / Illumina 1.9	pass	745.1 Mbp	10-151	Conventional base calls	pass	pass	warn	5682822.0	pass	warn	pass	49.0	97.3068096633	PD_197_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_197_2_bbduk_adapt_filt	pass	0.0	pass	131.119953432	Sanger / Illumina 1.9	pass	745.1 Mbp	10-151	Conventional base calls	pass	pass	warn	5682822.0	pass	warn	warn	49.0	96.7151927089	PD_197_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_198_1_bbduk_adapt_filt	pass	0.0	pass	137.395735828	Sanger / Illumina 1.9	pass	557.7 Mbp	10-151	Conventional base calls	pass	pass	warn	4059592.0	pass	pass	pass	47.0	97.0246447919	PD_198_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_198_2_bbduk_adapt_filt	pass	0.0	pass	137.395735828	Sanger / Illumina 1.9	pass	557.7 Mbp	10-151	Conventional base calls	pass	pass	warn	4059592.0	pass	warn	warn	47.0	96.8045609717	PD_198_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_199P_1_bbduk_adapt_filt	pass	0.0	pass	151.0	Sanger / Illumina 1.9	pass	151 bp	151.0	Conventional base calls	pass	fail	pass	1.0	pass	fail	fail	45.0	100.0	PD_199P_1_bbduk_adapt_filt.fastq.gz	pass	pass
PD_199P_2_bbduk_adapt_filt	pass	0.0	pass	151.0	Illumina 1.5	pass	151 bp	151.0	Conventional base calls	pass	fail	pass	1.0	pass	fail	fail	47.0	100.0	PD_199P_2_bbduk_adapt_filt.fastq.gz	pass	fail
PD_1P_1_bbduk_adapt_filt	pass	0.0	pass	121.365992951	Sanger / Illumina 1.9	pass	496.1 Mbp	10-151	Conventional base calls	pass	warn	warn	4087729.0	pass	pass	pass	52.0	96.679264515	PD_1P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_1P_2_bbduk_adapt_filt	pass	0.0	pass	121.365992951	Sanger / Illumina 1.9	pass	496.1 Mbp	10-151	Conventional base calls	pass	warn	warn	4087729.0	pass	pass	warn	52.0	96.234711003	PD_1P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_200S_1_bbduk_adapt_filt	pass	0.0	pass	131.365393678	Sanger / Illumina 1.9	pass	682.3 Mbp	10-151	Conventional base calls	pass	warn	warn	5194496.0	pass	warn	pass	48.0	97.9165840516	PD_200S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_200S_2_bbduk_adapt_filt	pass	0.0	pass	131.365393678	Sanger / Illumina 1.9	pass	682.3 Mbp	10-151	Conventional base calls	pass	warn	warn	5194496.0	pass	pass	warn	48.0	97.5666020636	PD_200S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_203_1_bbduk_adapt_filt	pass	0.0	pass	129.769935142	Sanger / Illumina 1.9	pass	582.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4488882.0	pass	pass	pass	48.0	98.4746108558	PD_203_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_203_2_bbduk_adapt_filt	pass	0.0	pass	129.769935142	Sanger / Illumina 1.9	pass	582.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4488882.0	pass	pass	warn	49.0	98.2361381472	PD_203_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_204_1_bbduk_adapt_filt	pass	0.0	pass	123.067348435	Sanger / Illumina 1.9	pass	545.7 Mbp	10-151	Conventional base calls	pass	pass	warn	4434743.0	pass	warn	pass	48.0	97.528309904	PD_204_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_204_2_bbduk_adapt_filt	pass	0.0	pass	123.067348435	Sanger / Illumina 1.9	pass	545.7 Mbp	10-151	Conventional base calls	pass	pass	warn	4434743.0	pass	warn	warn	48.0	97.225836202	PD_204_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_205P_1_bbduk_adapt_filt	pass	0.0	pass	136.140589828	Sanger / Illumina 1.9	pass	466.3 Mbp	10-151	Conventional base calls	pass	pass	warn	3425575.0	pass	warn	pass	45.0	96.2067584164	PD_205P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_205P_2_bbduk_adapt_filt	pass	0.0	pass	136.140589828	Sanger / Illumina 1.9	pass	466.3 Mbp	10-151	Conventional base calls	pass	pass	warn	3425575.0	pass	pass	warn	46.0	95.9346348551	PD_205P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_206S_1_bbduk_adapt_filt	pass	0.0	pass	131.157633758	Sanger / Illumina 1.9	pass	795 Mbp	10-151	Conventional base calls	pass	warn	warn	6061595.0	pass	warn	pass	48.0	97.3946475503	PD_206S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_206S_2_bbduk_adapt_filt	pass	0.0	pass	131.157633758	Sanger / Illumina 1.9	pass	795 Mbp	10-151	Conventional base calls	pass	warn	warn	6061595.0	pass	warn	warn	48.0	97.0676418285	PD_206S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_207P_1_bbduk_adapt_filt	pass	0.0	pass	128.909448918	Sanger / Illumina 1.9	pass	691.7 Mbp	10-151	Conventional base calls	pass	warn	warn	5366551.0	pass	pass	pass	48.0	96.5504781344	PD_207P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_207P_2_bbduk_adapt_filt	pass	0.0	pass	128.909448918	Sanger / Illumina 1.9	pass	691.7 Mbp	10-151	Conventional base calls	pass	warn	warn	5366551.0	pass	pass	warn	48.0	96.2841050921	PD_207P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_208S_1_bbduk_adapt_filt	pass	0.0	pass	131.380848475	Sanger / Illumina 1.9	pass	551.4 Mbp	10-151	Conventional base calls	pass	warn	warn	4197483.0	pass	warn	pass	48.0	97.2828316657	PD_208S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_208S_2_bbduk_adapt_filt	pass	0.0	pass	131.380848475	Sanger / Illumina 1.9	pass	551.4 Mbp	10-151	Conventional base calls	pass	warn	warn	4197483.0	pass	warn	warn	48.0	96.9658875095	PD_208S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_209P_1_bbduk_adapt_filt	pass	0.0	pass	130.962167065	Sanger / Illumina 1.9	pass	722.3 Mbp	10-151	Conventional base calls	pass	warn	warn	5516014.0	pass	warn	pass	46.0	96.5556673547	PD_209P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_209P_2_bbduk_adapt_filt	pass	0.0	pass	130.962167065	Sanger / Illumina 1.9	pass	722.3 Mbp	10-151	Conventional base calls	pass	warn	warn	5516014.0	pass	warn	warn	46.0	96.3743082142	PD_209P_2_bbduk_adapt_filt.fastq.gz	fail	pass
