Module	Section	Sample Name	Source
FastQC	all_sections	PD_161S_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_161S_2_fastqc.zip
FastQC	all_sections	PD_161S_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_161S_1_fastqc.zip
FastQC	all_sections	PD_142S_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_142S_1_fastqc.zip
FastQC	all_sections	PD_142S_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_142S_2_fastqc.zip
FastQC	all_sections	PD_199P_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_199P_2_fastqc.zip
FastQC	all_sections	PD_199P_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_199P_1_fastqc.zip
FastQC	all_sections	PD_Lib_neg_plate2_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_Lib_neg_plate2_2_fastqc.zip
FastQC	all_sections	PD_Lib_neg_plate2_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_Lib_neg_plate2_1_fastqc.zip
FastQC	all_sections	PD_215S_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_215S_1_fastqc.zip
FastQC	all_sections	PD_215S_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_215S_2_fastqc.zip
FastQC	all_sections	PD_153S_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_153S_2_fastqc.zip
FastQC	all_sections	PD_153S_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_153S_1_fastqc.zip
FastQC	all_sections	PD_104P_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_104P_1_fastqc.zip
FastQC	all_sections	PD_104P_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_104P_2_fastqc.zip
FastQC	all_sections	PD_Extr_neg_plate1_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_Extr_neg_plate1_1_fastqc.zip
FastQC	all_sections	PD_Extr_neg_plate1_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_Extr_neg_plate1_2_fastqc.zip
FastQC	all_sections	PD_76P_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/fastqc_raw/PD_76P_1_fastqc.zip
