Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PD_100P_1	0.856663541833	0.0
PD_100P_2	1.47201834273	0.0
PD_104P_1	2.51885943487	0.0
PD_104P_2	2.91030150283	0.0
PD_105P_1	6.05505458425	0.0
PD_105P_2	6.84583851614	0.0
PD_107P_1	87.2883837108	6.41453119432
PD_107P_2	96.0564841754	1.74276776103
PD_108S_1	2.90494647151	0.0
PD_108S_2	3.22955303033	0.0
PD_109S_1	2.60904659638	0.0
PD_109S_2	3.08125844375	0.0
PD_10P_1	37.420512562	0.755433584035
PD_10P_2	41.2365519294	0.0
PD_110S_1	11.7262780912	0.22173014847
PD_110S_2	13.4644246845	0.0
PD_111P_1	4.55872693177	0.115666118991
PD_111P_2	5.61246065749	0.0
PD_112S_1	73.577276854	16.8593893676
PD_112S_2	96.110424202	1.77617633004
PD_113P_1	2.77940766449	0.0
PD_113P_2	3.28961497703	0.0
PD_114P_1	10.7324118097	0.0
PD_114P_2	11.8735513079	0.0
PD_115S_1	7.53149595988	0.0
PD_115S_2	8.50495793238	0.0
PD_116P_1	3.34557126699	0.0
PD_116P_2	3.81435376278	0.0
PD_117_1	2.6826375821	0.163290983258
PD_117_2	3.363170437	0.0
PD_118_1	4.59649635018	0.306537510748
PD_118_2	5.85125767466	0.0
PD_119P_1	6.01556981433	0.0
PD_119P_2	6.97222604811	0.0
PD_11P_1	13.5940254514	0.12319436178
PD_11P_2	15.4860036467	0.0
PD_120S_1	4.19331442566	0.0
PD_120S_2	4.91299949217	0.0
PD_121S_1	3.70670052058	0.0
PD_121S_2	4.33607323363	0.0
PD_122S_1	1.84456414379	0.0
PD_122S_2	2.16160457439	0.0
PD_123P_1	3.02040671857	0.0
PD_123P_2	3.6046119239	0.0
PD_126P_1	2.44721612092	0.0
PD_126P_2	2.85935999679	0.0
PD_127S_1	2.59861191891	0.118411044449
PD_127S_2	3.32280219803	0.0
PD_128S_1	4.43014851992	0.233050341511
PD_128S_2	5.40483608418	0.0
PD_129P_1	24.4069645281	0.347366812205
PD_129P_2	26.7783827806	0.0
PD_12P_1	21.0853984512	0.544913542508
PD_12P_2	23.7268067567	0.0
PD_130S_1	6.06264669124	0.0
PD_130S_2	6.91164373374	0.0
PD_131P_1	7.81691176742	0.0
PD_131P_2	8.89404116513	0.0
PD_134S_1	4.02020649156	1.39646179506
PD_134S_2	6.23573629198	0.0
PD_137P_1	2.79171929342	0.0
PD_137P_2	3.32527906963	0.0
PD_138S_1	1.90849508984	2.13612137217
PD_138S_2	4.6766562779	0.0
PD_13P_1	15.9473335594	0.0
PD_13P_2	17.599471878	0.0
PD_140S_1	3.32636119295	0.0
PD_140S_2	3.84005667907	0.0
PD_141P_1	2.73808654393	0.0
PD_141P_2	3.27978465449	0.0
PD_142S_1	3.29519657027	0.0
PD_142S_2	3.78487346634	0.0
PD_145P_1	1.22544249814	0.0
PD_145P_2	1.69105211884	0.0
PD_146S_1	2.05354411209	0.0
PD_146S_2	2.52414377472	0.0
PD_147_1	2.88235722329	0.212376129131
PD_147_2	3.55407812299	0.0
PD_148P_1	3.52925793371	0.0
PD_148P_2	4.29665651534	0.0
PD_149S_1	4.44165524689	0.0
PD_149S_2	5.27514080755	0.0
PD_14P_1	17.4819240486	5.39782069745
PD_14P_2	24.9354577212	0.0
PD_150P_1	4.01059806767	0.0
PD_150P_2	4.56203135124	0.0
PD_151S_1	4.3142592854	0.141680485641
PD_151S_2	5.08469433552	0.0
PD_152P_1	4.39801659954	0.0
PD_152P_2	5.23974761535	0.0
PD_153S_1	2.91034198965	0.125248376394
PD_153S_2	3.58039136497	0.0
PD_156P_1	14.843042734	0.0
PD_156P_2	16.4629215371	0.0
PD_157S_1	2.4671832874	0.0
PD_157S_2	3.0427721187	0.0
PD_158P_1	2.29648363594	0.0
PD_158P_2	2.80933511805	0.0
PD_159S_1	2.87533879605	0.0
PD_159S_2	3.36980720438	0.0
PD_15P_1	7.8670278029	0.23226449426
PD_15P_2	9.22976844295	0.0
PD_160P_1	1.57004314296	0.0
PD_160P_2	1.93269114558	0.0
PD_161S_1	85.5068483661	6.21810858421
PD_161S_2	94.4376653537	1.69022029571
PD_162P_1	2.99178523241	0.116950159609
PD_162P_2	3.76499061652	0.0
PD_163S_1	4.16329158123	0.0
PD_163S_2	5.04109065437	0.0
PD_164P_1	10.3090410293	0.0
PD_164P_2	11.9279267299	0.0
PD_165S_1	3.68887993865	0.0
PD_165S_2	4.22596561449	0.0
PD_166_1	3.72088376034	0.0
PD_166_2	4.33269758732	0.0
PD_167P_1	3.46573035262	0.0
PD_167P_2	4.0680249709	0.0
PD_169P_1	3.74516764919	0.0
PD_169P_2	4.39919758829	0.0
PD_16P_1	18.0585811781	3.06036335427
PD_16P_2	23.0843178983	0.0
PD_170S_1	2.68534634566	0.132891072068
PD_170S_2	3.43552510115	0.0
PD_171P_1	2.08956297567	0.0
PD_171P_2	2.46482867576	0.0
PD_172S_1	28.4333242328	0.753304225138
PD_172S_2	31.434096636	0.0
PD_173P_1	3.40905453917	0.135975011634
PD_173P_2	4.08206295624	0.0
PD_174S_1	5.3615829439	0.0
PD_174S_2	6.44974129993	0.0
PD_175P_1	10.7199243141	4.15468852518
PD_175P_2	16.7367419692	0.0
PD_176S_1	2.18941398384	0.0
PD_176S_2	2.65092380621	0.0
PD_177P_1	4.33510455825	0.0
PD_177P_2	5.0334888078	0.0
PD_178S_1	2.69360333117	0.0
PD_178S_2	3.23562196516	0.0
PD_179P_1	4.14181732088	0.0
PD_179P_2	4.69498438796	0.0
PD_180S_1	3.99653363988	0.10314016311
PD_180S_2	4.78501045382	0.0
PD_181P_1	2.11138310894	0.0
PD_181P_2	2.62542133509	0.0
PD_182S_1	78.6082470141	12.3137921129
PD_182S_2	93.767212688	2.59622417667
PD_183P_1	2.53799927172	0.0
PD_183P_2	3.13053121753	0.0
PD_184S_1	2.92891340225	0.0
PD_184S_2	3.49388522329	0.0
PD_188S_1	2.18524947018	0.0
PD_188S_2	2.71979075766	0.0
PD_189P_1	2.31976644946	0.0
PD_189P_2	2.74001088014	0.0
PD_190S_1	3.00247221999	0.0
PD_190S_2	3.5428677302	0.0
PD_191P_1	86.0035128052	7.47502743523
PD_191P_2	94.8467942913	2.14490732305
PD_192S_1	87.0664414443	7.07889328475
PD_192S_2	96.6805240327	1.7605941703
PD_193P_1	3.49007073342	0.0
PD_193P_2	4.04000046747	0.0
PD_194S_1	2.41886046783	0.0
PD_194S_2	2.87447299838	0.0
PD_195_1	1.78934992149	0.0
PD_195_2	2.15621130505	0.0
PD_196_1	5.29042681821	0.0
PD_196_2	6.12514494582	0.0
PD_197_1	4.32028729087	0.0
PD_197_2	5.20605952727	0.0
PD_198_1	0.385865020806	0.0
PD_198_2	0.699662343586	0.0
PD_199P_1	100.0	0.0
PD_199P_2	100.0	0.0
PD_1P_1	8.37062293629	0.34008117896
PD_1P_2	9.62114793344	0.0
PD_200S_1	1.85972104561	0.0
PD_200S_2	2.32256025114	0.0
PD_203_1	2.54425109029	0.0
PD_203_2	2.9599887152	0.0
PD_204_1	3.9020466021	0.0
PD_204_2	4.51494512733	0.0
PD_205P_1	0.704402755833	0.0
PD_205P_2	1.10434039934	0.0
PD_206S_1	2.38768720537	0.0
PD_206S_2	2.99162802995	0.0
PD_207P_1	2.3719815953	0.0
PD_207P_2	2.78469645537	0.0
PD_208S_1	4.60016294757	0.0
PD_208S_2	5.25884245789	0.0
PD_209P_1	2.29517349544	0.0
PD_209P_2	2.787340486	0.0
PD_210S_1	3.2882182278	0.0
PD_210S_2	3.9542505586	0.0
PD_211P_1	83.0039952197	9.49492995089
PD_211P_2	95.4401354674	1.74387905353
PD_212S_1	87.9510669793	5.97245556611
PD_212S_2	96.0301699562	1.74068104804
PD_213S_1	3.67975124126	0.0
PD_213S_2	4.28409583	0.0
PD_214S_1	2.77192697042	0.0
PD_214S_2	3.30449765153	0.0
PD_215S_1	1.93709554098	0.0
PD_215S_2	2.4682989158	0.0
PD_216S_1	43.3213341286	42.6242679264
PD_216S_2	95.3939293171	1.74089236721
PD_217P_1	86.8479236977	6.13836335414
PD_217P_2	94.5739469579	1.7554536288
PD_218S_1	39.9475851741	1.16061400225
PD_218S_2	48.6709097716	1.57244477724
PD_221P_1	4.28333052067	0.195419974705
PD_221P_2	5.09487520313	0.0
PD_222S_1	3.82078983173	0.0
PD_222S_2	4.56047238455	0.0
PD_223P_1	2.32759419676	0.0
PD_223P_2	2.74856078567	0.0
PD_224S_1	3.76550509673	0.0
PD_224S_2	4.34532862847	0.0
PD_225P_1	1.95498512736	0.0
PD_225P_2	2.09869779075	0.0
PD_226S_1	4.11361547811	0.0
PD_226S_2	4.88230353455	0.0
PD_227P_1	5.07439373611	0.0
PD_227P_2	5.73661944485	0.0
PD_228S_1	2.78502033644	0.0
PD_228S_2	3.23763966774	0.0
PD_229P_1	2.54591273065	0.0
PD_229P_2	3.13914688753	0.0
PD_230S_1	3.75277012827	0.0
PD_230S_2	4.25801253853	0.0
PD_231P_1	2.39865595527	0.0
PD_231P_2	2.94940712206	0.0
PD_232S_1	3.04661125073	0.0
PD_232S_2	3.85063558716	0.0
PD_25P_1	16.323390991	0.144632333549
PD_25P_2	17.9615433396	0.0
PD_26P_1	22.5053840632	0.610193826274
PD_26P_2	24.6051687006	0.179468772434
PD_27P_1	9.73938076769	0.0
PD_27P_2	10.9098767266	0.0
PD_28P_1	83.0287126987	3.77399831686
PD_28P_2	87.6212825218	1.48461090067
PD_29P_1	18.8714010401	0.57305159847
PD_29P_2	21.0268002713	0.0
PD_2P_1	35.8908143825	0.928793000957
PD_2P_2	39.507096898	0.0
PD_30P_1	32.794141793	2.00433592659
PD_30P_2	37.6778634528	0.0
PD_31P_1	13.31277694	0.0
PD_31P_2	14.2082405838	0.0
PD_32P_1	16.7990080921	0.110498079067
PD_32P_2	18.5491351993	0.0
PD_33P_1	10.1705235399	0.0
PD_33P_2	11.1428339765	0.0
PD_34P_1	14.2893506773	1.21739188876
PD_34P_2	17.0994868727	0.0
PD_35P_1	10.4950060665	0.223036354429
PD_35P_2	11.7989138501	0.0
PD_36P_1	85.8807833087	7.68268823786
PD_36P_2	95.8242392667	1.98169203894
PD_38P_1	13.4911082719	0.683196315178
PD_38P_2	15.5393332065	0.0
PD_39P_1	33.1487144714	0.660203739558
PD_39P_2	36.170676413	0.0
PD_3P_1	12.8824451644	0.0
PD_3P_2	14.289865493	0.0
PD_40P_1	20.6102540379	0.105278512968
PD_40P_2	22.861608272	0.0
PD_41P_1	14.9290349517	0.251277650206
PD_41P_2	16.9917064658	0.0
PD_42P_1	4.15713895792	0.0
PD_42P_2	4.95484076759	0.0
PD_43P_1	44.3453606055	1.26739804477
PD_43P_2	48.7970505056	0.0
PD_44P_1	14.2543431615	0.0
