Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_100P_1	4.08662472878	50.0	151.0	3426316.0	27.2727272727
PD_100P_2	4.74324578684	51.0	151.0	3426316.0	36.3636363636
PD_104P_1	5.55347454008	49.0	151.0	5279453.0	36.3636363636
PD_104P_2	5.73313570866	49.0	151.0	5279453.0	27.2727272727
PD_105P_1	12.3095262316	55.0	151.0	3769677.0	45.4545454545
PD_105P_2	12.5349349611	57.0	151.0	3769677.0	36.3636363636
PD_107P_1	99.2729235063	83.0	151.0	5379489.0	54.5454545455
PD_107P_2	99.4854715755	99.0	151.0	5379489.0	54.5454545455
PD_108S_1	6.02221251286	50.0	151.0	5934877.0	27.2727272727
PD_108S_2	6.24871124296	50.0	151.0	5934877.0	27.2727272727
PD_109S_1	6.11059414697	49.0	151.0	5483344.0	27.2727272727
PD_109S_2	6.5085991248	49.0	151.0	5483344.0	27.2727272727
PD_10P_1	45.9477297005	65.0	151.0	5137447.0	45.4545454545
PD_10P_2	46.2035668393	71.0	151.0	5137447.0	45.4545454545
PD_110S_1	16.2446672261	52.0	151.0	5051185.0	45.4545454545
PD_110S_2	16.5639516012	55.0	151.0	5051185.0	45.4545454545
PD_111P_1	8.63513031266	51.0	151.0	4615872.0	27.2727272727
PD_111P_2	8.87731675058	52.0	151.0	4615872.0	27.2727272727
PD_112S_1	98.4911359618	82.0	151.0	4808982.0	54.5454545455
PD_112S_2	99.2891634862	98.0	151.0	4808982.0	54.5454545455
PD_113P_1	9.11699540125	53.0	151.0	5526969.0	36.3636363636
PD_113P_2	9.25138824972	53.0	151.0	5526969.0	36.3636363636
PD_114P_1	15.2943334371	54.0	151.0	4350476.0	45.4545454545
PD_114P_2	15.564155359	55.0	151.0	4350476.0	45.4545454545
PD_115S_1	12.8766710837	51.0	151.0	4314601.0	36.3636363636
PD_115S_2	13.0497511452	52.0	151.0	4314601.0	36.3636363636
PD_116P_1	6.32651954724	49.0	151.0	6404676.0	36.3636363636
PD_116P_2	6.54068629964	50.0	151.0	6404676.0	27.2727272727
PD_117_1	6.17568537821	48.0	151.0	4552609.0	27.2727272727
PD_117_2	6.51880255707	49.0	151.0	4552609.0	27.2727272727
PD_118_1	8.09893316591	50.0	151.0	4788321.0	27.2727272727
PD_118_2	8.45567366283	51.0	151.0	4788321.0	27.2727272727
PD_119P_1	9.34648475749	52.0	151.0	4741097.0	36.3636363636
PD_119P_2	9.6286359099	53.0	151.0	4741097.0	36.3636363636
PD_11P_1	18.4147578788	55.0	151.0	5292450.0	45.4545454545
PD_11P_2	18.7050836641	57.0	151.0	5292450.0	45.4545454545
PD_120S_1	7.21616596301	51.0	151.0	3770955.0	36.3636363636
PD_120S_2	7.52006314596	52.0	151.0	3770955.0	27.2727272727
PD_121S_1	7.17181762205	52.0	151.0	6477243.0	27.2727272727
PD_121S_2	7.45750396937	53.0	151.0	6477243.0	27.2727272727
PD_122S_1	4.67560366226	51.0	151.0	4974129.0	27.2727272727
PD_122S_2	4.85157959732	51.0	151.0	4974129.0	27.2727272727
PD_123P_1	8.1628602569	48.0	151.0	5820044.0	27.2727272727
PD_123P_2	8.55141069774	49.0	151.0	5820044.0	27.2727272727
PD_126P_1	6.3324146083	54.0	151.0	5922689.0	45.4545454545
PD_126P_2	6.62009106666	53.0	151.0	5922689.0	36.3636363636
PD_127S_1	5.21602978691	51.0	151.0	6033221.0	27.2727272727
PD_127S_2	5.50176373437	51.0	151.0	6033221.0	27.2727272727
PD_128S_1	7.79416085189	49.0	151.0	5611234.0	27.2727272727
PD_128S_2	8.03262441665	50.0	151.0	5611234.0	27.2727272727
PD_129P_1	31.4759209648	63.0	151.0	4560309.0	45.4545454545
PD_129P_2	31.7960950703	66.0	151.0	4560309.0	45.4545454545
PD_12P_1	26.9514293071	58.0	151.0	4488969.0	45.4545454545
PD_12P_2	27.1935519849	62.0	151.0	4488969.0	45.4545454545
PD_130S_1	9.78664085456	49.0	151.0	4255963.0	36.3636363636
PD_130S_2	10.0936739642	50.0	151.0	4255963.0	36.3636363636
PD_131P_1	14.7641189422	51.0	151.0	4881122.0	36.3636363636
PD_131P_2	14.9423421763	53.0	151.0	4881122.0	45.4545454545
PD_134S_1	9.56341821981	49.0	151.0	7201844.0	27.2727272727
PD_134S_2	9.84568598979	51.0	151.0	7201844.0	36.3636363636
PD_137P_1	5.34948040412	48.0	151.0	5327613.0	27.2727272727
PD_137P_2	5.65377842139	48.0	151.0	5327613.0	27.2727272727
PD_138S_1	8.5925499191	47.0	151.0	3741220.0	27.2727272727
PD_138S_2	8.8395717299	49.0	151.0	3741220.0	36.3636363636
PD_13P_1	22.2125684482	56.0	151.0	5406327.0	45.4545454545
PD_13P_2	22.4516209134	58.0	151.0	5406327.0	45.4545454545
PD_140S_1	6.7922348169	49.0	151.0	7243591.0	27.2727272727
PD_140S_2	6.97201278756	50.0	151.0	7243591.0	27.2727272727
PD_141P_1	10.0451430845	48.0	151.0	6777945.0	27.2727272727
PD_141P_2	10.2188684819	49.0	151.0	6777945.0	27.2727272727
PD_142S_1	8.14626007418	47.0	151.0	4660420.0	27.2727272727
PD_142S_2	8.43429705741	47.0	151.0	4660420.0	36.3636363636
PD_145P_1	3.82090606104	49.0	151.0	6834266.0	27.2727272727
PD_145P_2	4.17857728647	49.0	151.0	6834266.0	27.2727272727
PD_146S_1	4.71897780057	49.0	151.0	4468129.0	27.2727272727
PD_146S_2	5.00044278357	50.0	151.0	4468129.0	27.2727272727
PD_147_1	6.16017107403	48.0	151.0	5206329.0	27.2727272727
PD_147_2	6.35889442965	49.0	151.0	5206329.0	27.2727272727
PD_148P_1	7.18244376154	50.0	151.0	6447106.0	27.2727272727
PD_148P_2	7.53032599453	51.0	151.0	6447106.0	27.2727272727
PD_149S_1	7.2586207717	52.0	151.0	4581963.0	27.2727272727
PD_149S_2	7.63287397616	53.0	151.0	4581963.0	27.2727272727
PD_14P_1	28.2809351047	57.0	151.0	4740691.0	45.4545454545
PD_14P_2	28.5572040575	62.0	151.0	4740691.0	45.4545454545
PD_150P_1	7.6913430069	49.0	151.0	4853715.0	36.3636363636
PD_150P_2	7.92667907569	49.0	151.0	4853715.0	36.3636363636
PD_151S_1	7.26142899802	50.0	151.0	4745890.0	36.3636363636
PD_151S_2	7.51578731881	50.0	151.0	4745890.0	45.4545454545
PD_152P_1	7.26382596398	52.0	151.0	4381566.0	27.2727272727
PD_152P_2	7.74061386796	52.0	151.0	4381566.0	36.3636363636
PD_153S_1	6.4070307592	52.0	151.0	6284313.0	36.3636363636
PD_153S_2	6.68814388541	53.0	151.0	6284313.0	27.2727272727
PD_156P_1	21.9606250692	53.0	151.0	4760850.0	45.4545454545
PD_156P_2	22.2009716994	55.0	151.0	4760850.0	45.4545454545
PD_157S_1	6.49565447214	48.0	151.0	5423837.0	27.2727272727
PD_157S_2	6.75350971992	49.0	151.0	5423837.0	27.2727272727
PD_158P_1	5.93783299243	47.0	151.0	6027476.0	27.2727272727
PD_158P_2	6.18215934287	48.0	151.0	6027476.0	27.2727272727
PD_159S_1	6.68975749299	48.0	151.0	6098064.0	27.2727272727
PD_159S_2	6.94825740693	49.0	151.0	6098064.0	27.2727272727
PD_15P_1	11.2994080184	52.0	151.0	4198231.0	36.3636363636
PD_15P_2	11.6499751962	53.0	151.0	4198231.0	45.4545454545
PD_160P_1	5.37920046696	51.0	151.0	5891112.0	27.2727272727
PD_160P_2	5.57663835539	51.0	151.0	5891112.0	27.2727272727
PD_161S_1	97.3777562244	83.0	151.0	6062760.0	54.5454545455
PD_161S_2	98.2085879432	98.0	151.0	6062760.0	54.5454545455
PD_162P_1	5.59177208992	49.0	151.0	5096188.0	27.2727272727
PD_162P_2	6.00601965364	49.0	151.0	5096188.0	27.2727272727
PD_163S_1	7.22118539782	50.0	151.0	6080093.0	27.2727272727
PD_163S_2	7.41644946026	51.0	151.0	6080093.0	27.2727272727
PD_164P_1	14.1406489604	54.0	151.0	4361395.0	45.4545454545
PD_164P_2	14.5977554557	55.0	151.0	4361395.0	45.4545454545
PD_165S_1	6.83540107349	51.0	151.0	6549793.0	36.3636363636
PD_165S_2	7.04642290983	51.0	151.0	6549793.0	27.2727272727
PD_166_1	6.47864652627	51.0	151.0	4633926.0	27.2727272727
PD_166_2	6.66164052024	52.0	151.0	4633926.0	27.2727272727
PD_167P_1	7.58210628908	49.0	151.0	5096011.0	27.2727272727
PD_167P_2	7.81898659424	50.0	151.0	5096011.0	27.2727272727
PD_169P_1	7.24492069993	52.0	151.0	5807991.0	27.2727272727
PD_169P_2	7.44117083654	53.0	151.0	5807991.0	27.2727272727
PD_16P_1	26.2383688448	56.0	151.0	5723340.0	45.4545454545
PD_16P_2	26.4220354186	61.0	151.0	5723340.0	45.4545454545
PD_170S_1	5.188857063	50.0	151.0	4795657.0	27.2727272727
PD_170S_2	5.63526964274	51.0	151.0	4795657.0	27.2727272727
PD_171P_1	4.82724650755	47.0	151.0	5782836.0	27.2727272727
PD_171P_2	5.10087008495	48.0	151.0	5782836.0	27.2727272727
PD_172S_1	35.6803684167	61.0	151.0	4974086.0	45.4545454545
PD_172S_2	36.005386595	66.0	151.0	4974086.0	45.4545454545
PD_173P_1	6.50524481166	51.0	151.0	5155359.0	27.2727272727
PD_173P_2	6.70236794816	51.0	151.0	5155359.0	27.2727272727
PD_174S_1	9.89555473634	49.0	151.0	5191340.0	27.2727272727
PD_174S_2	10.4091239113	50.0	151.0	5191340.0	36.3636363636
PD_175P_1	20.0574570651	54.0	151.0	4790323.0	45.4545454545
PD_175P_2	20.4883123462	57.0	151.0	4790323.0	45.4545454545
PD_176S_1	4.86560554963	49.0	151.0	5339648.0	27.2727272727
PD_176S_2	5.04098564379	49.0	151.0	5339648.0	27.2727272727
PD_177P_1	7.92338223841	50.0	151.0	4037319.0	27.2727272727
PD_177P_2	8.12515976104	51.0	151.0	4037319.0	27.2727272727
PD_178S_1	5.61991756596	50.0	151.0	6337236.0	27.2727272727
PD_178S_2	5.90169418659	51.0	151.0	6337236.0	27.2727272727
PD_179P_1	9.35590052017	49.0	151.0	5925877.0	27.2727272727
PD_179P_2	9.53364450575	50.0	151.0	5925877.0	27.2727272727
PD_180S_1	7.21176710474	48.0	151.0	5078526.0	27.2727272727
PD_180S_2	7.6340990288	49.0	151.0	5078526.0	36.3636363636
PD_181P_1	5.14362282042	48.0	151.0	5310500.0	27.2727272727
PD_181P_2	5.48466796592	49.0	151.0	5310500.0	27.2727272727
PD_182S_1	97.2946171745	82.0	151.0	5677861.0	54.5454545455
PD_182S_2	98.1117238959	98.0	151.0	5677861.0	54.5454545455
PD_183P_1	6.03608163895	50.0	151.0	7296653.0	27.2727272727
PD_183P_2	6.33271744091	50.0	151.0	7296653.0	27.2727272727
PD_184S_1	6.83859148135	47.0	151.0	8114033.0	27.2727272727
PD_184S_2	7.09351939681	48.0	151.0	8114033.0	27.2727272727
PD_188S_1	4.62839224263	49.0	151.0	4171240.0	36.3636363636
PD_188S_2	4.86634775091	49.0	151.0	4171240.0	27.2727272727
PD_189P_1	5.21422845384	48.0	151.0	4885966.0	27.2727272727
PD_189P_2	5.49067714663	49.0	151.0	4885966.0	27.2727272727
PD_190S_1	5.53902284254	50.0	151.0	4889937.0	27.2727272727
PD_190S_2	5.82149726157	50.0	151.0	4889937.0	27.2727272727
PD_191P_1	98.51486458	83.0	151.0	7299010.0	54.5454545455
PD_191P_2	98.7475561754	98.0	151.0	7299010.0	54.5454545455
PD_192S_1	99.3674289148	83.0	151.0	5912379.0	54.5454545455
PD_192S_2	99.6082964235	99.0	151.0	5912379.0	54.5454545455
PD_193P_1	6.72472323917	50.0	151.0	5476336.0	36.3636363636
PD_193P_2	6.97837269953	50.0	151.0	5476336.0	27.2727272727
PD_194S_1	4.54058976666	51.0	151.0	3913413.0	27.2727272727
PD_194S_2	4.80733951917	51.0	151.0	3913413.0	27.2727272727
PD_195_1	4.96815534431	51.0	151.0	5856708.0	36.3636363636
PD_195_2	5.21904459186	51.0	151.0	5856708.0	36.3636363636
PD_196_1	8.9005904297	50.0	151.0	7184581.0	27.2727272727
PD_196_2	9.28058735106	51.0	151.0	7184581.0	36.3636363636
PD_197_1	7.50812149399	51.0	151.0	5977496.0	27.2727272727
PD_197_2	8.05324715457	52.0	151.0	5977496.0	27.2727272727
PD_198_1	3.3833623908	47.0	151.0	4078110.0	18.1818181818
PD_198_2	3.61482392391	48.0	151.0	4078110.0	18.1818181818
PD_199P_1	0.0	45.0	151.0	1.0	27.2727272727
PD_199P_2	0.0	47.0	151.0	1.0	36.3636363636
PD_1P_1	12.9124963582	55.0	151.0	4530977.0	45.4545454545
PD_1P_2	13.2957321837	57.0	151.0	4530977.0	45.4545454545
PD_200S_1	4.15790980986	50.0	151.0	5308323.0	27.2727272727
PD_200S_2	4.49400671889	50.0	151.0	5308323.0	27.2727272727
PD_203_1	4.32169640338	51.0	151.0	4622146.0	27.2727272727
PD_203_2	4.55570487159	51.0	151.0	4622146.0	27.2727272727
PD_204_1	6.73566858661	51.0	151.0	4639104.0	36.3636363636
PD_204_2	7.01989977123	51.0	151.0	4639104.0	27.2727272727
PD_205P_1	4.63517927402	46.0	151.0	3457539.0	18.1818181818
PD_205P_2	4.90653714844	47.0	151.0	3457539.0	27.2727272727
PD_206S_1	5.27658418767	49.0	151.0	6233061.0	27.2727272727
PD_206S_2	5.58830935345	50.0	151.0	6233061.0	27.2727272727
PD_207P_1	6.02313149217	50.0	151.0	5514461.0	27.2727272727
PD_207P_2	6.27524885283	50.0	151.0	5514461.0	36.3636363636
PD_208S_1	7.78326032573	50.0	151.0	4427191.0	27.2727272727
PD_208S_2	8.05754084861	51.0	151.0	4427191.0	36.3636363636
PD_209P_1	6.00029178939	48.0	151.0	5666979.0	27.2727272727
PD_209P_2	6.16340655893	48.0	151.0	5666979.0	27.2727272727
PD_210S_1	6.29078967394	48.0	151.0	4918530.0	27.2727272727
PD_210S_2	6.66621899449	49.0	151.0	4918530.0	27.2727272727
PD_211P_1	97.9035555189	83.0	151.0	5912566.0	54.5454545455
PD_211P_2	98.6190428995	98.0	151.0	5912566.0	54.5454545455
PD_212S_1	98.8438509332	84.0	151.0	5265238.0	54.5454545455
PD_212S_2	99.1594112175	98.0	151.0	5265238.0	54.5454545455
PD_213S_1	6.54188363651	49.0	151.0	6329667.0	27.2727272727
PD_213S_2	6.87767101747	50.0	151.0	6329667.0	27.2727272727
PD_214S_1	7.03135684549	48.0	151.0	4868274.0	27.2727272727
PD_214S_2	7.3013471679	49.0	151.0	4868274.0	27.2727272727
PD_215S_1	5.44681389663	48.0	151.0	7126649.0	27.2727272727
PD_215S_2	5.66234492062	48.0	151.0	7126649.0	27.2727272727
PD_216S_1	97.3871421919	83.0	151.0	5160342.0	54.5454545455
PD_216S_2	98.7224102589	98.0	151.0	5160342.0	54.5454545455
PD_217P_1	97.6629288846	84.0	151.0	5258242.0	54.5454545455
PD_217P_2	98.2565465796	98.0	151.0	5258242.0	54.5454545455
PD_218S_1	43.8786971172	67.0	151.0	2671.0	45.4545454545
PD_218S_2	51.9655559715	75.0	151.0	2671.0	54.5454545455
PD_221P_1	7.24128928325	51.0	151.0	5273770.0	27.2727272727
PD_221P_2	7.51228735253	51.0	151.0	5273770.0	27.2727272727
PD_222S_1	6.38510713979	50.0	151.0	5073663.0	27.2727272727
PD_222S_2	6.70601941047	51.0	151.0	5073663.0	27.2727272727
PD_223P_1	5.81062565359	51.0	151.0	7110303.0	27.2727272727
PD_223P_2	6.0119057727	51.0	151.0	7110303.0	27.2727272727
PD_224S_1	10.8276846617	48.0	151.0	7766156.0	27.2727272727
PD_224S_2	11.0149542473	48.0	151.0	7766156.0	36.3636363636
PD_225P_1	6.00769609546	48.0	151.0	6492121.0	27.2727272727
PD_225P_2	6.20094057575	48.0	151.0	6492121.0	27.2727272727
PD_226S_1	7.09451825459	50.0	151.0	5060050.0	27.2727272727
PD_226S_2	7.47130471539	50.0	151.0	5060050.0	36.3636363636
PD_227P_1	7.53753510097	52.0	151.0	4594204.0	36.3636363636
PD_227P_2	7.79843798391	51.0	151.0	4594204.0	36.3636363636
PD_228S_1	4.98819330431	49.0	151.0	5441217.0	27.2727272727
PD_228S_2	5.24810322225	49.0	151.0	5441217.0	27.2727272727
PD_229P_1	6.04502868495	49.0	151.0	5360278.0	27.2727272727
PD_229P_2	6.25303586706	50.0	151.0	5360278.0	27.2727272727
PD_230S_1	8.11307693137	48.0	151.0	5381971.0	27.2727272727
PD_230S_2	8.3881263034	49.0	151.0	5381971.0	36.3636363636
PD_231P_1	6.24600883704	49.0	151.0	6380740.0	27.2727272727
PD_231P_2	6.55165200674	50.0	151.0	6380740.0	27.2727272727
PD_232S_1	6.485351708	50.0	151.0	5243498.0	27.2727272727
PD_232S_2	6.94551151306	51.0	151.0	5243498.0	27.2727272727
PD_25P_1	20.8245988177	56.0	151.0	4864749.0	45.4545454545
PD_25P_2	21.0307216146	58.0	151.0	4864749.0	45.4545454545
PD_26P_1	26.6690595836	59.0	151.0	5572.0	45.4545454545
PD_26P_2	27.9612347452	63.0	151.0	5572.0	45.4545454545
