Module	Section	Sample Name	Source
FastQC	all_sections	PD_126P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_126P_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_126P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_126P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_30P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_30P_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_213S_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_213S_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_213S_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_213S_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_30P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_30P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_121S_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_121S_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_121S_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_121S_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_209P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_209P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_209P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_209P_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_145P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_145P_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_145P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_145P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_6P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_6P_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_114P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_114P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_114P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_114P_filtered_prinseq_1_fastqc.zip
FastQC	all_sections	PD_6P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_6P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_5P_filtered_prinseq_2	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_5P_filtered_prinseq_2_fastqc.zip
FastQC	all_sections	PD_5P_filtered_prinseq_1	/bulk/IMCshared_bulk/daniel/parkinsons/novaseq/results_0526/fastqc_prinseq124/PD_5P_filtered_prinseq_1_fastqc.zip
