Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_231P_filtered_prinseq_1	pass	0.0	pass	129.983381426	Sanger / Illumina 1.9	pass	732.6 Mbp	60-151	Conventional base calls	pass	pass	warn	5603128.0	pass	warn	pass	47.0	96.9508724875	PD_231P_filtered_prinseq_1.fastq	fail	pass
PD_231P_filtered_prinseq_2	pass	0.0	pass	129.940221605	Sanger / Illumina 1.9	pass	732.4 Mbp	60-151	Conventional base calls	pass	pass	warn	5603128.0	pass	warn	pass	47.0	96.8894791548	PD_231P_filtered_prinseq_2.fastq	fail	pass
PD_232S_filtered_prinseq_1	pass	0.0	pass	131.353487419	Sanger / Illumina 1.9	pass	603.7 Mbp	60-151	Conventional base calls	pass	warn	warn	4568536.0	pass	warn	pass	48.0	97.4627925857	PD_232S_filtered_prinseq_1.fastq	fail	pass
PD_232S_filtered_prinseq_2	pass	0.0	pass	131.249859036	Sanger / Illumina 1.9	pass	603.2 Mbp	60-151	Conventional base calls	pass	pass	warn	4568536.0	pass	warn	pass	48.0	97.4706644103	PD_232S_filtered_prinseq_2.fastq	fail	pass
PD_25P_filtered_prinseq_1	pass	0.0	pass	122.060511473	Sanger / Illumina 1.9	pass	422 Mbp	60-151	Conventional base calls	pass	warn	warn	3438224.0	pass	warn	pass	47.0	98.2683586195	PD_25P_filtered_prinseq_1.fastq	fail	pass
PD_25P_filtered_prinseq_2	pass	0.0	pass	122.075389503	Sanger / Illumina 1.9	pass	422.1 Mbp	60-151	Conventional base calls	pass	warn	warn	3438224.0	pass	warn	pass	47.0	98.2807075539	PD_25P_filtered_prinseq_2.fastq	fail	pass
PD_26P_filtered_prinseq_1	pass	0.0	pass	123.741046832	Sanger / Illumina 1.9	pass	451.7 kbp	60-151	Conventional base calls	pass	warn	warn	3630.0	pass	warn	pass	49.0	98.5674931129	PD_26P_filtered_prinseq_1.fastq	fail	pass
PD_26P_filtered_prinseq_2	pass	0.0	pass	123.78292011	Sanger / Illumina 1.9	pass	451.9 kbp	60-151	Conventional base calls	pass	pass	warn	3630.0	pass	pass	pass	49.0	98.5674931129	PD_26P_filtered_prinseq_2.fastq	fail	pass
PD_27P_filtered_prinseq_1	pass	0.0	pass	125.841977733	Sanger / Illumina 1.9	pass	556.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4393596.0	pass	pass	pass	47.0	98.2907809822	PD_27P_filtered_prinseq_1.fastq	fail	pass
PD_27P_filtered_prinseq_2	pass	0.0	pass	125.797298159	Sanger / Illumina 1.9	pass	555.9 Mbp	60-151	Conventional base calls	pass	pass	warn	4393596.0	pass	pass	pass	47.0	98.2386306913	PD_27P_filtered_prinseq_2.fastq	fail	pass
PD_28P_filtered_prinseq_1	pass	0.0	pass	124.751407615	Sanger / Illumina 1.9	pass	38.2 Mbp	60-151	Conventional base calls	pass	pass	warn	305126.0	pass	pass	pass	48.0	99.2945112905	PD_28P_filtered_prinseq_1.fastq	fail	pass
PD_28P_filtered_prinseq_2	pass	0.0	pass	124.773038024	Sanger / Illumina 1.9	pass	38.2 Mbp	60-151	Conventional base calls	pass	pass	warn	305126.0	pass	pass	pass	48.0	99.2766739427	PD_28P_filtered_prinseq_2.fastq	fail	pass
PD_29P_filtered_prinseq_1	pass	0.0	pass	127.096020534	Sanger / Illumina 1.9	pass	386.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3026436.0	pass	pass	pass	48.0	98.0912752082	PD_29P_filtered_prinseq_1.fastq	fail	pass
PD_29P_filtered_prinseq_2	pass	0.0	pass	127.043009005	Sanger / Illumina 1.9	pass	386.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3026436.0	pass	pass	pass	48.0	98.0106054376	PD_29P_filtered_prinseq_2.fastq	fail	pass
PD_2P_filtered_prinseq_1	pass	0.0	pass	125.920668942	Sanger / Illumina 1.9	pass	329.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2604352.0	pass	pass	pass	48.0	98.9527519999	PD_2P_filtered_prinseq_1.fastq	fail	pass
PD_2P_filtered_prinseq_2	pass	0.0	pass	125.820141056	Sanger / Illumina 1.9	pass	329.6 Mbp	60-151	Conventional base calls	pass	pass	warn	2604352.0	pass	pass	pass	48.0	98.980404591	PD_2P_filtered_prinseq_2.fastq	fail	pass
PD_30P_filtered_prinseq_1	pass	0.0	pass	127.192202837	Sanger / Illumina 1.9	pass	325.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2546362.0	pass	pass	pass	47.0	98.8006129642	PD_30P_filtered_prinseq_1.fastq	fail	pass
PD_30P_filtered_prinseq_2	pass	0.0	pass	127.08641505	Sanger / Illumina 1.9	pass	325.5 Mbp	60-151	Conventional base calls	pass	pass	warn	2546362.0	pass	pass	pass	47.0	98.8326172592	PD_30P_filtered_prinseq_2.fastq	fail	pass
PD_31P_filtered_prinseq_1	pass	0.0	pass	125.477416629	Sanger / Illumina 1.9	pass	431.2 Mbp	60-151	Conventional base calls	pass	fail	warn	3417116.0	pass	pass	pass	49.0	98.0213787157	PD_31P_filtered_prinseq_1.fastq	fail	pass
PD_31P_filtered_prinseq_2	pass	0.0	pass	125.482399193	Sanger / Illumina 1.9	pass	431.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3417116.0	pass	pass	pass	50.0	98.0515466805	PD_31P_filtered_prinseq_2.fastq	fail	pass
PD_32P_filtered_prinseq_1	pass	0.0	pass	120.854154774	Sanger / Illumina 1.9	pass	471.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3876541.0	pass	pass	pass	48.0	98.5824624582	PD_32P_filtered_prinseq_1.fastq	fail	pass
PD_32P_filtered_prinseq_2	pass	0.0	pass	120.840183555	Sanger / Illumina 1.9	pass	471.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3876541.0	pass	pass	pass	48.0	98.5768379554	PD_32P_filtered_prinseq_2.fastq	fail	pass
PD_33P_filtered_prinseq_1	pass	0.0	pass	125.776624088	Sanger / Illumina 1.9	pass	516.7 Mbp	60-151	Conventional base calls	pass	warn	warn	4084478.0	pass	pass	pass	49.0	98.216500361	PD_33P_filtered_prinseq_1.fastq	fail	pass
PD_33P_filtered_prinseq_2	pass	0.0	pass	125.770183607	Sanger / Illumina 1.9	pass	516.7 Mbp	60-151	Conventional base calls	pass	warn	warn	4084478.0	pass	pass	pass	50.0	98.1575860064	PD_33P_filtered_prinseq_2.fastq	fail	pass
PD_34P_filtered_prinseq_1	pass	0.0	pass	122.779019852	Sanger / Illumina 1.9	pass	531.2 Mbp	60-151	Conventional base calls	pass	warn	warn	4302124.0	pass	warn	pass	48.0	98.095163635	PD_34P_filtered_prinseq_1.fastq	fail	pass
PD_34P_filtered_prinseq_2	pass	0.0	pass	122.745572652	Sanger / Illumina 1.9	pass	531.1 Mbp	60-151	Conventional base calls	pass	warn	warn	4302124.0	pass	warn	pass	48.0	98.0924813569	PD_34P_filtered_prinseq_2.fastq	fail	pass
PD_35P_filtered_prinseq_1	pass	0.0	pass	125.327635627	Sanger / Illumina 1.9	pass	511.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4059177.0	pass	warn	pass	46.0	97.7155549489	PD_35P_filtered_prinseq_1.fastq	fail	pass
PD_35P_filtered_prinseq_2	pass	0.0	pass	125.293649427	Sanger / Illumina 1.9	pass	511.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4059177.0	pass	warn	pass	46.0	97.7776827854	PD_35P_filtered_prinseq_2.fastq	fail	pass
PD_36P_filtered_prinseq_1	pass	0.0	pass	126.328750747	Sanger / Illumina 1.9	pass	212.5 kbp	60-151	Conventional base calls	pass	pass	warn	1673.0	pass	fail	warn	47.0	98.6849970114	PD_36P_filtered_prinseq_1.fastq	fail	pass
PD_36P_filtered_prinseq_2	pass	0.0	pass	126.08726838	Sanger / Illumina 1.9	pass	212.1 kbp	60-151	Conventional base calls	pass	fail	warn	1673.0	pass	warn	warn	47.0	99.1631799163	PD_36P_filtered_prinseq_2.fastq	fail	pass
PD_38P_filtered_prinseq_1	pass	0.0	pass	124.026504583	Sanger / Illumina 1.9	pass	429.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3439707.0	pass	warn	pass	44.0	97.2138832353	PD_38P_filtered_prinseq_1.fastq	fail	pass
PD_38P_filtered_prinseq_2	pass	0.0	pass	124.017682901	Sanger / Illumina 1.9	pass	429 Mbp	60-151	Conventional base calls	pass	pass	warn	3439707.0	pass	warn	pass	44.0	97.1980417024	PD_38P_filtered_prinseq_2.fastq	fail	pass
PD_39P_filtered_prinseq_1	pass	0.0	pass	124.872963808	Sanger / Illumina 1.9	pass	271.9 Mbp	60-151	Conventional base calls	pass	warn	warn	2165194.0	pass	pass	pass	48.0	98.9306102575	PD_39P_filtered_prinseq_1.fastq	fail	pass
PD_39P_filtered_prinseq_2	pass	0.0	pass	124.851120962	Sanger / Illumina 1.9	pass	271.9 Mbp	60-151	Conventional base calls	pass	warn	warn	2165194.0	pass	pass	pass	48.0	98.9331003577	PD_39P_filtered_prinseq_2.fastq	fail	pass
PD_3P_filtered_prinseq_1	pass	0.0	pass	123.148726122	Sanger / Illumina 1.9	pass	436.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3525023.0	pass	pass	pass	47.0	98.653297691	PD_3P_filtered_prinseq_1.fastq	fail	pass
PD_3P_filtered_prinseq_2	pass	0.0	pass	123.119871842	Sanger / Illumina 1.9	pass	436.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3525023.0	pass	pass	pass	47.0	98.6341397131	PD_3P_filtered_prinseq_2.fastq	fail	pass
PD_40P_filtered_prinseq_1	pass	0.0	pass	126.876155281	Sanger / Illumina 1.9	pass	386.6 Mbp	60-151	Conventional base calls	pass	warn	warn	3029673.0	pass	pass	pass	45.0	95.135923237	PD_40P_filtered_prinseq_1.fastq	fail	pass
PD_40P_filtered_prinseq_2	pass	0.0	pass	126.781692282	Sanger / Illumina 1.9	pass	386.3 Mbp	60-151	Conventional base calls	pass	warn	warn	3029673.0	pass	pass	pass	45.0	95.1179099964	PD_40P_filtered_prinseq_2.fastq	fail	pass
PD_41P_filtered_prinseq_1	pass	0.0	pass	132.337840156	Sanger / Illumina 1.9	pass	401.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3019422.0	pass	pass	pass	47.0	98.222998728	PD_41P_filtered_prinseq_1.fastq	fail	pass
PD_41P_filtered_prinseq_2	pass	0.0	pass	132.214365531	Sanger / Illumina 1.9	pass	401.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3019422.0	pass	pass	pass	47.0	98.2059359196	PD_41P_filtered_prinseq_2.fastq	fail	pass
PD_42P_filtered_prinseq_1	pass	0.0	pass	127.672836758	Sanger / Illumina 1.9	pass	514.2 Mbp	60-151	Conventional base calls	pass	fail	warn	4004533.0	pass	pass	pass	48.0	97.2788862207	PD_42P_filtered_prinseq_1.fastq	fail	pass
PD_42P_filtered_prinseq_2	pass	0.0	pass	127.669109482	Sanger / Illumina 1.9	pass	514.2 Mbp	60-151	Conventional base calls	pass	fail	warn	4004533.0	pass	pass	pass	48.0	97.2466429511	PD_42P_filtered_prinseq_2.fastq	fail	pass
PD_43P_filtered_prinseq_1	pass	0.0	pass	123.472419622	Sanger / Illumina 1.9	pass	293.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2366320.0	pass	pass	pass	49.0	98.8770992651	PD_43P_filtered_prinseq_1.fastq	fail	pass
PD_43P_filtered_prinseq_2	pass	0.0	pass	123.458868623	Sanger / Illumina 1.9	pass	293.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2366320.0	pass	pass	pass	49.0	98.8955767834	PD_43P_filtered_prinseq_2.fastq	fail	pass
PD_44P_filtered_prinseq_1	pass	0.0	pass	126.071992027	Sanger / Illumina 1.9	pass	426.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3366345.0	pass	pass	pass	47.0	98.3826256625	PD_44P_filtered_prinseq_1.fastq	fail	pass
PD_44P_filtered_prinseq_2	pass	0.0	pass	126.034443885	Sanger / Illumina 1.9	pass	426.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3366345.0	pass	pass	pass	47.0	98.4058400545	PD_44P_filtered_prinseq_2.fastq	fail	pass
PD_45P_filtered_prinseq_1	pass	0.0	pass	127.060690577	Sanger / Illumina 1.9	pass	545.5 Mbp	60-151	Conventional base calls	pass	warn	warn	4268834.0	pass	pass	pass	47.0	98.4093974334	PD_45P_filtered_prinseq_1.fastq	fail	pass
PD_45P_filtered_prinseq_2	pass	0.0	pass	127.078489349	Sanger / Illumina 1.9	pass	545.6 Mbp	60-151	Conventional base calls	pass	warn	warn	4268834.0	pass	pass	pass	47.0	98.4240635387	PD_45P_filtered_prinseq_2.fastq	fail	pass
PD_46P_filtered_prinseq_1	pass	0.0	pass	125.715876718	Sanger / Illumina 1.9	pass	459.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3637597.0	pass	pass	pass	50.0	97.978187471	PD_46P_filtered_prinseq_1.fastq	fail	pass
PD_46P_filtered_prinseq_2	pass	0.0	pass	125.73025819	Sanger / Illumina 1.9	pass	460 Mbp	60-151	Conventional base calls	pass	warn	warn	3637597.0	pass	pass	pass	50.0	97.9851906518	PD_46P_filtered_prinseq_2.fastq	fail	pass
PD_47P_filtered_prinseq_1	pass	0.0	pass	127.608291916	Sanger / Illumina 1.9	pass	416.8 Mbp	60-151	Conventional base calls	pass	warn	warn	3247066.0	pass	pass	pass	48.0	98.2544080007	PD_47P_filtered_prinseq_1.fastq	fail	pass
PD_47P_filtered_prinseq_2	pass	0.0	pass	127.512107854	Sanger / Illumina 1.9	pass	416.5 Mbp	60-151	Conventional base calls	pass	warn	warn	3247066.0	pass	pass	pass	48.0	98.2730556533	PD_47P_filtered_prinseq_2.fastq	fail	pass
PD_48P_filtered_prinseq_1	pass	0.0	pass	126.988363063	Sanger / Illumina 1.9	pass	396.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3103394.0	pass	warn	pass	47.0	98.2369406235	PD_48P_filtered_prinseq_1.fastq	fail	pass
PD_48P_filtered_prinseq_2	pass	0.0	pass	126.887319496	Sanger / Illumina 1.9	pass	396.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3103394.0	pass	warn	pass	47.0	98.2545206538	PD_48P_filtered_prinseq_2.fastq	fail	pass
PD_4P_filtered_prinseq_1	pass	0.0	pass	121.863543067	Sanger / Illumina 1.9	pass	401.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3275964.0	pass	pass	pass	48.0	98.8541749976	PD_4P_filtered_prinseq_1.fastq	fail	pass
PD_4P_filtered_prinseq_2	pass	0.0	pass	121.850274911	Sanger / Illumina 1.9	pass	401.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3275964.0	pass	pass	pass	48.0	98.8522781319	PD_4P_filtered_prinseq_2.fastq	fail	pass
PD_50P_filtered_prinseq_1	pass	0.0	pass	126.46138657	Sanger / Illumina 1.9	pass	27.4 Mbp	60-151	Conventional base calls	pass	warn	warn	215741.0	pass	pass	pass	47.0	99.0770492019	PD_50P_filtered_prinseq_1.fastq	fail	pass
PD_50P_filtered_prinseq_2	pass	0.0	pass	126.491098122	Sanger / Illumina 1.9	pass	27.4 Mbp	60-151	Conventional base calls	pass	warn	warn	215741.0	pass	pass	pass	47.0	99.0447166719	PD_50P_filtered_prinseq_2.fastq	fail	pass
PD_51P_filtered_prinseq_1	pass	0.0	pass	129.128793227	Sanger / Illumina 1.9	pass	438.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3379510.0	pass	pass	pass	46.0	98.0594709425	PD_51P_filtered_prinseq_1.fastq	fail	pass
PD_51P_filtered_prinseq_2	pass	0.0	pass	129.011393368	Sanger / Illumina 1.9	pass	438.5 Mbp	60-151	Conventional base calls	pass	warn	warn	3379510.0	pass	pass	pass	46.0	98.0229760714	PD_51P_filtered_prinseq_2.fastq	fail	pass
PD_52P_filtered_prinseq_1	pass	0.0	pass	125.33241342	Sanger / Illumina 1.9	pass	315.3 Mbp	60-151	Conventional base calls	pass	pass	warn	2500961.0	pass	pass	pass	50.0	98.9683211749	PD_52P_filtered_prinseq_1.fastq	fail	pass
PD_52P_filtered_prinseq_2	pass	0.0	pass	125.296131367	Sanger / Illumina 1.9	pass	315.2 Mbp	60-151	Conventional base calls	pass	pass	warn	2500961.0	pass	pass	pass	50.0	98.9509337335	PD_52P_filtered_prinseq_2.fastq	fail	pass
PD_53P_filtered_prinseq_1	pass	0.0	pass	129.237265998	Sanger / Illumina 1.9	pass	415.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3193399.0	pass	pass	pass	47.0	98.5857306292	PD_53P_filtered_prinseq_1.fastq	fail	pass
PD_53P_filtered_prinseq_2	pass	0.0	pass	129.090758155	Sanger / Illumina 1.9	pass	414.7 Mbp	60-151	Conventional base calls	pass	pass	warn	3193399.0	pass	pass	pass	48.0	98.6238475235	PD_53P_filtered_prinseq_2.fastq	fail	pass
PD_54P_filtered_prinseq_1	pass	0.0	pass	126.340642096	Sanger / Illumina 1.9	pass	478 Mbp	60-151	Conventional base calls	pass	warn	warn	3761649.0	pass	pass	pass	48.0	97.6200134327	PD_54P_filtered_prinseq_1.fastq	fail	pass
PD_54P_filtered_prinseq_2	pass	0.0	pass	126.265466023	Sanger / Illumina 1.9	pass	477.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3761649.0	pass	pass	pass	48.0	97.6533694914	PD_54P_filtered_prinseq_2.fastq	fail	pass
PD_55P_filtered_prinseq_1	pass	0.0	pass	131.300175009	Sanger / Illumina 1.9	pass	473.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3584379.0	pass	pass	pass	47.0	96.8018458556	PD_55P_filtered_prinseq_1.fastq	fail	pass
PD_55P_filtered_prinseq_2	pass	0.0	pass	131.262830744	Sanger / Illumina 1.9	pass	473.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3584379.0	pass	pass	pass	47.0	96.8944179183	PD_55P_filtered_prinseq_2.fastq	fail	pass
PD_56P_filtered_prinseq_1	pass	0.0	pass	126.401209872	Sanger / Illumina 1.9	pass	796.4 Mbp	60-151	Conventional base calls	pass	warn	warn	6264462.0	pass	pass	pass	48.0	97.6925117094	PD_56P_filtered_prinseq_1.fastq	fail	pass
PD_56P_filtered_prinseq_2	pass	0.0	pass	126.338941477	Sanger / Illumina 1.9	pass	796 Mbp	60-151	Conventional base calls	pass	warn	warn	6264462.0	pass	pass	pass	48.0	97.7356139418	PD_56P_filtered_prinseq_2.fastq	fail	pass
PD_57P_filtered_prinseq_1	pass	0.0	pass	123.298944799	Sanger / Illumina 1.9	pass	501.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4045864.0	pass	warn	pass	45.0	96.7424932914	PD_57P_filtered_prinseq_1.fastq	fail	pass
PD_57P_filtered_prinseq_2	pass	0.0	pass	123.296543828	Sanger / Illumina 1.9	pass	501.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4045864.0	pass	warn	pass	45.0	96.8038255361	PD_57P_filtered_prinseq_2.fastq	fail	pass
PD_58P_filtered_prinseq_1	pass	0.0	pass	126.728839531	Sanger / Illumina 1.9	pass	432.8 Mbp	60-151	Conventional base calls	pass	warn	warn	3395447.0	pass	pass	pass	48.0	98.3478132621	PD_58P_filtered_prinseq_1.fastq	fail	pass
PD_58P_filtered_prinseq_2	pass	0.0	pass	126.664436229	Sanger / Illumina 1.9	pass	432.6 Mbp	60-151	Conventional base calls	pass	warn	warn	3395447.0	pass	pass	pass	48.0	98.2975754921	PD_58P_filtered_prinseq_2.fastq	fail	pass
PD_59P_filtered_prinseq_1	pass	0.0	pass	125.228998618	Sanger / Illumina 1.9	pass	319.2 Mbp	60-151	Conventional base calls	pass	pass	warn	2534107.0	pass	pass	pass	51.0	98.899877583	PD_59P_filtered_prinseq_1.fastq	fail	pass
PD_59P_filtered_prinseq_2	pass	0.0	pass	125.205530785	Sanger / Illumina 1.9	pass	319.1 Mbp	60-151	Conventional base calls	pass	pass	warn	2534107.0	pass	pass	pass	51.0	98.8939680467	PD_59P_filtered_prinseq_2.fastq	fail	pass
PD_5P_filtered_prinseq_1	pass	0.0	pass	125.631010119	Sanger / Illumina 1.9	pass	410.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3248230.0	pass	pass	pass	49.0	98.6067748734	PD_5P_filtered_prinseq_1.fastq	fail	pass
PD_5P_filtered_prinseq_2	pass	0.0	pass	125.616695246	Sanger / Illumina 1.9	pass	410.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3248230.0	pass	pass	pass	49.0	98.6179624215	PD_5P_filtered_prinseq_2.fastq	fail	pass
PD_60P_filtered_prinseq_1	pass	0.0	pass	125.867470001	Sanger / Illumina 1.9	pass	451.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3567132.0	pass	pass	pass	47.0	98.4298377299	PD_60P_filtered_prinseq_1.fastq	fail	pass
PD_60P_filtered_prinseq_2	pass	0.0	pass	125.857027999	Sanger / Illumina 1.9	pass	451.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3567132.0	pass	pass	pass	47.0	98.4496695967	PD_60P_filtered_prinseq_2.fastq	fail	pass
PD_63P_filtered_prinseq_1	pass	0.0	pass	136.823747751	Sanger / Illumina 1.9	pass	413.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3001800.0	pass	warn	pass	47.0	98.2646095237	PD_63P_filtered_prinseq_1.fastq	fail	pass
PD_63P_filtered_prinseq_2	pass	0.0	pass	136.683080152	Sanger / Illumina 1.9	pass	412.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3001800.0	pass	pass	pass	47.0	98.2554738851	PD_63P_filtered_prinseq_2.fastq	fail	pass
PD_64P_filtered_prinseq_1	pass	0.0	pass	122.819102526	Sanger / Illumina 1.9	pass	486.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3939165.0	pass	pass	pass	48.0	98.7360446612	PD_64P_filtered_prinseq_1.fastq	fail	pass
PD_64P_filtered_prinseq_2	pass	0.0	pass	122.772066669	Sanger / Illumina 1.9	pass	486.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3939165.0	pass	pass	pass	48.0	98.810750383	PD_64P_filtered_prinseq_2.fastq	fail	pass
PD_65P_filtered_prinseq_1	pass	0.0	pass	125.16794251	Sanger / Illumina 1.9	pass	411.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3270125.0	pass	pass	pass	48.0	98.4894510779	PD_65P_filtered_prinseq_1.fastq	fail	pass
PD_65P_filtered_prinseq_2	pass	0.0	pass	125.175262108	Sanger / Illumina 1.9	pass	411.7 Mbp	60-151	Conventional base calls	pass	warn	warn	3270125.0	pass	pass	pass	48.0	98.4799919809	PD_65P_filtered_prinseq_2.fastq	fail	pass
PD_66P_filtered_prinseq_1	pass	0.0	pass	124.906110449	Sanger / Illumina 1.9	pass	335.6 Mbp	60-151	Conventional base calls	pass	warn	warn	2671522.0	pass	pass	pass	46.0	98.5237880967	PD_66P_filtered_prinseq_1.fastq	fail	pass
PD_66P_filtered_prinseq_2	pass	0.0	pass	124.88737057	Sanger / Illumina 1.9	pass	335.5 Mbp	60-151	Conventional base calls	pass	warn	warn	2671522.0	pass	pass	pass	46.0	98.5091293131	PD_66P_filtered_prinseq_2.fastq	fail	pass
PD_6P_filtered_prinseq_1	pass	0.0	pass	125.919369072	Sanger / Illumina 1.9	pass	305.4 Mbp	60-151	Conventional base calls	pass	pass	warn	2411432.0	pass	warn	pass	47.0	98.9243913199	PD_6P_filtered_prinseq_1.fastq	fail	pass
PD_6P_filtered_prinseq_2	pass	0.0	pass	125.837421084	Sanger / Illumina 1.9	pass	305.2 Mbp	60-151	Conventional base calls	pass	pass	warn	2411432.0	pass	warn	pass	47.0	98.9366026997	PD_6P_filtered_prinseq_2.fastq	fail	pass
PD_70P_filtered_prinseq_1	pass	0.0	pass	126.69899609	Sanger / Illumina 1.9	pass	338.8 Mbp	60-151	Conventional base calls	pass	warn	warn	2659002.0	pass	pass	pass	46.0	97.1466992003	PD_70P_filtered_prinseq_1.fastq	fail	pass
PD_70P_filtered_prinseq_2	pass	0.0	pass	126.610750951	Sanger / Illumina 1.9	pass	338.6 Mbp	60-151	Conventional base calls	pass	pass	warn	2659002.0	pass	pass	pass	46.0	97.1454006935	PD_70P_filtered_prinseq_2.fastq	fail	pass
PD_73P_filtered_prinseq_1	pass	0.0	pass	130.776485631	Sanger / Illumina 1.9	pass	152.2 Mbp	60-151	Conventional base calls	pass	pass	warn	1157505.0	pass	warn	pass	45.0	99.3028364644	PD_73P_filtered_prinseq_1.fastq	fail	pass
PD_73P_filtered_prinseq_2	pass	0.0	pass	130.715784381	Sanger / Illumina 1.9	pass	152.2 Mbp	60-151	Conventional base calls	pass	pass	warn	1157505.0	pass	pass	pass	45.0	99.3292237145	PD_73P_filtered_prinseq_2.fastq	fail	pass
PD_74P_filtered_prinseq_1	pass	0.0	pass	124.794828772	Sanger / Illumina 1.9	pass	413.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3298172.0	pass	pass	pass	48.0	97.3483787901	PD_74P_filtered_prinseq_1.fastq	fail	pass
PD_74P_filtered_prinseq_2	pass	0.0	pass	124.767070365	Sanger / Illumina 1.9	pass	413.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3298172.0	pass	pass	pass	48.0	97.4319213291	PD_74P_filtered_prinseq_2.fastq	fail	pass
PD_75P_filtered_prinseq_1	pass	0.0	pass	126.74882939	Sanger / Illumina 1.9	pass	356 Mbp	60-151	Conventional base calls	pass	warn	warn	2792775.0	pass	pass	pass	47.0	98.8596653047	PD_75P_filtered_prinseq_1.fastq	fail	pass
PD_75P_filtered_prinseq_2	pass	0.0	pass	126.72980745	Sanger / Illumina 1.9	pass	356 Mbp	60-151	Conventional base calls	pass	warn	warn	2792775.0	pass	pass	pass	47.0	98.8801212755	PD_75P_filtered_prinseq_2.fastq	fail	pass
PD_76P_filtered_prinseq_1	pass	0.0	pass	127.511652726	Sanger / Illumina 1.9	pass	330.6 Mbp	60-151	Conventional base calls	pass	pass	warn	2577723.0	pass	pass	pass	49.0	97.2176374309	PD_76P_filtered_prinseq_1.fastq	fail	pass
PD_76P_filtered_prinseq_2	pass	0.0	pass	127.334957247	Sanger / Illumina 1.9	pass	330.1 Mbp	60-151	Conventional base calls	pass	pass	warn	2577723.0	pass	pass	pass	49.0	97.2626340192	PD_76P_filtered_prinseq_2.fastq	fail	pass
PD_77P_filtered_prinseq_1	pass	0.0	pass	123.461833901	Sanger / Illumina 1.9	pass	453.5 Mbp	60-151	Conventional base calls	pass	pass	warn	3652181.0	pass	pass	pass	50.0	98.6671175971	PD_77P_filtered_prinseq_1.fastq	fail	pass
PD_77P_filtered_prinseq_2	pass	0.0	pass	123.444185817	Sanger / Illumina 1.9	pass	453.4 Mbp	60-151	Conventional base calls	pass	pass	warn	3652181.0	pass	pass	pass	50.0	98.6748877189	PD_77P_filtered_prinseq_2.fastq	fail	pass
PD_78P_filtered_prinseq_1	pass	0.0	pass	125.25778233	Sanger / Illumina 1.9	pass	317.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2522702.0	pass	pass	pass	49.0	98.7642992666	PD_78P_filtered_prinseq_1.fastq	fail	pass
PD_78P_filtered_prinseq_2	pass	0.0	pass	125.242888776	Sanger / Illumina 1.9	pass	317.8 Mbp	60-151	Conventional base calls	pass	pass	warn	2522702.0	pass	pass	pass	49.0	98.7358335016	PD_78P_filtered_prinseq_2.fastq	fail	pass
