	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_filtered_1	9080.0	9745.0	10129.0	10919.0	11601.0	12140.0	12758.0	13717.0	14329.0	15010.0	16039.0	16327.0	17246.0	17547.0	17920.0	18574.0	18849.0	19795.0	20453.0	21027.0	21791.0	22444.0	22774.0	23386.0	23569.0	24462.0	24789.0	25605.0	25892.0	26258.0	27025.0	27273.0	28520.0	28445.0	15319.0	19575.0	27995.0	29990.0	30544.0	32098.0	33773.0	33114.0	33942.0	35202.0	39435.0	2150317.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_100P_filtered_2	9036.0	9777.0	10261.0	11171.0	11793.0	12466.0	13043.0	14028.0	14505.0	15124.0	16120.0	16361.0	17283.0	17585.0	17931.0	18657.0	18893.0	19748.0	20501.0	21039.0	21740.0	22615.0	22726.0	23408.0	23625.0	24471.0	24879.0	25733.0	25983.0	26201.0	27127.0	27346.0	28601.0	28624.0	15222.0	19800.0	28415.0	30618.0	32032.0	34023.0	36292.0	36152.0	38141.0	41528.0	49691.0	2116427.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_filtered_1	35987.0	38839.0	41195.0	42868.0	44688.0	46605.0	49502.0	50922.0	53051.0	54322.0	56599.0	57657.0	58337.0	59388.0	60313.0	60123.0	60154.0	61638.0	61800.0	61869.0	63124.0	62466.0	62439.0	63502.0	61670.0	62065.0	61796.0	61506.0	61077.0	61024.0	61329.0	60098.0	60187.0	59816.0	30870.0	38634.0	55050.0	57918.0	57901.0	58186.0	58876.0	57225.0	57616.0	57827.0	61453.0	2166126.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_104P_filtered_2	34885.0	38091.0	40571.0	42708.0	44812.0	46691.0	49750.0	51135.0	53075.0	54355.0	56584.0	57628.0	58341.0	59400.0	60413.0	60070.0	60247.0	61681.0	61798.0	61836.0	63084.0	62511.0	62506.0	63561.0	61709.0	62165.0	61737.0	61618.0	60964.0	61012.0	61281.0	60079.0	60183.0	59892.0	30623.0	38584.0	55140.0	58296.0	58711.0	59075.0	60036.0	58565.0	59547.0	61323.0	66269.0	2153096.0
	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
PD_105P_filtered_1	29950.0	31562.0	32336.0	33263.0	33811.0	34604.0	35788.0	36431.0	37202.0	38387.0	39550.0	39641.0	40113.0	39947.0	39407.0	38757.0	39112.0	39752.0	40282.0	40485.0	41131.0	40501.0	39847.0	40518.0	39680.0	40267.0	40024.0	40139.0	39722.0	38985.0	40043.0	39402.0	39581.0	39561.0	19621.0	26450.0	36674.0	38304.0	38716.0	38632.0	39235.0	37566.0	37504.0	37567.0	39342.0	1456265.0
