Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
PD_100P_filtered_1	2.16148862871	49.0	138.19497045	3136742.0	18.1818181818
PD_100P_filtered_2	2.24212552725	50.0	138.075644092	3136742.0	18.1818181818
PD_104P_filtered_1	2.13964441423	46.0	126.095222941	4675638.0	9.09090909091
PD_104P_filtered_2	2.09320124219	46.0	126.112079678	4675638.0	9.09090909091
PD_105P_filtered_1	5.27507782553	53.0	125.520384454	3145657.0	18.1818181818
PD_105P_filtered_2	5.25215980684	53.0	125.542229811	3145657.0	18.1818181818
PD_107P_filtered_1	1.20663650075	44.0	125.288084465	663.0	18.1818181818
PD_107P_filtered_2	1.20663650075	44.0	125.408748115	663.0	18.1818181818
PD_108S_filtered_1	2.16038472705	48.0	130.187338625	5219607.0	9.09090909091
PD_108S_filtered_2	2.23248631054	48.0	130.156902617	5219607.0	9.09090909091
PD_109S_filtered_1	2.6810311082	46.0	128.993292057	4825175.0	9.09090909091
PD_109S_filtered_2	2.73983537943	46.0	128.933663546	4825175.0	9.09090909091
PD_10P_filtered_1	1.09091185508	50.0	125.189333271	2554110.0	18.1818181818
PD_10P_filtered_2	1.0937287312	50.0	125.175876528	2554110.0	9.09090909091
PD_110S_filtered_1	1.82557284865	46.0	127.047219834	3898616.0	9.09090909091
PD_110S_filtered_2	1.82539180307	46.0	127.006680832	3898616.0	9.09090909091
PD_111P_filtered_1	2.60210640235	49.0	129.771395549	4000762.0	9.09090909091
PD_111P_filtered_2	2.5388807123	49.0	129.750312565	4000762.0	9.09090909091
PD_112S_filtered_1	1.12441722278	44.0	126.773562483	10939.0	18.1818181818
PD_112S_filtered_2	1.08785080903	44.0	126.644665874	10939.0	9.09090909091
PD_113P_filtered_1	5.5260999664	51.0	134.019253559	4929582.0	18.1818181818
PD_113P_filtered_2	5.46559896169	51.0	133.976764764	4929582.0	18.1818181818
PD_114P_filtered_1	2.65658171133	47.0	122.684363558	3351549.0	9.09090909091
PD_114P_filtered_2	2.70569245997	47.0	122.693196489	3351549.0	9.09090909091
PD_115S_filtered_1	3.83277515005	47.0	135.80612902	3682057.0	9.09090909091
PD_115S_filtered_2	3.76274419089	47.0	135.765124223	3682057.0	9.09090909091
PD_116P_filtered_1	2.15374034606	46.0	129.168123926	5616363.0	9.09090909091
PD_116P_filtered_2	2.19171506244	46.0	129.187959183	5616363.0	9.09090909091
PD_117_filtered_1	2.38263878792	46.0	131.963141141	4041742.0	9.09090909091
PD_117_filtered_2	2.42828795291	46.0	131.906463599	4041742.0	9.09090909091
PD_118_filtered_1	1.79829221329	47.0	133.010208083	4062369.0	9.09090909091
PD_118_filtered_2	1.73544258462	47.0	132.847511883	4062369.0	9.09090909091
PD_119P_filtered_1	1.90841160606	48.0	125.816226046	3963837.0	9.09090909091
PD_119P_filtered_2	1.84529874667	48.0	125.754039331	3963837.0	9.09090909091
PD_11P_filtered_1	1.8748838621	48.0	126.319437904	3926159.0	9.09090909091
PD_11P_filtered_2	1.87429191525	48.0	126.269490359	3926159.0	9.09090909091
PD_120S_filtered_1	1.97179230657	48.0	126.084778185	3242202.0	9.09090909091
PD_120S_filtered_2	1.90676141566	48.0	126.033063949	3242202.0	9.09090909091
PD_121S_filtered_1	2.49947225511	50.0	131.585357893	5622087.0	9.09090909091
PD_121S_filtered_2	2.56291985806	50.0	131.546098095	5622087.0	9.09090909091
PD_122S_filtered_1	2.13220689707	49.0	126.823969884	4427873.0	9.09090909091
PD_122S_filtered_2	2.11657238675	49.0	126.852739905	4427873.0	9.09090909091
PD_123P_filtered_1	4.34176396339	46.0	131.747929879	5131223.0	9.09090909091
PD_123P_filtered_2	4.36701180658	46.0	131.711456703	5131223.0	9.09090909091
PD_126P_filtered_1	3.18038022278	51.0	126.258706237	5174796.0	18.1818181818
PD_126P_filtered_2	3.26508739419	51.0	126.223758772	5174796.0	18.1818181818
PD_127S_filtered_1	1.54846797378	49.0	132.338733303	5324413.0	9.09090909091
PD_127S_filtered_2	1.53346268802	49.0	132.323377619	5324413.0	9.09090909091
PD_128S_filtered_1	2.02013554774	46.0	129.299210091	4792706.0	9.09090909091
PD_128S_filtered_2	1.95990356224	46.0	129.22364443	4792706.0	9.09090909091
PD_129P_filtered_1	3.73907084826	53.0	124.497081303	2858639.0	18.1818181818
PD_129P_filtered_2	3.75542914163	53.0	124.456561322	2858639.0	18.1818181818
PD_12P_filtered_1	1.54372377972	48.0	124.423737918	2974768.0	9.09090909091
PD_12P_filtered_2	1.5656700903	48.0	124.417118915	2974768.0	9.09090909091
PD_130S_filtered_1	2.35632028548	45.0	132.851707698	3648625.0	9.09090909091
PD_130S_filtered_2	2.31658689716	45.0	132.751290144	3648625.0	9.09090909091
PD_131P_filtered_1	5.73288942131	46.0	123.618733161	3933901.0	9.09090909091
PD_131P_filtered_2	5.66842718504	47.0	123.589952569	3933901.0	9.09090909091
PD_134S_filtered_1	2.86106580713	46.0	129.207233746	6057995.0	9.09090909091
PD_134S_filtered_2	2.86728603639	46.0	129.130889676	6057995.0	9.09090909091
PD_137P_filtered_1	1.64995488981	45.0	132.801296511	4743807.0	9.09090909091
