#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_203_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_203_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_203_bmtagged__merged.fastq
#8082764 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 7880637
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	2.500716	-	202127
k__Bacteria	2	92.933038	1.981197317827797	7697307
k__Archaea	2157	4.566245	0.09734571380938987	183330
k__Bacteria|p__Firmicutes	2|1239	68.920582	1.469286645561157	5602179
k__Bacteria|p__Bacteroidota	2|976	14.16008	0.3018723214499098	1430922
k__Bacteria|p__Actinomycetota	2|201174	8.942665	0.1906446273195011	496096
k__Archaea|p__Methanobacteriota	2157|28890	4.566245	0.09734571380938987	183330
k__Bacteria|p__Pseudomonadota	2|1224	0.447251	0.009534742858104734	73393
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.140005	0.0029846968874767186	19476
k__Bacteria|p__Synergistota	2|508458	0.1067	0.0022746837171527864	25137
k__Bacteria|p__Chloroflexota	2|200795	0.082394	0.0017565216753721127	10755
k__Bacteria|p__Verrucomicrobiota	2|74201	0.073003	0.0015563259623362295	14033
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.060358	0.001286752396786434	25316
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	45.329256	0.9663538688505084	3914059
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	14.116035	0.30093335316612985	1422777
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	5.300764	0.11300458559001951	389621
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	4.566245	0.09734571380938987	183330
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	4.326222	0.09222875785689635	231686
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.748941	0.05860342152664016	196799
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	2.147616	0.045784042912479124	112698
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	2.047737	0.04365476754342198	148610
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	1.998657	0.04260846993550219	144841
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.730459	0.0368908679736516	89511
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	1.476948	0.03148639340448965	63830
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.473947	0.0314224001016337	88542
k__Bacteria|p__Firmicutes|c__CFGB2979	2|1239|	1.284374	0.02738098975952906	63859
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.948841	0.02022791497730015	41168
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.791892	0.01688198242362515	32744
k__Bacteria|p__Firmicutes|c__CFGB74971	2|1239|	0.778186	0.016589800911539696	46809
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.743273	0.015845490277840997	35568
k__Bacteria|p__Firmicutes|c__CFGB9345	2|1239|	0.658777	0.01404416806931914	30086
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.609189	0.012987029564748917	35790
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.336235	0.007168044978646251	14066
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.324211	0.006911699556336197	50155
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.300452	0.0064051968836368305	35573
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.279817	0.005965301451362149	14325
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.214498	0.0045727931823154495	19509
k__Bacteria|p__Firmicutes|c__CFGB10309	2|1239|	0.20532	0.004377124253785314	7276
k__Bacteria|p__Firmicutes|c__CFGB2921	2|1239|	0.198885	0.004239941465474203	12575
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.183193	0.003905414633273836	30236
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.177652	0.0037872732313102087	14011
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.151332	0.0032261868780157988	11158
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.143373	0.0030565133800974052	16871
k__Bacteria|p__Actinomycetota|c__CFGB94686	2|201174|	0.142918	0.0030467935373929738	10802
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.140005	0.0029846968874767186	19476
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.123156	0.0026255126838549475	30434
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.12304	0.002623043301768537	23238
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.122525	0.0026120455325708758	11505
k__Bacteria|p__Synergistota|c__Synergistia	2|508458|649775	0.1067	0.0022746837171527864	25137
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.101936	0.0021731176354508022	6383
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.091872	0.0019585851878462053	10296
k__Bacteria|p__Firmicutes|c__CFGB9977	2|1239|	0.090594	0.0019313393805975344	9977
k__Bacteria|p__Chloroflexota|c__CFGB94700	2|200795|	0.082394	0.0017565216753721127	10755
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.074057	0.001578779422978591	14234
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	0.073003	0.0015563259623362295	14033
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.060358	0.001286752396786434	25316
k__Bacteria|p__Firmicutes|c__CFGB73185	2|1239|	0.059909	0.0012771692025698967	14400
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.050336	0.0010730981361514037	12030
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.04994	0.0010646482554124755	9800
k__Bacteria|p__Firmicutes|c__CFGB2918	2|1239|	0.04837	0.0010311821670397794	9087
k__Bacteria|p__Bacteroidota|c__CFGB667	2|976|	0.044045	0.0009389682837799494	8145
k__Bacteria|p__Firmicutes|c__CFGB73144	2|1239|	0.040007	0.0008528853969407408	9461
k__Bacteria|p__Firmicutes|c__CFGB10318	2|1239|	0.037025	0.0007893186224374329	8583
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	0.034742	0.0007406584147996861	6508
k__Bacteria|p__Firmicutes|c__CFGB41726	2|1239|	0.034742	0.0007406531040770335	9976
