#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_197_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_197_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_197_bmtagged__merged.fastq
#9919668 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 9877961
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	0.420448	-	41707
k__Bacteria	2	98.128079	3.008785743789926	9796332
k__Archaea	2157	1.451474	0.044504835285120135	81629
k__Bacteria|p__Firmicutes	2|1239	72.536984	2.224116142270844	6882042
k__Bacteria|p__Bacteroidota	2|976	10.543695	0.3232889170074631	1555889
k__Bacteria|p__Actinomycetota	2|201174	10.008699	0.3068849580719064	834284
k__Bacteria|p__Verrucomicrobiota	2|74201	4.234269	0.12983041814605256	363318
k__Archaea|p__Methanobacteriota	2157|28890	1.451474	0.044504835285120135	81629
k__Bacteria|p__Pseudomonadota	2|1224	0.543867	0.016675941239165163	97677
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.139841	0.004287777032290724	44423
k__Bacteria|p__Synergistota	2|508458	0.120723	0.0037015900222040466	18699
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	36.44492	1.117467684387614	4167616
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	16.903116	0.5182803572078066	917234
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	10.543695	0.3232889170074631	1555889
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	5.906454	0.18110263463952064	471067
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	4.925375	0.1510209754302503	357408
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	4.62699	0.1418719397383878	356916
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	4.234269	0.12983041814605256	363318
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	3.328642	0.10206222617597906	310837
