#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_157S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_157S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_157S_bmtagged__merged.fastq
#9217947 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 8176475
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	11.298308	-	1041472
k__Bacteria	2	88.701692	2.295856177055607	8176475
k__Bacteria|p__Firmicutes	2|1239	59.57718	1.5420296278111048	5197436
k__Bacteria|p__Bacteroidota	2|976	24.043193	0.6223073250309853	2583773
k__Bacteria|p__Actinomycetota	2|201174	4.616891	0.11949848614812035	345617
k__Bacteria|p__Pseudomonadota	2|1224	0.425948	0.011024763363856828	33625
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.03848	0.0009959747015397696	16024
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	51.540129	1.3340074980128762	4511238
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	24.043193	0.6223073250309853	2583773
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	3.022974	0.07824330680951996	161693
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	2.441297	0.06318782895627434	162775
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	2.175594	0.05631065719184601	182842
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.203911	0.031160697309421226	68548
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.91974	0.023805527296170113	49549
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.668065	0.017291449599471893	79634
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.615024	0.01591859000408711	44429
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.566877	0.014672416545697932	65847
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.425948	0.011024763363856828	33625
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.286463	0.007414499568160109	20860
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.118378	0.0030639647437050947	13403
k__Bacteria|p__Firmicutes|c__CFGB4605	2|1239|	0.091096	0.0023578194558235704	18311
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.089092	0.00230597083194487	8371
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.052021	0.0013464417093417857	10481
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.05094	0.0013184823024880439	13704
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.050453	0.0013058728469308555	9693
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.046974	0.0012158109357910648	13389
k__Bacteria|p__Firmicutes|c__CFGB79330	2|1239|	0.046459	0.001202486295509251	9429
