#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_10P_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_10P_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_10P_bmtagged__merged.fastq
#4869290 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 4891892
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	0.0	-	-22602
k__Bacteria	2	96.73244	1.189196766795119	4818790
k__Archaea	2157	3.26756	0.040170305539783076	73102
k__Bacteria|p__Firmicutes	2|1239	75.52925	0.9285317832586776	3655552
k__Bacteria|p__Bacteroidota	2|976	8.30278	0.10207158980715329	618521
k__Bacteria|p__Verrucomicrobiota	2|74201	7.48855	0.09206174065167633	291702
k__Bacteria|p__Actinomycetota	2|201174	4.04716	0.04975440531104319	160642
k__Archaea|p__Methanobacteriota	2157|28890	3.26756	0.040170305539783076	73102
k__Bacteria|p__Thermodesulfobacteriota	2|200940	1.02063	0.012547349570799674	59509
k__Bacteria|p__Pseudomonadota	2|1224	0.21219	0.0026086108392322487	17964
k__Bacteria|p__Synergistota	2|508458	0.13188	0.0016212873565368139	14900
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	38.44417	0.47261998880794914	2154851
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	8.30278	0.10207158980715329	618521
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	7.48855	0.09206174065167633	291702
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	7.02259	0.08633335947807354	295054
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	4.84436	0.05955499419828426	154973
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	4.56094	0.0560706646454799	127444
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	3.26756	0.040170305539783076	73102
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	3.107	0.03819643277072834	90801
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	2.44894	0.030106504260870207	93572
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	2.19635	0.027001163882687803	58993
k__Bacteria|p__Firmicutes|c__CFGB9345	2|1239|	2.09933	0.025808410848273768	53673
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.84718	0.022708613216298107	58282
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	1.53155	0.01882840688148103	48399
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	1.21656	0.014955947041068087	32841
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	1.02861	0.012645434131619735	42791
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	1.02063	0.012547349570799674	59509
k__Bacteria|p__Firmicutes|c__CFGB82250	2|1239|	0.85016	0.010451603640993063	33289
k__Bacteria|p__Firmicutes|c__CFGB10318	2|1239|	0.80173	0.00985623370824017	20664
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.66172	0.008134945064553308	28569
k__Bacteria|p__Firmicutes|c__CFGB73902	2|1239|	0.65541	0.008057412742117845	16124
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.5954	0.007319629082717032	22535
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.4733	0.005818554362055123	21217
k__Bacteria|p__Actinomycetota|c__CFGB2992	2|201174|	0.41992	0.00516235186156547	16032
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.38536	0.004737445142048331	13966
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.36576	0.0044965448438274306	8925
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	0.32933	0.004048731885505558	10156
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.2759	0.0033918414878621453	15149
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.26745	0.0032878818417002636	23717
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.24425	0.003002787151743423	8052
k__Bacteria|p__Firmicutes|c__CFGB92044	2|1239|	0.24398	0.0029993970662462077	13777
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.21467	0.002639095717168656	16724
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.2015	0.0024771167434150653	13360
k__Bacteria|p__Firmicutes|c__CFGB3043	2|1239|	0.19424	0.00238797810038451	12852
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	0.18037	0.002217357450458889	9631
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.17595	0.002163132520854421	29657
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.16445	0.0020216902774304116	11209
k__Bacteria|p__Firmicutes|c__CFGB10314	2|1239|	0.15719	0.0019324609564774584	6162
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.14968	0.0018401150569877832	8247
k__Bacteria|p__Firmicutes|c__CFGB1217	2|1239|	0.14511	0.001783934265559669	11905
k__Bacteria|p__Firmicutes|c__CFGB73185	2|1239|	0.13578	0.001669189582201602	15056
k__Bacteria|p__Synergistota|c__Synergistia	2|508458|649775	0.13188	0.0016212873565368139	14900
k__Bacteria|p__Firmicutes|c__CFGB9828	2|1239|	0.10951	0.0013462594124785644	10984
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.07987	0.0009818943397316682	10891
k__Bacteria|p__Firmicutes|c__CFGB73178	2|1239|	0.07949	0.0009772109154638062	6469
k__Bacteria|p__Firmicutes|c__CFGB32310	2|1239|	0.07047	0.0008663815809762849	3555
k__Bacteria|p__Firmicutes|c__CFGB94730	2|1239|	0.06354	0.0007811365265277227	5573
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	0.06212	0.0007636512865859215	6029
k__Bacteria|p__Firmicutes|c__CFGB10309	2|1239|	0.05933	0.0007294335530646356	3433
k__Bacteria|p__Firmicutes|c__CFGB94475	2|1239|	0.05888	0.0007238844521393755	7838
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.05747	0.0007065265355544233	7772
k__Bacteria|p__Firmicutes|c__CFGB74971	2|1239|	0.05173	0.0006360119477881154	9526
k__Bacteria|p__Firmicutes|c__CFGB73144	2|1239|	0.0516	0.000634327829594311	6444
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.04917	0.0006044541459551922	10520
k__Bacteria|p__Firmicutes|c__CFGB2952	2|1239|	0.04638	0.0005701496106154558	8997
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.04093	0.0005031512073330862	12564
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.03921	0.0004820846436673408	13600
k__Bacteria|p__Firmicutes|c__CFGB2870	2|1239|	0.03387	0.0004163921383331254	5289
k__Bacteria|p__Firmicutes|c__CFGB8301	2|1239|	0.03279	0.0004030769567005932	7475
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.03183	0.00039125338877335947	8333
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.0299	0.0003675666516966115	14633
