#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_110S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_110S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_110S_bmtagged__merged.fastq
#7525606 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 7156499
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	4.904681	-	369107
k__Bacteria	2	95.095319	1.8171737576751965	7156499
k__Bacteria|p__Firmicutes	2|1239	64.342022	1.2295098792252321	4309866
k__Bacteria|p__Bacteroidota	2|976	28.169955	0.5382988754121852	2676084
k__Bacteria|p__Pseudomonadota	2|1224	1.719605	0.03285989159065819	81265
k__Bacteria|p__Actinomycetota	2|201174	0.526511	0.010061087416471118	46502
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.322278	0.006158398660937024	34032
k__Bacteria|p__Bacteria_unclassified	2|	0.014947	0.0002856253697127415	8750
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	60.815216	1.1621162545847399	4005596
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	28.169955	0.5382988754121852	2676084
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.401672	0.026784516882487345	51577
k__Bacteria|p__Pseudomonadota|c__CFGB2404	2|1224|	1.167784	0.02231514841937109	47789
k__Bacteria|p__Firmicutes|c__CFGB1474	2|1239|	0.89027	0.017012137795636977	60731
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.551822	0.010544743171287101	33476
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.549391	0.010498288588463398	34612
