#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_100P_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_100P_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/bmtagger/PD_100P_bmtagged__merged.fastq
#6185319 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 5625118
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	9.056946	-	560201
k__Bacteria	2	89.11109	1.6744906928579693	5553994
k__Archaea	2157	1.831964	0.034424514209411346	71124
k__Bacteria|p__Firmicutes	2|1239	56.3657	1.0591705161769207	3615400
k__Bacteria|p__Actinomycetota	2|201174	22.670048	0.42599393595571305	1052750
k__Bacteria|p__Bacteroidota	2|976	6.152649	0.11561471305222884	580025
k__Archaea|p__Methanobacteriota	2157|28890	1.831964	0.034424514209411346	71124
k__Bacteria|p__Thermodesulfobacteriota	2|200940	1.396737	0.026246142407019973	103358
k__Bacteria|p__Verrucomicrobiota	2|74201	1.394299	0.026200335841429417	74561
k__Bacteria|p__Pseudomonadota	2|1224	1.118161	0.021011415201287874	113986
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.007878	0.00014803792879886297	8474
k__Bacteria|p__Campylobacterota	2|29547	0.00562	0.00010559629457041447	5440
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	23.695668	0.4452664135859021	1836219
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	15.441786	0.29016733609024625	688677
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	7.811916	0.1467940723305472	323335
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	7.098276	0.13338403680087746	413584
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	6.774157	0.12729350421620755	340190
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	6.152649	0.11561471305222884	580025
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.071731	0.09530312826969903	211373
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.945334	0.055345912607350806	196551
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	2.159158	0.04057283834824607	97397
k__Bacteria|p__Firmicutes|c__CFGB82250	2|1239|	2.013591	0.03783747454865513	116544
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	1.831964	0.034424514209411346	71124
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	1.396737	0.026246142407019973	103358
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	1.394299	0.026200335841429417	74561
