#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_214S_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_214S_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_214S_bmtagged__merged.fastq
#8571833 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 9284805
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	0.0	-	-712972
k__Bacteria	2	99.58704	2.2449428922375443	8496618
k__Archaea	2157	0.40293	0.009083121740126807	24143
k__Eukaryota	2759	0.01003	0.00022604420966747596	764044
k__Bacteria|p__Firmicutes	2|1239	68.01331	1.5331914826376365	5491576
k__Bacteria|p__Bacteroidota	2|976	27.58749	0.6218915609224682	2654887
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	1.38881	0.03130717563409003	85997
k__Bacteria|p__Actinomycetota	2|201174	0.98998	0.022316727885505202	73746
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.54388	0.012260533490517244	64480
k__Bacteria|p__Pseudomonadota	2|1224	0.52328	0.01179613228265237	50181
k__Bacteria|p__Verrucomicrobiota	2|74201	0.46554	0.010494552307164631	41481
k__Archaea|p__Methanobacteriota	2157|28890	0.37425	0.008436431660372737	17865
k__Bacteria|p__Lentisphaerota	2|256845	0.04246	0.0009572171003092806	25808
k__Bacteria|p__Chloroflexota	2|200795	0.03227	0.0007275099772007498	8462
k__Archaea|p__Thermoplasmatota	2157|2283796	0.02869	0.000646690079754069	6278
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.01003	0.00022604420966747596	764044
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	58.39759	1.3164289050229963	4682429
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	26.41023	0.5953531163783422	2569732
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	2.84057	0.06403371693316678	156409
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	1.38881	0.03130717563409003	85997
k__Bacteria|p__Bacteroidota|c__CFGB4405	2|976|	1.14613	0.02583671034251097	77140
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.10987	0.025019314745010665	57540
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.82456	0.018587712965969172	66159
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.74101	0.016704322270441857	35533
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.64925	0.014635795592031351	57053
k__Bacteria|p__Firmicutes|c__CFGB84772	2|1239|	0.61231	0.013803059457830532	32393
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.58714	0.01323556211266097	47160
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.54388	0.012260533490517244	64480
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.52328	0.01179613228265237	50181
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.46479	0.010477575221157866	54361
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.43551	0.009817435876827409	29533
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.37425	0.008436431660372737	17865
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	0.33521	0.007556510225916552	26867
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.25154	0.005670308479007647	15045
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.24553	0.005534929962233475	19860
k__Bacteria|p__Firmicutes|c__CFGB2942	2|1239|	0.22796	0.005138839372385168	18526
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.20918	0.004715548264359996	16350
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.19463	0.0043874667090471895	16354
k__Bacteria|p__Firmicutes|c__CFGB77220	2|1239|	0.17173	0.003871210154881088	19102
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.15131	0.003410857293836585	11541
k__Bacteria|p__Verrucomicrobiota|c__Opitutia	2|74201|414999	0.13033	0.002938042081248079	14614
