#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/daniel.castanedamogo/anaconda3/envs/metaphlan4/bin/metaphlan --nproc 24 --input_type fastq --db_dir /bulk/IMCshared_bulk/shared/dbs/metaphlan4.2/ -t rel_ab_w_read_stats -o /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_196_metaphlan4.txt --mapout /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/metaphlan4/PD_196_bowtie2.vz2 --verbose /bulk/IMCshared_bulk/daniel/parkinsons/novaseq/metqc_output_daniel_snakemake/merged/PD_196_bmtagged__merged.fastq
#12035285 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 10862268
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	9.746483	-	1173017
k__Bacteria	2	90.164091	2.8243031526202507	10852834
k__Archaea	2157	0.089426	0.0028011950140622364	9434
k__Bacteria|p__Firmicutes	2|1239	58.897524	1.8449081282211814	6202520
k__Bacteria|p__Bacteroidota	2|976	20.308626	0.6361481245701546	2894774
k__Bacteria|p__Pseudomonadota	2|1224	8.132181	0.254732710662684	1412866
k__Bacteria|p__Verrucomicrobiota	2|74201	1.00115	0.03136006762579698	97503
k__Bacteria|p__Actinomycetota	2|201174	0.903074	0.02828792472384159	104425
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.627487	0.019655419273409948	95565
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.256208	0.00802547594833541	22371
k__Archaea|p__Methanobacteriota	2157|28890	0.089426	0.0028011950140622364	9434
k__Bacteria|p__Bacteria_unclassified	2|	0.024412	0.000764689471991637	10473
k__Bacteria|p__Synergistota	2|508458	0.013428	0.00042061212285514083	12337
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	52.043252	1.630204671178949	5522497
